s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7965596E-005,-1.1773694E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7965608E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0006649E+000, 1.3351824E+001, 0.0000000E+000,-3.4678918E+000,-5.5373590E+000,-4.6294881E-001, 2.9132552E-003, 0.0000000E+000, 0.0000000E+000, 3.8636722E+000, 3.8865374E+000, 0.0000000E+000, 7.1164258E-004, 0.0000000E+000, 0.0000000E+000
 4.0008321E+000, 2.2316666E+001, 0.0000000E+000,-5.2739444E+000,-1.7035215E+001,-6.4589733E-001, 6.1106358E-003, 0.0000000E+000, 0.0000000E+000,-6.1077126E-001,-6.3228064E-001, 0.0000000E+000, 1.0610371E-003, 0.0000000E+000, 0.0000000E+000
 6.0006599E+000, 2.2404477E+001, 0.0000000E+000,-5.3235052E+000,-1.6436580E+001,-6.3112561E-001, 6.0391455E-003, 0.0000000E+000, 0.0000000E+000, 6.3887037E-002, 1.9304941E-002, 0.0000000E+000, 1.0703742E-003, 0.0000000E+000, 0.0000000E+000
 8.0011559E+000, 2.2112478E+001, 0.0000000E+000,-5.2918723E+000,-1.6200671E+001,-6.1836862E-001, 5.9424887E-003, 0.0000000E+000, 0.0000000E+000, 3.0034888E-002, 7.5086654E-003, 0.0000000E+000, 1.0705468E-003, 0.0000000E+000, 0.0000000E+000
 1.0000401E+001, 2.2882256E+001, 0.0000000E+000,-5.4523785E+000,-1.6798702E+001,-6.3136505E-001, 5.8854809E-003, 0.0000000E+000, 0.0000000E+000, 4.0417795E-002, 5.6960227E-003, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 1.2000877E+001, 2.2415469E+001, 0.0000000E+000,-5.3187145E+000,-1.6588548E+001,-6.4054111E-001, 5.9633129E-003, 0.0000000E+000, 0.0000000E+000,-9.3832261E-002,-1.2637159E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 1.4000174E+001, 2.2637262E+001, 0.0000000E+000,-5.3667942E+000,-1.6107986E+001,-6.0995770E-001, 5.8126431E-003, 0.0000000E+000, 0.0000000E+000, 5.9172790E-001, 5.5833641E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 1.6000822E+001, 2.2579165E+001, 0.0000000E+000,-5.3962457E+000,-1.6398219E+001,-6.3197192E-001, 5.9565297E-003, 0.0000000E+000, 0.0000000E+000, 1.9200339E-001, 1.5868486E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 1.8000204E+001, 2.2396780E+001, 0.0000000E+000,-5.3151776E+000,-1.6708825E+001,-6.2620391E-001, 5.8782097E-003, 0.0000000E+000, 0.0000000E+000,-2.3235866E-001,-2.4754770E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 2.0000977E+001, 2.2395293E+001, 0.0000000E+000,-5.3462999E+000,-1.7063357E+001,-6.3356883E-001, 6.0475961E-003, 0.0000000E+000, 0.0000000E+000,-6.1142569E-001,-6.4188597E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 2.2000221E+001, 2.2546191E+001, 0.0000000E+000,-5.3787210E+000,-1.6777875E+001,-6.2529011E-001, 5.8283086E-003, 0.0000000E+000, 0.0000000E+000,-1.9403346E-001,-2.2986649E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 2.4000425E+001, 2.2544245E+001, 0.0000000E+000,-5.3387191E+000,-1.6592322E+001,-6.3055362E-001, 5.9626314E-003, 0.0000000E+000, 0.0000000E+000, 3.6045246E-002,-1.1386663E-002, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 2.6000441E+001, 2.2571615E+001, 0.0000000E+000,-5.3479320E+000,-1.5885357E+001,-6.3225740E-001, 6.0590474E-003, 0.0000000E+000, 0.0000000E+000, 7.3968616E-001, 7.1212748E-001, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
 2.8000439E+001, 2.2726987E+001, 0.0000000E+000,-5.3794317E+000,-1.6700255E+001,-6.1939603E-001, 6.0042297E-003, 0.0000000E+000, 0.0000000E+000, 7.3016169E-002, 3.3908783E-002, 0.0000000E+000, 1.0705500E-003, 0.0000000E+000, 0.0000000E+000
