s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.6514267E-005, 9.5653984E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6514171E-005, 0.0000000E+000, 0.0000000E+000
 2.0014799E+000, 1.2869500E+001,-3.0244388E+000,-6.3599980E+000,-3.7263064E-001, 4.5750605E-003, 0.0000000E+000, 0.0000000E+000, 3.0287955E+000, 3.1170079E+000, 7.0348252E-004, 7.0348252E-004
 4.0015855E+000, 2.0796341E+001,-4.6841059E+000,-1.5774736E+001,-5.1142121E-001, 9.1540294E-003, 0.0000000E+000, 0.0000000E+000,-7.7474431E-002,-1.6476792E-001, 1.0454519E-003, 1.0454519E-003
 6.0014911E+000, 2.1011456E+001,-4.7423780E+000,-1.5734758E+001,-5.1592917E-001, 9.5574782E-003, 0.0000000E+000, 0.0000000E+000, 1.1220626E-001, 2.7948147E-002, 1.0546273E-003, 1.0546273E-003
 8.0019455E+000, 2.1086944E+001,-4.7655252E+000,-1.5724220E+001,-5.0254501E-001, 9.6331219E-003, 0.0000000E+000, 0.0000000E+000, 1.8708886E-001, 1.0428653E-001, 1.0547968E-003, 1.0547968E-003
 1.0000549E+001, 2.0905254E+001,-4.7153450E+000,-1.6068075E+001,-5.1163913E-001, 9.7191947E-003, 0.0000000E+000, 0.0000000E+000,-3.1865773E-001,-3.8008538E-001, 1.0547999E-003, 1.0547999E-003
 1.2000740E+001, 2.0920992E+001,-4.7445952E+000,-1.5520336E+001,-4.9877738E-001, 9.6330509E-003, 0.0000000E+000, 0.0000000E+000, 2.2068054E-001, 1.6691622E-001, 1.0548000E-003, 1.0548000E-003
 1.4001136E+001, 2.1258813E+001,-4.7864339E+000,-1.5878315E+001,-5.1587690E-001, 9.6789671E-003, 0.0000000E+000, 0.0000000E+000, 2.0644086E-001, 8.7865733E-002, 1.0548000E-003, 1.0548000E-003
 1.6000134E+001, 2.0921943E+001,-4.7054384E+000,-1.6057672E+001,-5.1233678E-001, 9.7611695E-003, 0.0000000E+000, 0.0000000E+000,-2.7202913E-001,-3.4374352E-001, 1.0548000E-003, 1.0548000E-003
 1.8001225E+001, 2.0965140E+001,-4.7289562E+000,-1.5661503E+001,-5.0224810E-001, 9.7283701E-003, 0.0000000E+000, 0.0000000E+000, 1.5388356E-001, 8.2161121E-002, 1.0548000E-003, 1.0548000E-003
 2.0000103E+001, 2.0996185E+001,-4.7461453E+000,-1.6178367E+001,-5.0650238E-001, 9.6557814E-003, 0.0000000E+000, 0.0000000E+000,-3.4566049E-001,-4.2517408E-001, 1.0548000E-003, 1.0548000E-003
 2.2002047E+001, 2.0974692E+001,-4.7316434E+000,-1.5465944E+001,-5.0492893E-001, 9.6734995E-003, 0.0000000E+000, 0.0000000E+000, 2.9185176E-001, 2.8184922E-001, 1.0548000E-003, 1.0548000E-003
 2.4001949E+001, 2.1045090E+001,-4.7221876E+000,-1.6093894E+001,-5.0957342E-001, 9.6196064E-003, 0.0000000E+000, 0.0000000E+000,-2.2047565E-001,-2.7094622E-001, 1.0548000E-003, 1.0548000E-003
 2.6000252E+001, 2.0989001E+001,-4.7289936E+000,-1.5590833E+001,-5.2307498E-001, 9.6367491E-003, 0.0000000E+000, 0.0000000E+000, 2.6227198E-001, 1.5573697E-001, 1.0548000E-003, 1.0548000E-003
 2.8001780E+001, 2.1169022E+001,-4.7681273E+000,-1.6165616E+001,-5.1864852E-001, 9.5824414E-003, 0.0000000E+000, 0.0000000E+000,-2.0285509E-001,-2.7378776E-001, 1.0548000E-003, 1.0548000E-003
 3.0000881E+001, 2.0931492E+001,-4.7066424E+000,-1.5700374E+001,-5.1220990E-001, 9.6758933E-003, 0.0000000E+000, 0.0000000E+000, 1.3502579E-001, 2.1941396E-002, 1.0548000E-003, 1.0548000E-003
 3.2000385E+001, 2.1049523E+001,-4.7339708E+000,-1.5829464E+001,-5.2240660E-001, 9.8083866E-003, 0.0000000E+000, 0.0000000E+000, 9.8179664E-002,-2.6510015E-002, 1.0548000E-003, 1.0548000E-003
 3.4000858E+001, 2.0926986E+001,-4.7160233E+000,-1.5654425E+001,-5.1229537E-001, 9.6401040E-003, 0.0000000E+000, 0.0000000E+000, 1.1785741E-001, 5.3881774E-002, 1.0548000E-003, 1.0548000E-003
 3.6000648E+001, 2.1093274E+001,-4.7434109E+000,-1.5812632E+001,-5.1399145E-001, 9.6797490E-003, 0.0000000E+000, 0.0000000E+000, 1.6132428E-001, 3.2919212E-002, 1.0548000E-003, 1.0548000E-003
 3.8001404E+001, 2.1066392E+001,-4.7539909E+000,-1.6050694E+001,-5.1672073E-001, 9.8409097E-003, 0.0000000E+000, 0.0000000E+000,-1.6255698E-001,-2.4517298E-001, 1.0548000E-003, 1.0548000E-003
 4.0000366E+001, 2.0939776E+001,-4.7249571E+000,-1.5602235E+001,-5.1484817E-001, 9.7043417E-003, 0.0000000E+000, 0.0000000E+000, 2.1434238E-001, 1.0744004E-001, 1.0548000E-003, 1.0548000E-003
