s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.6514267E-005, 9.5653984E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6514171E-005, 0.0000000E+000, 0.0000000E+000
 2.0022719E+000, 1.2141899E+001,-2.9029618E+000,-6.1664181E+000,-3.2282710E-001,-6.7314792E-004, 0.0000000E+000, 0.0000000E+000, 2.6614067E+000, 2.7490186E+000, 6.5819437E-004, 6.5819437E-004
 4.0008345E+000, 1.4721228E+001,-3.2774425E+000,-1.0795734E+001,-3.4685270E-001,-8.0528707E-004, 0.0000000E+000, 0.0000000E+000, 3.2791543E-001, 3.0039348E-001, 7.2967001E-004, 7.2967001E-004
 6.0004134E+000, 1.4843357E+001,-3.3014202E+000,-1.1820189E+001,-3.5885044E-001,-8.5612016E-004, 0.0000000E+000, 0.0000000E+000,-6.1088626E-001,-6.3795949E-001, 7.5035200E-004, 7.5035200E-004
 8.0000067E+000, 1.4652284E+001,-3.2482997E+000,-1.1173342E+001,-3.3998029E-001,-8.7348300E-004, 0.0000000E+000, 0.0000000E+000,-1.0996781E-001,-1.1021117E-001, 7.3988168E-004, 7.3988168E-004
 1.0002427E+001, 1.4908153E+001,-3.3036139E+000,-1.1052546E+001,-3.3600376E-001,-8.6444283E-004, 0.0000000E+000, 0.0000000E+000, 2.1867154E-001, 2.1512525E-001, 7.4760215E-004, 7.4760215E-004
 1.2000360E+001, 1.5233126E+001,-3.3803253E+000,-1.1246404E+001,-3.4946924E-001,-8.1968582E-004, 0.0000000E+000, 0.0000000E+000, 2.6414458E-001, 2.5610805E-001, 7.5733546E-004, 7.5733546E-004
 1.4000212E+001, 1.5353811E+001,-3.3956738E+000,-1.1682216E+001,-3.5024117E-001,-8.3746194E-004, 0.0000000E+000, 0.0000000E+000, 1.3202146E-002,-7.5157958E-002, 7.6674396E-004, 7.6674396E-004
 1.6001930E+001, 1.5388314E+001,-3.3962710E+000,-1.1706053E+001,-3.4463724E-001,-8.6760128E-004, 0.0000000E+000, 0.0000000E+000,-1.5217422E-002,-5.9514600E-002, 7.6996116E-004, 7.6996116E-004
 1.8002113E+001, 1.5185372E+001,-3.3594264E+000,-1.1692576E+001,-3.3524860E-001,-8.5823948E-004, 0.0000000E+000, 0.0000000E+000,-1.4101502E-001,-2.0273725E-001, 7.6703537E-004, 7.6703537E-004
 2.0001518E+001, 1.5337647E+001,-3.3756393E+000,-1.1479338E+001,-3.3584922E-001,-8.8307921E-004, 0.0000000E+000, 0.0000000E+000, 2.3620365E-001, 1.4593751E-001, 7.6928298E-004, 7.6928298E-004
 2.2001509E+001, 1.5396975E+001,-3.3957005E+000,-1.2031659E+001,-3.3955418E-001,-8.6190701E-004, 0.0000000E+000, 0.0000000E+000,-3.4186604E-001,-3.7080039E-001, 7.7257859E-004, 7.7257859E-004
 2.4000179E+001, 1.5720311E+001,-3.4725967E+000,-1.1693789E+001,-3.4441001E-001,-8.5837338E-004, 0.0000000E+000, 0.0000000E+000, 2.4078213E-001, 2.0865739E-001, 7.9270720E-004, 7.9270720E-004
 2.6002443E+001, 1.5692137E+001,-3.4630483E+000,-1.2272654E+001,-3.4118347E-001,-8.4990406E-004, 0.0000000E+000, 0.0000000E+000,-3.4716163E-001,-3.8559885E-001, 7.8709314E-004, 7.8709314E-004
 2.8000307E+001, 1.5605641E+001,-3.4402418E+000,-1.1639794E+001,-3.4745605E-001,-8.3524198E-004, 0.0000000E+000, 0.0000000E+000, 2.4443363E-001, 1.7731447E-001, 7.8179993E-004, 7.8179993E-004
 3.0001204E+001, 1.5668215E+001,-3.4625621E+000,-1.1666869E+001,-3.4445656E-001,-7.9037063E-004, 0.0000000E+000, 0.0000000E+000, 2.4727103E-001, 1.9353652E-001, 7.8483695E-004, 7.8483695E-004
 3.2001122E+001, 1.5832996E+001,-3.4926644E+000,-1.2270802E+001,-3.3927275E-001,-7.8569718E-004, 0.0000000E+000, 0.0000000E+000,-1.8816125E-001,-2.7052835E-001, 7.9235897E-004, 7.9235897E-004
 3.4001492E+001, 1.5923884E+001,-3.5032768E+000,-1.2289912E+001,-3.3750837E-001,-8.0161456E-004, 0.0000000E+000, 0.0000000E+000,-1.6238891E-001,-2.0761443E-001, 8.0025113E-004, 8.0025113E-004
 3.6000622E+001, 1.5864104E+001,-3.4922018E+000,-1.1722873E+001,-3.3317713E-001,-8.2774850E-004, 0.0000000E+000, 0.0000000E+000, 3.9350264E-001, 3.1502407E-001, 7.9851433E-004, 7.9851433E-004
 3.8000587E+001, 1.5649180E+001,-3.4461659E+000,-1.2120383E+001,-3.3798986E-001,-8.2345978E-004, 0.0000000E+000, 0.0000000E+000,-1.9983306E-001,-2.5618166E-001, 7.8435355E-004, 7.8435355E-004
 4.0001911E+001, 1.6040458E+001,-3.5394863E+000,-1.2091879E+001,-3.3995141E-001,-7.9848010E-004, 0.0000000E+000, 0.0000000E+000, 1.5223144E-001, 6.8343359E-002, 8.0127954E-004, 8.0127954E-004
