s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9609101E-004,-1.6167795E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7992321E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0003150E+000, 1.8803484E+001, 0.0000000E+000,-4.7563687E+000,-1.0012556E+001,-4.3521437E-001, 1.6822661E-003, 0.0000000E+000, 0.0000000E+000, 3.4915576E+000, 3.6010266E+000, 0.0000000E+000, 1.0461776E-003, 0.0000000E+000, 0.0000000E+000
 4.0000749E+000, 2.0586208E+001, 0.0000000E+000,-5.1045723E+000,-1.4778158E+001,-4.1351888E-001, 1.4433149E-003, 0.0000000E+000, 0.0000000E+000, 2.3451244E-001, 2.9140139E-001, 0.0000000E+000, 1.0035448E-003, 0.0000000E+000, 0.0000000E+000
 6.0001035E+000, 2.1779102E+001, 0.0000000E+000,-5.3313268E+000,-1.6106406E+001,-4.2061738E-001, 1.5114674E-003, 0.0000000E+000, 0.0000000E+000,-1.3687134E-001,-7.7737039E-002, 0.0000000E+000, 1.0332040E-003, 0.0000000E+000, 0.0000000E+000
 8.0001554E+000, 2.3054288E+001, 0.0000000E+000,-5.6957534E+000,-1.6900394E+001,-4.3354297E-001, 1.6689188E-003, 0.0000000E+000, 0.0000000E+000,-3.0922019E-002, 2.6266184E-002, 0.0000000E+000, 1.0910771E-003, 0.0000000E+000, 0.0000000E+000
 1.0000096E+001, 2.2690129E+001, 0.0000000E+000,-5.6166686E+000,-1.6545932E+001,-4.1717455E-001, 1.5202950E-003, 0.0000000E+000, 0.0000000E+000, 4.9134811E-002, 1.1187334E-001, 0.0000000E+000, 1.0600756E-003, 0.0000000E+000, 0.0000000E+000
 1.2000012E+001, 2.1950920E+001, 0.0000000E+000,-5.4042001E+000,-1.5336719E+001,-3.9816763E-001, 1.4402564E-003, 0.0000000E+000, 0.0000000E+000, 7.4661038E-001, 8.1327356E-001, 0.0000000E+000, 1.0484656E-003, 0.0000000E+000, 0.0000000E+000
 1.4000254E+001, 2.0477478E+001, 0.0000000E+000,-5.0842177E+000,-1.5499687E+001,-3.9265047E-001, 1.3108680E-003, 0.0000000E+000, 0.0000000E+000,-5.5327741E-001,-4.9776564E-001, 0.0000000E+000, 1.0102174E-003, 0.0000000E+000, 0.0000000E+000
 1.6000111E+001, 2.2790720E+001, 0.0000000E+000,-5.6246766E+000,-1.7025800E+001,-4.2254901E-001, 1.6081835E-003, 0.0000000E+000, 0.0000000E+000,-3.4500954E-001,-2.8069737E-001, 0.0000000E+000, 1.0883525E-003, 0.0000000E+000, 0.0000000E+000
 1.8000023E+001, 2.3163578E+001, 0.0000000E+000,-5.8097265E+000,-1.6111859E+001,-4.1831967E-001, 1.6039206E-003, 0.0000000E+000, 0.0000000E+000, 7.4844482E-001, 8.2527696E-001, 0.0000000E+000, 1.0884488E-003, 0.0000000E+000, 0.0000000E+000
 2.0000376E+001, 2.2383418E+001, 0.0000000E+000,-5.5430408E+000,-1.6424560E+001,-4.1461163E-001, 1.5094875E-003, 0.0000000E+000, 0.0000000E+000,-5.3774286E-002, 2.7149422E-003, 0.0000000E+000, 1.0697321E-003, 0.0000000E+000, 0.0000000E+000
