s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000297E+002, 2.6590737E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8051936E-002, 0.0000000E+000, 2.8602277E-001, 5.7884721E+002, 3.9218215E+002, 2.6885927E+002, 1.6363354E+002, 3.7749839E+001
 4.7000158E+002, 2.6195503E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8011062E-002, 0.0000000E+000, 2.8316682E-001, 5.7950626E+002, 3.9436223E+002, 2.7155806E+002, 1.6696286E+002, 3.8037226E+001
 4.8000020E+002, 2.5819620E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7970575E-002, 0.0000000E+000, 2.8049788E-001, 5.8016114E+002, 3.9675910E+002, 2.7401908E+002, 1.7081273E+002, 3.8337806E+001
 4.9000797E+002, 2.5451159E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7930431E-002, 0.0000000E+000, 2.7795508E-001, 5.8070010E+002, 3.9897433E+002, 2.7653095E+002, 1.7409670E+002, 3.8652841E+001
 5.0000659E+002, 2.5077809E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7890645E-002, 0.0000000E+000, 2.7544998E-001, 5.8124275E+002, 4.0111051E+002, 2.7898914E+002, 1.7722439E+002, 3.8982536E+001
 5.1000520E+002, 2.4710040E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7851232E-002, 0.0000000E+000, 2.7300490E-001, 5.8174398E+002, 4.0323947E+002, 2.8137340E+002, 1.8028207E+002, 3.9323488E+001
 5.2000382E+002, 2.4342968E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7812166E-002, 0.0000000E+000, 2.7059109E-001, 5.8225356E+002, 4.0533811E+002, 2.8368856E+002, 1.8327075E+002, 3.9680481E+001
 5.3000244E+002, 2.3987256E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7773439E-002, 0.0000000E+000, 2.6826970E-001, 5.8266819E+002, 4.0743420E+002, 2.8593785E+002, 1.8619119E+002, 4.0046353E+001
 5.4000105E+002, 2.3646435E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7735033E-002, 0.0000000E+000, 2.6607838E-001, 5.8338722E+002, 4.0951601E+002, 2.8812448E+002, 1.8904453E+002, 4.0435981E+001
 5.5000882E+002, 2.3312670E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7696908E-002, 0.0000000E+000, 2.6394158E-001, 5.8363939E+002, 4.1158875E+002, 2.9025381E+002, 1.9183322E+002, 4.0816574E+001
 5.6000744E+002, 2.2982135E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7659088E-002, 0.0000000E+000, 2.6184661E-001, 5.8410880E+002, 4.1361804E+002, 2.9232826E+002, 1.9455767E+002, 4.1213760E+001
 5.7000606E+002, 2.2658742E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7621582E-002, 0.0000000E+000, 2.5977725E-001, 5.8467759E+002, 4.1563218E+002, 2.9434572E+002, 1.9721860E+002, 4.1637815E+001
 5.8000785E+002, 2.2351854E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7584363E-002, 0.0000000E+000, 2.5779799E-001, 5.8546945E+002, 4.1778341E+002, 2.9631209E+002, 1.9981934E+002, 4.2059695E+001
 5.9000305E+002, 2.2055927E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7547420E-002, 0.0000000E+000, 2.5588079E-001, 5.8530392E+002, 4.1972769E+002, 2.9824067E+002, 2.0236078E+002, 4.2487287E+001
 6.0000649E+002, 2.1764178E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7510750E-002, 0.0000000E+000, 2.5396747E-001, 5.8553478E+002, 4.2161803E+002, 3.0012046E+002, 2.0484689E+002, 4.2933835E+001
 6.1000169E+002, 2.1489279E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7474352E-002, 0.0000000E+000, 2.5212445E-001, 5.8619630E+002, 4.2357131E+002, 3.0194476E+002, 2.0727869E+002, 4.3410972E+001
 6.2000513E+002, 2.1232769E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7438206E-002, 0.0000000E+000, 2.5035240E-001, 5.8658792E+002, 4.2546873E+002, 3.0372655E+002, 2.0965735E+002, 4.3853731E+001
 6.3000033E+002, 2.0991243E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7402308E-002, 0.0000000E+000, 2.4865386E-001, 5.8686411E+002, 4.2740027E+002, 3.0546893E+002, 2.1198385E+002, 4.4316095E+001
 6.4000377E+002, 2.0762839E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7366645E-002, 0.0000000E+000, 2.4699890E-001, 5.8724282E+002, 4.2925541E+002, 3.0717614E+002, 2.1425989E+002, 4.4792022E+001
 6.5000721E+002, 2.0544983E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7331204E-002, 0.0000000E+000, 2.4537026E-001, 5.8762748E+002, 4.3111245E+002, 3.0884712E+002, 2.1648869E+002, 4.5276476E+001
 6.6000241E+002, 2.0341006E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7296007E-002, 0.0000000E+000, 2.4377842E-001, 5.8795445E+002, 4.3293358E+002, 3.1048415E+002, 2.1867006E+002, 4.5768729E+001
 6.7000585E+002, 2.0149868E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7261034E-002, 0.0000000E+000, 2.4221955E-001, 5.8821974E+002, 4.3471559E+002, 3.1208879E+002, 2.2080647E+002, 4.6269247E+001
 6.8000105E+002, 1.9969167E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7226284E-002, 0.0000000E+000, 2.4068835E-001, 5.8899561E+002, 4.3648262E+002, 3.1366128E+002, 2.2289934E+002, 4.6790196E+001
 6.9000449E+002, 1.9807426E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7191744E-002, 0.0000000E+000, 2.3922637E-001, 5.8881371E+002, 4.3831399E+002, 3.1520668E+002, 2.2495012E+002, 4.7303002E+001
 7.0000794E+002, 1.9647448E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7157402E-002, 0.0000000E+000, 2.3776444E-001, 5.8933331E+002, 4.3991364E+002, 3.1673121E+002, 2.2696137E+002, 4.7824105E+001
 7.1000314E+002, 1.9509113E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7123273E-002, 0.0000000E+000, 2.3638352E-001, 5.8984192E+002, 4.4161562E+002, 3.1821863E+002, 2.2893328E+002, 4.8354283E+001
 7.2000658E+002, 1.9370873E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7089342E-002, 0.0000000E+000, 2.3499655E-001, 5.9007729E+002, 4.4331024E+002, 3.1968317E+002, 2.3086707E+002, 4.8882650E+001
 7.3000178E+002, 1.9238844E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7055610E-002, 0.0000000E+000, 2.3361568E-001, 5.9041780E+002, 4.4492707E+002, 3.2112898E+002, 2.3276406E+002, 4.9420624E+001
 7.4000522E+002, 1.9113319E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7022077E-002, 0.0000000E+000, 2.3224776E-001, 5.9061114E+002, 4.4648538E+002, 3.2255096E+002, 2.3462603E+002, 4.9966314E+001
 7.5000042E+002, 1.8992336E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6988739E-002, 0.0000000E+000, 2.3089095E-001, 5.9082484E+002, 4.4799445E+002, 3.2394711E+002, 2.3645394E+002, 5.0515006E+001
 7.6000386E+002, 1.8878269E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6955595E-002, 0.0000000E+000, 2.2956665E-001, 5.9127143E+002, 4.4951162E+002, 3.2531743E+002, 2.3824838E+002, 5.1065110E+001
 7.7000730E+002, 1.8776339E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6922619E-002, 0.0000000E+000, 2.2831069E-001, 5.9161459E+002, 4.5102559E+002, 3.2666916E+002, 2.4001057E+002, 5.1622353E+001
 7.8000250E+002, 1.8676495E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6889832E-002, 0.0000000E+000, 2.2708049E-001, 5.9179422E+002, 4.5248003E+002, 3.2800509E+002, 2.4174058E+002, 5.2182112E+001
 7.9000594E+002, 1.8581010E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6857219E-002, 0.0000000E+000, 2.2587865E-001, 5.9218536E+002, 4.5390517E+002, 3.2932180E+002, 2.4343977E+002, 5.2744617E+001
 8.0000114E+002, 1.8490522E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6824775E-002, 0.0000000E+000, 2.2471171E-001, 5.9242582E+002, 4.5531897E+002, 3.3062104E+002, 2.4510983E+002, 5.3312238E+001
 8.1000458E+002, 1.8402478E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6792495E-002, 0.0000000E+000, 2.2356356E-001, 5.9273884E+002, 4.5668757E+002, 3.3190463E+002, 2.4675144E+002, 5.3883986E+001
 8.2000802E+002, 1.8315058E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6760367E-002, 0.0000000E+000, 2.2242309E-001, 5.9295927E+002, 4.5803975E+002, 3.3317282E+002, 2.4836525E+002, 5.4461222E+001
 8.3000322E+002, 1.8226871E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6728416E-002, 0.0000000E+000, 2.2127564E-001, 5.9297036E+002, 4.5932579E+002, 3.3442467E+002, 2.4995312E+002, 5.5045487E+001
 8.4000666E+002, 1.8150450E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6696626E-002, 0.0000000E+000, 2.2020852E-001, 5.9237496E+002, 4.6034971E+002, 3.3565500E+002, 2.5151321E+002, 5.5632159E+001
 8.5000187E+002, 1.8080128E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6664979E-002, 0.0000000E+000, 2.1919392E-001, 5.9308351E+002, 4.6149251E+002, 3.3684048E+002, 2.5304822E+002, 5.6215494E+001
 8.6000531E+002, 1.8003144E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6633478E-002, 0.0000000E+000, 2.1814998E-001, 5.9355177E+002, 4.6274224E+002, 3.3800986E+002, 2.5455427E+002, 5.6793920E+001
 8.7000051E+002, 1.7921672E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6602133E-002, 0.0000000E+000, 2.1706982E-001, 5.9414251E+002, 4.6409653E+002, 3.3918465E+002, 2.5603282E+002, 5.7384421E+001
 8.8000395E+002, 1.7837642E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6570949E-002, 0.0000000E+000, 2.1595574E-001, 5.9440212E+002, 4.6537031E+002, 3.4036948E+002, 2.5748569E+002, 5.7982592E+001
 8.9000739E+002, 1.7757404E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6539915E-002, 0.0000000E+000, 2.1486112E-001, 5.9475197E+002, 4.6664655E+002, 3.4155301E+002, 2.5891856E+002, 5.8575185E+001
 9.0000000E+002, 1.7682790E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6509049E-002, 0.0000000E+000, 2.1374268E-001, 5.9425571E+002, 4.6772130E+002, 3.4273122E+002, 2.6033051E+002, 5.9188814E+001
