s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
Time,mf,norm mf O2,norm mf CO2,NORM MASS O2 CONSUMED,NORM MASS CO2 PRODUCED,MASS,NORM MASS ASH PRODUCED,wt loss mf,T0mm,T5mm,T10mm,T15mm,T38mm
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0406942E-002, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 1.0001859E+001, 5.6927120E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0404259E-002, 0.0000000E+000, 4.6373287E-002, 2.0146294E+002, 3.0136273E+001, 2.9969692E+001, 2.9969691E+001, 3.0071427E+001
 2.0009051E+001, 1.6308572E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0386319E-002, 0.0000000E+000, 1.2420305E-001, 3.0227621E+002, 3.6111120E+001, 2.9915155E+001, 2.9909359E+001, 3.0263248E+001
 3.0010313E+001, 1.6728254E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0361538E-002, 0.0000000E+000, 1.5426493E-001, 3.5306974E+002, 5.4367604E+001, 3.0037397E+001, 2.9849478E+001, 3.0481472E+001
 4.0005162E+001, 1.8285059E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0335977E-002, 0.0000000E+000, 1.7657948E-001, 3.8788994E+002, 7.8504444E+001, 3.0983930E+001, 2.9795230E+001, 3.0709857E+001
 5.0002201E+001, 2.2581003E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0306181E-002, 0.0000000E+000, 2.1327861E-001, 4.1366996E+002, 1.0349759E+002, 3.3427642E+001, 2.9773276E+001, 3.0937570E+001
 6.0004583E+001, 2.9123705E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0268447E-002, 0.0000000E+000, 2.6908332E-001, 4.3423586E+002, 1.2742528E+002, 3.7591106E+001, 2.9854968E+001, 3.1163526E+001
 7.0006965E+001, 3.6720764E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0220318E-002, 0.0000000E+000, 3.3780430E-001, 4.5127093E+002, 1.4978173E+002, 4.2564852E+001, 3.0141539E+001, 3.1392252E+001
 8.0009347E+001, 4.3952588E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0161299E-002, 0.0000000E+000, 4.0818401E-001, 4.6599209E+002, 1.7054279E+002, 4.9139047E+001, 3.0731346E+001, 3.1607992E+001
 9.0004681E+001, 4.9443336E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0093016E-002, 0.0000000E+000, 4.6767879E-001, 4.7873616E+002, 1.8974338E+002, 5.6732453E+001, 3.1698685E+001, 3.1823367E+001
 1.0000484E+002, 5.2607242E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0018420E-002, 0.0000000E+000, 5.0823200E-001, 4.8980437E+002, 2.0734842E+002, 6.4922369E+001, 3.3086382E+001, 3.2039082E+001
 1.1000500E+002, 5.3558940E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9940940E-002, 0.0000000E+000, 5.2826403E-001, 4.9949936E+002, 2.2327182E+002, 7.3453474E+001, 3.4906173E+001, 3.2222919E+001
 1.2000516E+002, 5.3009963E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9863235E-002, 0.0000000E+000, 5.3155487E-001, 5.0780361E+002, 2.3749225E+002, 8.2124646E+001, 3.7144033E+001, 3.2405288E+001
 1.3000532E+002, 5.1598934E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9787023E-002, 0.0000000E+000, 5.2357891E-001, 5.1490997E+002, 2.5012139E+002, 9.0792433E+001, 3.9767858E+001, 3.2580741E+001
 1.4000547E+002, 4.9860344E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9713130E-002, 0.0000000E+000, 5.0960826E-001, 5.2102237E+002, 2.6134939E+002, 9.9362839E+001, 4.2734362E+001, 3.2748479E+001
 1.5000563E+002, 4.8115058E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9641773E-002, 0.0000000E+000, 4.9349918E-001, 5.2628590E+002, 2.7138108E+002, 1.0777940E+002, 4.5994463E+001, 3.2907255E+001
 1.6000579E+002, 4.6481052E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9572857E-002, 0.0000000E+000, 4.7734551E-001, 5.3093801E+002, 2.8039865E+002, 1.1601394E+002, 4.9498298E+001, 3.3058566E+001
 1.7000595E+002, 4.5014956E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9506176E-002, 0.0000000E+000, 4.6226082E-001, 5.3506842E+002, 2.8823654E+002, 1.2399290E+002, 5.3177092E+001, 3.3206617E+001
 1.8000611E+002, 4.3715127E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9441480E-002, 0.0000000E+000, 4.4861625E-001, 5.3866822E+002, 2.9273253E+002, 1.3125278E+002, 5.6822087E+001, 3.3340215E+001
 1.9000627E+002, 4.2515296E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9378569E-002, 0.0000000E+000, 4.3610356E-001, 5.4197457E+002, 2.9959126E+002, 1.3889158E+002, 6.0769465E+001, 3.3468906E+001
 2.0000643E+002, 4.1394177E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9317322E-002, 0.0000000E+000, 4.2452212E-001, 5.4496860E+002, 3.0590959E+002, 1.4634308E+002, 6.4800250E+001, 3.3594290E+001
 2.1000659E+002, 4.0358101E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9257619E-002, 0.0000000E+000, 4.1384237E-001, 5.4763376E+002, 3.1175220E+002, 1.5360778E+002, 6.8887630E+001, 3.3715711E+001
 2.2000674E+002, 3.9420135E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9199319E-002, 0.0000000E+000, 4.0410808E-001, 5.5016117E+002, 3.1717425E+002, 1.6068069E+002, 7.2233801E+001, 3.3831103E+001
 2.3000690E+002, 3.8556302E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9142300E-002, 0.0000000E+000, 3.9520252E-001, 5.5248975E+002, 3.2223469E+002, 1.6755129E+002, 7.5771863E+001, 3.3942230E+001
 2.4000706E+002, 3.7765753E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9086450E-002, 0.0000000E+000, 3.8707151E-001, 5.5451719E+002, 3.2697369E+002, 1.7420814E+002, 7.9853225E+001, 3.4049912E+001
 2.5000722E+002, 3.7002809E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9031689E-002, 0.0000000E+000, 3.7939615E-001, 5.5647619E+002, 3.3141686E+002, 1.8063818E+002, 8.3932227E+001, 3.4160344E+001
 2.6000738E+002, 3.6291718E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8977968E-002, 0.0000000E+000, 3.7225636E-001, 5.5828343E+002, 3.3560205E+002, 1.8682955E+002, 8.8001043E+001, 3.4266219E+001
 2.7000754E+002, 3.5628118E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8925201E-002, 0.0000000E+000, 3.6561006E-001, 5.6003512E+002, 3.3956231E+002, 1.9277498E+002, 9.2054254E+001, 3.4372687E+001
 2.8000770E+002, 3.4992415E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8873333E-002, 0.0000000E+000, 3.5934287E-001, 5.6162126E+002, 3.4332349E+002, 1.9847233E+002, 9.6087974E+001, 3.4483532E+001
 2.9000786E+002, 3.4395348E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8822313E-002, 0.0000000E+000, 3.5347891E-001, 5.6312139E+002, 3.4690259E+002, 2.0392455E+002, 1.0009941E+002, 3.4594089E+001
 3.0000801E+002, 3.3810795E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8772095E-002, 0.0000000E+000, 3.4785442E-001, 5.6450816E+002, 3.5031798E+002, 2.0913919E+002, 1.0408696E+002, 3.4712197E+001
 3.1000817E+002, 3.3247204E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8722656E-002, 0.0000000E+000, 3.4248268E-001, 5.6580413E+002, 3.5358318E+002, 2.1412618E+002, 1.0804980E+002, 3.4833747E+001
 3.2000833E+002, 3.2718216E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8673948E-002, 0.0000000E+000, 3.3744952E-001, 5.6702194E+002, 3.5671631E+002, 2.1889677E+002, 1.1198757E+002, 3.4959798E+001
 3.3000849E+002, 3.2205316E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8625925E-002, 0.0000000E+000, 3.3265795E-001, 5.6820825E+002, 3.5972571E+002, 2.2346243E+002, 1.1589961E+002, 3.5092556E+001
 3.4000865E+002, 3.1708392E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8578561E-002, 0.0000000E+000, 3.2807622E-001, 5.6943850E+002, 3.6263565E+002, 2.2783643E+002, 1.1978531E+002, 3.5237939E+001
 3.5000404E+002, 3.1227227E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8531845E-002, 0.0000000E+000, 3.2371582E-001, 5.7014734E+002, 3.6545982E+002, 2.3202887E+002, 1.2364281E+002, 3.5394747E+001
 3.6000099E+002, 3.0809068E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8485698E-002, 0.0000000E+000, 3.1987455E-001, 5.7102289E+002, 3.6811611E+002, 2.3605252E+002, 1.2747147E+002, 3.5547884E+001
 3.7000626E+002, 3.0361094E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8440056E-002, 0.0000000E+000, 3.1602122E-001, 5.7139581E+002, 3.7070349E+002, 2.3991356E+002, 1.3127266E+002, 3.5714839E+001
 3.8000488E+002, 2.9917171E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8394965E-002, 0.0000000E+000, 3.1227678E-001, 5.7259126E+002, 3.7319763E+002, 2.4361745E+002, 1.3504209E+002, 3.5894410E+001
 3.9000350E+002, 2.9497586E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8350401E-002, 0.0000000E+000, 3.0869503E-001, 5.7388893E+002, 3.7572082E+002, 2.4717214E+002, 1.3877454E+002, 3.6082586E+001
 4.0000211E+002, 2.9054361E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8306353E-002, 0.0000000E+000, 3.0508760E-001, 5.7481121E+002, 3.7823527E+002, 2.5059710E+002, 1.4246814E+002, 3.6285385E+001
 4.1000073E+002, 2.8622894E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8262818E-002, 0.0000000E+000, 3.0158818E-001, 5.7539959E+002, 3.8068628E+002, 2.5390678E+002, 1.4611889E+002, 3.6501483E+001
 4.2000850E+002, 2.8221037E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8219739E-002, 0.0000000E+000, 2.9834314E-001, 5.7658956E+002, 3.8302102E+002, 2.5710639E+002, 1.4972635E+002, 3.6721567E+001
 4.3000712E+002, 2.7812932E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8177104E-002, 0.0000000E+000, 2.9516904E-001, 5.7708618E+002, 3.8543120E+002, 2.6019386E+002, 1.5328583E+002, 3.6957245E+001
 4.4000573E+002, 2.7393898E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8134947E-002, 0.0000000E+000, 2.9199462E-001, 5.7783858E+002, 3.8770802E+002, 2.6318035E+002, 1.5679170E+002, 3.7214785E+001
 4.5000435E+002, 2.6997672E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8093231E-002, 0.0000000E+000, 2.8899983E-001, 5.7833700E+002, 3.8998691E+002, 2.6606726E+002, 1.6024203E+002, 3.7474323E+001
