s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000958E+002, 2.1456215E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9156297E-002, 0.0000000E+000, 2.2661517E-001, 4.5288177E+002, 3.1294453E+002, 2.1116497E+002, 1.2374339E+002, 3.3513559E+001
 4.7000387E+002, 2.1170169E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9123921E-002, 0.0000000E+000, 2.2421191E-001, 4.5380441E+002, 3.1446286E+002, 2.1368630E+002, 1.2632747E+002, 3.3695828E+001
 4.8000878E+002, 2.0853399E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9091909E-002, 0.0000000E+000, 2.2169911E-001, 4.5467240E+002, 3.1592860E+002, 2.1612558E+002, 1.2888630E+002, 3.3897588E+001
 4.9000307E+002, 2.0588985E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9060233E-002, 0.0000000E+000, 2.1948990E-001, 4.5509976E+002, 3.1733767E+002, 2.1848747E+002, 1.3141941E+002, 3.4095194E+001
 5.0000798E+002, 2.0293219E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9028869E-002, 0.0000000E+000, 2.1718361E-001, 4.5554811E+002, 3.1866630E+002, 2.2077458E+002, 1.3392497E+002, 3.4302981E+001
 5.1000511E+002, 2.0022282E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8997823E-002, 0.0000000E+000, 2.1501018E-001, 4.5669934E+002, 3.1993163E+002, 2.2298738E+002, 1.3640252E+002, 3.4523688E+001
 5.2000808E+002, 1.9743662E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8967085E-002, 0.0000000E+000, 2.1287700E-001, 4.5762532E+002, 3.2120125E+002, 2.2512657E+002, 1.3884980E+002, 3.4755166E+001
 5.3000151E+002, 1.9446860E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8936668E-002, 0.0000000E+000, 2.1063958E-001, 4.5814381E+002, 3.2245263E+002, 2.2719984E+002, 1.4126493E+002, 3.5008731E+001
 5.4000449E+002, 1.9184762E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8906562E-002, 0.0000000E+000, 2.0862192E-001, 4.5914524E+002, 3.2365947E+002, 2.2921424E+002, 1.4364665E+002, 3.5268011E+001
 5.5000746E+002, 1.8907045E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8876720E-002, 0.0000000E+000, 2.0656086E-001, 4.5936932E+002, 3.2485673E+002, 2.3117250E+002, 1.4599535E+002, 3.5522443E+001
 5.6000089E+002, 1.8628399E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8847198E-002, 0.0000000E+000, 2.0452476E-001, 4.5994700E+002, 3.2597100E+002, 2.3307693E+002, 1.4830801E+002, 3.5788913E+001
 5.7000387E+002, 1.8364719E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8817955E-002, 0.0000000E+000, 2.0257919E-001, 4.6052451E+002, 3.2718918E+002, 2.3474671E+002, 1.5103227E+002, 3.6066651E+001
 5.8000684E+002, 1.8105343E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8788969E-002, 0.0000000E+000, 2.0071261E-001, 4.6105994E+002, 3.2827361E+002, 2.3651558E+002, 1.5335076E+002, 3.6352110E+001
 5.9000027E+002, 1.7851285E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8760254E-002, 0.0000000E+000, 1.9890923E-001, 4.6161011E+002, 3.2930795E+002, 2.3826220E+002, 1.5555254E+002, 3.6647988E+001
 6.0000325E+002, 1.7606245E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8731790E-002, 0.0000000E+000, 1.9720033E-001, 4.6223878E+002, 3.3032066E+002, 2.3995988E+002, 1.5771595E+002, 3.6950764E+001
 6.1000622E+002, 1.7374980E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8703542E-002, 0.0000000E+000, 1.9561033E-001, 4.6289005E+002, 3.3132546E+002, 2.4161318E+002, 1.5984129E+002, 3.7261984E+001
 6.2000920E+002, 1.7134553E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8675518E-002, 0.0000000E+000, 1.9399736E-001, 4.6327337E+002, 3.3231790E+002, 2.4322445E+002, 1.6192716E+002, 3.7583904E+001
 6.3000263E+002, 1.6895063E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8647743E-002, 0.0000000E+000, 1.9239820E-001, 4.6369351E+002, 3.3326860E+002, 2.4479506E+002, 1.6397271E+002, 3.7910504E+001
 6.4000560E+002, 1.6664680E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8620192E-002, 0.0000000E+000, 1.9084770E-001, 4.6392545E+002, 3.3419188E+002, 2.4632725E+002, 1.6597929E+002, 3.8247157E+001
 6.5000858E+002, 1.6453918E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8592836E-002, 0.0000000E+000, 1.8944950E-001, 4.6509635E+002, 3.3509227E+002, 2.4781990E+002, 1.6794848E+002, 3.8593568E+001
 6.6000201E+002, 1.6232301E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8565689E-002, 0.0000000E+000, 1.8800949E-001, 4.6522302E+002, 3.3602823E+002, 2.4927514E+002, 1.6987848E+002, 3.8946953E+001
 6.7000498E+002, 1.6028020E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8538744E-002, 0.0000000E+000, 1.8666618E-001, 4.6575152E+002, 3.3692340E+002, 2.5069754E+002, 1.7177066E+002, 3.9303644E+001
 6.8000796E+002, 1.5814231E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8511979E-002, 0.0000000E+000, 1.8528178E-001, 4.6600214E+002, 3.3779733E+002, 2.5208981E+002, 1.7362678E+002, 3.9657923E+001
 6.9000139E+002, 1.5603306E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8485430E-002, 0.0000000E+000, 1.8389273E-001, 4.6634539E+002, 3.3863127E+002, 2.5344925E+002, 1.7544610E+002, 4.0022433E+001
 7.0000437E+002, 1.5408793E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8459074E-002, 0.0000000E+000, 1.8258790E-001, 4.6685717E+002, 3.3945402E+002, 2.5477626E+002, 1.7723047E+002, 4.0392182E+001
 7.1000734E+002, 1.5225630E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8432882E-002, 0.0000000E+000, 1.8136994E-001, 4.6739560E+002, 3.4028462E+002, 2.5607133E+002, 1.7898133E+002, 4.0769388E+001
 7.2000077E+002, 1.5045113E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8406872E-002, 0.0000000E+000, 1.8017646E-001, 4.6790266E+002, 3.4111097E+002, 2.5733688E+002, 1.8069746E+002, 4.1165547E+001
 7.3000852E+002, 1.4874781E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8381021E-002, 0.0000000E+000, 1.7904655E-001, 4.6811320E+002, 3.4193747E+002, 2.5857802E+002, 1.8238096E+002, 4.1554404E+001
 7.4000386E+002, 1.4717243E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8355323E-002, 0.0000000E+000, 1.7797697E-001, 4.6827310E+002, 3.4270518E+002, 2.5979509E+002, 1.8403305E+002, 4.1940598E+001
 7.5000970E+002, 1.4559385E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8329775E-002, 0.0000000E+000, 1.7689087E-001, 4.6895802E+002, 3.4347288E+002, 2.6098456E+002, 1.8565404E+002, 4.2341207E+001
 7.6000504E+002, 1.4398991E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8304392E-002, 0.0000000E+000, 1.7578076E-001, 4.6866227E+002, 3.4424549E+002, 2.6214688E+002, 1.8724507E+002, 4.2738419E+001
 7.7000038E+002, 1.4249255E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8279179E-002, 0.0000000E+000, 1.7469256E-001, 4.6941765E+002, 3.4493629E+002, 2.6328528E+002, 1.8880624E+002, 4.3135297E+001
 7.8000621E+002, 1.4101261E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8254109E-002, 0.0000000E+000, 1.7358649E-001, 4.6977838E+002, 3.4569771E+002, 2.6439571E+002, 1.9033936E+002, 4.3545370E+001
 7.9000155E+002, 1.3954942E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8229204E-002, 0.0000000E+000, 1.7247216E-001, 4.7007054E+002, 3.4643644E+002, 2.6548458E+002, 1.9184461E+002, 4.3955162E+001
 8.0000739E+002, 1.3825042E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8204453E-002, 0.0000000E+000, 1.7142637E-001, 4.7051159E+002, 3.4716587E+002, 2.6655365E+002, 1.9332217E+002, 4.4368677E+001
 8.1000273E+002, 1.3706977E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8179842E-002, 0.0000000E+000, 1.7045044E-001, 4.7094154E+002, 3.4790453E+002, 2.6760305E+002, 1.9477354E+002, 4.4785344E+001
 8.2000857E+002, 1.3589367E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8155368E-002, 0.0000000E+000, 1.6947007E-001, 4.7110996E+002, 3.4863375E+002, 2.6863431E+002, 1.9619922E+002, 4.5207789E+001
 8.3000391E+002, 1.3477476E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8131036E-002, 0.0000000E+000, 1.6850679E-001, 4.7141538E+002, 3.4933524E+002, 2.6964839E+002, 1.9760046E+002, 4.5629159E+001
 8.4000975E+002, 1.3378235E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8106838E-002, 0.0000000E+000, 1.6760679E-001, 4.7219872E+002, 3.5003688E+002, 2.7064321E+002, 1.9897801E+002, 4.6061431E+001
 8.5000509E+002, 1.3288294E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8082759E-002, 0.0000000E+000, 1.6675095E-001, 4.7215986E+002, 3.5078608E+002, 2.7162016E+002, 2.0033240E+002, 4.6483144E+001
 8.6000043E+002, 1.3195008E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8058816E-002, 0.0000000E+000, 1.6586639E-001, 4.7244793E+002, 3.5147138E+002, 2.7258365E+002, 2.0166381E+002, 4.6914176E+001
 8.7000570E+002, 1.3112212E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8034989E-002, 0.0000000E+000, 1.6501868E-001, 4.7289122E+002, 3.5216819E+002, 2.7353079E+002, 2.0297420E+002, 4.7353606E+001
 8.8000253E+002, 1.3019845E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8011285E-002, 0.0000000E+000, 1.6411171E-001, 4.7289903E+002, 3.5282964E+002, 2.7446166E+002, 2.0426374E+002, 4.7781909E+001
 8.9000880E+002, 1.2937460E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7987713E-002, 0.0000000E+000, 1.6322642E-001, 4.7320729E+002, 3.5347333E+002, 2.7537511E+002, 2.0553302E+002, 4.8213941E+001
 9.0000000E+002, 1.2861991E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7964271E-002, 0.0000000E+000, 1.6228433E-001, 4.7355634E+002, 3.5413364E+002, 2.7626871E+002, 2.0678186E+002, 4.8648777E+001
