s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000002E+002, 4.2363256E-001, 5.0126393E-002, 4.9800145E-002, 1.6662202E-004, 1.3853239E-004, 1.8166131E-002, 6.9076945E-005, 4.3718626E-001, 5.3589174E+002, 3.6459116E+002, 2.3635917E+002, 1.3166998E+002, 3.5320601E+001
 4.7000866E+002, 4.2036063E-001, 5.0530692E-002, 5.0249046E-002, 1.7392499E-004, 1.4579469E-004, 1.8103391E-002, 7.2698172E-005, 4.3445957E-001, 5.3718466E+002, 3.6817600E+002, 2.3811416E+002, 1.3525549E+002, 3.5558528E+001
 4.8000774E+002, 4.1689990E-001, 5.0733881E-002, 5.0491603E-002, 1.8125032E-004, 1.5308508E-004, 1.8041018E-002, 7.6333408E-005, 4.3171197E-001, 5.3837120E+002, 3.7119565E+002, 2.4115067E+002, 1.3861036E+002, 3.5807637E+001
 4.9000683E+002, 4.1144688E-001, 5.0276721E-002, 5.0067704E-002, 1.8850965E-004, 1.6031426E-004, 1.7979185E-002, 7.9938123E-005, 4.2763723E-001, 5.3874994E+002, 3.7363223E+002, 2.4480415E+002, 1.4035790E+002, 3.6084070E+001
 5.0000592E+002, 4.0770381E-001, 5.0970628E-002, 5.0792925E-002, 1.9586917E-004, 1.6764816E-004, 1.7917967E-002, 8.3595052E-005, 4.2445326E-001, 5.3986773E+002, 3.7405870E+002, 2.4853994E+002, 1.4354981E+002, 3.6351357E+001
 5.1000522E+002, 4.0254427E-001, 5.0426738E-002, 5.0275683E-002, 2.0315031E-004, 1.7490753E-004, 1.7857213E-002, 8.7214819E-005, 4.2048709E-001, 5.4063666E+002, 3.7740950E+002, 2.5001822E+002, 1.4708527E+002, 3.6631549E+001
 5.2000664E+002, 4.0077366E-001, 5.1750993E-002, 5.1627349E-002, 2.1062424E-004, 1.8236364E-004, 1.7796905E-002, 9.0932688E-005, 4.1879184E-001, 5.4251567E+002, 3.8072615E+002, 2.5288550E+002, 1.4965211E+002, 3.6921744E+001
 5.3000805E+002, 3.9929774E-001, 5.1997453E-002, 5.1895658E-002, 2.1813377E-004, 1.8985850E-004, 1.7736594E-002, 9.4669879E-005, 4.1772490E-001, 5.4318096E+002, 3.8347321E+002, 2.5597104E+002, 1.5164278E+002, 3.7223890E+001
 5.4000087E+002, 3.9724920E-001, 5.2398039E-002, 5.2316721E-002, 2.2569464E-004, 1.9740768E-004, 1.7676444E-002, 9.8434156E-005, 4.1664270E-001, 5.4415407E+002, 3.8320428E+002, 2.5940429E+002, 1.5510000E+002, 3.7540115E+001
 5.5000229E+002, 3.9467820E-001, 5.2557443E-002, 5.2494073E-002, 2.3328504E-004, 2.0498896E-004, 1.7616477E-002, 1.0221444E-004, 4.1522784E-001, 5.4490245E+002, 3.8657181E+002, 2.6046646E+002, 1.5853612E+002, 3.7868942E+001
 5.6000370E+002, 3.9213178E-001, 5.2942037E-002, 5.2895588E-002, 2.4093098E-004, 2.1262823E-004, 1.7556721E-002, 1.0602364E-004, 4.1381120E-001, 5.4605031E+002, 3.8994412E+002, 2.6337127E+002, 1.6026623E+002, 3.8209109E+001
 5.7000511E+002, 3.8961514E-001, 5.3129835E-002, 5.3098605E-002, 2.4860405E-004, 2.2029683E-004, 1.7497164E-002, 1.0984746E-004, 4.1238597E-001, 5.4697363E+002, 3.9266581E+002, 2.6623506E+002, 1.6291399E+002, 3.8561110E+001
 5.8000653E+002, 3.8690681E-001, 5.3281706E-002, 5.3264106E-002, 2.5629905E-004, 2.2798932E-004, 1.7437820E-002, 1.1368320E-004, 4.1083259E-001, 5.4772815E+002, 3.9261373E+002, 2.6931980E+002, 1.6618290E+002, 3.8925785E+001
 5.9000794E+002, 3.8390308E-001, 5.3410314E-002, 5.3404800E-002, 2.6401262E-004, 2.3570213E-004, 1.7378727E-002, 1.1752907E-004, 4.0906551E-001, 5.4817694E+002, 3.9547304E+002, 2.6989177E+002, 1.6929434E+002, 3.9301080E+001
 6.0000076E+002, 3.8058865E-001, 5.3430689E-002, 5.3436322E-002, 2.7172250E-004, 2.4341287E-004, 1.7319955E-002, 1.2137390E-004, 4.0705155E-001, 5.4875956E+002, 3.9873999E+002, 2.7290611E+002, 1.7057621E+002, 3.9686482E+001
 6.1000218E+002, 3.7815653E-001, 5.3888356E-002, 5.3905158E-002, 2.7950512E-004, 2.5119795E-004, 1.7261438E-002, 1.2525581E-004, 4.0554514E-001, 5.4977942E+002, 4.0097983E+002, 2.7570852E+002, 1.7367433E+002, 4.0083642E+001
 6.2000359E+002, 3.7567737E-001, 5.4049984E-002, 5.4076445E-002, 2.8731107E-004, 2.5900776E-004, 1.7203080E-002, 1.2915004E-004, 4.0418162E-001, 5.5056570E+002, 4.0151885E+002, 2.7812259E+002, 1.7670608E+002, 4.0492830E+001
 6.3000500E+002, 3.7323169E-001, 5.4139476E-002, 5.4174541E-002, 2.9512995E-004, 2.6683174E-004, 1.7144894E-002, 1.3305135E-004, 4.0281287E-001, 5.5114438E+002, 4.0410071E+002, 2.7873639E+002, 1.7888322E+002, 4.0913788E+001
 6.4000642E+002, 3.6868789E-001, 5.3451005E-002, 5.3491672E-002, 3.0284940E-004, 2.7455710E-004, 1.7087035E-002, 1.3690347E-004, 4.0007015E-001, 5.5114928E+002, 4.0736487E+002, 2.8163973E+002, 1.8078955E+002, 4.1363159E+001
 6.5000783E+002, 3.6525993E-001, 5.3907528E-002, 5.3956427E-002, 3.1063478E-004, 2.8234958E-004, 1.7029635E-002, 1.4078907E-004, 3.9769409E-001, 5.5166557E+002, 4.0875458E+002, 2.8441016E+002, 1.8382290E+002, 4.1793857E+001
 6.6000065E+002, 3.6392986E-001, 5.4729142E-002, 5.4786925E-002, 3.1853202E-004, 2.9025520E-004, 1.6972444E-002, 1.4473108E-004, 3.9676573E-001, 5.5291580E+002, 4.1008102E+002, 2.8608201E+002, 1.8661203E+002, 4.2239372E+001
 6.7000207E+002, 3.6247480E-001, 5.4802289E-002, 5.4866203E-002, 3.2644663E-004, 2.9817908E-004, 1.6915268E-002, 1.4868219E-004, 3.9612023E-001, 5.5348922E+002, 4.1248318E+002, 2.8693800E+002, 1.8782145E+002, 4.2701625E+001
 6.8000348E+002, 3.6021986E-001, 5.4753347E-002, 5.4822489E-002, 3.3435416E-004, 3.0609663E-004, 1.6858186E-002, 1.5263015E-004, 3.9503496E-001, 5.5379487E+002, 4.1593766E+002, 2.8966832E+002, 1.9038609E+002, 4.3176085E+001
 6.9000490E+002, 3.5779978E-001, 5.4877985E-002, 5.4952513E-002, 3.4227969E-004, 3.1403297E-004, 1.6801317E-002, 1.5658748E-004, 3.9370512E-001, 5.5421363E+002, 4.1707832E+002, 2.9210765E+002, 1.9330336E+002, 4.3655876E+001
 7.0000631E+002, 3.5543172E-001, 5.4985482E-002, 5.5065109E-002, 3.5022075E-004, 3.2198557E-004, 1.6744672E-002, 1.6055291E-004, 3.9232100E-001, 5.5485920E+002, 4.1845913E+002, 2.9316122E+002, 1.9541613E+002, 4.4142819E+001
 7.1000772E+002, 3.5439757E-001, 5.5480756E-002, 5.5566285E-002, 3.5823334E-004, 3.3001055E-004, 1.6688146E-002, 1.6455444E-004, 3.9167703E-001, 5.5601215E+002, 4.2105153E+002, 2.9459987E+002, 1.9658042E+002, 4.4641983E+001
 7.2000054E+002, 3.5306919E-001, 5.5500561E-002, 5.5590136E-002, 3.6624190E-004, 3.3803207E-004, 1.6631690E-002, 1.6855424E-004, 3.9101200E-001, 5.5635393E+002, 4.2472204E+002, 2.9719680E+002, 1.9938979E+002, 4.5150698E+001
 7.3000196E+002, 3.5127229E-001, 5.5539529E-002, 5.5632953E-002, 3.7426298E-004, 3.4606668E-004, 1.6575372E-002, 1.7256057E-004, 3.9003167E-001, 5.5675295E+002, 4.2579245E+002, 2.9892069E+002, 2.0189079E+002, 4.5667998E+001
 7.4000337E+002, 3.4992070E-001, 5.5805672E-002, 5.5903357E-002, 3.8232249E-004, 3.5414034E-004, 1.6519174E-002, 1.7658637E-004, 3.8918761E-001, 5.5745770E+002, 4.2665932E+002, 2.9949459E+002, 2.0257673E+002, 4.6193295E+001
 7.5000479E+002, 3.4848815E-001, 5.5807316E-002, 5.5908323E-002, 3.9038224E-004, 3.6221472E-004, 1.6463094E-002, 1.8061253E-004, 3.8824672E-001, 5.5794208E+002, 4.2988530E+002, 3.0185615E+002, 2.0519106E+002, 4.6727639E+001
 7.6000620E+002, 3.4719037E-001, 5.6000294E-002, 5.6104794E-002, 3.9846986E-004, 3.7031747E-004, 1.6407155E-002, 1.8465284E-004, 3.8733435E-001, 5.5841738E+002, 4.3343243E+002, 3.0435994E+002, 2.0787711E+002, 4.7269793E+001
 7.7000761E+002, 3.4540833E-001, 5.5768064E-002, 5.5874806E-002, 4.0652394E-004, 3.7838700E-004, 1.6351380E-002, 1.8867658E-004, 3.8604237E-001, 5.5868302E+002, 4.3427175E+002, 3.0531327E+002, 2.0922521E+002, 4.7819539E+001
 7.8000044E+002, 3.4405019E-001, 5.6056368E-002, 5.6166499E-002, 4.1461270E-004, 3.8649170E-004, 1.6295831E-002, 1.9271785E-004, 3.8489314E-001, 5.5908542E+002, 4.3538620E+002, 3.0654639E+002, 2.1088065E+002, 4.8376614E+001
 7.9000185E+002, 3.4300089E-001, 5.6189295E-002, 5.6302285E-002, 4.2272762E-004, 3.9462297E-004, 1.6240420E-002, 1.9677238E-004, 3.8391649E-001, 5.5962438E+002, 4.3835447E+002, 3.0871667E+002, 2.1334030E+002, 4.8942988E+001
 8.0000326E+002, 3.4184501E-001, 5.6158759E-002, 5.6273948E-002, 4.3083812E-004, 4.0275015E-004, 1.6185122E-002, 2.0082487E-004, 3.8287741E-001, 5.5988577E+002, 4.4186605E+002, 3.1111036E+002, 2.1568242E+002, 4.9516021E+001
 8.1000468E+002, 3.4087864E-001, 5.6324029E-002, 5.6441828E-002, 4.3897249E-004, 4.1090158E-004, 1.6129971E-002, 2.0488945E-004, 3.8191552E-001, 5.6035872E+002, 4.4237267E+002, 3.1129771E+002, 2.1635453E+002, 5.0095244E+001
 8.2000609E+002, 3.4007789E-001, 5.6475531E-002, 5.6595762E-002, 4.4712875E-004, 4.1907523E-004, 1.6074949E-002, 2.0896511E-004, 3.8106532E-001, 5.6090263E+002, 4.4401762E+002, 3.1319611E+002, 2.1875495E+002, 5.0681692E+001
 8.3000751E+002, 3.3936762E-001, 5.6466251E-002, 5.6588405E-002, 4.5528366E-004, 4.2724783E-004, 1.6020029E-002, 2.1304024E-004, 3.8022446E-001, 5.6142737E+002, 4.4688718E+002, 3.1520585E+002, 2.2105672E+002, 5.1274674E+001
 8.4000033E+002, 3.3829014E-001, 5.6413051E-002, 5.6536737E-002, 4.6342389E-004, 4.3540595E-004, 1.5965279E-002, 2.1710816E-004, 3.7916021E-001, 5.6139483E+002, 4.5021222E+002, 3.1706386E+002, 2.2222446E+002, 5.1874234E+001
 8.5000174E+002, 3.3751404E-001, 5.6657854E-002, 5.6783911E-002, 4.7160648E-004, 4.4360678E-004, 1.5910692E-002, 2.2119737E-004, 3.7822701E-001, 5.6214101E+002, 4.5030421E+002, 3.1741248E+002, 2.2387947E+002, 5.2479563E+001
 8.6000315E+002, 3.3677369E-001, 5.6614128E-002, 5.6741615E-002, 4.7978275E-004, 4.5180150E-004, 1.5856202E-002, 2.2528354E-004, 3.7730338E-001, 5.6232857E+002, 4.5245620E+002, 3.1955586E+002, 2.2621753E+002, 5.3092073E+001
 8.7000457E+002, 3.3588922E-001, 5.6602012E-002, 5.6730909E-002, 4.8795727E-004, 4.5999468E-004, 1.5801858E-002, 2.2936893E-004, 3.7628687E-001, 5.6251840E+002, 4.5479528E+002, 3.2142493E+002, 2.2809082E+002, 5.3710759E+001
 8.8000598E+002, 3.3508081E-001, 5.6651381E-002, 5.6781774E-002, 4.9613892E-004, 4.6819520E-004, 1.5747660E-002, 2.3345799E-004, 3.7525406E-001, 5.6278310E+002, 4.5812873E+002, 3.2245601E+002, 2.2869056E+002, 5.4335717E+001
 8.9000740E+002, 3.3421610E-001, 5.6642044E-002, 5.6773678E-002, 5.0431922E-004, 4.7639455E-004, 1.5693615E-002, 2.3754646E-004, 3.7417623E-001, 5.6303302E+002, 4.5767705E+002, 3.2347942E+002, 2.3103575E+002, 5.4966234E+001
 9.0000000E+002, 3.3333534E-001, 5.6698467E-002, 5.6831466E-002, 5.1250045E-004, 4.8459502E-004, 1.5639761E-002, 2.4163549E-004, 3.7308951E-001, 5.6333212E+002, 4.6013341E+002, 3.2561226E+002, 2.3331831E+002, 5.5600109E+001
