s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
Time,mf,norm mf O2,norm mf CO2,NORM MASS O2 CONSUMED,NORM MASS CO2 PRODUCED,MASS,NORM MASS ASH PRODUCED,wt loss mf,T0mm,T5mm,T10mm,T15mm,T38mm
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0406942E-002, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 1.0007501E+001, 1.7731039E-002, 7.3457889E-007, 7.5934824E-015, 1.0615320E-010, 1.0973313E-018, 2.0405806E-002, 5.4716658E-019, 1.5966473E-002, 1.4261587E+002, 3.0070594E+001, 2.9969663E+001, 2.9969663E+001, 3.0021377E+001
 2.0004919E+001, 7.2179414E-002, 1.3626006E-005, 8.8882023E-012, 2.0732484E-009, 1.2842339E-015, 2.0398932E-002, 6.4036254E-016, 5.7201149E-002, 2.1400321E+002, 3.3666576E+001, 2.9912835E+001, 2.9909346E+001, 3.0084355E+001
 3.0009217E+001, 1.1119731E-001, 6.2373709E-005, 4.6358175E-010, 1.1083920E-008, 6.8254816E-014, 2.0384594E-002, 3.4034164E-014, 9.4983912E-002, 2.4864918E+002, 4.4951635E+001, 2.9962664E+001, 2.9849412E+001, 3.0153030E+001
 4.0003318E+001, 1.1716192E-001, 1.7500486E-004, 7.4939807E-009, 3.6339820E-008, 1.1497571E-012, 2.0367240E-002, 5.7330785E-013, 1.1153991E-001, 2.7375457E+002, 6.0138620E+001, 3.0512587E+001, 2.9792969E+001, 3.0224274E+001
 5.0003244E+001, 1.1338426E-001, 3.8133628E-004, 6.3220333E-008, 9.1404597E-008, 1.0278788E-011, 2.0349974E-002, 5.1253519E-012, 1.1518582E-001, 2.9401447E+002, 7.6000605E+001, 3.1975095E+001, 2.9759105E+001, 3.0298323E+001
 6.0003169E+001, 1.1080170E-001, 7.0092221E-004, 3.4453559E-007, 1.9261743E-007, 6.0029807E-011, 2.0333208E-002, 2.9932895E-011, 1.1501488E-001, 3.1080313E+002, 9.1391634E+001, 3.4484580E+001, 2.9794359E+001, 3.0373873E+001
 7.0003094E+001, 1.1086002E-001, 1.1441536E-003, 1.3825116E-006, 3.5783266E-007, 2.5966480E-010, 2.0316628E-002, 1.2947767E-010, 1.1512281E-001, 3.2510931E+002, 1.0600652E+002, 3.7955594E+001, 2.9935514E+001, 3.0449919E+001
 8.0004145E+001, 1.1369923E-001, 1.7169020E-003, 4.4542111E-006, 6.0578039E-007, 9.0292629E-010, 2.0299843E-002, 4.5022964E-010, 1.1709270E-001, 3.3764272E+002, 1.1983384E+002, 4.2216736E+001, 3.0265657E+001, 3.0526090E+001
 9.0006479E+001, 1.1946343E-001, 2.4219940E-003, 1.2199434E-005, 9.5559940E-007, 2.6649516E-009, 2.0282436E-002, 1.3288352E-009, 1.2161944E-001, 3.4889126E+002, 1.3297078E+002, 4.6713857E+001, 3.0827183E+001, 3.0602372E+001
 1.0000881E+002, 1.2832534E-001, 3.2602148E-003, 2.9518507E-005, 1.4264862E-006, 6.9284574E-009, 2.0263975E-002, 3.4547636E-009, 1.2904742E-001, 3.5920100E+002, 1.4553981E+002, 5.1335038E+001, 3.1644087E+001, 3.0678926E+001
 1.1001115E+002, 1.4045787E-001, 4.2284731E-003, 6.4819663E-005, 2.0372228E-006, 1.6290686E-008, 2.0244002E-002, 8.1230880E-009, 1.3962675E-001, 3.6899132E+002, 1.5765270E+002, 5.6810129E+001, 3.2727258E+001, 3.0757110E+001
 1.2000550E+002, 1.5614479E-001, 5.3315030E-003, 1.3199130E-004, 2.8066607E-006, 3.5339649E-008, 2.0222031E-002, 1.7621546E-008, 1.5360420E-001, 3.7850065E+002, 1.6939781E+002, 6.2510239E+001, 3.4073949E+001, 3.0837570E+001
 1.3000339E+002, 1.7560247E-001, 6.5657099E-003, 2.5264331E-004, 3.7545530E-006, 7.1813972E-008, 2.0197532E-002, 3.5808880E-008, 1.7126428E-001, 3.8757651E+002, 1.8084217E+002, 6.8362948E+001, 3.5672908E+001, 3.0929294E+001
 1.4000128E+002, 1.9864114E-001, 7.9242863E-003, 4.5730273E-004, 4.8985831E-006, 1.3783515E-007, 2.0169954E-002, 6.8729274E-008, 1.9251228E-001, 3.9629220E+002, 1.9199473E+002, 7.4321425E+001, 3.7508758E+001, 3.1006776E+001
 1.5000979E+002, 2.2539683E-001, 9.4039842E-003, 7.9047080E-004, 6.2576787E-006, 2.5207722E-007, 2.0138766E-002, 1.2569424E-007, 2.1746177E-001, 4.0487511E+002, 2.0281885E+002, 8.0355999E+001, 3.9562809E+001, 3.1089671E+001
 1.6000767E+002, 2.5548731E-001, 1.1010352E-002, 1.3097053E-003, 7.8472446E-006, 4.4116046E-007, 2.0103460E-002, 2.1997755E-007, 2.4579947E-001, 4.1332841E+002, 2.1327969E+002, 8.6443871E+001, 4.1814519E+001, 3.1173996E+001
 1.7000556E+002, 2.8802984E-001, 1.2726494E-002, 2.0813261E-003, 9.6845700E-006, 7.4164324E-007, 2.0063639E-002, 3.6980844E-007, 2.7691750E-001, 4.2164241E+002, 2.2251923E+002, 9.2570799E+001, 4.4243053E+001, 3.1262467E+001
 1.8000345E+002, 3.2200160E-001, 1.4552499E-002, 3.1775203E-003, 1.1785516E-005, 1.2003845E-006, 2.0018996E-002, 5.9855237E-007, 3.0990035E-001, 4.2973564E+002, 2.2879520E+002, 9.8735694E+001, 4.6831839E+001, 3.1355501E+001
 1.9000134E+002, 3.5588915E-001, 1.6485287E-002, 4.6609873E-003, 1.4165499E-005, 1.8732951E-006, 1.9969430E-002, 9.3408839E-007, 3.4343385E-001, 4.3763719E+002, 2.3811754E+002, 1.0493772E+002, 4.9564616E+001, 3.1450006E+001
 2.0000985E+002, 3.8817463E-001, 1.8510535E-002, 6.5640274E-003, 1.6840704E-005, 2.8219551E-006, 1.9915034E-002, 1.4071224E-006, 3.7610875E-001, 4.4522875E+002, 2.4769907E+002, 1.1073205E+002, 5.2275882E+001, 3.1547977E+001
 2.1000773E+002, 4.1743306E-001, 2.0618795E-002, 8.8985361E-003, 1.9817442E-005, 4.1066442E-006, 1.9856171E-002, 2.0477119E-006, 4.0644927E-001, 4.5248447E+002, 2.5632209E+002, 1.1692333E+002, 5.5219732E+001, 3.1651065E+001
 2.2000562E+002, 4.4226251E-001, 2.2808325E-002, 1.1625642E-002, 2.3110282E-005, 5.7850477E-006, 1.9793407E-002, 2.8846208E-006, 4.3307872E-001, 4.5943861E+002, 2.6444819E+002, 1.2321222E+002, 5.7608087E+001, 3.1753572E+001
 2.3000351E+002, 4.6185142E-001, 2.5020000E-002, 1.4642110E-002, 2.6722423E-005, 7.8989413E-006, 1.9727424E-002, 3.9386798E-006, 4.5503270E-001, 4.6596261E+002, 2.7217238E+002, 1.2952832E+002, 6.0469501E+001, 3.1858564E+001
 2.4000140E+002, 4.7603853E-001, 2.7229172E-002, 1.7832840E-002, 3.0653502E-005, 1.0473483E-005, 1.9658992E-002, 5.2224336E-006, 4.7186091E-001, 4.7208117E+002, 2.7949922E+002, 1.3402902E+002, 6.3658320E+001, 3.1965940E+001
 2.5000005E+002, 4.8521541E-001, 2.9387026E-002, 2.1065390E-002, 3.4896433E-005, 1.3514942E-005, 1.9588864E-002, 6.7390081E-006, 4.8362719E-001, 4.7772528E+002, 2.8644022E+002, 1.3955518E+002, 6.6925644E+001, 3.2075745E+001
 2.6000869E+002, 4.9005426E-001, 3.1420999E-002, 2.4195861E-002, 3.9437563E-005, 1.7011875E-005, 1.9517685E-002, 8.4826971E-006, 4.9094156E-001, 4.8290230E+002, 2.9301499E+002, 1.4580536E+002, 7.0264912E+001, 3.2186871E+001
 2.7000778E+002, 4.9145662E-001, 3.3355281E-002, 2.7164417E-002, 4.4253647E-005, 2.0934095E-005, 1.9446041E-002, 1.0438449E-005, 4.9444208E-001, 4.8768826E+002, 2.9579800E+002, 1.5203186E+002, 7.3358382E+001, 3.2300803E+001
 2.8000687E+002, 4.9038736E-001, 3.5150630E-002, 2.9899272E-002, 4.9328957E-005, 2.5251195E-005, 1.9374401E-002, 1.2591101E-005, 4.9505096E-001, 4.9207746E+002, 3.0129911E+002, 1.5804128E+002, 7.6009817E+001, 3.2417620E+001
 2.9000596E+002, 4.8782424E-001, 3.6804672E-002, 3.2375181E-002, 5.4643089E-005, 2.9925788E-005, 1.9303010E-002, 1.4922012E-005, 4.9369662E-001, 4.9613390E+002, 3.0709130E+002, 1.6387805E+002, 7.8988644E+001, 3.2535580E+001
 3.0000505E+002, 4.8427710E-001, 3.8317031E-002, 3.4593284E-002, 6.0175587E-005, 3.4920648E-005, 1.9232040E-002, 1.7412618E-005, 4.9103507E-001, 4.9992138E+002, 3.1251300E+002, 1.6798012E+002, 8.2463097E+001, 3.2655883E+001
 3.1000413E+002, 4.8024649E-001, 3.9715550E-002, 3.6583818E-002, 6.5910014E-005, 4.0202918E-005, 1.9161597E-002, 2.0046537E-005, 4.8762857E-001, 5.0341829E+002, 3.1741502E+002, 1.7286404E+002, 8.5974272E+001, 3.2780695E+001
 3.2000322E+002, 4.7620243E-001, 4.0987266E-002, 3.8348919E-002, 7.1828060E-005, 4.5740047E-005, 1.9091707E-002, 2.2807537E-005, 4.8395942E-001, 5.0676982E+002, 3.1896221E+002, 1.7864743E+002, 8.9155595E+001, 3.2906955E+001
 3.3000231E+002, 4.7233302E-001, 4.2178076E-002, 3.9946489E-002, 7.7918045E-005, 5.1507847E-005, 1.9022358E-002, 2.5683558E-005, 4.8032668E-001, 5.0993787E+002, 3.2385195E+002, 1.8431230E+002, 9.1600110E+001, 3.3037338E+001
 3.4000140E+002, 4.6820426E-001, 4.3133828E-002, 4.1239785E-002, 8.4146028E-005, 5.7462383E-005, 1.8953543E-002, 2.8652691E-005, 4.7653391E-001, 5.1277328E+002, 3.2815926E+002, 1.8954140E+002, 9.4845992E+001, 3.3172307E+001
 3.5000049E+002, 4.6443060E-001, 4.4122476E-002, 4.2505594E-002, 9.0516760E-005, 6.3599687E-005, 1.8885261E-002, 3.1712959E-005, 4.7293230E-001, 5.1554252E+002, 3.3265024E+002, 1.9231196E+002, 9.8326621E+001, 3.3312264E+001
 3.6000913E+002, 4.6051089E-001, 4.4978200E-002, 4.3594910E-002, 9.7017250E-005, 6.9900288E-005, 1.8817470E-002, 3.4854652E-005, 4.6937166E-001, 5.1805920E+002, 3.3598360E+002, 1.9713199E+002, 1.0190514E+002, 3.3457258E+001
 3.7000822E+002, 4.5679460E-001, 4.5763454E-002, 4.4575594E-002, 1.0362492E-004, 7.6336475E-005, 1.8750164E-002, 3.8063953E-005, 4.6590230E-001, 5.2045483E+002, 3.3784943E+002, 2.0227037E+002, 1.0414645E+002, 3.3608871E+001
 3.8000731E+002, 4.5307518E-001, 4.6478967E-002, 4.5456088E-002, 1.1033590E-004, 8.2899796E-005, 1.8683388E-002, 4.1336647E-005, 4.6253086E-001, 5.2271409E+002, 3.4212663E+002, 2.0727434E+002, 1.0742606E+002, 3.3766023E+001
 3.9000639E+002, 4.4918813E-001, 4.7013340E-002, 4.6128860E-002, 1.1712403E-004, 8.9560257E-005, 1.8617092E-002, 4.4657778E-005, 4.5906113E-001, 5.2468767E+002, 3.4570255E+002, 2.1001880E+002, 1.1067785E+002, 3.3930927E+001
 4.0000548E+002, 4.4510487E-001, 4.7558627E-002, 4.6792199E-002, 1.2399090E-004, 9.6316496E-005, 1.8551325E-002, 4.8026668E-005, 4.5550876E-001, 5.2646566E+002, 3.4964569E+002, 2.1354140E+002, 1.1421003E+002, 3.4102927E+001
 4.1000457E+002, 4.4144047E-001, 4.8143178E-002, 4.7479084E-002, 1.3094217E-004, 1.0317191E-004, 1.8486049E-002, 5.1445011E-005, 4.5220800E-001, 5.2837364E+002, 3.5071717E+002, 2.1817685E+002, 1.1661122E+002, 3.4282839E+001
 4.2000366E+002, 4.3795518E-001, 4.8656144E-002, 4.8080399E-002, 1.3796751E-004, 1.1011415E-004, 1.8421217E-002, 5.4906647E-005, 4.4912841E-001, 5.3014979E+002, 3.5392639E+002, 2.2269140E+002, 1.1960816E+002, 3.4470922E+001
 4.3000275E+002, 4.3434408E-001, 4.9030564E-002, 4.8530373E-002, 1.4504691E-004, 1.1712136E-004, 1.8356818E-002, 5.8400680E-005, 4.4605807E-001, 5.3177054E+002, 3.5766758E+002, 2.2461862E+002, 1.2314147E+002, 3.4668204E+001
 4.4000184E+002, 4.3103210E-001, 4.9479504E-002, 4.9045374E-002, 1.5219112E-004, 1.2420293E-004, 1.8292837E-002, 6.1931791E-005, 4.4320099E-001, 5.3334785E+002, 3.6079800E+002, 2.2804909E+002, 1.2641273E+002, 3.4876523E+001
 4.5000093E+002, 4.2745999E-001, 4.9819253E-002, 4.9442487E-002, 1.5938440E-004, 1.3134184E-004, 1.8229260E-002, 6.5491493E-005, 4.4026143E-001, 5.3465899E+002, 3.6285906E+002, 2.3225378E+002, 1.2866503E+002, 3.5092861E+001
