s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0267235E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0267235E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0064057E-001, 2.0496215E+000, 0.0000000E+000,-3.8085549E-001, 1.9236432E-002,-9.3286237E-002,-6.7785051E-005, 0.0000000E+000, 0.0000000E+000, 1.3894070E+000, 1.5946485E+000, 1.6748976E-002, 7.9077967E-005,-1.9972131E-110,-2.9990161E-098
 1.0000314E+000, 6.2873736E+000, 0.0000000E+000,-1.3394027E+000,-1.3047389E-001,-4.9662759E-002,-1.0954374E-004, 0.0000000E+000, 0.0000000E+000, 4.6504027E+000, 4.7677247E+000, 4.4022036E-002, 2.0484352E-004,-9.8591309E-094,-3.1327612E-086
 1.5000790E+000, 1.0638095E+001, 0.0000000E+000,-2.5872344E+000,-7.1985779E+000,-4.6947893E-002,-1.2037543E-004, 0.0000000E+000, 0.0000000E+000, 6.4613413E-001, 8.0521460E-001, 5.9171985E-002, 2.7521666E-004,-6.8091429E-086,-2.7586348E-079
 2.0000551E+000, 1.3043882E+001, 0.0000000E+000,-3.1365921E+000,-7.7000081E+000,-5.4067378E-002,-1.2229344E-004, 0.0000000E+000, 0.0000000E+000, 1.8948508E+000, 2.1530923E+000, 6.5897347E-002, 3.0646338E-004,-4.3837881E-080,-6.2811550E-074
 2.5004501E+000, 1.3366147E+001, 0.0000000E+000,-3.4126845E+000,-1.0276419E+001,-3.9548179E-002,-1.2245426E-004, 0.0000000E+000, 0.0000000E+000,-6.7741935E-001,-3.6262696E-001, 6.8565722E-002, 3.1885948E-004,-1.0785113E-075,-9.5517156E-070
 3.0000381E+000, 1.4881748E+001, 0.0000000E+000,-3.6360181E+000,-9.0564094E+000,-3.9636963E-002,-1.2412234E-004, 0.0000000E+000, 0.0000000E+000, 1.8072079E+000, 2.1495596E+000, 6.9575595E-002, 3.2355104E-004,-6.1044536E-073,-4.0620199E-067
 3.5001142E+000, 1.4621331E+001, 0.0000000E+000,-3.6155961E+000,-1.1770905E+001,-5.4096335E-002,-1.2305734E-004, 0.0000000E+000, 0.0000000E+000,-1.0361501E+000,-8.1938957E-001, 6.9950979E-002, 3.2529477E-004,-4.4909134E-071,-2.3427592E-065
 4.0001636E+000, 1.4819839E+001, 0.0000000E+000,-3.8275200E+000,-1.0474171E+001,-4.8321488E-002,-1.2600458E-004, 0.0000000E+000, 0.0000000E+000, 1.8053743E-001, 4.6970026E-001, 7.0089713E-002, 3.2593933E-004,-1.5586834E-069,-6.3762148E-064
 4.5002570E+000, 1.4390480E+001, 0.0000000E+000,-3.9780460E+000,-8.9994049E+000,-4.0851994E-002,-1.2488487E-004, 0.0000000E+000, 0.0000000E+000, 1.0695448E+000, 1.3720521E+000, 7.0140817E-002, 3.2617678E-004,-2.4138154E-068,-8.3942712E-063
 5.0005031E+000, 1.4302285E+001, 0.0000000E+000,-3.6307053E+000,-1.2636564E+001,-4.8110227E-002,-1.2152317E-004, 0.0000000E+000, 0.0000000E+000,-2.1904116E+000,-2.0132162E+000, 7.0159629E-002, 3.2626417E-004,-1.7743182E-067,-5.4197332E-062
 5.5004473E+000, 1.4650509E+001, 0.0000000E+000,-3.8197760E+000,-9.9725464E+000,-4.2164871E-002,-1.2182360E-004, 0.0000000E+000, 0.0000000E+000, 5.3716059E-001, 8.1590042E-001, 7.0166547E-002, 3.2629631E-004,-7.6149369E-067,-2.0819409E-061
 6.0000153E+000, 1.5774534E+001, 0.0000000E+000,-4.0965760E+000,-9.4239075E+000,-4.5003890E-002,-1.2446428E-004, 0.0000000E+000, 0.0000000E+000, 1.9575446E+000, 2.2089222E+000, 7.0169092E-002, 3.2630813E-004,-2.1260656E-066,-5.1875033E-061
 6.5002418E+000, 1.4842910E+001, 0.0000000E+000,-4.0335126E+000,-1.0734806E+001,-5.1354594E-002,-1.2588297E-004, 0.0000000E+000, 0.0000000E+000,-1.6644940E-001, 2.3110505E-002, 7.0170028E-002, 3.2631248E-004,-4.5610092E-066,-9.5095542E-061
 7.0000429E+000, 1.4465538E+001, 0.0000000E+000,-3.7415710E+000,-1.2152044E+001,-3.7165387E-002,-1.2219562E-004, 0.0000000E+000, 0.0000000E+000,-1.6455766E+000,-1.4653642E+000, 7.0170372E-002, 3.2631408E-004,-8.4543067E-066,-1.3671841E-060
 7.5003314E+000, 1.4366635E+001, 0.0000000E+000,-3.5498956E+000,-1.0214692E+001,-2.9266635E-002,-1.1997928E-004, 0.0000000E+000, 0.0000000E+000, 4.0077407E-001, 5.7266114E-001, 7.0170499E-002, 3.2631467E-004,-1.5255543E-065,-1.6303783E-060
 8.0001192E+000, 1.5064500E+001, 0.0000000E+000,-3.7444659E+000,-1.0683448E+001,-3.7774044E-002,-1.2222929E-004, 0.0000000E+000, 0.0000000E+000, 4.1870439E-001, 5.9869018E-001, 7.0170546E-002, 3.2631489E-004,-2.7868760E-065,-1.6995306E-060
 8.5000820E+000, 1.4967745E+001, 0.0000000E+000,-4.0468532E+000,-9.3343290E+000,-3.8099070E-002,-1.2355329E-004, 0.0000000E+000, 0.0000000E+000, 1.2445609E+000, 1.5483397E+000, 7.0170563E-002, 3.2631497E-004,-4.9530061E-065,-1.6314984E-060
 9.0001059E+000, 1.4736726E+001, 0.0000000E+000,-4.0356999E+000,-1.1210401E+001,-3.9004970E-002,-1.2261809E-004, 0.0000000E+000, 0.0000000E+000,-8.4187791E-001,-5.4850246E-001, 7.0170569E-002, 3.2631500E-004,-8.2947795E-065,-1.5216116E-060
 9.5000954E+000, 1.5121954E+001, 0.0000000E+000,-3.7638644E+000,-1.1382674E+001,-3.1939876E-002,-1.2438273E-004, 0.0000000E+000, 0.0000000E+000,-2.6963171E-001,-5.6649178E-002, 7.0170572E-002, 3.2631501E-004,-1.2888285E-064,-1.4456100E-060
 1.0000218E+001, 1.4562998E+001, 0.0000000E+000,-3.8058342E+000,-9.5887561E+000,-3.9637134E-002,-1.2290803E-004, 0.0000000E+000, 0.0000000E+000, 9.3338693E-001, 1.1286482E+000, 7.0170573E-002, 3.2631501E-004,-1.8091051E-064,-1.4027037E-060
 1.0500483E+001, 1.5077439E+001, 0.0000000E+000,-3.8853606E+000,-1.0243212E+001,-3.8393784E-002,-1.2146822E-004, 0.0000000E+000, 0.0000000E+000, 5.9760953E-001, 9.1035032E-001, 7.0170573E-002, 3.2631501E-004,-2.2598635E-064,-1.3460870E-060
 1.1000317E+001, 1.4084266E+001, 0.0000000E+000,-3.7838190E+000,-1.0150382E+001,-3.9887423E-002,-1.1880428E-004, 0.0000000E+000, 0.0000000E+000,-1.5637783E-001, 1.1005873E-001, 7.0170573E-002, 3.2631501E-004,-2.6655481E-064,-1.2764551E-060
 1.1500119E+001, 1.4628742E+001, 0.0000000E+000,-3.6110429E+000,-1.1417311E+001,-3.1232961E-002,-1.1959593E-004, 0.0000000E+000, 0.0000000E+000,-6.1570641E-001,-4.3096489E-001, 7.0170573E-002, 3.2631501E-004,-4.2633349E-064,-1.5229181E-060
 1.2000066E+001, 1.4501873E+001, 0.0000000E+000,-3.7381293E+000,-9.9948493E+000,-3.4582992E-002,-1.1787905E-004, 0.0000000E+000, 0.0000000E+000, 5.2722246E-001, 7.3419345E-001, 7.0170573E-002, 3.2631501E-004,-1.3658986E-063,-3.7568959E-060
 1.2500360E+001, 1.5116408E+001, 0.0000000E+000,-3.8973546E+000,-1.1413534E+001,-3.7333962E-002,-1.2105646E-004, 0.0000000E+000, 0.0000000E+000,-4.1364932E-001,-2.3193532E-001, 7.0170573E-002, 3.2631501E-004,-5.5541949E-063,-1.4021098E-059
 1.3000057E+001, 1.4369967E+001, 0.0000000E+000,-3.7942493E+000,-9.9989601E+000,-3.5631248E-002,-1.1896855E-004, 0.0000000E+000, 0.0000000E+000, 3.6949778E-001, 5.4100723E-001, 7.0170573E-002, 3.2631501E-004,-2.0389847E-062,-5.0088029E-059
 1.3500028E+001, 1.4566008E+001, 0.0000000E+000,-3.7490070E+000,-1.1996229E+001,-3.7385460E-002,-1.2108016E-004, 0.0000000E+000, 0.0000000E+000,-1.3462387E+000,-1.2167349E+000, 7.0170573E-002, 3.2631501E-004,-6.4696965E-062,-1.5670457E-058
 1.4000382E+001, 1.4838926E+001, 0.0000000E+000,-3.9786309E+000,-9.4270344E+000,-3.5843385E-002,-1.1882026E-004, 0.0000000E+000, 0.0000000E+000, 1.1731547E+000, 1.3972987E+000, 7.0170573E-002, 3.2631501E-004,-1.8010189E-061,-4.3239718E-058
 1.4500319E+001, 1.4812316E+001, 0.0000000E+000,-4.2087454E+000,-9.4706666E+000,-3.4499428E-002,-1.1873883E-004, 0.0000000E+000, 0.0000000E+000, 8.1718567E-001, 1.0982855E+000, 7.0170573E-002, 3.2631501E-004,-4.4527347E-061,-1.0634270E-057
 1.5000106E+001, 1.4804664E+001, 0.0000000E+000,-3.9712278E+000,-1.0562267E+001,-3.5807850E-002,-1.1852872E-004, 0.0000000E+000, 0.0000000E+000,-8.9247571E-003, 2.3524277E-001, 7.0170573E-002, 3.2631501E-004,-9.8068328E-061,-2.3357862E-057
 1.5500312E+001, 1.4440523E+001, 0.0000000E+000,-3.8445606E+000,-1.1702481E+001,-3.5028706E-002,-1.1888051E-004, 0.0000000E+000, 0.0000000E+000,-1.3820617E+000,-1.1416660E+000, 7.0170573E-002, 3.2631501E-004,-2.0181141E-060,-4.6372149E-057
 1.6000147E+001, 1.4829042E+001, 0.0000000E+000,-4.2022632E+000,-8.5831068E+000,-3.6818149E-002,-1.1824718E-004, 0.0000000E+000, 0.0000000E+000, 1.5666900E+000, 2.0067352E+000, 7.0170573E-002, 3.2631501E-004,-7.8387815E-059,-2.4792668E-056
 1.6500275E+001, 1.4797104E+001, 0.0000000E+000,-4.1687353E+000,-1.0045199E+001,-3.5549464E-002,-1.1749214E-004, 0.0000000E+000, 0.0000000E+000, 1.9094120E-001, 5.4750282E-001, 7.0170573E-002, 3.2631501E-004,-5.1503748E-056,-1.1475409E-053
