s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0383427E-003,-1.6443467E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0383429E-003, 0.0000000E+000, 0.0000000E+000
 2.8253123E-002, 6.9865508E-002,-1.5693198E-003,-1.8048040E-002, 8.0540920E-008,-1.9711425E-005, 0.0000000E+000, 0.0000000E+000,-1.0493296E-003, 5.0228517E-002, 9.0132715E-006, 9.0132715E-006
 5.6506246E-002, 1.5424395E-001,-5.1779427E-003,-3.6253583E-002,-2.4154802E-004,-3.5407650E-005, 0.0000000E+000, 0.0000000E+000, 6.9242097E-002, 1.1253547E-001, 1.8012173E-005, 1.8012173E-005
 8.4759369E-002, 3.5977641E-001,-9.5975677E-003,-5.4146706E-002,-1.0721683E-003,-4.8839135E-005, 0.0000000E+000, 0.0000000E+000, 1.5059679E-001, 2.9491113E-001, 2.6982425E-005, 2.6982425E-005
 1.1301249E-001, 6.3798290E-001,-1.9968388E-002,-7.1868913E-002,-3.9990874E-003,-6.2423649E-005, 0.0000000E+000, 0.0000000E+000, 3.5266303E-001, 5.4208409E-001, 3.5909930E-005, 3.5909930E-005
 1.4126562E-001, 8.7442495E-001,-4.6776035E-002,-8.9809030E-002,-1.1382106E-002,-7.8404550E-005, 0.0000000E+000, 0.0000000E+000, 6.1713414E-001, 7.2637937E-001, 4.4780862E-005, 4.4780862E-005
 1.6951874E-001, 1.4783533E+000,-1.3760919E-001,-1.0561450E-001,-2.4355505E-002,-9.6091660E-005, 0.0000000E+000, 0.0000000E+000, 8.1978079E-001, 1.2106780E+000, 5.3581746E-005, 5.3581746E-005
 1.9777186E-001, 1.6611870E+000,-5.1687790E-001,-1.1865773E-001,-5.3162040E-002,-1.1866405E-004, 0.0000000E+000, 0.0000000E+000, 1.2994585E+000, 9.7237064E-001, 6.2299542E-005, 6.2299542E-005
 2.2602499E-001, 2.3258945E+000,-1.3130713E+000,-1.2814744E-001,-7.7857277E-002,-1.3458666E-004, 0.0000000E+000, 0.0000000E+000, 1.0953830E+000, 8.0668389E-001, 7.0921717E-005, 7.0921717E-005
 2.5427812E-001, 2.0757967E+000,-1.5919707E+000,-1.2854994E-001,-9.2812089E-002,-1.4814297E-004, 0.0000000E+000, 0.0000000E+000, 9.2685498E-001, 2.6231589E-001, 7.9436314E-005, 7.9436314E-005
 2.8253123E-001, 9.9519782E-001,-3.5774246E-001,-1.1775529E-001,-7.5542975E-002,-1.5561959E-004, 0.0000000E+000, 0.0000000E+000, 4.1018147E-001, 4.4400147E-001, 8.7832008E-005, 8.7832008E-005
 3.0716163E-001, 1.3146945E+000,-4.6826649E-001,-9.9644607E-002,-6.5564751E-002,-1.6446491E-004, 0.0000000E+000, 0.0000000E+000, 5.4180844E-001, 6.8105417E-001, 9.5045841E-005, 9.5045841E-005
 3.2854009E-001, 1.1846547E+000,-5.7456187E-001,-8.1185980E-002,-6.0854094E-002,-1.7358988E-004, 0.0000000E+000, 0.0000000E+000, 7.5831535E-001, 4.6787913E-001, 1.0122229E-004, 1.0122229E-004
 3.4991851E-001, 1.1819309E+000,-4.6544894E-001,-6.0288615E-002,-4.9104769E-002,-1.7941883E-004, 0.0000000E+000, 0.0000000E+000, 5.7240586E-001, 6.0690919E-001, 1.0731554E-004, 1.0731554E-004
 3.7129697E-001, 1.1569129E+000,-4.4789664E-001,-3.9013357E-002,-4.0054400E-002,-1.8783820E-004, 0.0000000E+000, 0.0000000E+000, 6.6720732E-001, 6.2976064E-001, 1.1332182E-004, 1.1332182E-004
 3.9267540E-001, 2.1657505E+000,-3.9724178E-001,-1.5701662E-002,-3.1449424E-002,-1.9476623E-004, 0.0000000E+000, 0.0000000E+000, 6.6966922E-001, 1.7211629E+000, 1.1923760E-004, 1.1923760E-004
 4.0535063E-001, 1.9607258E+000,-7.6263485E-001,-4.8493803E-003,-3.9787751E-002,-2.0033908E-004, 0.0000000E+000, 0.0000000E+000, 1.6647346E+000, 1.1532535E+000, 1.2270097E-004, 1.2270097E-004
 4.1802585E-001, 2.0864598E+000,-8.2017442E-001, 9.2038444E-003,-4.2012896E-002,-2.0130193E-004, 0.0000000E+000, 0.0000000E+000, 1.2157095E+000, 1.2332751E+000, 1.2613075E-004, 1.2613075E-004
 4.3196860E-001, 2.4141192E+000,-8.6027783E-001, 2.4591937E-002,-4.3392080E-002,-2.0658950E-004, 0.0000000E+000, 0.0000000E+000, 1.2460538E+000, 1.5348347E+000, 1.2986400E-004, 1.2986400E-004
 4.4730562E-001, 2.5615886E+000,-1.0657378E+000, 4.0975068E-002,-5.0505948E-002,-2.1016339E-004, 0.0000000E+000, 0.0000000E+000, 1.5009376E+000, 1.4861097E+000, 1.3392189E-004, 1.3392189E-004
 4.6264264E-001, 2.1917678E+000,-8.6591857E-001, 5.7458068E-002,-5.2433407E-002,-2.1109930E-004, 0.0000000E+000, 0.0000000E+000, 1.4897756E+000, 1.3306628E+000, 1.3792787E-004, 1.3792787E-004
