cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 9.5000000E+000, 8.3165740E+000, 2.3404139E+000, 8.5000000E+000, 3.0221783E+002, 3.1555665E+002, 3.3870749E+002, 3.9083676E+002, 4.0888409E+002, 4.2649893E+002, 2.1656132E+001, 4.6657555E+001, 9.2545434E+001, 1.9848188E+002, 1.9201457E+002, 1.7330428E+002,-1.1500000E+001, 2.9525204E-007, 5.4664265E-006, 1.3823148E-004, 2.0273399E-003, 1.2632342E-002, 2.4417217E-007, 2.2036885E-005, 9.1065825E-004, 6.7920368E-003, 2.4005162E-002
 1.0500000E+001, 7.8098965E+000, 2.2917859E+000, 9.5000000E+000, 2.9610653E+002, 3.0107047E+002, 3.1386704E+002, 3.5366012E+002, 3.7243717E+002, 3.8583336E+002, 3.7108351E+000, 2.0392523E+001, 5.5175095E+001, 1.5094481E+002, 1.5919952E+002, 1.4348033E+002,-1.0500000E+001, 5.2581386E-006, 1.2310147E-004, 1.0771186E-003, 8.1561251E-003, 2.4227717E-002, 7.9942058E-006, 5.1663235E-004, 5.1203519E-003, 1.9656489E-002, 3.3712069E-002
 1.1500000E+001, 7.3672668E+000, 2.2594645E+000, 1.0500000E+001, 2.9510503E+002, 2.9640459E+002, 3.0163880E+002, 3.2557952E+002, 3.4356061E+002, 3.5290090E+002, 2.3931597E-001, 5.4155107E+000, 2.8964038E+001, 9.3765396E+001, 1.2202089E+002, 1.1412644E+002,-9.5000000E+000, 1.1599902E-004, 1.3352840E-003, 5.2077484E-003, 2.1277596E-002, 4.0236819E-002, 2.4318714E-004, 4.3909884E-003, 1.3543678E-002, 3.5505247E-002, 4.1397287E-002
 1.2500000E+001, 6.9755089E+000, 2.2438526E+000, 1.1500000E+001, 2.9497418E+002, 2.9532592E+002, 2.9661209E+002, 3.0746824E+002, 3.1755110E+002, 3.2824218E+002, 5.0933436E-002, 7.1033650E-001, 7.7108460E+000, 4.8043453E+001, 7.1752805E+001, 8.3243572E+001,-8.5000000E+000, 2.1986905E-003, 6.6170042E-003, 1.6979280E-002, 3.8491520E-002, 5.8570153E-002, 3.7353155E-003, 1.4204022E-002, 2.8441241E-002, 5.1067713E-002, 4.9630383E-002
 1.3500000E+001, 6.6332576E+000, 2.2529876E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 1.3163133E-002, 2.0092366E-002, 3.6879922E-002, 6.1545232E-002, 7.8080301E-002, 1.6729505E-002, 2.7733627E-002, 4.5718766E-002, 7.3097185E-002, 6.1657985E-002
 1.4500000E+001, 6.3350251E+000, 2.2843333E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5000000E+000, 4.5057897E-002, 4.3747104E-002, 6.4937984E-002, 9.1846343E-002, 9.9075434E-002, 3.8380433E-002, 4.3352513E-002, 6.5807866E-002, 1.0813002E-001, 8.0578607E-002
 1.5500000E+001, 6.0794738E+000, 2.3391742E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.5000000E+000, 8.8418282E-002, 8.0889397E-002, 1.0191583E-001, 1.3283501E-001, 1.2283169E-001, 5.1611304E-002, 6.4434162E-002, 9.9508794E-002, 1.5889487E-001, 1.0733732E-001
 1.6500000E+001, 5.8657165E+000, 2.4163692E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5000000E+000, 2.8060977E-001, 1.4814593E-001, 1.6927001E-001, 1.8803511E-001, 1.4800598E-001, 1.3832937E-001, 1.0962855E-001, 1.8487528E-001, 2.2515821E-001, 1.4504412E-001
 1.7500000E+001, 5.6941444E+000, 2.5115064E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5000000E+000, 9.2089417E-001, 3.5301700E-001, 3.1584251E-001, 2.7637154E-001, 1.7490403E-001, 5.3347519E-001, 3.2446163E-001, 3.4530758E-001, 3.2472373E-001, 1.8077674E-001
 1.8500000E+001, 5.5578838E+000, 2.6265528E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5000000E+000, 1.6918208E+000, 9.6703986E-001, 6.9182803E-001, 4.1470844E-001, 2.0472463E-001, 2.5446100E-001, 6.1782455E-001, 5.7729557E-001, 4.3238065E-001, 2.0905267E-001
 1.9500000E+001, 5.4515785E+000, 2.7530352E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5000000E+000, 1.9197686E+000, 1.6877126E+000, 1.3165085E+000, 6.2433042E-001, 2.4056088E-001, 1.1648388E-001, 3.0434190E-001, 5.5383881E-001, 5.3232832E-001, 2.4597170E-001
 2.0500000E+001, 5.3760670E+000, 2.8961457E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.0000000E-001, 1.9952059E+000, 1.9249081E+000, 1.7342470E+000, 8.4373510E-001, 2.7517777E-001, 5.3500308E-002, 1.4674892E-001, 2.6756664E-001, 5.6367789E-001, 2.7869733E-001
 2.1500000E+001, 5.2924533E+000, 3.0286910E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.0000000E-001, 1.9965769E+000, 1.9350720E+000, 1.7430680E+000, 8.7813913E-001, 2.8356376E-001, 5.5234895E-002, 1.4319895E-001, 2.7408471E-001, 5.6433126E-001, 2.8573339E-001
 2.2500000E+001, 5.2712325E+000, 3.1782514E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+000, 1.9238168E+000, 1.7186066E+000, 1.3686384E+000, 6.7873667E-001, 2.6278943E-001, 1.1723890E-001, 2.8000952E-001, 5.4749751E-001, 5.4844717E-001, 2.7305073E-001
 2.3500000E+001, 5.2471537E+000, 3.3148620E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5000000E+000, 1.7088237E+000, 1.0248785E+000, 7.4615350E-001, 4.6047110E-001, 2.2344299E-001, 2.4657899E-001, 6.1710647E-001, 5.9908670E-001, 4.7564556E-001, 2.4037753E-001
 2.4500000E+001, 5.2371948E+000, 3.4633430E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5000000E+000, 9.3679959E-001, 3.6024472E-001, 3.3871060E-001, 3.1248420E-001, 1.9088672E-001, 5.4042552E-001, 3.2196243E-001, 3.5121163E-001, 3.8834422E-001, 2.2024991E-001
 2.5500000E+001, 5.2400712E+000, 3.6195228E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5000000E+000, 2.8904936E-001, 1.4712316E-001, 1.7193784E-001, 2.1971381E-001, 1.6041454E-001, 1.4523902E-001, 1.0138904E-001, 1.5761973E-001, 3.0701242E-001, 1.8657794E-001
 2.6500000E+001, 5.2497949E+000, 3.7853499E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.5000000E+000, 9.2896856E-002, 7.7194631E-002, 1.0264045E-001, 1.6054567E-001, 1.3373895E-001, 5.7208305E-002, 5.7189671E-002, 8.6776192E-002, 2.3749008E-001, 1.5031036E-001
 2.7500000E+001, 5.2664859E+000, 3.9638642E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 4.8396401E-002, 4.0088620E-002, 6.0969133E-002, 1.1689443E-001, 1.0823302E-001, 4.2303599E-002, 3.5066164E-002, 5.5830359E-002, 1.8892121E-001, 1.0218065E-001
 2.8500000E+001, 5.2869448E+000, 4.1515281E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 1.5424703E-002, 1.6958100E-002, 3.3329766E-002, 8.2068044E-002, 8.6224151E-002, 2.0602411E-002, 2.2539261E-002, 3.8654492E-002, 1.4510628E-001, 7.2971757E-002
 2.9500000E+001, 5.3089135E+000, 4.3444690E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 3.2342904E-003, 6.1451661E-003, 1.6602867E-002, 5.3131170E-002, 6.7247026E-002, 5.6765324E-003, 1.3520887E-002, 2.5180390E-002, 9.1621666E-002, 5.9234279E-002
 3.0500000E+001, 5.3309052E+000, 4.5374014E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 3.1298627E-004, 1.2702081E-003, 5.8844721E-003, 3.2309788E-002, 4.9811500E-002, 8.8569652E-004, 3.8718250E-003, 1.3695450E-002, 6.1208134E-002, 5.1576089E-002
 3.1500000E+001, 5.3552169E+000, 4.7227189E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0500000E+001, 1.0703098E-005, 1.1621764E-004, 1.4585118E-003, 1.8346350E-002, 3.4344646E-002, 2.2912727E-005, 4.1282233E-004, 5.3678041E-003, 4.2157968E-002, 4.4264335E-002
 3.2500000E+001, 5.3793676E+000, 4.8895866E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1500000E+001, 4.8178822E-007, 4.8491456E-006, 2.0632214E-004, 9.1586907E-003, 2.1797429E-002, 7.3861476E-007, 1.5215367E-005, 1.1377949E-003, 2.6469049E-002, 3.5451820E-002
 3.3500000E+001, 5.3952552E+000, 5.0247866E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2500000E+001, 1.3991429E-008, 1.1210254E-007, 4.7129553E-006, 1.8153826E-003, 8.8820989E-003, 5.2091532E-009, 2.4575210E-007, 1.2056183E-005, 6.1798034E-003, 2.0298539E-002
 3.4500000E+001, 5.4008865E+000, 5.1405697E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3500000E+001, 1.3991429E-008, 1.1210254E-007, 4.7129553E-006, 1.8153826E-003, 8.8820989E-003, 5.2091532E-009, 2.4575210E-007, 1.2056183E-005, 6.1798034E-003, 2.0298539E-002
 3.5500000E+001, 5.3953283E+000, 5.2486671E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4500000E+001, 3.6401571E-010, 2.1429830E-009, 1.0700090E-007, 1.3838629E-004, 3.0833835E-003, 8.6306959E-011, 3.2761888E-009, 1.9364338E-007, 5.0313016E-004, 1.2396574E-002
 3.6500000E+001, 5.3828764E+000, 5.3559201E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5500000E+001, 3.6401571E-010, 2.1429830E-009, 1.0700090E-007, 1.3838629E-004, 3.0833835E-003, 8.6306959E-011, 3.2761888E-009, 1.9364338E-007, 5.0313016E-004, 1.2396574E-002
 3.7500000E+001, 5.3649476E+000, 5.4573117E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6500000E+001, 9.1943990E-012, 3.3013607E-011, 1.7410266E-009, 7.0547626E-006, 4.5439539E-004, 2.2120721E-012, 3.9339234E-011, 2.8074822E-009, 2.8487046E-005, 3.6672948E-003
 3.8500000E+001, 5.3369977E+000, 5.5386118E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7500000E+001, 9.1943990E-012, 3.3013607E-011, 1.7410266E-009, 7.0547626E-006, 4.5439539E-004, 2.2120721E-012, 3.9339234E-011, 2.8074822E-009, 2.8487046E-005, 3.6672948E-003
 3.9500000E+001, 5.2886658E+000, 5.5790823E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8500000E+001, 2.0441018E-013, 6.1633554E-013, 3.4901333E-011, 3.3299990E-007, 3.0457920E-005, 4.4695415E-014, 4.4181799E-013, 4.6000570E-011, 1.1887601E-006, 2.7194943E-004
 4.0500000E+001, 5.2115765E+000, 5.5748057E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9500000E+001, 2.0441018E-013, 6.1633554E-013, 3.4901333E-011, 3.3299990E-007, 3.0457920E-005, 4.4695415E-014, 4.4181799E-013, 4.6000570E-011, 1.1887601E-006, 2.7194943E-004
 4.1500000E+001, 5.1147896E+000, 5.5515390E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 3.8967502E-015, 1.4647709E-014, 7.9954314E-013, 8.7603307E-009, 9.9455144E-007, 8.2489895E-016, 7.0033000E-015, 1.1055327E-012, 2.9259210E-008, 7.6350059E-006
 4.2500000E+001, 5.0034961E+000, 5.5126690E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3500000E+001, 4.8721113E+000, 5.4520184E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4500000E+001, 4.7207929E+000, 5.3772926E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5500000E+001, 4.5563824E+000, 5.2934160E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6500000E+001, 4.3800864E+000, 5.1901692E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7500000E+001, 4.1929238E+000, 5.0629326E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8500000E+001, 3.9927375E+000, 4.9081572E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9500000E+001, 3.7786812E+000, 4.7299836E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0500000E+001, 3.5627948E+000, 4.5521016E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1500000E+001, 3.2969463E+000, 4.3027471E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2500000E+001, 3.0907150E+000, 4.1197131E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3500000E+001, 2.8605806E+000, 3.8832963E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4500000E+001, 2.6321289E+000, 3.6416477E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5500000E+001, 2.4097371E+000, 3.3974740E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6500000E+001, 2.1934802E+000, 3.1557956E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7500000E+001, 1.9879449E+000, 2.9236199E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8500000E+001, 1.7948439E+000, 2.7157448E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9500000E+001, 1.6215387E+000, 2.5401779E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0500000E+001, 1.4624913E+000, 2.3732592E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1500000E+001, 1.3158011E+000, 2.2079460E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 1.1808190E+000, 2.0334483E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3500000E+001, 1.0552339E+000, 1.8517930E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 9.4024712E-001, 1.6718254E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5500000E+001, 8.3622272E-001, 1.4988577E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 7.4390607E-001, 1.3421612E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E+001, 6.6286214E-001, 1.2030516E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 5.9068367E-001, 1.0735964E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9500000E+001, 5.2724004E-001, 9.5691371E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 4.7079844E-001, 8.4976081E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1500000E+001, 4.2159284E-001, 7.5125276E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 3.7796346E-001, 6.5983316E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3500000E+001, 3.4024119E-001, 5.7847992E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 3.0625448E-001, 5.0615307E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5500000E+001, 2.7786947E-001, 4.4785531E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 2.5215539E-001, 3.9473291E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E+001, 2.3086418E-001, 3.4929123E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
