s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 2.2001295E+001, 9.0647846E+000, 0.0000000E+000,-4.8766751E-001,-8.5628264E+000,-4.4941868E-003, 1.7100261E-003, 0.0000000E+000,-2.1659381E-002,-3.9153504E-002,-1.0152843E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4257807E-001, 1.7759855E-004, 2.1951872E-005
 2.3001348E+001, 9.0901239E+000, 0.0000000E+000,-4.6238552E-001,-8.6668325E+000,-3.8853173E-003, 1.6675106E-003, 0.0000000E+000,-2.1684132E-002,-1.2517308E-001,-6.2996016E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5122125E-001, 1.7759855E-004, 2.1951872E-005
 2.4000341E+001, 9.0630827E+000, 0.0000000E+000,-4.3618986E-001,-8.5504217E+000,-5.1436879E-003, 1.6262540E-003, 0.0000000E+000,-2.1550828E-002, 8.9905325E-003, 5.1402910E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5985744E-001, 1.7759855E-004, 2.1951872E-005
 2.5001307E+001, 9.1079569E+000, 0.0000000E+000,-4.1863837E-001,-8.7512632E+000,-4.9110347E-003, 1.5798462E-003, 0.0000000E+000,-2.1715611E-002,-1.4287896E-001,-8.6991448E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6849668E-001, 1.7759855E-004, 2.1951872E-005
 2.6000814E+001, 9.0720757E+000, 0.0000000E+000,-3.9277698E-001,-8.5623645E+000,-4.3441255E-003, 1.5451562E-003, 0.0000000E+000,-2.1711156E-002, 5.6562569E-002, 9.2424075E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7713892E-001, 1.7759855E-004, 2.1951872E-005
 2.7001167E+001, 9.0705040E+000, 0.0000000E+000,-3.7004587E-001,-8.4915728E+000,-3.7604521E-003, 1.5081722E-003, 0.0000000E+000,-2.1564373E-002, 1.3655719E-001, 1.8506873E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8577859E-001, 1.7759855E-004, 2.1951872E-005
 2.8000921E+001, 9.0620678E+000, 0.0000000E+000,-3.5103931E-001,-8.5030450E+000,-4.0232016E-003, 1.4699213E-003, 0.0000000E+000,-2.1545420E-002, 1.3904849E-001, 1.8388478E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9441877E-001, 1.7759855E-004, 2.1951872E-005
 2.9001383E+001, 9.0521384E+000, 0.0000000E+000,-3.2670618E-001,-8.7751778E+000,-3.8686250E-003, 1.4377460E-003, 0.0000000E+000,-2.1824772E-002,-1.2748854E-001,-7.4001186E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0306043E-001, 1.7759855E-004, 2.1951872E-005
 3.0000223E+001, 8.8585549E+000, 0.0000000E+000,-2.7553993E-001,-8.5724417E+000,-4.2594184E-003, 1.3984327E-003, 0.0000000E+000,-2.2450909E-002,-1.9282667E-002,-1.4738667E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1169683E-001, 1.7759855E-004, 2.1951872E-005
 3.1001266E+001, 8.6126976E+000, 0.0000000E+000,-2.2466712E-001,-8.6412223E+000,-3.5298587E-003, 1.3220539E-003, 0.0000000E+000,-2.5679888E-002,-2.8303638E-001,-2.8107950E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033745E-001, 1.7759855E-004, 2.1951872E-005
 3.2001225E+001, 8.5477418E+000, 0.0000000E+000,-1.7840016E-001,-8.0482076E+000,-4.1404101E-003, 1.1854296E-003, 0.0000000E+000,-2.7876923E-002, 2.4013101E-001, 2.9030216E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2898156E-001, 1.7759855E-004, 2.1951872E-005
 3.3001198E+001, 8.7243950E+000, 0.0000000E+000,-1.3907798E-001,-8.6829035E+000,-4.1730057E-003, 1.1182730E-003, 0.0000000E+000,-2.7944463E-002,-1.8726143E-001,-1.2858568E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3762165E-001, 1.7759855E-004, 2.1951872E-005
 3.4002094E+001, 8.6877786E+000, 0.0000000E+000,-1.0643368E-001,-8.8931494E+000,-3.6965728E-003, 1.0631773E-003, 0.0000000E+000,-2.7144565E-002,-3.4393687E-001,-3.4158245E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4626562E-001, 1.7759855E-004, 2.1951872E-005
 3.5002411E+001, 7.3861287E+000, 0.0000000E+000,-6.7993873E-002,-8.1508194E+000,-1.5042932E-003, 7.7624892E-004, 0.0000000E+000,-2.2666979E-002,-8.8424196E-001,-8.5607958E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5491094E-001, 1.7759855E-004, 2.1951872E-005
 3.6003094E+001, 6.9296320E+000, 0.0000000E+000,-3.9921239E-002,-7.1954781E+000,-5.2890515E-004, 6.5171144E-004, 0.0000000E+000,-2.3029791E-002,-3.3230006E-001,-3.2867440E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6355709E-001, 1.7759855E-004, 2.1951872E-005
 3.7001221E+001, 6.3731604E+000, 0.0000000E+000,-2.3526465E-002,-7.0382464E+000,-1.5643779E-004, 4.9508496E-004, 0.0000000E+000,-1.2396729E-002,-7.1152362E-001,-7.0067062E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7219371E-001, 1.7759855E-004, 2.1951872E-005
 3.8004448E+001, 3.7056822E+000, 0.0000000E+000,-9.1562394E-003,-4.6665634E+000, 7.8831376E-005, 4.2050067E-004, 0.0000000E+000,-1.0308374E-002,-9.7802283E-001,-9.7984646E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8084519E-001, 1.7759855E-004, 2.1951872E-005
 3.9004570E+001, 1.6869929E+000, 0.0000000E+000,-3.8287812E-003,-2.4377144E+000, 1.2128889E-004, 3.5847713E-004, 0.0000000E+000,-1.0583690E-002,-7.5920136E-001,-7.6465415E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8950863E-001, 1.7759855E-004, 2.1951872E-005
 4.0006378E+001, 6.2328792E-001, 0.0000000E+000,-1.9325013E-003,-1.0292031E+000, 1.3340241E-004, 3.2916445E-004, 0.0000000E+000,-4.4177197E-003,-3.8440222E-001,-4.1180283E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9816074E-001, 1.7759855E-004, 2.1951872E-005
 4.1002506E+001, 1.9703685E-001, 0.0000000E+000,-1.0021417E-003,-5.2734685E-001, 1.4129680E-004, 3.3151241E-004, 0.0000000E+000,-4.2485773E-003,-3.1600423E-001,-3.3508791E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0679686E-001, 1.7759855E-004, 2.1951872E-005
 4.2000301E+001, 4.6916594E-003, 0.0000000E+000,-3.8623119E-004,-2.7484320E-001, 1.4407360E-004, 3.2412738E-004, 0.0000000E+000,-2.3857172E-004,-2.5948715E-001,-2.7030814E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1542043E-001, 1.7759855E-004, 2.1951872E-005
 4.3005043E+001, 9.4416778E-010, 0.0000000E+000,-8.2051795E-005,-1.4001489E-001, 1.3268339E-004, 4.8210612E-004, 0.0000000E+000,-2.5353155E-004,-1.1873569E-001,-1.3973568E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2408333E-001, 1.7759855E-004, 2.1951872E-005
 4.4012848E+001, 2.3935986E-009, 0.0000000E+000,-1.7935759E-006,-5.9322811E-002, 4.4780606E-005, 5.7267540E-004, 0.0000000E+000,-2.3014694E-004,-5.5967985E-003,-5.8937293E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3278129E-001, 1.7759855E-004, 2.1951872E-005
 4.5005833E+001, 2.0361094E-009, 0.0000000E+000, 4.3089231E-005,-1.9579168E-002, 1.3848166E-004, 5.6782726E-004, 0.0000000E+000,-1.7843841E-004,-3.5131662E-002,-1.9008206E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4142559E-001, 1.7759855E-004, 2.1951872E-005
 4.6013641E+001, 0.0000000E+000, 0.0000000E+000, 4.1599145E-005,-1.2946500E-003, 6.9978561E-005, 5.3802552E-004, 0.0000000E+000,-1.6553163E-004,-8.2070712E-003,-8.1057838E-004, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5006866E-001, 1.7759855E-004, 2.1951872E-005
 4.7006626E+001, 0.0000000E+000, 0.0000000E+000, 6.9828441E-005,-1.4706308E-002, 1.3891328E-004, 5.0451577E-004, 0.0000000E+000,-1.6021818E-004,-1.9920085E-002,-1.4153268E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5871114E-001, 1.7759855E-004, 2.1951872E-005
 4.8014431E+001, 0.0000000E+000, 0.0000000E+000, 8.1019513E-005, 2.9296050E-002, 1.7318612E-004, 4.7753549E-004, 0.0000000E+000,-1.5243047E-004, 5.6817242E-003, 2.9875360E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6735272E-001, 1.7759855E-004, 2.1951872E-005
 4.9007416E+001, 0.0000000E+000, 0.0000000E+000, 8.1246569E-005,-8.6100113E-003, 1.5664819E-004, 4.8804740E-004, 0.0000000E+000,-1.5032100E-004,-3.3024604E-002,-8.0343902E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7600003E-001, 1.7759855E-004, 2.1951872E-005
 5.0000401E+001, 0.0000000E+000, 0.0000000E+000, 9.2346496E-005, 3.8388784E-002, 1.9463386E-004, 5.1473621E-004, 0.0000000E+000,-1.3898935E-004, 3.3542215E-002, 3.9051512E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8457826E-001, 1.7759855E-004, 2.1951872E-005
 5.1008205E+001, 0.0000000E+000, 0.0000000E+000, 9.2481885E-005, 2.3109318E-002, 1.8721392E-004, 5.1517286E-004, 0.0000000E+000,-1.3767568E-004,-1.1293191E-002, 2.3766511E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9322101E-001, 1.7759855E-004, 2.1951872E-005
 5.2001190E+001, 0.0000000E+000, 0.0000000E+000, 7.5872582E-005, 1.9569340E-002, 1.3918694E-004, 5.0471472E-004, 0.0000000E+000,-1.3000949E-004,-9.1404635E-003, 2.0159105E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0186549E-001, 1.7759855E-004, 2.1951872E-005
 5.3008995E+001, 0.0000000E+000, 0.0000000E+000, 8.9526599E-005, 2.6459455E-003, 1.5304707E-004, 4.8846315E-004, 0.0000000E+000,-1.2436642E-004,-1.7183962E-002, 3.2526159E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1050673E-001, 1.7759855E-004, 2.1951872E-005
 5.4011757E+001, 0.0000000E+000, 0.0000000E+000, 1.2186432E-004, 3.0263160E-002, 2.7488507E-004, 4.7380945E-004, 0.0000000E+000,-1.1662868E-004, 3.0990640E-003, 3.1017090E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1919230E-001, 1.7759855E-004, 2.1951872E-005
 5.5011116E+001, 0.0000000E+000, 0.0000000E+000, 1.1138140E-004, 3.7356329E-002, 2.5347939E-004, 4.6825251E-004, 0.0000000E+000,-1.1538936E-004, 4.7266976E-004, 3.8074053E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2783414E-001, 1.7759855E-004, 2.1951872E-005
 5.6010475E+001, 0.0000000E+000, 0.0000000E+000, 9.8343384E-005, 2.7421391E-002, 2.0460668E-004, 4.5510795E-004, 0.0000000E+000,-1.0868699E-004,-9.4148486E-003, 2.8070762E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3646630E-001, 1.7759855E-004, 2.1951872E-005
 5.7009830E+001, 0.0000000E+000, 0.0000000E+000, 9.5263951E-005, 2.7301687E-002, 2.0341552E-004, 4.4106865E-004, 0.0000000E+000,-1.0410333E-004, 9.7525098E-003, 2.7937332E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4510746E-001, 1.7759855E-004, 2.1951872E-005
 5.8009190E+001, 0.0000000E+000, 0.0000000E+000, 9.8902838E-005, 2.9389831E-002, 2.4078728E-004, 4.4146028E-004, 0.0000000E+000,-1.0868462E-004, 5.3848331E-003, 3.0062297E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5374112E-001, 1.7759855E-004, 2.1951872E-005
 5.9008549E+001, 0.0000000E+000, 0.0000000E+000, 1.0146068E-004, 3.4203424E-002, 2.5897617E-004, 4.3142845E-004, 0.0000000E+000,-1.0304147E-004,-3.4536860E-003, 3.4892248E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6237478E-001, 1.7759855E-004, 2.1951872E-005
 6.0007904E+001, 0.0000000E+000, 0.0000000E+000, 9.6517117E-005, 3.0382369E-002, 2.3750405E-004, 4.5544971E-004, 0.0000000E+000,-1.0176373E-004,-6.0372171E-003, 3.1070076E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7100845E-001, 1.7759855E-004, 2.1951872E-005
 6.1007263E+001, 0.0000000E+000, 0.0000000E+000, 9.5276940E-005, 2.3252504E-002, 2.3741758E-004, 4.4804941E-004, 0.0000000E+000,-9.9459198E-005,-6.9865059E-003, 2.3933789E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7964211E-001, 1.7759855E-004, 2.1951872E-005
 6.2006622E+001, 0.0000000E+000, 0.0000000E+000, 9.4324486E-005, 3.1420258E-002, 2.3635427E-004, 4.3936888E-004, 0.0000000E+000,-9.7314489E-005, 6.5544244E-003, 3.2092991E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8827578E-001, 1.7759855E-004, 2.1951872E-005
 6.3011257E+001, 0.0000000E+000, 0.0000000E+000, 9.6944510E-005, 3.0402158E-002, 2.6580354E-004, 4.2871596E-004, 0.0000000E+000,-9.2533452E-005, 4.8053403E-003, 3.1101089E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9693224E-001, 1.7759855E-004, 2.1951872E-005
 6.4006340E+001, 0.0000000E+000, 0.0000000E+000, 9.9323839E-005, 3.1555037E-002, 2.8291040E-004, 4.1840521E-004, 0.0000000E+000,-9.0702392E-005,-2.6428511E-003, 3.2264974E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0556981E-001, 1.7759855E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 9.8554457E-005, 3.4737978E-002, 2.8292503E-004, 4.1392126E-004, 0.0000000E+000,-8.9775984E-005,-3.6731882E-003, 3.5443603E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1415691E-001, 1.7759855E-004, 2.1951872E-005
