cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 7.7500000E+000, 7.8094541E+000, 3.6241951E+000, 6.7000000E+000, 4.0367739E+002, 4.0686443E+002, 4.3431033E+002, 4.8702768E+002, 5.0007525E+002, 4.9256431E+002, 2.2495925E+002, 2.4868628E+002, 2.4503008E+002, 2.8448022E+002, 2.7807882E+002, 2.5110029E+002,-1.3090361E+001, 1.9626955E-014, 1.1583525E-007, 3.1496583E-008, 6.8484370E-004, 2.6706825E-003, 7.2643898E-014, 5.6873199E-007, 1.0038310E-007, 2.9859862E-003, 1.1950794E-002
 8.2500000E+000, 7.5677378E+000, 3.8366172E+000, 7.1800000E+000, 3.8369569E+002, 3.7626157E+002, 4.0333236E+002, 4.4752366E+002, 4.6586694E+002, 4.6668536E+002, 2.0013246E+002, 2.0934101E+002, 2.1542365E+002, 2.5423253E+002, 2.5420681E+002, 2.3470886E+002,-1.2596386E+001, 7.6064521E-013, 3.8604724E-006, 7.8962062E-007, 2.5226543E-003, 7.3310547E-003, 3.4707980E-012, 1.9339805E-005, 3.6969728E-006, 8.3721372E-003, 1.9709158E-002
 8.7500000E+000, 7.3707390E+000, 4.0392327E+000, 7.6600000E+000, 3.6384659E+002, 3.5204936E+002, 3.7727033E+002, 4.1455764E+002, 4.3233997E+002, 4.4512831E+002, 1.8474070E+002, 1.7701516E+002, 1.8413981E+002, 2.1559386E+002, 2.2867601E+002, 2.1917116E+002,-1.2102410E+001, 7.6064521E-013, 3.8604724E-006, 7.8962062E-007, 2.5226543E-003, 7.3310547E-003, 3.4707980E-012, 1.9339805E-005, 3.6969728E-006, 8.3721372E-003, 1.9709158E-002
 9.2500000E+000, 7.2107563E+000, 4.2376111E+000, 8.1400000E+000, 3.4711247E+002, 3.3353091E+002, 3.5382378E+002, 3.8796102E+002, 4.0312882E+002, 4.2456212E+002, 1.7126728E+002, 1.4602732E+002, 1.5497651E+002, 1.8386647E+002, 2.0121815E+002, 1.9886375E+002,-1.1608434E+001, 2.3343108E-011, 6.2618164E-005, 6.1788435E-006, 5.5757872E-003, 1.3771439E-002, 1.9622457E-010, 6.7608420E-004, 2.9348605E-005, 1.6606479E-002, 2.8378868E-002
 9.7500000E+000, 7.0836326E+000, 4.4476238E+000, 8.6200000E+000, 3.3123738E+002, 3.1859073E+002, 3.3428890E+002, 3.6630623E+002, 3.8090839E+002, 4.0582599E+002, 1.4250970E+002, 1.1568454E+002, 1.2577773E+002, 1.6377816E+002, 1.7626278E+002, 1.8032323E+002,-1.1114458E+001, 1.0310876E-009, 2.7082339E-004, 5.4509279E-005, 8.5003124E-003, 1.9929051E-002, 9.8636281E-009, 2.8285141E-003, 2.8714914E-004, 2.3047793E-002, 3.5826956E-002
 1.0250000E+001, 6.9911188E+000, 4.6884208E+000, 9.1000000E+000, 3.1789561E+002, 3.0919642E+002, 3.2001696E+002, 3.4923864E+002, 3.6342095E+002, 3.8908967E+002, 1.1223126E+002, 1.0265036E+002, 1.0550222E+002, 1.4282287E+002, 1.5249316E+002, 1.6408744E+002,-1.0620482E+001, 3.9991548E-008, 9.2117340E-004, 4.5006226E-004, 1.1915042E-002, 2.5446755E-002, 4.0533380E-007, 7.1678731E-003, 2.4650350E-003, 2.8887530E-002, 4.1896892E-002
 1.0750000E+001, 6.9391217E+000, 4.9794186E+000, 9.5800000E+000, 3.0600070E+002, 3.0462088E+002, 3.1197248E+002, 3.3384471E+002, 3.5048421E+002, 3.7525775E+002, 6.6482070E+001, 9.1587137E+001, 9.3669165E+001, 1.0771946E+002, 1.3502589E+002, 1.5146207E+002,-1.0126506E+001, 1.0292533E-006, 2.4101839E-003, 1.8948323E-003, 1.6398835E-002, 3.1281548E-002, 1.1207798E-005, 1.2640821E-002, 9.2572208E-003, 3.3971738E-002, 4.9628652E-002
 1.1250000E+001, 6.9253771E+000, 5.3187731E+000, 1.0060000E+001, 2.9904659E+002, 3.0140344E+002, 3.0704870E+002, 3.2195582E+002, 3.3995081E+002, 3.6256460E+002, 2.8150359E+001, 7.0296524E+001, 7.9736031E+001, 8.0630466E+001, 1.2038116E+002, 1.4087784E+002,-9.6325301E+000, 1.6343394E-005, 5.0963839E-003, 4.3627807E-003, 2.2636585E-002, 3.8040882E-002, 1.7138098E-004, 1.9043014E-002, 1.7568728E-002, 3.9069870E-002, 5.8290380E-002
 1.1750000E+001, 6.9297278E+000, 5.6441537E+000, 1.0540000E+001, 2.9589758E+002, 2.9823572E+002, 3.0389321E+002, 3.1270047E+002, 3.3109978E+002, 3.5106304E+002, 6.5589529E+000, 3.7331409E+001, 6.3507370E+001, 5.9858469E+001, 1.0512690E+002, 1.2919763E+002,-9.1385542E+000, 1.8189130E-004, 9.9512043E-003, 7.9719216E-003, 3.0775730E-002, 4.4986444E-002, 1.7199300E-003, 2.8522692E-002, 2.6659729E-002, 4.5601744E-002, 6.9237898E-002
 1.2250000E+001, 6.9418570E+000, 5.9210028E+000, 1.1020000E+001, 2.9513891E+002, 2.9614447E+002, 3.0095279E+002, 3.0503548E+002, 3.2380006E+002, 3.3858156E+002, 8.2178251E-001, 1.0852622E+001, 4.4330511E+001, 3.7962528E+001, 9.1456459E+001, 1.1340103E+002,-8.6445783E+000, 1.0841063E-003, 1.5895226E-002, 1.3719102E-002, 4.0931618E-002, 5.3677391E-002, 6.9353924E-003, 3.7999373E-002, 3.8079793E-002, 5.3601256E-002, 8.1280025E-002
 1.2750000E+001, 6.9486244E+000, 6.1180265E+000, 1.1500000E+001, 2.9501839E+002, 2.9541638E+002, 2.9899252E+002, 3.0045074E+002, 3.1468127E+002, 3.2803542E+002, 1.0978543E-001, 1.6160658E+000, 3.3613944E+001, 2.4428274E+001, 6.3974613E+001, 9.6708169E+001,-8.1506024E+000, 5.0569720E-003, 2.3076948E-002, 2.3627484E-002, 5.2064943E-002, 6.4762824E-002, 1.5319566E-002, 4.6432557E-002, 5.6216493E-002, 6.7983692E-002, 1.0237960E-001
 1.3250000E+001, 6.9405623E+000, 6.2279171E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.6566265E+000, 1.5836037E-002, 3.3312013E-002, 3.9278354E-002, 6.5804165E-002, 7.5534385E-002, 3.2700845E-002, 5.8820101E-002, 9.5994455E-002, 9.7385618E-002, 1.2022422E-001
 1.3750000E+001, 6.9181228E+000, 6.2619834E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.1626506E+000, 3.1036996E-002, 4.7865729E-002, 5.8840338E-002, 8.0377854E-002, 8.6486440E-002, 5.0627692E-002, 1.0439595E-001, 1.4771566E-001, 1.1971421E-001, 1.3050739E-001
 1.4250000E+001, 6.8874494E+000, 6.2470724E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.6686747E+000, 4.8284164E-002, 6.1883617E-002, 7.7548007E-002, 9.6150687E-002, 9.6789206E-002, 6.3196756E-002, 1.4364635E-001, 1.7636944E-001, 1.4533194E-001, 1.3592731E-001
 1.4750000E+001, 6.8544346E+000, 6.2038082E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1746988E+000, 6.5066935E-002, 7.7622017E-002, 9.6209030E-002, 1.1128324E-001, 1.0715921E-001, 6.9961971E-002, 1.7932204E-001, 1.9685095E-001, 1.6208850E-001, 1.3864142E-001
 1.5250000E+001, 6.8229269E+000, 6.1502060E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.6807229E+000, 8.1168532E-002, 9.8296825E-002, 1.1780048E-001, 1.2579946E-001, 1.1874095E-001, 7.5447108E-002, 2.1109560E-001, 2.1774372E-001, 1.7691123E-001, 1.4055597E-001
 1.5750000E+001, 6.7947484E+000, 6.0979233E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1867470E+000, 9.5438127E-002, 1.1985312E-001, 1.4484602E-001, 1.4346499E-001, 1.3168162E-001, 8.5927554E-002, 2.3295614E-001, 2.4611717E-001, 1.9588530E-001, 1.5100708E-001
 1.6250000E+001, 6.7694455E+000, 6.0480453E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.6927711E+000, 1.0993410E-001, 1.4360761E-001, 1.7703795E-001, 1.6453438E-001, 1.4650847E-001, 1.1907285E-001, 2.5184459E-001, 2.8173577E-001, 2.1896355E-001, 1.6684693E-001
 1.6750000E+001, 6.7467901E+000, 6.0043166E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1987952E+000, 1.4271036E-001, 1.6641236E-001, 2.1028170E-001, 1.8847712E-001, 1.6179446E-001, 1.9444319E-001, 2.7134935E-001, 3.1440727E-001, 2.4438467E-001, 1.8620636E-001
 1.7250000E+001, 6.7245763E+000, 5.9643799E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7048193E+000, 2.3685195E-001, 1.9756351E-001, 2.4433118E-001, 2.1922246E-001, 1.7832372E-001, 3.3785646E-001, 3.0324810E-001, 3.3987845E-001, 2.7901538E-001, 2.0586405E-001
 1.7750000E+001, 6.7036511E+000, 5.9308441E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2108434E+000, 4.5643452E-001, 2.5455510E-001, 2.9483295E-001, 2.5705198E-001, 2.0156052E-001, 4.9252988E-001, 3.5670542E-001, 3.8237649E-001, 3.1661177E-001, 2.3602155E-001
 1.8250000E+001, 6.6845583E+000, 5.9027957E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7168675E+000, 8.2489363E-001, 3.7332351E-001, 3.7683067E-001, 3.1158393E-001, 2.3207371E-001, 5.5822379E-001, 4.4211879E-001, 4.4155857E-001, 3.6747458E-001, 2.7173659E-001
 1.8750000E+001, 6.6678063E+000, 5.8800322E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2228916E+000, 1.3457822E+000, 6.2508377E-001, 5.1808822E-001, 3.9809745E-001, 2.6815628E-001, 4.1082875E-001, 5.6463525E-001, 5.1831479E-001, 4.3040817E-001, 3.0812176E-001
 1.9250000E+001, 6.6525681E+000, 5.8577487E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7289157E+000, 1.6380930E+000, 1.0431166E+000, 7.5758302E-001, 5.3284760E-001, 3.1144288E-001, 1.9014330E-001, 5.8488305E-001, 5.8075870E-001, 4.9971978E-001, 3.4234305E-001
 1.9750000E+001, 6.6388991E+000, 5.8381159E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2349398E+000, 1.7774551E+000, 1.4812880E+000, 1.1719885E+000, 7.1342269E-001, 3.5768689E-001, 1.3265596E-001, 3.4251297E-001, 5.2691145E-001, 5.4794666E-001, 3.7043214E-001
 2.0250000E+001, 6.6319640E+000, 5.8300707E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.4096386E-001, 1.8727620E+000, 1.7035387E+000, 1.4997112E+000, 9.1754649E-001, 3.9918539E-001, 7.4696988E-002, 1.9635521E-001, 3.2569534E-001, 5.3887815E-001, 3.8908410E-001
 2.0750000E+001, 6.6285311E+000, 5.8274145E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.4698795E-001, 1.9185530E+000, 1.8165260E+000, 1.6302572E+000, 1.0484805E+000, 4.2126006E-001, 4.5231105E-002, 1.2367032E-001, 2.5782622E-001, 5.0141880E-001, 3.9699677E-001
 2.1250000E+001, 6.6373603E+000, 5.8388664E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.4698795E-001, 1.9169790E+000, 1.8160956E+000, 1.6283095E+000, 1.0502481E+000, 4.2612537E-001, 4.7142338E-002, 1.2446922E-001, 2.6761120E-001, 5.0146110E-001, 4.0051304E-001
 2.1750000E+001, 6.5845129E+000, 5.7918531E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.4096386E-001, 1.8736655E+000, 1.7084511E+000, 1.4948199E+000, 9.4019851E-001, 4.0840932E-001, 7.5741032E-002, 1.9516414E-001, 3.4615558E-001, 5.2964269E-001, 3.9891376E-001
 2.2250000E+001, 6.6141200E+000, 5.7966069E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2349398E+000, 1.7783590E+000, 1.4871070E+000, 1.2026705E+000, 7.6049995E-001, 3.7340945E-001, 1.3394905E-001, 3.5194757E-001, 5.1704401E-001, 5.3864817E-001, 3.7983714E-001
 2.2750000E+001, 6.6124681E+000, 5.7948336E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7289157E+000, 1.6351703E+000, 1.0701215E+000, 8.1407680E-001, 5.7075161E-001, 3.2882605E-001, 1.9034632E-001, 5.7723698E-001, 5.9155860E-001, 5.0645333E-001, 3.4679286E-001
 2.3250000E+001, 6.6147471E+000, 5.8078881E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.2228916E+000, 1.3305238E+000, 6.4123960E-001, 5.6601605E-001, 4.4002753E-001, 2.8381403E-001, 4.2095749E-001, 5.6519013E-001, 5.4285193E-001, 4.5829095E-001, 3.0634743E-001
 2.3750000E+001, 6.6106367E+000, 5.8145204E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.7168675E+000, 8.3331209E-001, 3.8353455E-001, 4.1126228E-001, 3.5612025E-001, 2.4926365E-001, 5.6023143E-001, 4.4890190E-001, 4.6250303E-001, 4.1133660E-001, 2.7656331E-001
 2.4250000E+001, 6.6007640E+000, 5.8142479E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2108434E+000, 4.5343468E-001, 2.6076667E-001, 3.1213036E-001, 2.9832948E-001, 2.2112540E-001, 4.8343303E-001, 3.5916758E-001, 3.8667982E-001, 3.6848487E-001, 2.4811449E-001
 2.4750000E+001, 6.5866361E+000, 5.8086224E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7048193E+000, 2.3160824E-001, 1.9882055E-001, 2.5036033E-001, 2.5606840E-001, 1.9919528E-001, 3.2628683E-001, 2.9784759E-001, 3.3596132E-001, 3.3155660E-001, 2.2587524E-001
 2.5250000E+001, 6.5687559E+000, 5.7970737E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1987952E+000, 1.4276243E-001, 1.6421441E-001, 2.0751027E-001, 2.2125776E-001, 1.8075924E-001, 1.9353236E-001, 2.6212887E-001, 2.9360301E-001, 2.9678602E-001, 2.0716961E-001
 2.5750000E+001, 6.5456068E+000, 5.7795715E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6927711E+000, 1.0832428E-001, 1.4075404E-001, 1.7031612E-001, 1.9003898E-001, 1.6310136E-001, 1.1573817E-001, 2.4518817E-001, 2.5397820E-001, 2.6306143E-001, 1.8719062E-001
 2.6250000E+001, 6.5183102E+000, 5.7609442E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.1867470E+000, 9.2266447E-002, 1.1629035E-001, 1.3624483E-001, 1.5977944E-001, 1.4546568E-001, 8.4425875E-002, 2.2430206E-001, 2.1928563E-001, 2.2639971E-001, 1.6947327E-001
 2.6750000E+001, 6.4871847E+000, 5.7421748E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.6807229E+000, 7.7589590E-002, 9.5085720E-002, 1.0621656E-001, 1.3473339E-001, 1.2850718E-001, 7.4274080E-002, 2.0897971E-001, 1.8923111E-001, 1.9163563E-001, 1.5162973E-001
 2.7250000E+001, 6.4525421E+000, 5.7205599E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1746988E+000, 6.1908370E-002, 7.7024643E-002, 8.0940690E-002, 1.1321322E-001, 1.1257855E-001, 6.9175649E-002, 1.8733670E-001, 1.5662536E-001, 1.6397510E-001, 1.3406731E-001
 2.7750000E+001, 6.4159265E+000, 5.6964046E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.6686747E+000, 4.5466620E-002, 6.0869590E-002, 5.7871459E-002, 9.4388236E-002, 9.9847121E-002, 6.1541233E-002, 1.6011891E-001, 1.1451005E-001, 1.4411259E-001, 1.2614182E-001
 2.8250000E+001, 6.3738851E+000, 5.6618121E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.1626506E+000, 2.8143922E-002, 4.9877487E-002, 4.1765281E-002, 7.4165702E-002, 8.7595605E-002, 4.8020371E-002, 1.4962710E-001, 8.8766667E-002, 1.1077299E-001, 1.1394868E-001
 2.8750000E+001, 6.3274392E+000, 5.6224457E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.6566265E+000, 1.3976656E-002, 3.8249810E-002, 2.9258957E-002, 5.9185319E-002, 7.6388999E-002, 3.1347100E-002, 1.3229433E-001, 7.3685249E-002, 9.4248580E-002, 9.8682115E-002
 2.9250000E+001, 6.2791340E+000, 5.5803072E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.1506024E+000, 4.7337953E-003, 2.6115301E-002, 1.9236124E-002, 4.8102265E-002, 6.6269540E-002, 1.5119532E-002, 9.7185259E-002, 6.2252137E-002, 8.8651007E-002, 8.3898495E-002
 2.9750000E+001, 6.2298986E+000, 5.5398858E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.6445783E+000, 1.0079776E-003, 1.7387110E-002, 1.2278477E-002, 3.7703687E-002, 5.6849351E-002, 6.4784124E-003, 7.3417346E-002, 4.8314044E-002, 7.7349276E-002, 6.9445946E-002
