s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 3.5000114E+001, 8.5638763E+000, 0.0000000E+000,-4.1184211E-001,-8.1572524E+000,-8.0617385E-003, 1.9078070E-003, 0.0000000E+000,-8.6399694E-003,-1.7081809E-003,-2.0012175E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488326E-001, 1.9147564E-004, 2.1951872E-005
 3.6000332E+001, 8.5932064E+000, 0.0000000E+000,-3.3846019E-001,-8.5768319E+000,-5.6018869E-003, 1.8374688E-003, 0.0000000E+000,-5.9521542E-003,-3.1005927E-001,-3.3180234E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352415E-001, 1.9147564E-004, 2.1951872E-005
 3.7000500E+001, 8.4152742E+000, 0.0000000E+000,-2.5997424E-001,-7.4717246E+000,-4.4799507E-003, 1.7653961E-003, 0.0000000E+000,-3.6238281E-003, 6.9230293E-001, 6.7723704E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7216598E-001, 1.9147564E-004, 2.1951872E-005
 3.8000271E+001, 8.0553640E+000, 0.0000000E+000,-1.8759277E-001,-8.2184605E+000,-2.8264853E-003, 1.5596349E-003, 0.0000000E+000,-2.4982506E-003,-3.3039482E-001,-3.5445439E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8080594E-001, 1.9147564E-004, 2.1951872E-005
 3.9000671E+001, 7.9108926E+000, 0.0000000E+000,-1.3742185E-001,-7.8399801E+000,-1.8508842E-003, 1.4272234E-003, 0.0000000E+000,-2.0772786E-003,-5.6419473E-002,-6.9010248E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8944716E-001, 1.9147564E-004, 2.1951872E-005
 4.0000813E+001, 7.3985236E+000, 0.0000000E+000,-8.5595741E-002,-7.9404376E+000,-1.1301607E-003, 1.1845236E-003, 0.0000000E+000,-2.0209131E-003,-6.1428187E-001,-6.2947625E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9808985E-001, 1.9147564E-004, 2.1951872E-005
 4.1001053E+001, 6.0074191E+000, 0.0000000E+000,-4.3909520E-002,-6.7232601E+000,-5.4064932E-004, 8.4405571E-004, 0.0000000E+000,-1.8422897E-003,-7.3473674E-001,-7.6128943E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673273E-001, 1.9147564E-004, 2.1951872E-005
 4.2001400E+001, 4.4911024E+000, 0.0000000E+000,-1.8287468E-002,-6.0161347E+000, 3.1783711E-004, 5.5346751E-004, 0.0000000E+000,-1.2172430E-003,-1.5362424E+000,-1.5436657E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537581E-001, 1.9147564E-004, 2.1951872E-005
 4.3002243E+001, 1.8911393E+000, 0.0000000E+000,-4.1104262E-003,-3.1205933E+000, 3.3060115E-004, 3.8342458E-004, 0.0000000E+000,-2.1892452E-004,-1.2292189E+000,-1.2330694E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2402457E-001, 1.9147564E-004, 2.1951872E-005
 4.4002224E+001, 4.1521804E-001, 0.0000000E+000,-5.9454536E-004,-9.4978651E-001, 1.9394619E-004, 2.7800810E-004, 0.0000000E+000,-1.3391345E-004,-5.4724767E-001,-5.3482497E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3267137E-001, 1.9147564E-004, 2.1951872E-005
 4.5000092E+001, 1.8480801E-003, 0.0000000E+000,-1.1425007E-005,-3.4014633E-002, 1.4237817E-004, 2.5866648E-004, 0.0000000E+000,-1.5753189E-004,-1.2479171E-002,-3.1934465E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4130139E-001, 1.9147564E-004, 2.1951872E-005
 4.6001244E+001, 1.2536720E-007, 0.0000000E+000,-2.3721045E-005, 1.3737829E-002, 4.8472619E-005, 2.6928687E-004, 0.0000000E+000,-2.2687299E-004, 1.7430654E-002, 1.3805120E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993772E-001, 1.9147564E-004, 2.1951872E-005
 4.7002399E+001, 0.0000000E+000, 0.0000000E+000,-4.7316467E-005, 1.1351199E-002, 1.2825094E-004, 2.7394402E-004, 0.0000000E+000,-1.7684691E-004,-8.9217595E-003, 1.1529230E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5858695E-001, 1.9147564E-004, 2.1951872E-005
 4.8001431E+001, 0.0000000E+000, 0.0000000E+000,-2.3703881E-005, 6.6887455E-004, 1.6556779E-004, 2.6036927E-004, 0.0000000E+000,-2.3883638E-004,-1.0432188E-002, 8.3227135E-004, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6722668E-001, 1.9147564E-004, 2.1951872E-005
 4.9002007E+001, 0.0000000E+000, 0.0000000E+000,-2.9893146E-006, 5.0056371E-003, 9.4178449E-005, 2.4936441E-004, 0.0000000E+000,-2.4768175E-004,-4.7326571E-003, 5.0985088E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7586643E-001, 1.9147564E-004, 2.1951872E-005
 5.0002697E+001, 0.0000000E+000, 0.0000000E+000, 2.1694737E-005, 4.8948419E-003, 2.2970940E-004, 2.8076007E-004, 0.0000000E+000,-2.8614711E-004,-6.7597013E-003, 5.1408590E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8451084E-001, 1.9147564E-004, 2.1951872E-005
 5.1000664E+001, 0.0000000E+000, 0.0000000E+000, 2.7083302E-005, 1.0170713E-002, 2.5440463E-004, 2.6635472E-004, 0.0000000E+000,-1.9570398E-004,-1.2725549E-003, 1.0522851E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9314574E-001, 1.9147564E-004, 2.1951872E-005
 5.2001282E+001, 0.0000000E+000, 0.0000000E+000, 5.0496540E-005, 5.4362044E-003, 1.7713186E-004, 2.9201285E-004, 0.0000000E+000,-2.9706012E-004,-6.4961048E-003, 5.6587855E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177883E-001, 1.9147564E-004, 2.1951872E-005
 5.3001110E+001, 0.0000000E+000, 0.0000000E+000, 5.9908110E-005, 8.9147432E-003, 2.7936372E-004, 2.4771677E-004, 0.0000000E+000,-2.3302937E-004,-2.7014744E-003, 9.2687025E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041991E-001, 1.9147564E-004, 2.1951872E-005
 5.4002052E+001, 0.0000000E+000, 0.0000000E+000, 6.4778411E-005, 9.2442299E-003, 1.8617679E-004, 2.7159562E-004, 0.0000000E+000,-2.9730048E-004,-4.1474045E-003, 9.4694803E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1906338E-001, 1.9147564E-004, 2.1951872E-005
 5.5001312E+001, 0.0000000E+000, 0.0000000E+000, 7.3426538E-005, 1.2403160E-002, 2.7468179E-004, 2.9607730E-004, 0.0000000E+000,-2.9167202E-004, 2.7977307E-005, 1.2755673E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2770368E-001, 1.9147564E-004, 2.1951872E-005
 5.6001701E+001, 0.0000000E+000, 0.0000000E+000, 7.0799001E-005, 1.1241278E-002, 2.4457752E-004, 3.1935995E-004, 0.0000000E+000,-3.3902724E-004,-1.4130050E-003, 1.1536987E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3634310E-001, 1.9147564E-004, 2.1951872E-005
 5.7000641E+001, 0.0000000E+000, 0.0000000E+000, 9.5506709E-005, 8.3006648E-003, 3.4944729E-004, 3.1463006E-004, 0.0000000E+000,-2.7849699E-004,-8.9716226E-003, 8.7817519E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4497933E-001, 1.9147564E-004, 2.1951872E-005
 5.8000027E+001, 0.0000000E+000, 0.0000000E+000, 8.6508348E-005, 1.2178512E-002, 2.7812934E-004, 2.6982841E-004, 0.0000000E+000,-2.5715436E-004, 8.3709575E-004, 1.2555824E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361311E-001, 1.9147564E-004, 2.1951872E-005
 5.9001236E+001, 0.0000000E+000, 0.0000000E+000, 9.3710885E-005, 1.0805869E-002, 2.7795079E-004, 2.5612272E-004, 0.0000000E+000,-2.3358397E-004,-2.9957406E-003, 1.1200070E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6225456E-001, 1.9147564E-004, 2.1951872E-005
 6.0002121E+001, 0.0000000E+000, 0.0000000E+000, 8.7768241E-005, 1.2713570E-002, 2.9971050E-004, 2.3801242E-004, 0.0000000E+000,-2.2850044E-004,-1.0933775E-003, 1.3110561E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7090430E-001, 1.9147564E-004, 2.1951872E-005
 6.1001949E+001, 0.0000000E+000, 0.0000000E+000, 1.0771332E-004, 1.4297045E-002, 4.5167010E-004, 3.7823002E-004, 0.0000000E+000,-2.4116706E-004, 7.3061554E-004, 1.4993491E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7954743E-001, 1.9147564E-004, 2.1951872E-005
 6.2000423E+001, 0.0000000E+000, 0.0000000E+000, 1.0681298E-004, 1.2422240E-002, 4.4626662E-004, 3.4062920E-004, 0.0000000E+000,-2.2866902E-004,-1.6017143E-003, 1.3087280E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8818000E-001, 1.9147564E-004, 2.1951872E-005
 6.3001801E+001, 0.0000000E+000, 0.0000000E+000, 1.0082181E-004, 1.1093480E-002, 3.1446454E-004, 2.7421334E-004, 0.0000000E+000,-2.5586770E-004,-2.8977859E-003, 1.1527112E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9681979E-001, 1.9147564E-004, 2.1951872E-005
 6.4000633E+001, 0.0000000E+000, 0.0000000E+000, 1.0771890E-004, 1.0299211E-002, 3.2902555E-004, 2.7470739E-004, 0.0000000E+000,-2.4320961E-004,-4.0513950E-003, 1.0767453E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545991E-001, 1.9147564E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 1.1589117E-004, 1.3622718E-002, 3.9066147E-004, 3.0865654E-004, 0.0000000E+000,-2.3255316E-004,-6.5825052E-004, 1.4205374E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409039E-001, 1.9147564E-004, 2.1951872E-005
