s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0004416E+000, 9.0763742E+000, 0.0000000E+000,-1.9345688E+000,-7.1977961E+000,-3.8364906E-003, 4.7111473E-003, 0.0000000E+000,-1.9410229E-002,-7.9400458E-002,-7.4526276E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0254920E-002, 1.9147562E-004, 2.1951869E-005
 1.0000049E+001, 9.0680821E+000, 0.0000000E+000,-1.8848969E+000,-6.8967204E+000,-4.2526790E-003, 4.7558838E-003, 0.0000000E+000,-1.9461984E-002, 2.6286117E-001, 2.6750601E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8892465E-002, 1.9147564E-004, 2.1951871E-005
 1.1001518E+001, 9.0677084E+000, 0.0000000E+000,-1.8289304E+000,-6.9236363E+000,-4.3923365E-003, 4.6680989E-003, 0.0000000E+000,-1.9382343E-002, 3.1159179E-001, 2.9603508E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7536731E-002, 1.9147564E-004, 2.1951871E-005
 1.2000050E+001, 9.0997972E+000, 0.0000000E+000,-1.7868594E+000,-7.5280946E+000,-6.8883725E-003, 4.6216758E-003, 0.0000000E+000,-1.9202492E-002,-2.4765091E-001,-2.3662594E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6176915E-002, 1.9147564E-004, 2.1951872E-005
 1.3001234E+001, 9.0847934E+000, 0.0000000E+000,-1.7571864E+000,-7.3681608E+000,-5.4267761E-003, 4.6237227E-003, 0.0000000E+000,-1.9030587E-002,-8.5315060E-002,-6.0387478E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4815032E-002, 1.9147564E-004, 2.1951872E-005
 1.4000177E+001, 9.0871447E+000, 0.0000000E+000,-1.6777083E+000,-6.9832483E+000,-4.9603372E-003, 4.6168651E-003, 0.0000000E+000,-1.8852976E-002, 3.8290786E-001, 4.0699164E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3456520E-002, 1.9147564E-004, 2.1951872E-005
 1.5000593E+001, 9.1030241E+000, 0.0000000E+000,-1.6396581E+000,-7.5411916E+000,-6.7719161E-003, 4.5990795E-003, 0.0000000E+000,-1.8696167E-002,-1.0080530E-001,-9.8694583E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2092834E-002, 1.9147564E-004, 2.1951872E-005
 1.6000908E+001, 9.0852843E+000, 0.0000000E+000,-1.5951717E+000,-7.5068151E+000,-6.1484464E-003, 4.5532259E-003, 0.0000000E+000,-1.8571429E-002,-4.5001944E-002,-3.6869149E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0736687E-002, 1.9147564E-004, 2.1951872E-005
 1.7000067E+001, 9.1017831E+000, 0.0000000E+000,-1.5160428E+000,-7.4302766E+000,-7.2511282E-003, 4.4942421E-003, 0.0000000E+000,-1.8370772E-002, 1.0614954E-001, 1.3433601E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9374494E-002, 1.9147564E-004, 2.1951872E-005
 1.8000351E+001, 9.0890517E+000, 0.0000000E+000,-1.4654434E+000,-7.5208592E+000,-5.9297729E-003, 4.4182109E-003, 0.0000000E+000,-1.8215757E-002, 7.2214493E-002, 8.3021659E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0801149E-001, 1.9147564E-004, 2.1951872E-005
 1.9001476E+001, 9.0916572E+000, 0.0000000E+000,-1.3903095E+000,-7.6554709E+000,-5.5416736E-003, 4.3325582E-003, 0.0000000E+000,-1.8071762E-002, 5.0972441E-003, 2.6595918E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1665784E-001, 1.9147564E-004, 2.1951872E-005
 2.0000212E+001, 9.0885054E+000, 0.0000000E+000,-1.3504816E+000,-7.7094678E+000,-6.1439403E-003, 4.2558577E-003, 0.0000000E+000,-1.7948808E-002,-2.0148066E-002, 8.7190889E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2529701E-001, 1.9147564E-004, 2.1951872E-005
 2.1001612E+001, 9.0795608E+000, 0.0000000E+000,-1.3069379E+000,-7.9743489E+000,-6.2166449E-003, 4.1964116E-003, 0.0000000E+000,-1.7825816E-002,-2.3807661E-001,-2.2157199E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3393788E-001, 1.9147564E-004, 2.1951872E-005
 2.2000536E+001, 8.9960053E+000, 0.0000000E+000,-1.2392941E+000,-7.9090984E+000,-5.3059317E-003, 4.0649424E-003, 0.0000000E+000,-1.7624321E-002,-2.1748333E-001,-1.7125238E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4257832E-001, 1.9147564E-004, 2.1951872E-005
 2.3001642E+001, 8.8951798E+000, 0.0000000E+000,-1.0871771E+000,-7.5415455E+000,-5.0764990E-003, 4.1273875E-003, 0.0000000E+000,-1.7287300E-002, 2.3125271E-001, 2.4822073E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5121957E-001, 1.9147564E-004, 2.1951872E-005
 2.4000801E+001, 8.9079574E+000, 0.0000000E+000,-9.9072540E-001,-7.9803983E+000,-4.4435625E-003, 3.8429083E-003, 0.0000000E+000,-2.0915192E-002,-1.2384945E-001,-8.4682178E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5985990E-001, 1.9147564E-004, 2.1951872E-005
 2.5002047E+001, 9.0924859E+000, 0.0000000E+000,-9.4344527E-001,-7.8807578E+000,-4.3809420E-003, 3.5714808E-003, 0.0000000E+000,-2.1920522E-002, 2.2400872E-001, 2.4555280E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6850155E-001, 1.9147564E-004, 2.1951872E-005
 2.6001360E+001, 9.1152726E+000, 0.0000000E+000,-8.1914535E-001,-7.7472442E+000,-4.4556962E-003, 3.4230433E-003, 0.0000000E+000,-2.1789104E-002, 4.9771746E-001, 5.2606128E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7714402E-001, 1.9147564E-004, 2.1951872E-005
 2.7001524E+001, 9.0660234E+000, 0.0000000E+000,-7.6947517E-001,-8.9821017E+000,-6.7623707E-003, 3.3108871E-003, 0.0000000E+000,-2.1800388E-002,-7.6561015E-001,-7.1080531E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8578235E-001, 1.9147564E-004, 2.1951872E-005
 2.8001524E+001, 9.1023207E+000, 0.0000000E+000,-7.0803450E-001,-8.3776398E+000,-4.4032214E-003, 3.2378898E-003, 0.0000000E+000,-2.1708860E-002,-3.3196960E-002,-6.2278408E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9442328E-001, 1.9147564E-004, 2.1951872E-005
 2.9002066E+001, 9.0772411E+000, 0.0000000E+000,-6.4974240E-001,-8.3529917E+000,-4.0871258E-003, 3.1132909E-003, 0.0000000E+000,-2.1642838E-002, 1.4927253E-002, 5.1890338E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0306477E-001, 1.9147564E-004, 2.1951872E-005
 3.0001587E+001, 9.1032028E+000, 0.0000000E+000,-5.9509485E-001,-8.3048265E+000,-3.8230174E-003, 3.0737948E-003, 0.0000000E+000,-2.1610766E-002, 1.5141195E-001, 1.8092148E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1170556E-001, 1.9147564E-004, 2.1951872E-005
 3.1000240E+001, 9.0831047E+000, 0.0000000E+000,-5.4922728E-001,-8.6104533E+000,-4.0712123E-003, 2.9564093E-003, 0.0000000E+000,-2.1557274E-002,-1.6594208E-001,-9.9248008E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033735E-001, 1.9147564E-004, 2.1951872E-005
 3.2000492E+001, 9.0416168E+000, 0.0000000E+000,-4.9592437E-001,-8.3288205E+000,-5.2546641E-003, 2.8829575E-003, 0.0000000E+000,-2.1580394E-002, 1.6326077E-001, 1.9291984E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2897295E-001, 1.9147564E-004, 2.1951872E-005
 3.3001686E+001, 9.0443471E+000, 0.0000000E+000,-4.5145697E-001,-8.6101723E+000,-4.4670654E-003, 2.7874614E-003, 0.0000000E+000,-2.1759925E-002,-9.0879200E-002,-4.0721665E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3761841E-001, 1.9147564E-004, 2.1951872E-005
 3.4001892E+001, 8.8591455E+000, 0.0000000E+000,-3.7454473E-001,-8.3672087E+000,-4.2849692E-003, 2.6902240E-003, 0.0000000E+000,-2.2576104E-002, 9.4971652E-002, 9.3221248E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4626604E-001, 1.9147564E-004, 2.1951872E-005
 3.5000488E+001, 8.7875840E+000, 0.0000000E+000,-3.2327737E-001,-8.8085681E+000,-4.3290904E-003, 2.6044434E-003, 0.0000000E+000,-2.4320417E-002,-3.9361751E-001,-3.7030655E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5490097E-001, 1.9147564E-004, 2.1951872E-005
 3.6001820E+001, 8.5600483E+000, 0.0000000E+000,-2.5387227E-001,-7.9241126E+000,-3.0348750E-003, 2.2688913E-003, 0.0000000E+000,-2.7161602E-002, 2.7320507E-001, 3.5413579E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6354010E-001, 1.9147564E-004, 2.1951872E-005
 3.7001945E+001, 8.6763474E+000, 0.0000000E+000,-1.9433911E-001,-8.5864301E+000,-3.7183963E-003, 2.0897247E-003, 0.0000000E+000,-2.7659236E-002,-2.1070084E-001,-1.3370973E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7218710E-001, 1.9147564E-004, 2.1951872E-005
 3.8002361E+001, 8.7389723E+000, 0.0000000E+000,-1.4471643E-001,-8.6851986E+000,-3.9212534E-003, 2.0848633E-003, 0.0000000E+000,-2.7681026E-002,-1.5885017E-001,-1.2046017E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8082925E-001, 1.9147564E-004, 2.1951872E-005
 3.9000557E+001, 8.0105587E+000, 0.0000000E+000,-1.0138108E-001,-8.7545225E+000,-1.8139618E-003, 1.7786987E-003, 0.0000000E+000,-2.3122974E-002,-9.1718092E-001,-8.6850310E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8946343E-001, 1.9147564E-004, 2.1951872E-005
 4.0003006E+001, 6.4335005E+000, 0.0000000E+000,-5.1389028E-002,-6.9293070E+000,-4.1240973E-004, 1.1538273E-003, 0.0000000E+000,-1.8556318E-002,-5.9229609E-001,-5.6501047E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9810842E-001, 1.9147564E-004, 2.1951872E-005
 4.1002850E+001, 5.3904594E+000, 0.0000000E+000,-2.5436578E-002,-6.2503322E+000, 6.0167292E-005, 7.6034580E-004, 0.0000000E+000,-9.3909685E-003,-8.8883644E-001,-8.9387987E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0675969E-001, 1.9147564E-004, 2.1951872E-005
 4.2004921E+001, 2.9109574E+000, 0.0000000E+000,-8.0985509E-003,-4.1172441E+000, 1.3558633E-004, 6.3045025E-004, 0.0000000E+000,-2.0459707E-003,-1.2016137E+000,-1.2156651E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1541375E-001, 1.9147564E-004, 2.1951872E-005
 4.3004990E+001, 9.9282533E-001, 0.0000000E+000,-1.9415332E-003,-1.8623167E+000, 1.5629378E-004, 5.6866680E-004, 0.0000000E+000,-5.9531698E-005,-8.5491951E-001,-8.7076748E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2407407E-001, 1.9147564E-004, 2.1951872E-005
 4.4012745E+001, 1.7167328E-001, 0.0000000E+000,-3.3016417E-004,-4.8937919E-001, 1.8977818E-004, 6.0874665E-004, 0.0000000E+000,-1.3401248E-004,-2.4430021E-001,-3.1737156E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3276134E-001, 1.9147564E-004, 2.1951872E-005
 4.5008347E+001, 5.7803797E-003, 0.0000000E+000,-7.3144334E-005,-9.7922391E-002, 1.2399944E-004, 7.2606737E-004, 0.0000000E+000,-2.3749724E-004,-9.9644616E-002,-9.1602586E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4143414E-001, 1.9147564E-004, 2.1951872E-005
 4.6003944E+001, 7.2286523E-005, 0.0000000E+000,-9.0596670E-005,-1.7721340E-002,-1.1156925E-004, 9.7609314E-004, 0.0000000E+000,-2.7965643E-004, 1.0435334E-001,-1.7154782E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5003395E-001, 1.9147564E-004, 2.1951872E-005
 4.7013973E+001, 0.0000000E+000, 0.0000000E+000,-8.2529541E-005,-6.6228772E-003,-1.5001898E-004, 9.4659462E-004, 0.0000000E+000,-2.2041436E-004,-9.9089695E-002,-6.1292455E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5869861E-001, 1.9147564E-004, 2.1951872E-005
 4.8009571E+001, 0.0000000E+000, 0.0000000E+000,-2.2908325E-005, 1.8823074E-002,-8.6468213E-005, 8.2494925E-004, 0.0000000E+000,-1.8928922E-004, 3.8393006E-002, 1.9349357E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6736704E-001, 1.9147564E-004, 2.1951872E-005
 4.9005173E+001, 0.0000000E+000, 0.0000000E+000, 2.6831779E-005,-3.1071287E-002, 9.4389581E-005, 7.8522136E-004, 0.0000000E+000,-1.7230441E-004,-4.7942109E-002,-3.0337148E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7596522E-001, 1.9147564E-004, 2.1951872E-005
 5.0000771E+001, 0.0000000E+000, 0.0000000E+000, 1.0293127E-004, 3.9927110E-002, 1.4871261E-004, 7.7626750E-004, 0.0000000E+000,-1.9001295E-004,-3.2188314E-003, 4.0765008E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8456665E-001, 1.9147564E-004, 2.1951872E-005
 5.1010799E+001, 0.0000000E+000, 0.0000000E+000, 8.3615361E-005,-3.8153961E-002, 6.3605502E-005, 8.5368046E-004, 0.0000000E+000,-1.9978108E-004,-4.0239845E-002,-3.7352841E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9323380E-001, 1.9147564E-004, 2.1951872E-005
 5.2006397E+001, 0.0000000E+000, 0.0000000E+000, 1.1735975E-004, 5.3839677E-002, 2.1002945E-004, 9.5312948E-004, 0.0000000E+000,-1.7141903E-004, 6.4710955E-002, 5.4948777E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0189649E-001, 1.9147564E-004, 2.1951872E-005
 5.3001999E+001, 0.0000000E+000, 0.0000000E+000, 9.0602061E-005, 8.0115478E-003, 1.7526740E-004, 9.5892667E-004, 0.0000000E+000,-1.6307483E-004,-4.3912617E-002, 9.0732691E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1049955E-001, 1.9147564E-004, 2.1951872E-005
 5.4012028E+001, 0.0000000E+000, 0.0000000E+000, 9.8093849E-005, 1.7704344E-002, 1.5173156E-004, 8.5493074E-004, 0.0000000E+000,-1.4912192E-004,-1.4088958E-002, 1.8659978E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1916207E-001, 1.9147564E-004, 2.1951872E-005
 5.5007626E+001, 0.0000000E+000, 0.0000000E+000, 1.1833756E-004, 1.2979820E-002, 2.3057291E-004, 8.0146556E-004, 0.0000000E+000,-1.5556818E-004, 3.5667108E-003, 1.3974628E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2782613E-001, 1.9147564E-004, 2.1951872E-005
 5.6003170E+001, 0.0000000E+000, 0.0000000E+000, 1.2150473E-004, 5.1278750E-002, 2.5334671E-004, 7.9151830E-004, 0.0000000E+000,-1.5562689E-004, 2.1761911E-002, 5.2289493E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3643143E-001, 1.9147564E-004, 2.1951872E-005
 5.7002678E+001, 0.0000000E+000, 0.0000000E+000, 1.0396325E-004, 1.3903179E-002, 2.2470738E-004, 8.3290095E-004, 0.0000000E+000,-1.5940644E-004,-3.0958984E-002, 1.4905344E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4505504E-001, 1.9147564E-004, 2.1951872E-005
 5.8002182E+001, 0.0000000E+000, 0.0000000E+000, 1.1256079E-004, 1.6330410E-002, 2.4538011E-004, 8.9025907E-004, 0.0000000E+000,-1.4874356E-004,-2.2564545E-003, 1.7429866E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5370368E-001, 1.9147564E-004, 2.1951872E-005
 5.9001690E+001, 0.0000000E+000, 0.0000000E+000, 1.2447306E-004, 3.0490352E-002, 2.7176495E-004, 8.9169146E-004, 0.0000000E+000,-1.4438569E-004, 1.2981815E-002, 3.1633896E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6235232E-001, 1.9147564E-004, 2.1951872E-005
 6.0001198E+001, 0.0000000E+000, 0.0000000E+000, 1.2639330E-004, 2.0881584E-002, 2.8422636E-004, 8.7942168E-004, 0.0000000E+000,-1.3499787E-004,-3.0011701E-003, 2.2036627E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7097762E-001, 1.9147564E-004, 2.1951872E-005
 6.1000702E+001, 0.0000000E+000, 0.0000000E+000, 1.3267488E-004, 3.3164933E-002, 2.8660478E-004, 8.6058008E-004, 0.0000000E+000,-1.4243471E-004,-4.0860576E-003, 3.4302358E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953728E-001, 1.9147564E-004, 2.1951872E-005
 6.2000210E+001, 0.0000000E+000, 0.0000000E+000, 1.3724156E-004, 2.7955920E-002, 2.9432704E-004, 8.7935511E-004, 0.0000000E+000,-1.2380135E-004,-1.1559586E-002, 2.9143042E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8818592E-001, 1.9147564E-004, 2.1951872E-005
 6.3012699E+001, 0.0000000E+000, 0.0000000E+000, 1.3401186E-004, 3.4836544E-002, 2.9055818E-004, 8.0269772E-004, 0.0000000E+000,-1.1801431E-004, 2.0832617E-004, 3.5945797E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9689072E-001, 1.9147564E-004, 2.1951872E-005
 6.4012207E+001, 0.0000000E+000, 0.0000000E+000, 1.3509599E-004, 2.9317211E-002, 3.0933716E-004, 7.8456156E-004, 0.0000000E+000,-1.2470376E-004,-1.7371150E-003, 3.0421502E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0559552E-001, 1.9147564E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 1.3136284E-004, 3.0468215E-002, 3.2454522E-004, 8.3811282E-004, 0.0000000E+000,-1.2580244E-004, 1.7618799E-003, 3.1636434E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1419341E-001, 1.9147564E-004, 2.1951872E-005
