s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.9989499E-003, 8.6102254E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9989499E-003, 0.0000000E+000, 0.0000000E+000
 1.0046724E+000, 0.0000000E+000, 2.7102879E-002, 7.5414793E-001,-3.1219701E-003,-2.5155687E-004, 0.0000000E+000, 0.0000000E+000, 3.2581278E-001, 7.7787728E-001, 9.4907732E-005, 3.2804359E-001
 2.0001688E+000, 4.5472504E+000,-5.8832050E-001,-1.6108923E-001,-2.0741936E-002,-4.2765430E-004, 0.0000000E+000, 0.0000000E+000, 4.8369579E+000, 3.7766711E+000, 1.9264570E-004, 3.2814133E-001
 3.0007191E+000, 1.0139178E+001,-1.9344863E+000,-5.6644392E+000,-5.6563150E-002,-4.1404384E-004, 0.0000000E+000, 0.0000000E+000, 3.5136764E+000, 2.4832754E+000, 2.1251467E-004, 3.2816120E-001
 4.0002847E+000, 1.0696906E+001,-2.0296554E+000,-9.4234973E+000,-7.2522435E-002,-4.4934089E-004, 0.0000000E+000, 0.0000000E+000, 2.4868380E-001,-8.2921824E-001, 2.1543122E-004, 3.2816411E-001
 5.0000329E+000, 1.0415844E+001,-2.0546199E+000,-9.5376458E+000,-6.5249548E-002,-4.4094387E-004, 0.0000000E+000, 0.0000000E+000,-1.7364862E-001,-1.2421124E+000, 2.1582971E-004, 3.2816461E-001
 6.0010023E+000, 1.0354329E+001,-2.0037823E+000,-8.6286667E+000,-6.9842207E-002,-4.4062846E-004, 0.0000000E+000, 0.0000000E+000, 7.2274619E-001,-3.4840311E-001, 2.1588376E-004, 3.3258574E-001
 7.0010672E+000, 1.0258196E+001,-1.9840688E+000,-8.8645751E+000,-6.7012276E-002,-4.3173242E-004, 0.0000000E+000, 0.0000000E+000, 4.1110030E-001,-6.5789185E-001, 2.1589108E-004, 3.4141391E-001
 8.0005341E+000, 1.0475324E+001,-1.9313877E+000,-9.5289394E+000,-6.6729153E-002,-4.3270604E-004, 0.0000000E+000, 0.0000000E+000, 1.5184442E-002,-1.0521646E+000, 2.1589207E-004, 3.5023587E-001
