s,mol/mol
Time,"XO2"
 0.0000000E+000, 2.0755882E-001
 1.0008243E+000, 2.0755882E-001
 2.0004482E+000, 2.0755882E-001
 3.0019161E+000, 2.0755882E-001
 4.0006844E+000, 2.0755861E-001
 5.0019905E+000, 2.0755882E-001
 6.0015866E+000, 2.0744249E-001
 7.0013217E+000, 2.0256990E-001
 8.0016892E+000, 1.9720258E-001
 9.0002028E+000, 1.9205822E-001
 1.0000806E+001, 1.8710285E-001
 1.1001658E+001, 1.8245480E-001
 1.2000411E+001, 1.7802372E-001
 1.3001920E+001, 1.7383513E-001
 1.4002193E+001, 1.6979665E-001
 1.5000098E+001, 1.6598613E-001
 1.6000366E+001, 1.6233342E-001
 1.7001115E+001, 1.5883501E-001
 1.8001545E+001, 1.5548820E-001
 1.9000981E+001, 1.5228776E-001
 2.0000701E+001, 1.4920388E-001
 2.1000422E+001, 1.4626021E-001
 2.2001296E+001, 1.4342527E-001
 2.3001349E+001, 1.4069846E-001
 2.4000341E+001, 1.3808081E-001
 2.5001307E+001, 1.3555085E-001
 2.6000814E+001, 1.3312682E-001
 2.7001167E+001, 1.3077156E-001
 2.8000920E+001, 1.2850914E-001
 2.9001383E+001, 1.2631979E-001
 3.0000224E+001, 1.2421084E-001
 3.1001267E+001, 1.2216867E-001
 3.2001223E+001, 1.2019117E-001
 3.3001196E+001, 1.1828219E-001
 3.4002096E+001, 1.1642709E-001
 3.5002411E+001, 1.1463674E-001
 3.6003093E+001, 1.1289420E-001
 3.7001220E+001, 1.1121101E-001
 3.8004446E+001, 1.0957362E-001
 3.9004572E+001, 1.0798468E-001
 4.0006380E+001, 1.0644367E-001
 4.1002505E+001, 1.0494860E-001
 4.2000301E+001, 1.0349366E-001
 4.3005044E+001, 1.0207433E-001
 4.4012850E+001, 1.0068184E-001
 4.5005834E+001, 9.9344146E-002
 4.6013640E+001, 9.8040486E-002
 4.7006624E+001, 9.6772736E-002
 4.8014430E+001, 9.5526352E-002
 4.9007414E+001, 9.4333641E-002
 5.0000399E+001, 9.3150380E-002
 5.1008204E+001, 9.2002990E-002
 5.2001189E+001, 9.0885793E-002
 5.3008994E+001, 8.9782485E-002
 5.4011759E+001, 8.8713243E-002
 5.5011117E+001, 8.7681780E-002
 5.6010474E+001, 8.6661038E-002
 5.7009832E+001, 8.5670700E-002
 5.8009190E+001, 8.4697964E-002
 5.9008548E+001, 8.3756187E-002
 6.0007906E+001, 8.2840602E-002
 6.1007263E+001, 8.1918764E-002
 6.2006621E+001, 8.1030562E-002
 6.3011255E+001, 8.0146942E-002
 6.4006337E+001, 7.9314830E-002
 6.5000000E+001, 7.8495065E-002
