s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.5008348E-003,-9.6813819E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5008349E-003, 0.0000000E+000, 0.0000000E+000
 1.0001463E+000, 1.8388851E-001, 9.1330032E-003, 8.1034410E-001,-8.0314170E-003,-1.8669769E-004, 0.0000000E+000, 0.0000000E+000, 4.4010729E-001, 9.9514749E-001, 1.0400750E-004, 3.2722291E-001
 2.0008233E+000, 9.5690243E+000,-2.1969765E+000, 3.0064627E-002,-6.5285224E-002,-3.2205226E-004, 0.0000000E+000, 0.0000000E+000, 8.2116711E+000, 7.3365051E+000, 2.1163881E-004, 3.2733054E-001
 3.0008924E+000, 1.0022890E+001,-2.2663426E+000,-7.3249486E+000,-1.3245995E-001,-3.1345162E-004, 0.0000000E+000, 0.0000000E+000, 1.2006261E+000, 2.9882596E-001, 2.3368321E-004, 3.2735258E-001
 4.0004478E+000, 1.0747250E+001,-2.4263194E+000,-8.9043791E+000,-1.3676622E-001,-3.1565780E-004, 0.0000000E+000, 0.0000000E+000, 2.0713067E-001,-7.2053023E-001, 2.3688599E-004, 3.2735578E-001
 5.0008178E+000, 1.0537747E+001,-2.3783286E+000,-8.7661074E+000,-1.3446779E-001,-3.2052979E-004, 0.0000000E+000, 0.0000000E+000, 1.6578742E-001,-7.4147752E-001, 2.3732399E-004, 3.2735634E-001
 6.0001078E+000, 1.1013160E+001,-2.4957338E+000,-8.6227601E+000,-1.3922222E-001,-3.1677629E-004, 0.0000000E+000, 0.0000000E+000, 6.6259183E-001,-2.4487299E-001, 2.3738337E-004, 3.3176667E-001
 7.0012517E+000, 1.0631303E+001,-2.3332597E+000,-8.7186893E+000,-1.3154340E-001,-3.1710868E-004, 0.0000000E+000, 0.0000000E+000, 3.3262589E-001,-5.5250643E-001, 2.3739141E-004, 3.4057029E-001
 8.0010824E+000, 1.0926919E+001,-2.3124081E+000,-9.0620958E+000,-1.2240892E-001,-3.0567780E-004, 0.0000000E+000, 0.0000000E+000, 3.9117420E-001,-5.7029972E-001, 2.3739250E-004, 3.4937566E-001
 9.0009499E+000, 1.0629438E+001,-2.2827334E+000,-9.5735677E+000,-1.1518136E-001,-3.0734022E-004, 0.0000000E+000, 0.0000000E+000,-3.4109910E-001,-1.3423518E+000, 2.3739264E-004, 3.5817630E-001
 1.0000095E+001, 1.0799156E+001,-2.2022184E+000,-9.6567367E+000,-1.2220117E-001,-3.1813181E-004, 0.0000000E+000, 0.0000000E+000,-2.7030247E-001,-1.1823184E+000, 2.3739266E-004, 3.6697396E-001
 1.1000666E+001, 1.0592514E+001,-2.0726212E+000,-8.9879668E+000,-1.1861629E-001,-3.0812747E-004, 0.0000000E+000, 0.0000000E+000, 3.6929284E-001,-5.8699835E-001, 2.3739266E-004, 3.7577343E-001
 1.2000216E+001, 1.0953764E+001,-2.1032805E+000,-9.6621833E+000,-1.2546753E-001,-3.0834341E-004, 0.0000000E+000, 0.0000000E+000, 1.6164600E-002,-9.3747540E-001, 2.3739266E-004, 3.8457521E-001
 1.3000622E+001, 1.0388523E+001,-1.9873426E+000,-9.5657743E+000,-1.1064732E-001,-2.9213038E-004, 0.0000000E+000, 0.0000000E+000,-2.6824722E-001,-1.2755334E+000, 2.3739267E-004, 3.9337652E-001
 1.4000290E+001, 1.1021868E+001,-1.9982083E+000,-9.7101435E+000,-1.0447051E-001,-3.0212975E-004, 0.0000000E+000, 0.0000000E+000, 2.4314471E-001,-7.9125641E-001, 2.3739267E-004, 4.0217821E-001
