s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0340285E-003, 9.6320937E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0340285E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0003612E-001, 2.1513009E+000, 0.0000000E+000,-5.4141707E-001, 1.8091012E-002,-1.2498752E-001,-6.2232986E-005, 0.0000000E+000, 0.0000000E+000, 1.4722408E+000, 1.5029251E+000, 1.6812296E-002, 7.7136463E-005,-9.2594369E-114,-1.4311891E-100
 1.0003527E+000, 6.7634790E+000, 0.0000000E+000,-2.2057349E+000,-9.8244065E-001,-7.5784376E-002,-1.1084761E-004, 0.0000000E+000, 0.0000000E+000, 3.4739426E+000, 3.4994082E+000, 4.4266448E-002, 1.9983829E-004,-3.4114019E-097,-5.6771726E-088
 1.5002085E+000, 1.0941410E+001, 0.0000000E+000,-3.4561967E+000,-6.0674763E+000,-5.1073814E-002,-1.2556724E-004, 0.0000000E+000, 0.0000000E+000, 1.3294607E+000, 1.3665380E+000, 5.9515183E-002, 2.6856636E-004,-4.4842731E-090,-7.1339307E-082
 2.0003579E+000, 1.2685859E+001, 0.0000000E+000,-4.1914740E+000,-6.5382791E+000,-3.7654332E-002,-1.2751058E-004, 0.0000000E+000, 0.0000000E+000, 1.8628809E+000, 1.9183241E+000, 6.6275144E-002, 2.9904455E-004,-6.6732564E-086,-3.8060657E-078
 2.5004206E+000, 1.4006201E+001, 0.0000000E+000,-4.8518491E+000,-8.8819709E+000,-4.3628478E-002,-1.2556568E-004, 0.0000000E+000, 0.0000000E+000, 1.7131675E-001, 2.2862733E-001, 6.8957406E-002, 3.1113581E-004,-3.8913259E-083,-1.2343712E-075
 3.0002360E+000, 1.3974777E+001, 0.0000000E+000,-4.7138724E+000,-9.4233503E+000,-3.9098846E-002,-1.2639364E-004, 0.0000000E+000, 0.0000000E+000,-2.6177313E-001,-2.0167062E-001, 6.9972576E-002, 3.1571179E-004,-3.5117224E-081,-7.5839311E-074
 3.5000753E+000, 1.4373622E+001, 0.0000000E+000,-4.7493932E+000,-9.1680922E+000,-3.5128730E-002,-1.2624795E-004, 0.0000000E+000, 0.0000000E+000, 3.6816731E-001, 4.2088127E-001, 7.0350038E-002, 3.1741324E-004,-9.3115527E-080,-1.5247782E-072
 4.0004592E+000, 1.4336330E+001, 0.0000000E+000,-4.7926778E+000,-9.3614608E+000,-3.3202247E-002,-1.2751359E-004, 0.0000000E+000, 0.0000000E+000, 7.2719790E-002, 1.4886138E-001, 7.0489532E-002, 3.1804209E-004,-1.0478155E-078,-1.3857619E-071
 4.5001817E+000, 1.4510617E+001, 0.0000000E+000,-4.7273269E+000,-1.0068456E+001,-3.7406772E-002,-1.2547192E-004, 0.0000000E+000, 0.0000000E+000,-3.7324072E-001,-3.2269830E-001, 7.0540924E-002, 3.1827373E-004,-6.2203423E-078,-6.9274123E-071
 5.0003581E+000, 1.4690095E+001, 0.0000000E+000,-4.8013064E+000,-8.7622275E+000,-5.0165209E-002,-1.2715523E-004, 0.0000000E+000, 0.0000000E+000, 1.0125930E+000, 1.0762690E+000, 7.0559830E-002, 3.1835896E-004,-2.2747231E-077,-2.1961295E-070
 5.5003777E+000, 1.4517907E+001, 0.0000000E+000,-4.9436242E+000,-9.3768527E+000,-4.3459282E-002,-1.2603684E-004, 0.0000000E+000, 0.0000000E+000, 1.0218301E-001, 1.5384463E-001, 7.0566789E-002, 3.1839033E-004,-5.6356583E-077,-4.8216677E-070
 6.0000196E+000, 1.4535904E+001, 0.0000000E+000,-4.8416057E+000,-9.2814780E+000,-3.4848317E-002,-1.2584650E-004, 0.0000000E+000, 0.0000000E+000, 3.2813960E-001, 3.7784619E-001, 7.0569348E-002, 3.1840187E-004,-1.0185385E-076,-7.8538773E-070
 6.5003057E+000, 1.4442028E+001, 0.0000000E+000,-4.7534546E+000,-9.3350812E+000,-3.6575021E-002,-1.2560435E-004, 0.0000000E+000, 0.0000000E+000, 2.4510982E-001, 3.1679188E-001, 7.0570290E-002, 3.1840611E-004,-1.4559432E-076,-1.0072155E-069
 7.0002394E+000, 1.4197305E+001, 0.0000000E+000,-4.8316802E+000,-8.8571948E+000,-3.7245545E-002,-1.2427118E-004, 0.0000000E+000, 0.0000000E+000, 3.9140457E-001, 4.7106029E-001, 7.0570637E-002, 3.1840767E-004,-3.2065674E-076,-1.2146425E-069
 7.5002108E+000, 1.5008801E+001, 0.0000000E+000,-5.0810192E+000,-9.4185520E+000,-3.4645109E-002,-1.2516251E-004, 0.0000000E+000, 0.0000000E+000, 3.9215409E-001, 4.7445942E-001, 7.0570764E-002, 3.1840825E-004,-4.2886683E-075,-3.4360377E-069
 8.0003567E+000, 1.4534299E+001, 0.0000000E+000,-4.8104449E+000,-9.2017397E+000,-4.0876267E-002,-1.2585276E-004, 0.0000000E+000, 0.0000000E+000, 3.7168747E-001, 4.8111257E-001, 7.0570811E-002, 3.1840846E-004,-7.1247495E-074,-2.5983900E-068
 8.5000429E+000, 1.4272329E+001, 0.0000000E+000,-4.8525998E+000,-9.0919799E+000,-3.9368107E-002,-1.2558804E-004, 0.0000000E+000, 0.0000000E+000, 1.7978027E-001, 2.8825554E-001, 7.0570828E-002, 3.1840854E-004,-9.3420265E-073,-1.9103783E-067
 9.0002098E+000, 1.4674973E+001, 0.0000000E+000,-4.8515897E+000,-9.5533604E+000,-3.5067749E-002,-1.2543457E-004, 0.0000000E+000, 0.0000000E+000, 1.3141640E-001, 2.3482966E-001, 7.0570835E-002, 3.1840857E-004,-1.0204761E-071,-1.1597507E-066
 9.5002565E+000, 1.4248330E+001, 0.0000000E+000,-4.7939717E+000,-8.8761949E+000,-3.8381985E-002,-1.2416211E-004, 0.0000000E+000, 0.0000000E+000, 4.0022515E-001, 5.3965710E-001, 7.0570837E-002, 3.1840858E-004,-9.3103614E-071,-6.0047104E-066
 1.0000306E+001, 1.4491908E+001, 0.0000000E+000,-4.9586391E+000,-9.6389965E+000,-3.7254295E-002,-1.2531032E-004, 0.0000000E+000, 0.0000000E+000,-2.6506639E-001,-1.4310687E-001, 7.0570838E-002, 3.1840858E-004,-6.9856621E-070,-2.6804829E-065
 1.0500189E+001, 1.4950708E+001, 0.0000000E+000,-4.9078088E+000,-1.1372361E+001,-3.9803656E-002,-1.2768808E-004, 0.0000000E+000, 0.0000000E+000,-1.4288401E+000,-1.3693931E+000, 7.0570838E-002, 3.1840858E-004,-4.3416388E-069,-1.0359439E-064
 1.1000306E+001, 1.4053425E+001, 0.0000000E+000,-4.7920532E+000,-8.0530977E+000,-3.5307429E-002,-1.2578139E-004, 0.0000000E+000, 0.0000000E+000, 1.1126692E+000, 1.1728413E+000, 7.0570838E-002, 3.1840858E-004,-2.2729531E-068,-3.4596573E-064
 1.1500373E+001, 1.4905037E+001, 0.0000000E+000,-4.8138766E+000,-1.1372402E+001,-3.9373167E-002,-1.2740937E-004, 0.0000000E+000, 0.0000000E+000,-1.3778873E+000,-1.3207417E+000, 7.0570838E-002, 3.1840858E-004,-1.0433556E-067,-1.0207106E-063
 1.2000381E+001, 1.4394109E+001, 0.0000000E+000,-4.7042928E+000,-8.9428118E+000,-3.6223525E-002,-1.2660915E-004, 0.0000000E+000, 0.0000000E+000, 6.5997172E-001, 7.1065394E-001, 7.0570838E-002, 3.1840858E-004,-4.2646549E-067,-2.7143884E-063
 1.2500200E+001, 1.4456868E+001, 0.0000000E+000,-4.7540809E+000,-9.6995119E+000,-3.6018124E-002,-1.2592746E-004, 0.0000000E+000, 0.0000000E+000,-7.7085950E-002,-3.2869390E-002, 7.0570838E-002, 3.1840858E-004,-1.5571787E-066,-6.5500804E-063
 1.3000085E+001, 1.4200653E+001, 0.0000000E+000,-4.7797003E+000,-9.4503751E+000,-3.6968606E-002,-1.2614588E-004, 0.0000000E+000, 0.0000000E+000,-1.3243859E-001,-6.6517657E-002, 7.0570838E-002, 3.1840858E-004,-5.0314852E-066,-1.4343759E-062
 1.3500188E+001, 1.4515460E+001, 0.0000000E+000,-5.0311741E+000,-9.3449816E+000,-3.5049797E-002,-1.2552511E-004, 0.0000000E+000, 0.0000000E+000, 6.3904877E-002, 1.0412919E-001, 7.0570838E-002, 3.1840858E-004,-1.4276116E-065,-1.0242150E-061
 1.4000385E+001, 1.4266873E+001, 0.0000000E+000,-4.6654480E+000,-1.0071831E+001,-3.6211237E-002,-1.2710070E-004, 0.0000000E+000, 0.0000000E+000,-5.4565201E-001,-5.0674442E-001, 7.0570838E-002, 3.1840858E-004,-3.7878752E-065,-1.0584056E-058
 1.4500301E+001, 1.5138415E+001, 0.0000000E+000,-4.9622589E+000,-8.6148730E+000,-3.7883781E-002,-1.2657172E-004, 0.0000000E+000, 0.0000000E+000, 1.4713230E+000, 1.5232726E+000, 7.0570838E-002, 3.1840858E-004,-3.4608253E-063,-1.6412481E-055
 1.5000151E+001, 1.4334588E+001, 0.0000000E+000,-4.8105120E+000,-9.8974189E+000,-3.7854074E-002,-1.2708232E-004, 0.0000000E+000, 0.0000000E+000,-4.6091306E-001,-4.1132391E-001, 7.0570838E-002, 3.1840858E-004,-8.9239297E-060,-4.5760794E-052
 1.5500299E+001, 1.4314489E+001, 0.0000000E+000,-5.0255358E+000,-8.5684578E+000,-3.6310081E-002,-1.2684446E-004, 0.0000000E+000, 0.0000000E+000, 6.2136608E-001, 6.8405859E-001, 7.0570838E-002, 3.1840858E-004,-1.7563596E-056,-9.4162892E-049
 1.6000294E+001, 1.5030456E+001, 0.0000000E+000,-4.9848166E+000,-1.0836396E+001,-3.9086782E-002,-1.2542618E-004, 0.0000000E+000, 0.0000000E+000,-8.9427213E-001,-8.2996833E-001, 7.0570838E-002, 3.1840858E-004,-1.1941521E-053,-6.5120515E-046
 1.6500385E+001, 1.4289672E+001, 0.0000000E+000,-4.7091664E+000,-8.8057603E+000,-3.6709512E-002,-1.2539332E-004, 0.0000000E+000, 0.0000000E+000, 6.8469493E-001, 7.3791066E-001, 7.0570838E-002, 3.1840858E-004,-3.2901350E-051,-1.8326372E-043
 1.7000334E+001, 1.4057808E+001, 0.0000000E+000,-4.7225386E+000,-8.5790933E+000,-3.6188444E-002,-1.2409854E-004, 0.0000000E+000, 0.0000000E+000, 6.1057971E-001, 7.1986371E-001, 7.0570838E-002, 3.1840858E-004,-1.5148890E-047,-1.0643379E-039
 1.7500132E+001, 1.4849201E+001, 0.0000000E+000,-4.8900978E+000,-1.0639928E+001,-3.6934681E-002,-1.2473921E-004, 0.0000000E+000, 0.0000000E+000,-8.0103375E-001,-7.1788363E-001, 7.0570838E-002, 3.1840858E-004,-5.3918317E-044,-4.2055832E-036
 1.8000340E+001, 1.4531815E+001, 0.0000000E+000,-4.9964875E+000,-9.8656090E+000,-3.7987128E-002,-1.2666036E-004, 0.0000000E+000, 0.0000000E+000,-4.0791565E-001,-3.6839523E-001, 7.0570838E-002, 3.1840858E-004,-2.6845691E-041,-2.2219706E-033
 1.8500237E+001, 1.4508198E+001, 0.0000000E+000,-5.0984229E+000,-9.0345934E+000,-3.7941249E-002,-1.2439269E-004, 0.0000000E+000, 0.0000000E+000, 2.7099401E-001, 3.3711617E-001, 7.0570838E-002, 3.1840858E-004,-2.2420803E-039,-1.9251626E-031
 1.9000330E+001, 1.4449688E+001, 0.0000000E+000,-4.7858240E+000,-8.0832625E+000,-3.9722739E-002,-1.2414567E-004, 0.0000000E+000, 0.0000000E+000, 1.4384276E+000, 1.5407547E+000, 7.0570838E-002, 3.1840858E-004,-3.2753987E-038,-2.8584894E-030
 1.9500269E+001, 1.4293957E+001, 0.0000000E+000,-4.6652122E+000,-1.1200216E+001,-4.1739982E-002,-1.2440861E-004, 0.0000000E+000, 0.0000000E+000,-1.6878492E+000,-1.6133358E+000, 7.0570838E-002, 3.1840858E-004,-1.4024182E-037,-1.2349405E-029
 2.0000000E+001, 1.4464707E+001, 0.0000000E+000,-4.8110060E+000,-8.9206040E+000,-4.0852196E-002,-1.2350087E-004, 0.0000000E+000, 0.0000000E+000, 6.2318955E-001, 6.9212164E-001, 7.0570838E-002, 3.1840858E-004,-2.6090817E-037,-2.3101754E-029
