s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0334965E-003,-2.8934754E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0334965E-003, 0.0000000E+000, 0.0000000E+000
 5.0108755E-001, 1.5411264E+000,-3.4538713E-001, 9.1242154E-003,-1.6349067E-001,-1.4440254E-004, 0.0000000E+000, 0.0000000E+000, 1.0303869E+000, 1.0412285E+000, 8.0659102E-005, 8.0659102E-005
 1.0001062E+000, 4.5716001E+000,-1.3477031E+000, 4.3940946E-002,-1.2249195E-001,-2.3207622E-004, 0.0000000E+000, 0.0000000E+000, 3.1080972E+000, 3.1451140E+000, 2.0836799E-004, 2.0836799E-004
 1.5007056E+000, 9.3753811E+000,-2.9628773E+000,-3.9424479E+000,-1.1091631E-001,-2.3144893E-004, 0.0000000E+000, 0.0000000E+000, 2.2441978E+000, 2.3589082E+000, 2.7988122E-004, 2.7988122E-004
 2.0005362E+000, 1.1887762E+001,-3.5927717E+000,-6.0274690E+000,-9.2460312E-002,-2.2103176E-004, 0.0000000E+000, 0.0000000E+000, 1.9516420E+000, 2.1748398E+000, 3.1163568E-004, 3.1163568E-004
 2.5002551E+000, 1.3346585E+001,-4.0778532E+000,-9.1436070E+000,-9.5680672E-002,-2.1014098E-004, 0.0000000E+000, 0.0000000E+000,-2.4418245E-001, 2.9234063E-002, 3.2421910E-004, 3.2421910E-004
 3.0001445E+000, 1.4608424E+001,-4.5674810E+000,-8.8532313E+000,-9.0961835E-002,-2.1017475E-004, 0.0000000E+000, 0.0000000E+000, 7.9069794E-001, 1.0965402E+000, 3.2898489E-004, 3.2898489E-004
 3.5001173E+000, 1.5271785E+001,-4.6968381E+000,-9.9621207E+000,-1.0881899E-001,-2.0934163E-004, 0.0000000E+000, 0.0000000E+000, 1.2037975E-001, 5.0379760E-001, 3.3075813E-004, 3.3075813E-004
 4.0005150E+000, 1.5039349E+001,-4.4926741E+000,-1.0280724E+001,-9.8336647E-002,-2.1017114E-004, 0.0000000E+000, 0.0000000E+000,-9.7043873E-002, 1.6740432E-001, 3.3141329E-004, 3.3141329E-004
 4.5003910E+000, 1.4639587E+001,-4.3091570E+000,-9.6313241E+000,-8.8242727E-002,-2.0791195E-004, 0.0000000E+000, 0.0000000E+000, 3.3915062E-001, 6.1065514E-001, 3.3165462E-004, 3.3165462E-004
 5.0006323E+000, 1.5678630E+001,-4.6096973E+000,-9.8687039E+000,-8.7103333E-002,-2.0325024E-004, 0.0000000E+000, 0.0000000E+000, 8.3093523E-001, 1.1129220E+000, 3.3174340E-004, 3.3174340E-004
 5.5002923E+000, 1.4761143E+001,-4.5320567E+000,-1.0714458E+001,-9.9141904E-002,-2.0429167E-004, 0.0000000E+000, 0.0000000E+000,-8.5103495E-001,-5.8471767E-001, 3.3177607E-004, 3.3177607E-004
 6.0003138E+000, 1.4856232E+001,-4.4402025E+000,-9.5790326E+000,-9.5429686E-002,-2.0976026E-004, 0.0000000E+000, 0.0000000E+000, 4.1367605E-001, 7.4135752E-001, 3.3178808E-004, 3.3178808E-004
 6.5003371E+000, 1.5311468E+001,-4.5662345E+000,-9.9504226E+000,-9.8173615E-002,-2.0426266E-004, 0.0000000E+000, 0.0000000E+000, 5.8210321E-001, 6.9643282E-001, 3.3179251E-004, 3.3179251E-004
 7.0001273E+000, 1.5449060E+001,-4.6434114E+000,-1.1238074E+001,-1.0504901E-001,-2.1161380E-004, 0.0000000E+000, 0.0000000E+000,-9.2934294E-001,-5.3768590E-001, 3.3179413E-004, 3.3179413E-004
 7.5005765E+000, 1.4903907E+001,-4.6244496E+000,-9.2804228E+000,-9.5027224E-002,-2.0448283E-004, 0.0000000E+000, 0.0000000E+000, 6.6700397E-001, 9.0380241E-001, 3.3179473E-004, 3.3179473E-004
 8.0004883E+000, 1.4595132E+001,-4.3793223E+000,-9.6111564E+000,-1.0504566E-001,-2.0683320E-004, 0.0000000E+000, 0.0000000E+000, 2.3363889E-001, 4.9940066E-001, 3.3179495E-004, 3.3179495E-004
 8.5001116E+000, 1.5772774E+001,-4.7586366E+000,-1.0042607E+001,-9.8379009E-002,-2.0772350E-004, 0.0000000E+000, 0.0000000E+000, 5.5647886E-001, 8.7294420E-001, 3.3179503E-004, 3.3179503E-004
 9.0006886E+000, 1.5002834E+001,-4.5434494E+000,-9.9535385E+000,-9.1907031E-002,-2.0647708E-004, 0.0000000E+000, 0.0000000E+000, 8.5639096E-002, 4.1373257E-001, 3.3179506E-004, 3.3179506E-004
 9.5007219E+000, 1.4778463E+001,-4.5054321E+000,-1.0166496E+001,-8.8716936E-002,-2.0509478E-004, 0.0000000E+000, 0.0000000E+000,-2.9328396E-001, 1.7612862E-002, 3.3179507E-004, 3.3179507E-004
 1.0000024E+001, 1.4948539E+001,-4.3296012E+000,-9.4701273E+000,-8.9439600E-002,-2.0939088E-004, 0.0000000E+000, 0.0000000E+000, 7.3189100E-001, 1.0591619E+000, 3.3179508E-004, 3.3179508E-004
 1.0500070E+001, 1.4966687E+001,-4.7646342E+000,-1.0193645E+001,-9.9314748E-002,-2.0052840E-004, 0.0000000E+000, 0.0000000E+000,-4.0607160E-001,-9.1107039E-002, 3.3179508E-004, 3.3179508E-004
 1.1000522E+001, 1.5186173E+001,-4.6307808E+000,-1.0460248E+001,-8.7362376E-002,-2.0141915E-004, 0.0000000E+000, 0.0000000E+000,-2.7510744E-001, 7.5803140E-003, 3.3179508E-004, 3.3179508E-004
 1.1500556E+001, 1.5941035E+001,-4.7451261E+000,-1.0597623E+001,-1.1336174E-001,-2.0216206E-004, 0.0000000E+000, 0.0000000E+000, 1.6395315E-001, 4.8472151E-001, 3.3179508E-004, 3.3179508E-004
 1.2000535E+001, 1.4244203E+001,-4.2181377E+000,-1.0264925E+001,-9.7082004E-002,-2.0447739E-004, 0.0000000E+000, 0.0000000E+000,-6.3704814E-001,-3.3614650E-001, 3.3179508E-004, 3.3179508E-004
 1.2500634E+001, 1.5214385E+001,-4.5937979E+000,-1.0334628E+001,-9.8862938E-002,-2.0147734E-004, 0.0000000E+000, 0.0000000E+000,-2.0712654E-001, 1.8689428E-001, 3.3179508E-004, 3.3179508E-004
 1.3000546E+001, 1.5651662E+001,-4.7884912E+000,-9.3401638E+000,-8.6449605E-002,-2.0368568E-004, 0.0000000E+000, 0.0000000E+000, 1.0354518E+000, 1.4363533E+000, 3.3179508E-004, 3.3179508E-004
 1.3500108E+001, 1.4898931E+001,-4.4564271E+000,-1.0478740E+001,-9.0403461E-002,-2.0537643E-004, 0.0000000E+000, 0.0000000E+000,-4.3788321E-001,-1.2684471E-001, 3.3179508E-004, 3.3179508E-004
 1.4000430E+001, 1.5600797E+001,-4.7490986E+000,-1.0330553E+001,-9.1275769E-002,-2.0545615E-004, 0.0000000E+000, 0.0000000E+000, 1.1546008E-001, 4.2966410E-001, 3.3179508E-004, 3.3179508E-004
 1.4500237E+001, 1.4867160E+001,-4.4474116E+000,-9.5653999E+000,-8.6297023E-002,-2.0959265E-004, 0.0000000E+000, 0.0000000E+000, 4.7927794E-001, 7.6784154E-001, 3.3179508E-004, 3.3179508E-004
 1.5000506E+001, 1.5027349E+001,-4.8492904E+000,-1.0066079E+001,-8.6765882E-002,-2.0171925E-004, 0.0000000E+000, 0.0000000E+000,-2.9356868E-001, 2.5011883E-002, 3.3179508E-004, 3.3179508E-004
 1.5500092E+001, 1.4963170E+001,-4.5523257E+000,-1.0295903E+001,-9.3123528E-002,-1.9990436E-004, 0.0000000E+000, 0.0000000E+000,-2.6729293E-001, 2.1617534E-002, 3.3179508E-004, 3.3179508E-004
 1.6000263E+001, 1.5825904E+001,-4.7829582E+000,-1.0029676E+001,-1.0911364E-001,-2.0604154E-004, 0.0000000E+000, 0.0000000E+000, 6.8213955E-001, 9.0395020E-001, 3.3179508E-004, 3.3179508E-004
 1.6500040E+001, 1.4840836E+001,-4.5391949E+000,-1.0772046E+001,-8.8888109E-002,-2.0559818E-004, 0.0000000E+000, 0.0000000E+000,-8.2349400E-001,-5.5949875E-001, 3.3179508E-004, 3.3179508E-004
 1.7000717E+001, 1.4813083E+001,-4.5152856E+000,-9.6129495E+000,-8.0368586E-002,-1.9901296E-004, 0.0000000E+000, 0.0000000E+000, 2.4310127E-001, 6.0428037E-001, 3.3179508E-004, 3.3179508E-004
 1.7500584E+001, 1.4414376E+001,-4.3762050E+000,-9.5235346E+000,-9.1258162E-002,-1.9741087E-004, 0.0000000E+000, 0.0000000E+000, 1.1537101E-002, 4.2318080E-001, 3.3179508E-004, 3.3179508E-004
 1.8000639E+001, 1.5309157E+001,-4.7119683E+000,-1.0633733E+001,-9.7198143E-002,-2.0145268E-004, 0.0000000E+000, 0.0000000E+000,-4.7840796E-001,-1.3394390E-001, 3.3179508E-004, 3.3179508E-004
 1.8500174E+001, 1.5332273E+001,-4.8051766E+000,-8.4468563E+000,-9.7585140E-002,-1.9968465E-004, 0.0000000E+000, 0.0000000E+000, 1.6461579E+000, 1.9824553E+000, 3.3179508E-004, 3.3179508E-004
 1.9000555E+001, 1.5781624E+001,-4.8110121E+000,-1.1576239E+001,-9.5817021E-002,-2.0383320E-004, 0.0000000E+000, 0.0000000E+000,-9.5185343E-001,-7.0164726E-001, 3.3179508E-004, 3.3179508E-004
