s,mol/mol
Time,"XO2"
 0.0000000E+000, 2.0755882E-001
 1.0026069E+000, 2.0755882E-001
 2.0012962E+000, 2.0755882E-001
 3.0006219E+000, 2.0755882E-001
 4.0007204E+000, 2.0755871E-001
 5.0013191E+000, 2.0755882E-001
 6.0016975E+000, 2.0742379E-001
 7.0018021E+000, 2.0240726E-001
 8.0005147E+000, 1.9714187E-001
 9.0004414E+000, 1.9204867E-001
 1.0000049E+001, 1.8712258E-001
 1.1001518E+001, 1.8243005E-001
 1.2000050E+001, 1.7806226E-001
 1.3001234E+001, 1.7380329E-001
 1.4000178E+001, 1.6983099E-001
 1.5000593E+001, 1.6599958E-001
 1.6000908E+001, 1.6232345E-001
 1.7000067E+001, 1.5884563E-001
 1.8000351E+001, 1.5549289E-001
 1.9001477E+001, 1.5228322E-001
 2.0000212E+001, 1.4920971E-001
 2.1001612E+001, 1.4625463E-001
 2.2000536E+001, 1.4342459E-001
 2.3001641E+001, 1.4069553E-001
 2.4000801E+001, 1.3807610E-001
 2.5002047E+001, 1.3554818E-001
 2.6001359E+001, 1.3311533E-001
 2.7001524E+001, 1.3077740E-001
 2.8001524E+001, 1.2850574E-001
 2.9002066E+001, 1.2632199E-001
 3.0001587E+001, 1.2421087E-001
 3.1000240E+001, 1.2217131E-001
 3.2000492E+001, 1.2019496E-001
 3.3001687E+001, 1.1828198E-001
 3.4001891E+001, 1.1643165E-001
 3.5000489E+001, 1.1463973E-001
 3.6001821E+001, 1.1289763E-001
 3.7001946E+001, 1.1121130E-001
 3.8002361E+001, 1.0957834E-001
 3.9000556E+001, 1.0799028E-001
 4.0003006E+001, 1.0644372E-001
 4.1002849E+001, 1.0494432E-001
 4.2004922E+001, 1.0348777E-001
 4.3004988E+001, 1.0206968E-001
 4.4012746E+001, 1.0068212E-001
 4.5008345E+001, 9.9350714E-002
 4.6003945E+001, 9.8056708E-002
 4.7013973E+001, 9.6765851E-002
 4.8009572E+001, 9.5532545E-002
 4.9005171E+001, 9.4321017E-002
 5.0000771E+001, 9.3157827E-002
 5.1010799E+001, 9.1999553E-002
 5.2006398E+001, 9.0872959E-002
 5.3001998E+001, 8.9807600E-002
 5.4012026E+001, 8.8718854E-002
 5.5007625E+001, 8.7682471E-002
 5.6003170E+001, 8.6676175E-002
 5.7002677E+001, 8.5676304E-002
 5.8002183E+001, 8.4705059E-002
 5.9001690E+001, 8.3747862E-002
 6.0001197E+001, 8.2817891E-002
 6.1000704E+001, 8.1918049E-002
 6.2000210E+001, 8.1046943E-002
 6.3012698E+001, 8.0155588E-002
 6.4012204E+001, 7.9312017E-002
 6.5000000E+001, 7.8487718E-002
