cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 1.1500000E+001, 8.6994585E+000, 2.9981606E+000, 1.0500000E+001, 2.9547350E+002, 2.9673114E+002, 3.0086528E+002, 3.1929631E+002, 3.3234989E+002, 3.3286179E+002, 4.8097930E-001, 6.0760753E+000, 2.8936220E+001, 1.1971263E+002, 1.3456390E+002, 9.5048110E+001,-9.5000000E+000, 2.4921206E-004, 1.3655496E-003, 6.1386981E-003, 2.4005564E-002, 4.7720807E-002, 9.7052516E-004, 3.3469582E-003, 1.5800636E-002, 5.0331004E-002, 5.2622060E-002
 1.2500000E+001, 8.2209457E+000, 3.0222301E+000, 1.1500000E+001, 2.9530017E+002, 2.9574569E+002, 2.9710277E+002, 3.1002923E+002, 3.1928691E+002, 3.2192930E+002, 6.1536523E-002, 1.4795292E+000, 1.1614653E+001, 9.1516723E+001, 1.1364684E+002, 8.8578928E+001,-8.5000000E+000, 2.7997052E-003, 6.4441016E-003, 1.7589614E-002, 4.4794211E-002, 6.5949203E-002, 6.1185364E-003, 1.1754609E-002, 2.9925478E-002, 7.2628961E-002, 6.2722358E-002
 1.3500000E+001, 7.8166836E+000, 3.0759632E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5000000E+000, 1.3579511E-002, 1.9642883E-002, 3.8663165E-002, 7.4100067E-002, 8.5422869E-002, 1.9619469E-002, 2.4802334E-002, 4.6463921E-002, 1.0545167E-001, 7.4212769E-002
 1.4500000E+001, 7.4751605E+000, 3.1575471E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5000000E+000, 4.4612626E-002, 4.4790265E-002, 6.8083079E-002, 1.1223024E-001, 1.0697400E-001, 3.8054213E-002, 4.0886485E-002, 6.5104348E-002, 1.4561569E-001, 1.0126577E-001
 1.5500000E+001, 7.1905861E+000, 3.2638128E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.5000000E+000, 9.3593224E-002, 8.3514961E-002, 1.0906569E-001, 1.6594138E-001, 1.3358874E-001, 5.8812648E-002, 6.2810247E-002, 9.3408267E-002, 2.1814220E-001, 1.3328368E-001
 1.6500000E+001, 6.9499838E+000, 3.3871165E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5000000E+000, 2.7353740E-001, 1.5223075E-001, 1.7583189E-001, 2.3690255E-001, 1.6787492E-001, 1.5125649E-001, 1.0784482E-001, 1.6522443E-001, 3.1371170E-001, 1.8801506E-001
 1.7500000E+001, 6.7535341E+000, 3.5263737E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.5000000E+000, 9.1135420E-001, 3.6444945E-001, 3.4288811E-001, 3.4166731E-001, 2.0836229E-001, 5.6638175E-001, 3.4008002E-001, 3.7224260E-001, 4.2534348E-001, 2.4953641E-001
 1.8500000E+001, 6.5963156E+000, 3.6888536E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5000000E+000, 1.7673134E+000, 1.0101278E+000, 7.6111290E-001, 5.1024357E-001, 2.5695301E-001, 3.7826068E-001, 7.0699881E-001, 6.5752397E-001, 5.4893261E-001, 3.0568563E-001
 1.9500000E+001, 6.4770452E+000, 3.8755342E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5000000E+000, 2.1558756E+000, 1.8334648E+000, 1.4074583E+000, 7.2030081E-001, 3.0796555E-001, 1.4959820E-001, 4.1462981E-001, 6.8538460E-001, 6.2899517E-001, 3.5793338E-001
 2.0500000E+001, 6.3943227E+000, 4.0888356E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.0000000E-001, 2.2854371E+000, 2.1753100E+000, 1.9569554E+000, 9.2473859E-001, 3.3287245E-001, 7.6753804E-002, 2.0242038E-001, 3.3108116E-001, 6.4595163E-001, 3.6567056E-001
 2.1500000E+001, 6.3009333E+000, 4.2858890E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.0000000E-001, 2.2868010E+000, 2.1711439E+000, 1.9338154E+000, 8.6727617E-001, 3.0879588E-001, 7.8178229E-002, 2.1489912E-001, 3.7643867E-001, 6.4179688E-001, 3.0537672E-001
 2.2500000E+001, 6.2748240E+000, 4.4987308E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+000, 2.1582235E+000, 1.8172378E+000, 1.3892932E+000, 6.4083663E-001, 2.6811945E-001, 1.5173800E-001, 4.5278533E-001, 7.2029345E-001, 6.0276814E-001, 2.5813019E-001
 2.3500000E+001, 6.2395985E+000, 4.6735980E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.5000000E+000, 1.7694509E+000, 1.0196289E+000, 7.6867226E-001, 4.3336743E-001, 2.2309614E-001, 3.9187142E-001, 7.1735288E-001, 6.8565082E-001, 5.0337591E-001, 2.2275470E-001
 2.4500000E+001, 6.2201071E+000, 4.8601365E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5000000E+000, 9.0767189E-001, 3.7473775E-001, 3.5512271E-001, 3.0218450E-001, 1.7880099E-001, 5.6698124E-001, 3.6149489E-001, 3.9834290E-001, 4.0641790E-001, 1.6556465E-001
 2.5500000E+001, 6.2160849E+000, 5.0596249E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5000000E+000, 2.6682244E-001, 1.5360185E-001, 1.7988363E-001, 2.1346883E-001, 1.4113536E-001, 1.3665866E-001, 1.1170234E-001, 1.7875317E-001, 2.9517645E-001, 1.1389839E-001
 2.6500000E+001, 6.2162790E+000, 5.2566400E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.5000000E+000, 9.2037361E-002, 8.2662227E-002, 1.1111825E-001, 1.5714067E-001, 1.1298238E-001, 5.5813693E-002, 6.4389956E-002, 1.0234091E-001, 2.1675544E-001, 8.0996092E-002
 2.7500000E+001, 6.2194172E+000, 5.4478600E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 4.2632324E-002, 4.4494315E-002, 6.9622033E-002, 1.1412080E-001, 9.1441735E-002, 3.5056699E-002, 4.1808982E-002, 6.7985500E-002, 1.5731172E-001, 7.2504248E-002
 2.8500000E+001, 6.2200034E+000, 5.6304262E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 1.2193927E-002, 1.9545547E-002, 3.7560116E-002, 7.6287952E-002, 7.1285129E-002, 1.6043703E-002, 2.5402826E-002, 4.4108014E-002, 1.1825774E-001, 5.9988317E-002
 2.9500000E+001, 6.2188888E+000, 5.8078472E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 2.2869782E-003, 6.1011635E-003, 1.7179796E-002, 4.5385434E-002, 5.2920731E-002, 3.6145859E-003, 1.1914951E-002, 2.7214139E-002, 8.4247329E-002, 5.0414249E-002
 3.0500000E+001, 6.2152851E+000, 5.9794300E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 1.3051125E-004, 1.2944705E-003, 5.8720601E-003, 2.4053941E-002, 3.6787861E-002, 2.2268962E-004, 4.0873127E-003, 1.3502311E-002, 5.8797246E-002, 4.3570671E-002
 3.1500000E+001, 6.2099406E+000, 6.1477183E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0500000E+001, 5.3543824E-006, 1.4997934E-004, 1.4929532E-003, 1.2419137E-002, 2.4428107E-002, 6.0396929E-006, 7.0450718E-004, 5.5395722E-003, 4.3082479E-002, 3.7959384E-002
 3.2500000E+001, 6.1999145E+000, 6.3083101E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1500000E+001, 2.7983761E-007, 7.2430565E-006, 2.9159638E-004, 7.3251122E-003, 1.6211336E-002, 1.7384606E-007, 3.1869507E-005, 1.7549780E-003, 3.2124832E-002, 3.3273816E-002
 3.3500000E+001, 6.1791607E+000, 6.4450162E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2500000E+001, 1.1633008E-008, 1.0409082E-007, 8.9700091E-006, 3.1141823E-003, 9.5632267E-003, 2.2036797E-009, 2.7855063E-007, 2.2963607E-005, 1.7519364E-002, 2.4788539E-002
 3.4500000E+001, 6.1426362E+000, 6.5509928E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3500000E+001, 1.1633008E-008, 1.0409082E-007, 8.9700091E-006, 3.1141823E-003, 9.5632267E-003, 2.2036797E-009, 2.7855063E-007, 2.2963607E-005, 1.7519364E-002, 2.4788539E-002
 3.5500000E+001, 6.0928636E+000, 6.6333142E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4500000E+001, 3.1133896E-010, 1.5792237E-009, 2.4692479E-007, 7.3747753E-004, 4.1936538E-003, 4.9156025E-011, 2.5383674E-009, 5.2210351E-007, 4.4563917E-003, 1.4168950E-002
 3.6500000E+001, 6.0301441E+000, 6.6939759E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5500000E+001, 3.1133896E-010, 1.5792237E-009, 2.4692479E-007, 7.3747753E-004, 4.1936538E-003, 4.9156025E-011, 2.5383674E-009, 5.2210351E-007, 4.4563917E-003, 1.4168950E-002
 3.7500000E+001, 5.9544284E+000, 6.7268870E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6500000E+001, 7.3052400E-012, 2.3004547E-011, 3.8263240E-009, 6.2030327E-005, 5.2451254E-004, 1.2229467E-012, 2.4494160E-011, 6.0888519E-009, 4.0560980E-004, 2.6198398E-003
 3.8500000E+001, 5.8602586E+000, 6.7143360E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.7500000E+001, 7.3052400E-012, 2.3004547E-011, 3.8263240E-009, 6.2030327E-005, 5.2451254E-004, 1.2229467E-012, 2.4494160E-011, 6.0888519E-009, 4.0560980E-004, 2.6198398E-003
 3.9500000E+001, 5.7493836E+000, 6.6585290E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8500000E+001, 1.5340636E-013, 3.9866619E-013, 7.9828969E-011, 2.1536799E-006, 3.3070327E-005, 2.6018754E-014, 2.9589849E-013, 1.2549485E-010, 1.1615157E-005, 1.8765275E-004
 4.0500000E+001, 5.6188700E+000, 6.5661282E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.9500000E+001, 1.5340636E-013, 3.9866619E-013, 7.9828969E-011, 2.1536799E-006, 3.3070327E-005, 2.6018754E-014, 2.9589849E-013, 1.2549485E-010, 1.1615157E-005, 1.8765275E-004
 4.1500000E+001, 5.4670661E+000, 6.4343559E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 2.8279846E-015, 8.8613942E-015, 1.6603115E-012, 4.9970206E-008, 1.0336080E-006, 5.3526649E-016, 4.1164826E-015, 2.7037651E-012, 2.1456984E-007, 4.3116615E-006
 4.2500000E+001, 5.2949246E+000, 6.2719542E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3500000E+001, 5.1085170E+000, 6.0874558E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4500000E+001, 4.9065683E+000, 5.8829414E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5500000E+001, 4.6965079E+000, 5.6694851E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6500000E+001, 4.4810015E+000, 5.4538500E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7500000E+001, 4.2618222E+000, 5.2373413E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8500000E+001, 4.0323260E+000, 5.0105016E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9500000E+001, 3.7959234E+000, 4.7753553E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0500000E+001, 3.5568277E+000, 4.5342108E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1500000E+001, 3.2765946E+000, 4.2159101E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2500000E+001, 3.0509885E+000, 3.9583762E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3500000E+001, 2.8039150E+000, 3.6500582E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4500000E+001, 2.5632683E+000, 3.3648147E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5500000E+001, 2.3332483E+000, 3.1070151E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6500000E+001, 2.1161635E+000, 2.8666068E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7500000E+001, 1.9144486E+000, 2.6417348E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8500000E+001, 1.7282045E+000, 2.4367544E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9500000E+001, 1.5600243E+000, 2.2523418E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0500000E+001, 1.4083776E+000, 2.0842278E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1500000E+001, 1.2725287E+000, 1.9307659E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 1.1501285E+000, 1.7901373E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3500000E+001, 1.0411835E+000, 1.6636698E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 9.4158213E-001, 1.5440333E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5500000E+001, 8.5195194E-001, 1.4356752E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 7.6990705E-001, 1.3313846E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E+001, 6.9463958E-001, 1.2276950E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 6.2582267E-001, 1.1250980E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9500000E+001, 5.6307635E-001, 1.0219185E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 5.0659448E-001, 9.2131868E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1500000E+001, 4.5670418E-001, 8.2869366E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 4.1086675E-001, 7.3527313E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3500000E+001, 3.7097283E-001, 6.5172305E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 3.3536918E-001, 5.7705278E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5500000E+001, 3.0482301E-001, 5.1348437E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 2.7718266E-001, 4.5709105E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E+001, 2.5405780E-001, 4.0933817E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
