s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.0419537E-003,-7.6878952E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0419538E-003, 0.0000000E+000, 0.0000000E+000
 1.0009799E+000, 1.3496229E+000,-3.5145241E-003, 2.2075680E-001,-1.1579243E-003,-1.2159377E-004, 0.0000000E+000, 1.8488980E-001, 1.5226564E+000, 1.7504755E+000, 1.0304328E-004, 3.2122304E-001
 2.0000172E+000, 8.7607135E+000,-1.1918418E+000,-5.9389836E+000,-2.2893034E-002,-2.8438442E-004, 0.0000000E+000, 5.1816725E-001, 1.7991810E+000, 2.1248779E+000, 2.1007918E-004, 3.2133008E-001
 3.0007384E+000, 1.0503890E+001,-1.5372260E+000,-8.8722871E+000,-2.3381601E-002,-3.0896609E-004, 0.0000000E+000, 6.2643913E-001, 4.3746266E-001, 6.9712547E-001, 2.3196937E-004, 3.2135197E-001
 4.0004592E+000, 1.0996126E+001,-1.5440351E+000,-9.1279813E+000,-2.4000180E-002,-3.3380335E-004, 0.0000000E+000, 6.3064324E-001, 7.2084152E-001, 9.3041933E-001, 2.3515475E-004, 3.2135515E-001
 5.0005155E+000, 1.0861721E+001,-1.5414276E+000,-9.6313554E+000,-2.4198799E-002,-3.3179224E-004, 0.0000000E+000, 6.2445778E-001, 1.3577164E-001, 2.8886480E-001, 2.3558985E-004, 3.2135570E-001
 6.0007038E+000, 1.0636104E+001,-1.4914726E+000,-9.6548423E+000,-2.4047021E-002,-3.3725366E-004, 0.0000000E+000, 6.3559922E-001,-6.7173647E-002, 1.0100368E-001, 2.3564883E-004, 3.2568450E-001
 7.0001106E+000, 1.0665547E+001,-1.4951142E+000,-9.6208028E+000,-2.3932380E-002,-3.3236949E-004, 0.0000000E+000, 6.5590040E-001, 1.5749656E-002, 1.8126610E-001, 2.3565682E-004, 3.3432250E-001
 8.0005550E+000, 1.0697978E+001,-1.4328014E+000,-9.6116593E+000,-2.1252532E-002,-3.3249754E-004, 0.0000000E+000, 6.4277945E-001, 8.7921830E-002, 2.7471193E-001, 2.3565790E-004, 3.4296238E-001
