s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0000296E+000, 8.5000455E+000, 3.7997019E-002, 4.0440754E-002, 4.2514599E-002, 4.0976810E-002, 5.5673944E-001, 5.9984558E-001, 6.5444004E-001, 6.4714896E-001, 1.9642939E-004, 2.1213066E-004, 2.1531677E-004, 2.1344271E-004, 2.2175769E-009, 2.2146985E-009, 2.0962277E-009, 1.9720015E-009,-1.9723998E-009
 1.0000029E+001, 9.5000547E+000, 4.2423636E-002, 4.8843835E-002, 4.8965631E-002, 4.8637291E-002, 5.2417318E-001, 6.1301970E-001, 6.3111106E-001, 6.4958067E-001, 2.2015276E-004, 2.3800631E-004, 2.4166863E-004, 2.3955638E-004, 2.2175771E-009, 2.2141560E-009, 2.0947546E-009, 1.9706939E-009,-1.9720106E-009
 1.1000025E+001, 1.0500052E+001, 4.4779480E-002, 4.7531061E-002, 4.8010503E-002, 4.7566754E-002, 5.6601324E-001, 6.0985393E-001, 6.3559085E-001, 6.4872315E-001, 2.4399773E-004, 2.6404092E-004, 2.6816398E-004, 2.6568294E-004, 2.2175771E-009, 2.2148882E-009, 2.0982219E-009, 1.9732185E-009,-1.9726262E-009
 1.2000010E+001, 1.1500043E+001, 4.2571015E-002, 4.5123977E-002, 4.6184030E-002, 4.6540946E-002, 5.4967119E-001, 5.8888898E-001, 6.2109044E-001, 6.4908957E-001, 2.6729672E-004, 2.8970520E-004, 2.9444710E-004, 2.9176790E-004, 2.2175771E-009, 2.2142043E-009, 2.0962646E-009, 1.9731142E-009,-1.9729094E-009
 1.3000019E+001, 1.2500040E+001, 4.5329533E-002, 4.8094129E-002, 4.9086196E-002, 4.8557864E-002, 5.6172001E-001, 6.0570049E-001, 6.3534278E-001, 6.4864372E-001, 2.9083163E-004, 3.1556369E-004, 3.2075222E-004, 3.1788150E-004, 2.2175771E-009, 2.2144024E-009, 2.0982042E-009, 1.9707353E-009,-1.9725109E-009
 1.4000004E+001, 1.3500037E+001, 4.1273172E-002, 4.3935090E-002, 4.8331923E-002, 4.6384400E-002, 5.3378719E-001, 5.7089599E-001, 6.5651456E-001, 6.4377702E-001, 3.1470963E-004, 3.4152628E-004, 3.4720241E-004, 3.4395402E-004, 2.2175771E-009, 2.2145072E-009, 2.0966777E-009, 1.9744283E-009,-1.9732286E-009
 1.5000026E+001, 1.4500040E+001, 4.2828720E-002, 4.8867409E-002, 4.8713951E-002, 4.7779066E-002, 5.4387713E-001, 6.3268517E-001, 6.4655417E-001, 6.5231052E-001, 3.3824807E-004, 3.6739445E-004, 3.7352670E-004, 3.7005637E-004, 2.2175771E-009, 2.2146732E-009, 2.0948328E-009, 1.9690192E-009,-1.9711925E-009
 1.6000037E+001, 1.4500040E+001, 8.6629934E-002, 9.2776728E-002, 9.4743205E-002, 9.3901529E-002, 5.3554675E-001, 6.2808413E-001, 6.5169009E-001, 6.4256289E-001, 3.6231342E-004, 3.9316726E-004, 3.9984582E-004, 3.9614169E-004, 2.2175771E-009, 2.2143087E-009, 2.0997643E-009, 1.9746156E-009,-1.9726670E-009
 1.7000004E+001, 1.4500040E+001, 8.6405144E-002, 9.3356645E-002, 9.4886826E-002, 9.3869818E-002, 5.0622120E-001, 6.4653757E-001, 6.4025058E-001, 6.5083937E-001, 3.8625161E-004, 4.1925992E-004, 4.2624231E-004, 4.2220697E-004, 2.2175771E-009, 2.2145870E-009, 2.0972125E-009, 1.9735122E-009,-1.9740354E-009
 1.8000019E+001, 1.4500040E+001, 8.5357628E-002, 9.3051759E-002, 9.4723209E-002, 9.3856270E-002, 5.3346326E-001, 5.8644940E-001, 6.3615567E-001, 6.4846806E-001, 4.0938045E-004, 4.4493863E-004, 4.5246381E-004, 4.4827103E-004, 2.2175771E-009, 2.2142072E-009, 2.0965538E-009, 1.9698185E-009,-1.9698517E-009
 1.9000040E+001, 1.4500040E+001, 8.5687994E-002, 9.3077170E-002, 9.4690830E-002, 9.3826760E-002, 5.9946664E-001, 5.8657315E-001, 6.3547951E-001, 6.5026616E-001, 4.3345847E-004, 4.7081511E-004, 4.7874038E-004, 4.7430996E-004, 2.2175771E-009, 2.2144017E-009, 2.0985703E-009, 1.9772122E-009,-1.9755946E-009
 2.0000012E+001, 1.4500040E+001, 8.5631506E-002, 9.3143317E-002, 9.4704506E-002, 9.3818918E-002, 5.0444802E-001, 6.1294646E-001, 6.3804883E-001, 6.5354467E-001, 4.5718157E-004, 4.9676104E-004, 5.0506165E-004, 5.0036134E-004, 2.2175771E-009, 2.2147419E-009, 2.0975235E-009, 1.9717646E-009,-1.9744374E-009
 2.1000034E+001, 1.4500040E+001, 8.5497947E-002, 9.3138948E-002, 9.4758505E-002, 9.3844932E-002, 5.4645850E-001, 6.0383022E-001, 6.2749962E-001, 6.4603792E-001, 4.8074603E-004, 5.2262748E-004, 5.3145904E-004, 5.2646609E-004, 2.2175771E-009, 2.2144074E-009, 2.0968231E-009, 1.9722486E-009,-1.9711008E-009
 2.2000032E+001, 1.4500040E+001, 8.5196047E-002, 9.3116036E-002, 9.4752226E-002, 9.3846492E-002, 5.3634093E-001, 5.9492355E-001, 6.4088427E-001, 6.4682711E-001, 5.0390838E-004, 5.4845480E-004, 5.5776859E-004, 5.5253710E-004, 2.2175771E-009, 2.2142920E-009, 2.0969561E-009, 1.9738747E-009,-1.9737192E-009
 2.3000046E+001, 1.4500040E+001, 8.5077907E-002, 9.3256449E-002, 9.4783746E-002, 9.3853522E-002, 5.5567886E-001, 6.0426420E-001, 6.4276869E-001, 6.5124675E-001, 5.2731172E-004, 5.7463275E-004, 5.8415905E-004, 5.7862154E-004, 2.2175771E-009, 2.2143550E-009, 2.0947483E-009, 1.9728496E-009,-1.9732636E-009
 2.4000000E+001, 1.4500040E+001, 8.4966686E-002, 9.3162565E-002, 9.4825079E-002, 9.3870609E-002, 5.5711927E-001, 5.8610046E-001, 6.3667341E-001, 6.5686554E-001, 5.5066535E-004, 6.0030142E-004, 6.1059000E-004, 6.0473350E-004, 2.2175771E-009, 2.2144914E-009, 2.0974480E-009, 1.9699963E-009,-1.9717457E-009
 2.5000028E+001, 1.4500040E+001, 8.5000982E-002, 9.3190823E-002, 9.4804784E-002, 9.3881711E-002, 6.0006941E-001, 5.8698078E-001, 6.4038130E-001, 6.5104163E-001, 5.7436312E-004, 6.2625913E-004, 6.3687465E-004, 6.3084023E-004, 2.2175771E-009, 2.2146090E-009, 2.0997009E-009, 1.9746671E-009,-1.9732107E-009
 2.6000004E+001, 1.4500040E+001, 8.5173544E-002, 9.3282818E-002, 9.4861343E-002, 9.3891800E-002, 5.0326249E-001, 6.0955702E-001, 6.3228629E-001, 6.5164856E-001, 5.9850122E-004, 6.5242595E-004, 6.6338151E-004, 6.5694869E-004, 2.2175771E-009, 2.2145141E-009, 2.0958093E-009, 1.9724525E-009,-1.9726960E-009
 2.7000009E+001, 1.4500040E+001, 8.5221314E-002, 9.3193869E-002, 9.4859708E-002, 9.3893343E-002, 4.6252647E-001, 6.2038041E-001, 6.1791932E-001, 6.4922196E-001, 6.2231989E-004, 6.7804147E-004, 6.8972656E-004, 6.8303502E-004, 2.2175771E-009, 2.2142726E-009, 2.0962622E-009, 1.9702392E-009,-1.9704928E-009
 2.8000000E+001, 1.4500040E+001, 8.5153387E-002, 9.3220597E-002, 9.4859530E-002, 9.3893529E-002, 5.4494416E-001, 6.0900508E-001, 6.3956713E-001, 6.5171156E-001, 6.4574699E-004, 7.0402496E-004, 7.1607561E-004, 7.0911695E-004, 2.2175771E-009, 2.2145357E-009, 2.0952518E-009, 1.9732473E-009,-1.9737755E-009
 2.9000016E+001, 1.4500040E+001, 8.5184089E-002, 9.3317777E-002, 9.4897485E-002, 9.3909151E-002, 5.8210982E-001, 6.0699448E-001, 6.5745299E-001, 6.5116671E-001, 6.6952047E-004, 7.3029789E-004, 7.4257349E-004, 7.3525964E-004, 2.2175771E-009, 2.2145086E-009, 2.0958699E-009, 1.9713891E-009,-1.9721719E-009
 3.0000000E+001, 1.4500040E+001, 8.5111095E-002, 9.3240108E-002, 9.4879058E-002, 9.3904917E-002, 5.9215856E-001, 6.0833974E-001, 6.3726464E-001, 6.4299459E-001, 6.9287819E-004, 7.5589546E-004, 7.6885671E-004, 7.6132746E-004, 2.2175771E-009, 2.2142769E-009, 2.0994285E-009, 1.9723364E-009,-1.9708760E-009
