s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6542793E-028, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000420E+000, 5.0022624E-001, 2.2767134E-002, 2.3390849E-002, 2.3376456E-002, 2.3377461E-002, 1.8839282E-001, 1.9353038E-001, 1.9341038E-001, 1.9341896E-001, 5.2759676E-006, 5.2894575E-006, 5.2896196E-006, 5.2902158E-006, 9.7456793E-010, 9.6185756E-010, 1.0361810E-009, 1.1198952E-009,-1.1340100E-009
 2.0000471E+000, 1.5000780E+000, 2.6351965E-002, 2.7067002E-002, 2.7470710E-002, 2.7488431E-002, 2.6412059E-001, 2.7219995E-001, 2.7822472E-001, 2.7987400E-001, 1.5936018E-005, 1.6255530E-005, 1.6338451E-005, 1.6387454E-005, 2.0013752E-009, 2.0000965E-009, 1.9943869E-009, 2.0344234E-009,-2.1043260E-009
 3.0000524E+000, 2.5000802E+000, 2.7307295E-002, 2.8846881E-002, 3.0291014E-002, 3.0980470E-002, 2.5767232E-001, 2.7342695E-001, 2.9061038E-001, 3.0162009E-001, 2.7870179E-005, 2.8783431E-005, 2.9382411E-005, 2.9481647E-005, 2.2104204E-009, 2.2081813E-009, 2.1523864E-009, 2.1197460E-009,-2.1833834E-009
 4.0000284E+000, 3.5000718E+000, 3.2975358E-002, 2.9520464E-002, 3.1614195E-002, 3.2189112E-002, 3.0322445E-001, 2.7156710E-001, 2.9515543E-001, 3.0423466E-001, 4.0439251E-005, 4.1687966E-005, 4.2665637E-005, 4.2825475E-005, 2.2408076E-009, 2.2385450E-009, 2.1784836E-009, 2.1189143E-009,-2.1467796E-009
 5.0000070E+000, 4.5000487E+000, 3.0273143E-002, 2.9337246E-002, 3.0348381E-002, 3.0749470E-002, 2.8951481E-001, 2.8097996E-001, 2.9437664E-001, 3.0289132E-001, 5.2893036E-005, 5.4386827E-005, 5.5938863E-005, 5.6257664E-005, 2.2449619E-009, 2.2427741E-009, 2.1826183E-009, 2.1187007E-009,-2.1293727E-009
 6.0000251E+000, 5.5000468E+000, 2.6404645E-002, 2.8062693E-002, 2.8363487E-002, 2.9446900E-002, 2.6573181E-001, 2.8330238E-001, 2.8960966E-001, 3.0585244E-001, 6.5421023E-005, 6.7217430E-005, 6.9280196E-005, 6.9664676E-005, 2.2455249E-009, 2.2433294E-009, 2.1811728E-009, 2.1176687E-009,-2.1220228E-009
 7.0000535E+000, 6.5000709E+000, 2.6249610E-002, 2.8307194E-002, 2.9051179E-002, 2.9042617E-002, 2.6592902E-001, 2.8809378E-001, 2.9959744E-001, 3.0356178E-001, 7.8145087E-005, 8.0164419E-005, 8.2578231E-005, 8.3076701E-005, 2.2456012E-009, 2.2435286E-009, 2.1832317E-009, 2.1195952E-009,-2.1208009E-009
 8.0000557E+000, 7.5000855E+000, 2.7398878E-002, 2.8871122E-002, 2.9033560E-002, 2.9586955E-002, 2.7428692E-001, 2.8968541E-001, 2.9507273E-001, 3.0487631E-001, 9.0766178E-005, 9.3071568E-005, 9.6040024E-005, 9.6544480E-005, 2.2456115E-009, 2.2433162E-009, 2.1794362E-009, 2.1162974E-009,-2.1178910E-009
 9.0000019E+000, 8.5000599E+000, 2.3832151E-002, 2.6384682E-002, 2.5492032E-002, 2.6061326E-002, 2.6699522E-001, 2.9706403E-001, 2.9022551E-001, 3.0142364E-001, 1.0304430E-004, 1.0595745E-004, 1.0932624E-004, 1.0996814E-004, 2.2456129E-009, 2.2434049E-009, 2.1830787E-009, 2.1183939E-009,-2.1173355E-009
 1.0000017E+001, 9.5000407E+000, 2.7405071E-002, 2.8269110E-002, 2.8691569E-002, 2.9001190E-002, 2.7634915E-001, 2.8611308E-001, 2.9427656E-001, 3.0138140E-001, 1.1534189E-004, 1.1891153E-004, 1.2268399E-004, 1.2338909E-004, 2.2456131E-009, 2.2434397E-009, 2.1828905E-009, 2.1186405E-009,-2.1187080E-009
 1.1000046E+001, 1.0500063E+001, 3.2035313E-002, 3.1319506E-002, 3.1380806E-002, 3.1547474E-002, 2.9768042E-001, 2.9162639E-001, 2.9616236E-001, 3.0178531E-001, 1.2805024E-004, 1.3196116E-004, 1.3607150E-004, 1.3682270E-004, 2.2456131E-009, 2.2435814E-009, 2.1832044E-009, 2.1206029E-009,-2.1197611E-009
 1.2000059E+001, 1.1500084E+001, 3.1815754E-002, 2.9684803E-002, 3.1864250E-002, 3.2138609E-002, 2.9186807E-001, 2.7234021E-001, 2.9608284E-001, 3.0413972E-001, 1.4039539E-004, 1.4493705E-004, 1.4948360E-004, 1.5029349E-004, 2.2456131E-009, 2.2433126E-009, 2.1805354E-009, 2.1182636E-009,-2.1184133E-009
 1.3000061E+001, 1.2500091E+001, 3.0843449E-002, 3.2295917E-002, 3.2850053E-002, 3.2629542E-002, 2.7801320E-001, 2.9191984E-001, 3.0075481E-001, 3.0235892E-001, 1.5302307E-004, 1.5784480E-004, 1.6280832E-004, 1.6369201E-004, 2.2456131E-009, 2.2433901E-009, 2.1826801E-009, 2.1180411E-009,-2.1186988E-009
 1.4000046E+001, 1.3500086E+001, 2.6798547E-002, 2.9330161E-002, 3.0379964E-002, 3.0121187E-002, 2.5952714E-001, 2.8546338E-001, 2.9939990E-001, 3.0113876E-001, 1.6533618E-004, 1.7074703E-004, 1.7619841E-004, 1.7715666E-004, 2.2456131E-009, 2.2434068E-009, 2.1823743E-009, 2.1185439E-009,-2.1188790E-009
 1.5000011E+001, 1.4500060E+001, 2.7436389E-002, 2.7884632E-002, 2.8770445E-002, 2.8876187E-002, 2.7864804E-001, 2.8389213E-001, 2.9634148E-001, 3.0163100E-001, 1.7756071E-004, 1.8361017E-004, 1.8951040E-004, 1.9057012E-004, 2.2456131E-009, 2.2434411E-009, 2.1817758E-009, 2.1179279E-009,-2.1173983E-009
 1.6000004E+001, 1.4500060E+001, 4.4340036E-002, 4.6631794E-002, 4.8178083E-002, 4.8288404E-002, 2.5822875E-001, 2.7486302E-001, 3.0103585E-001, 3.0392437E-001, 1.8987778E-004, 1.9656389E-004, 2.0289365E-004, 2.0398402E-004, 2.2456131E-009, 2.2435286E-009, 2.1830075E-009, 2.1187627E-009,-2.1183273E-009
