s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.7000040E+001, 1.4500060E+001, 4.4418514E-002, 4.6151807E-002, 4.7914642E-002, 4.8268826E-002, 2.7414809E-001, 2.7723809E-001, 2.9542149E-001, 3.0249445E-001, 2.0223849E-004, 2.0925095E-004, 2.1613056E-004, 2.1738707E-004, 2.2456131E-009, 2.2434812E-009, 2.1827609E-009, 2.1202710E-009,-2.1194490E-009
 1.8000001E+001, 1.4500060E+001, 4.4355016E-002, 4.6579861E-002, 4.8046006E-002, 4.8306670E-002, 2.9981390E-001, 2.7723567E-001, 2.9968583E-001, 3.0326089E-001, 2.1452358E-004, 2.2242712E-004, 2.2954915E-004, 2.3082610E-004, 2.2456131E-009, 2.2433875E-009, 2.1831733E-009, 2.1195534E-009,-2.1196970E-009
 1.9000027E+001, 1.4500060E+001, 4.4459319E-002, 4.6390288E-002, 4.8016124E-002, 4.8330861E-002, 2.8803967E-001, 2.8680890E-001, 2.9324583E-001, 3.0257840E-001, 2.2696062E-004, 2.3515566E-004, 2.4286239E-004, 2.4427184E-004, 2.2456131E-009, 2.2433989E-009, 2.1813173E-009, 2.1165096E-009,-2.1172217E-009
 2.0000057E+001, 1.4500060E+001, 4.4318346E-002, 4.6315954E-002, 4.7976546E-002, 4.8306607E-002, 2.5766837E-001, 2.8087970E-001, 2.9619147E-001, 3.0491466E-001, 2.3911501E-004, 2.4793900E-004, 2.5614564E-004, 2.5766380E-004, 2.2456131E-009, 2.2434485E-009, 2.1811938E-009, 2.1196075E-009,-2.1180683E-009
 2.1000000E+001, 1.4500060E+001, 4.4266403E-002, 4.6183496E-002, 4.7930979E-002, 4.8283678E-002, 2.6336670E-001, 2.9965254E-001, 2.9351598E-001, 3.0435439E-001, 2.5133839E-004, 2.6058304E-004, 2.6939575E-004, 2.7104332E-004, 2.2456131E-009, 2.2434463E-009, 2.1839582E-009, 2.1192366E-009,-2.1201501E-009
 2.2000009E+001, 1.4500060E+001, 4.4341617E-002, 4.6222740E-002, 4.7943125E-002, 4.8298049E-002, 2.8905122E-001, 2.8313581E-001, 3.0260741E-001, 3.0279214E-001, 2.6378097E-004, 2.7348821E-004, 2.8273365E-004, 2.8448352E-004, 2.2456131E-009, 2.2435075E-009, 2.1810034E-009, 2.1183927E-009,-2.1189742E-009
 2.3000031E+001, 1.4500060E+001, 4.4473815E-002, 4.6269049E-002, 4.7952770E-002, 4.8297112E-002, 2.7531582E-001, 2.7887933E-001, 2.9566983E-001, 3.0404957E-001, 2.7639214E-004, 2.8643106E-004, 2.9607292E-004, 2.9789786E-004, 2.2456131E-009, 2.2433862E-009, 2.1832481E-009, 2.1184731E-009,-2.1175270E-009
 2.4000019E+001, 1.4500060E+001, 4.4437183E-002, 4.6221087E-002, 4.7954581E-002, 4.8304121E-002, 2.7625753E-001, 2.7802997E-001, 2.9216412E-001, 3.0122606E-001, 2.8865424E-004, 2.9916351E-004, 3.0939749E-004, 3.1133108E-004, 2.2456131E-009, 2.2434455E-009, 2.1820928E-009, 2.1183354E-009,-2.1179182E-009
 2.5000063E+001, 1.4500060E+001, 4.4532811E-002, 4.6235908E-002, 4.7946032E-002, 4.8300154E-002, 2.8445445E-001, 2.8498486E-001, 2.9533593E-001, 3.0570285E-001, 3.0126409E-004, 3.1204443E-004, 3.2269505E-004, 3.2473846E-004, 2.2456131E-009, 2.2433967E-009, 2.1828603E-009, 2.1199421E-009,-2.1192647E-009
 2.6000030E+001, 1.4500060E+001, 4.4738078E-002, 4.6314910E-002, 4.7961231E-002, 4.8303912E-002, 2.6487795E-001, 2.8252392E-001, 3.0053037E-001, 3.0186044E-001, 3.1426111E-004, 3.2512872E-004, 3.3605939E-004, 3.3816621E-004, 2.2456131E-009, 2.2435354E-009, 2.1811147E-009, 2.1186617E-009,-2.1197380E-009
 2.7000036E+001, 1.4500060E+001, 4.4802484E-002, 4.6326170E-002, 4.7985746E-002, 4.8316111E-002, 3.2782111E-001, 2.8036951E-001, 2.9545131E-001, 3.0171600E-001, 3.2690312E-004, 3.3803157E-004, 3.4946375E-004, 3.5162470E-004, 2.2456131E-009, 2.2433382E-009, 2.1829255E-009, 2.1175927E-009,-2.1182387E-009
 2.8000034E+001, 1.4500060E+001, 4.4772069E-002, 4.6305656E-002, 4.8002297E-002, 4.8326524E-002, 2.7390587E-001, 2.8340002E-001, 2.9266771E-001, 3.0455979E-001, 3.3923841E-004, 3.5082586E-004, 3.6285288E-004, 3.6508343E-004, 2.2456131E-009, 2.2434603E-009, 2.1810425E-009, 2.1175199E-009,-2.1163913E-009
 2.9000003E+001, 1.4500060E+001, 4.4821979E-002, 4.6348570E-002, 4.8002344E-002, 4.8325653E-002, 2.6450015E-001, 2.8025650E-001, 2.9686274E-001, 3.0291688E-001, 3.5186879E-004, 3.6385502E-004, 3.7618661E-004, 3.7850366E-004, 2.2456131E-009, 2.2433959E-009, 2.1814139E-009, 2.1190095E-009,-2.1179569E-009
 3.0000000E+001, 1.4500060E+001, 4.4812079E-002, 4.6339723E-002, 4.8009564E-002, 4.8328011E-002, 2.5024876E-001, 2.7988312E-001, 2.9481276E-001, 3.0490482E-001, 3.6427805E-004, 3.7669273E-004, 3.8955064E-004, 3.9193723E-004, 2.2456131E-009, 2.2433778E-009, 2.1822198E-009, 2.1171526E-009,-2.1184881E-009
