s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2148458E-027, 2.1772561E-028, 0.0000000E+000, 0.0000000E+000
 1.0001485E+000, 5.0048586E-001, 1.5236799E-001, 1.4457619E-001, 1.4457403E-001, 1.4458545E-001, 2.0682828E-001, 1.9591036E-001, 1.9590759E-001, 1.9592376E-001, 1.4751853E-005, 1.4620405E-005, 1.4621974E-005, 1.4623596E-005, 6.4461082E-010, 6.2463184E-010, 8.1769665E-010, 1.0051356E-009,-9.9611409E-010
 2.0000721E+000, 1.5002652E+000, 2.1535915E-001, 1.8090677E-001, 1.7970172E-001, 1.7970253E-001, 3.2575949E-001, 2.7504101E-001, 2.7252726E-001, 2.7252873E-001, 4.8523360E-005, 4.3690638E-005, 4.3652460E-005, 4.3655500E-005, 1.3231953E-009, 1.3197060E-009, 1.4191115E-009, 1.5155418E-009,-1.5235706E-009
 3.0000247E+000, 2.5002017E+000, 2.2665996E-001, 1.9001318E-001, 1.8624891E-001, 1.8633909E-001, 3.4372385E-001, 2.9725452E-001, 2.9180624E-001, 2.9128303E-001, 8.8932304E-005, 7.7629454E-005, 7.7128618E-005, 7.7130872E-005, 1.4613429E-009, 1.4626261E-009, 1.4236806E-009, 1.4427778E-009,-1.4886620E-009
 4.0002840E+000, 3.5003077E+000, 2.2779983E-001, 1.8901939E-001, 1.8254727E-001, 1.8195237E-001, 3.4566073E-001, 3.0021514E-001, 2.9524249E-001, 2.9453848E-001, 1.3016467E-004, 1.1200565E-004, 1.1056898E-004, 1.1055423E-004, 1.4814275E-009, 1.4858154E-009, 1.3816593E-009, 1.3843468E-009,-1.4596460E-009
 5.0002366E+000, 4.5004136E+000, 2.2043306E-001, 1.8790574E-001, 1.7893018E-001, 1.7646696E-001, 3.3277299E-001, 3.0047985E-001, 2.9567380E-001, 2.9510605E-001, 1.7078868E-004, 1.4613557E-004, 1.4329389E-004, 1.4300705E-004, 1.4841730E-009, 1.4901163E-009, 1.3520178E-009, 1.3350085E-009,-1.4299832E-009
 6.0001892E+000, 5.5003662E+000, 2.1919023E-001, 1.8785546E-001, 1.7675487E-001, 1.7207548E-001, 3.3056387E-001, 2.9966654E-001, 2.9568622E-001, 2.9515662E-001, 2.1050996E-004, 1.8015995E-004, 1.7548700E-004, 1.7455923E-004, 1.4845450E-009, 1.4934513E-009, 1.3383518E-009, 1.2940270E-009,-1.4014547E-009
 7.0001418E+000, 6.5003188E+000, 2.2184952E-001, 1.8808334E-001, 1.7601408E-001, 1.6913800E-001, 3.3548776E-001, 2.9980610E-001, 2.9562121E-001, 2.9515439E-001, 2.5039291E-004, 2.1421517E-004, 2.0742989E-004, 2.0544378E-004, 1.4845953E-009, 1.4865378E-009, 1.3286363E-009, 1.2556328E-009,-1.3643740E-009
 8.0000944E+000, 7.5002714E+000, 2.2638328E-001, 1.8790787E-001, 1.7561811E-001, 1.6748932E-001, 3.4395622E-001, 3.0049360E-001, 2.9566016E-001, 2.9515128E-001, 2.9101809E-004, 2.4828499E-004, 2.3928188E-004, 2.3592264E-004, 1.4846021E-009, 1.4788623E-009, 1.3191155E-009, 1.2248477E-009,-1.3258652E-009
