s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0000470E+000, 8.5002240E+000, 2.2778676E-001, 1.8724583E-001, 1.7497035E-001, 1.6644555E-001, 3.4729126E-001, 3.0102671E-001, 2.9574506E-001, 2.9515612E-001, 3.3223421E-004, 2.8227114E-004, 2.7104491E-004, 2.6616674E-004, 1.4846031E-009, 1.4748044E-009, 1.3099065E-009, 1.2036558E-009,-1.2919666E-009
 1.0000306E+001, 9.5003300E+000, 2.2368142E-001, 1.8670695E-001, 1.7414248E-001, 1.6551368E-001, 3.4131539E-001, 3.0089881E-001, 2.9578865E-001, 2.9516509E-001, 3.7321863E-004, 3.1614739E-004, 3.0267787E-004, 2.9624583E-004, 1.4846032E-009, 1.4734003E-009, 1.3030837E-009, 1.1895660E-009,-1.2647538E-009
 1.1000259E+001, 1.0500436E+001, 2.1434589E-001, 1.8689027E-001, 1.7370689E-001, 1.6464607E-001, 3.2721027E-001, 2.9976731E-001, 2.9573606E-001, 2.9516822E-001, 4.1301118E-004, 3.4997787E-004, 3.3417534E-004, 3.2614999E-004, 1.4846032E-009, 1.4879962E-009, 1.3038787E-009, 1.1827114E-009,-1.2469413E-009
 1.2000211E+001, 1.1500389E+001, 2.1327838E-001, 1.8724371E-001, 1.7424766E-001, 1.6417066E-001, 3.2190109E-001, 2.9853348E-001, 2.9553766E-001, 2.9515972E-001, 4.5150794E-004, 3.8387008E-004, 3.6568052E-004, 3.5592648E-004, 1.4846032E-009, 1.4976309E-009, 1.3155646E-009, 1.1838771E-009,-1.2391435E-009
 1.3000164E+001, 1.2500341E+001, 2.2253135E-001, 1.8818503E-001, 1.7493624E-001, 1.6435835E-001, 3.3676033E-001, 2.9921060E-001, 2.9547646E-001, 2.9513836E-001, 4.9072333E-004, 4.1788901E-004, 3.9731527E-004, 3.8567747E-004, 1.4846032E-009, 1.4906044E-009, 1.3172045E-009, 1.1776487E-009,-1.2226384E-009
 1.4000117E+001, 1.3500294E+001, 2.3068007E-001, 1.8773247E-001, 1.7511264E-001, 1.6468391E-001, 3.5172099E-001, 3.0078685E-001, 2.9562496E-001, 2.9513733E-001, 5.3187034E-004, 4.5195672E-004, 4.2903998E-004, 4.1548395E-004, 1.4846032E-009, 1.4741007E-009, 1.3089283E-009, 1.1679195E-009,-1.2016691E-009
 1.5000069E+001, 1.4500246E+001, 2.3396468E-001, 1.8649694E-001, 1.7428315E-001, 1.6469753E-001, 3.5835492E-001, 3.0161662E-001, 2.9579598E-001, 2.9515441E-001, 5.7406362E-004, 4.8586165E-004, 4.6069863E-004, 4.4532933E-004, 1.4846032E-009, 1.4703237E-009, 1.2993502E-009, 1.1632213E-009,-1.1879038E-009
 1.6000022E+001, 1.4500246E+001, 7.6029989E-002, 6.0658579E-002, 5.6651326E-002, 5.3643952E-002, 3.5374385E-001, 3.0173635E-001, 2.9585097E-001, 2.9517022E-001, 6.1629173E-004, 5.1955228E-004, 4.9216356E-004, 4.7512394E-004, 1.4846032E-009, 1.4709942E-009, 1.2947158E-009, 1.1621669E-009,-1.1815519E-009
 1.7000281E+001, 1.4500246E+001, 7.5101521E-002, 6.0563513E-002, 5.6474796E-002, 5.3520805E-002, 3.4012838E-001, 3.0116340E-001, 2.9584800E-001, 2.9517376E-001, 6.5750977E-004, 5.5315458E-004, 5.2344850E-004, 5.0479701E-004, 1.4846032E-009, 1.4715784E-009, 1.2934853E-009, 1.1599542E-009,-1.1773736E-009
 1.8000234E+001, 1.4500246E+001, 7.3842299E-002, 6.0597078E-002, 5.6370221E-002, 5.3397643E-002, 3.2531646E-001, 2.9968082E-001, 2.9575281E-001, 2.9517276E-001, 6.9713197E-004, 5.8685533E-004, 5.5464760E-004, 5.3432409E-004, 1.4846032E-009, 1.4808352E-009, 1.2967626E-009, 1.1587983E-009,-1.1751273E-009
 1.9000186E+001, 1.4500246E+001, 7.2577473E-002, 6.0713769E-002, 5.6378170E-002, 5.3307542E-002, 3.1946901E-001, 2.9833718E-001, 2.9550531E-001, 2.9515947E-001, 7.3534265E-004, 6.2077810E-004, 5.8598057E-004, 5.6378781E-004, 1.4846032E-009, 1.4974742E-009, 1.3124080E-009, 1.1660412E-009,-1.1804453E-009
 2.0000139E+001, 1.4500246E+001, 7.1976044E-002, 6.0835454E-002, 5.6483567E-002, 5.3282924E-002, 3.2870607E-001, 2.9884794E-001, 2.9543396E-001, 2.9513267E-001, 7.7399086E-004, 6.5484440E-004, 6.1759307E-004, 5.9333332E-004, 1.4846032E-009, 1.4961661E-009, 1.3188091E-009, 1.1674189E-009,-1.1774043E-009
 2.1000092E+001, 1.4500246E+001, 7.2285569E-002, 6.0930817E-002, 5.6599043E-002, 5.3320016E-002, 3.5434691E-001, 3.0050446E-001, 2.9556352E-001, 2.9513112E-001, 8.1500743E-004, 6.8895816E-004, 6.4935627E-004, 6.2305719E-004, 1.4846032E-009, 1.4737789E-009, 1.3105957E-009, 1.1624073E-009,-1.1661746E-009
 2.2000044E+001, 1.4500246E+001, 7.2919680E-002, 6.0952149E-002, 5.6668713E-002, 5.3373914E-002, 3.6532040E-001, 3.0169535E-001, 2.9578230E-001, 2.9514707E-001, 8.5763019E-004, 7.2288997E-004, 6.8106963E-004, 6.5288762E-004, 1.4846032E-009, 1.4655867E-009, 1.2975138E-009, 1.1579907E-009,-1.1577370E-009
 2.3000303E+001, 1.4500246E+001, 7.3459404E-002, 6.0898776E-002, 5.6668345E-002, 5.3408962E-002, 3.6117371E-001, 3.0207398E-001, 2.9586458E-001, 2.9516991E-001, 9.0055050E-004, 7.5652382E-004, 7.1255878E-004, 6.8270325E-004, 1.4846032E-009, 1.4669357E-009, 1.2904969E-009, 1.1578318E-009,-1.1578281E-009
 2.4000256E+001, 1.4500246E+001, 7.3637507E-002, 6.0822341E-002, 5.6615940E-002, 5.3406939E-002, 3.4269769E-001, 3.0162689E-001, 2.9588096E-001, 2.9517549E-001, 9.4224989E-004, 7.8997269E-004, 7.4377767E-004, 7.1236338E-004, 1.4846032E-009, 1.4713661E-009, 1.2901991E-009, 1.1575152E-009,-1.1606671E-009
 2.5000209E+001, 1.4500246E+001, 7.3413690E-002, 6.0780039E-002, 5.6548318E-002, 5.3373534E-002, 3.2148372E-001, 2.9988046E-001, 2.9580486E-001, 2.9517707E-001, 9.8191422E-004, 8.2352626E-004, 7.7485379E-004, 7.4184691E-004, 1.4846032E-009, 1.4819024E-009, 1.2949841E-009, 1.1578985E-009,-1.1643240E-009
 2.6000161E+001, 1.4500246E+001, 7.2950059E-002, 6.0796682E-002, 5.6512412E-002, 5.3328767E-002, 3.1892377E-001, 2.9803135E-001, 2.9555723E-001, 2.9516595E-001, 1.0198643E-003, 8.5739305E-004, 8.0604860E-004, 7.7122388E-004, 1.4846032E-009, 1.5099083E-009, 1.3150180E-009, 1.1680420E-009,-1.1756004E-009
 2.7000114E+001, 1.4500246E+001, 7.2776172E-002, 6.0845375E-002, 5.6533155E-002, 5.3301534E-002, 3.3539105E-001, 2.9926770E-001, 2.9545117E-001, 2.9513713E-001, 1.0592309E-003, 8.9149202E-004, 8.3758119E-004, 8.0066801E-004, 1.4846032E-009, 1.4896034E-009, 1.3194786E-009, 1.1646316E-009,-1.1693452E-009
 2.8000067E+001, 1.4500246E+001, 7.2841965E-002, 6.0887730E-002, 5.6576902E-002, 5.3306834E-002, 3.4837164E-001, 3.0060562E-001, 2.9562911E-001, 2.9513850E-001, 1.1001354E-003, 9.2559930E-004, 8.6930296E-004, 8.3031685E-004, 1.4846032E-009, 1.4768137E-009, 1.3109355E-009, 1.1601012E-009,-1.1591482E-009
 2.9000019E+001, 1.4500246E+001, 7.3037641E-002, 6.0904600E-002, 5.6608112E-002, 5.3328526E-002, 3.5760713E-001, 3.0145455E-001, 2.9576497E-001, 2.9515576E-001, 1.1421232E-003, 9.5955542E-004, 9.0097583E-004, 8.6009908E-004, 1.4846032E-009, 1.4690323E-009, 1.3007031E-009, 1.1588797E-009,-1.1539114E-009
 3.0000000E+001, 1.4500246E+001, 7.3245969E-002, 6.0896150E-002, 5.6615370E-002, 5.3346466E-002, 3.5614131E-001, 3.0183183E-001, 2.9584348E-001, 2.9516728E-001, 1.1844349E-003, 9.9332025E-004, 9.3248466E-004, 8.8987497E-004, 1.4846032E-009, 1.4666414E-009, 1.2937405E-009, 1.1581193E-009,-1.1538658E-009
