s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0000076E+000, 8.5002537E+000, 2.0813233E-001, 1.7364138E-001, 1.6272138E-001, 1.5513010E-001, 3.4717894E-001, 3.0573232E-001, 3.0054167E-001, 2.9988474E-001, 3.1343041E-004, 2.7061563E-004, 2.6011865E-004, 2.5521366E-004, 1.4405419E-009, 1.4287482E-009, 1.2697357E-009, 1.1679365E-009,-1.2493289E-009
 1.0000108E+001, 9.5002060E+000, 1.9859884E-001, 1.7333141E-001, 1.6183834E-001, 1.5403312E-001, 3.3160083E-001, 3.0464208E-001, 3.0054074E-001, 2.9989644E-001, 3.5170085E-004, 3.0313162E-004, 2.9053747E-004, 2.8419673E-004, 1.4405420E-009, 1.4402833E-009, 1.2669484E-009, 1.1572719E-009,-1.2271104E-009
 1.1000209E+001, 1.0500307E+001, 1.9430720E-001, 1.7348737E-001, 1.6194851E-001, 1.5320558E-001, 3.2046249E-001, 3.0250313E-001, 3.0028855E-001, 2.9989170E-001, 3.8815251E-004, 3.3564044E-004, 3.2087303E-004, 3.1299261E-004, 1.4405420E-009, 1.4547443E-009, 1.2787167E-009, 1.1576938E-009,-1.2186521E-009
 1.2000013E+001, 1.1500259E+001, 2.0104119E-001, 1.7471235E-001, 1.6273484E-001, 1.5311014E-001, 3.3217711E-001, 3.0322764E-001, 3.0011175E-001, 2.9985603E-001, 4.2504176E-004, 3.6828033E-004, 3.5130131E-004, 3.4168811E-004, 1.4405420E-009, 1.4460153E-009, 1.2807409E-009, 1.1486516E-009,-1.1993162E-009
 1.3000113E+001, 1.2500211E+001, 2.0908602E-001, 1.7470442E-001, 1.6316350E-001, 1.5346144E-001, 3.4752030E-001, 3.0486676E-001, 3.0030106E-001, 2.9984993E-001, 4.6354173E-004, 4.0104877E-004, 3.8187111E-004, 3.7042705E-004, 1.4405420E-009, 1.4310826E-009, 1.2743256E-009, 1.1384575E-009,-1.1772972E-009
 1.4000214E+001, 1.3500312E+001, 2.1196972E-001, 1.7384863E-001, 1.6261859E-001, 1.5359311E-001, 3.5342851E-001, 3.0593492E-001, 3.0052378E-001, 2.9987154E-001, 5.0308354E-004, 4.3373113E-004, 4.1242493E-004, 3.9922161E-004, 1.4405420E-009, 1.4270372E-009, 1.2651363E-009, 1.1332653E-009,-1.1614192E-009
 1.5000018E+001, 1.4500264E+001, 2.1068802E-001, 1.7311535E-001, 1.6163894E-001, 1.5318713E-001, 3.5163419E-001, 3.0608375E-001, 3.0060002E-001, 2.9989412E-001, 5.4277811E-004, 4.6624415E-004, 4.4281285E-004, 4.2798242E-004, 1.4405420E-009, 1.4267506E-009, 1.2599797E-009, 1.1319496E-009,-1.1534140E-009
 1.6000119E+001, 1.4500264E+001, 7.0185181E-002, 5.8378538E-002, 5.4430161E-002, 5.1591718E-002, 3.4140514E-001, 3.0550212E-001, 3.0059331E-001, 2.9989998E-001, 5.8176599E-004, 4.9867356E-004, 4.7304891E-004, 4.5664172E-004, 1.4405420E-009, 1.4269923E-009, 1.2581377E-009, 1.1295127E-009,-1.1482365E-009
 1.7000219E+001, 1.4500264E+001, 6.8809618E-002, 5.8399038E-002, 5.4362123E-002, 5.1480672E-002, 3.2302431E-001, 3.0373530E-001, 3.0046296E-001, 2.9989923E-001, 6.1923304E-004, 5.3113212E-004, 5.0321532E-004, 4.8518326E-004, 1.4405420E-009, 1.4478544E-009, 1.2652950E-009, 1.1323790E-009,-1.1498430E-009
 1.8000023E+001, 1.4500264E+001, 6.7713416E-002, 5.8448885E-002, 5.4400868E-002, 5.1412489E-002, 3.2295941E-001, 3.0249786E-001, 3.0017276E-001, 2.9987765E-001, 6.5562605E-004, 5.6365276E-004, 5.3347516E-004, 5.1366439E-004, 1.4405420E-009, 1.4497543E-009, 1.2770312E-009, 1.1369722E-009,-1.1521496E-009
 1.9000124E+001, 1.4500264E+001, 6.7618931E-002, 5.8551786E-002, 5.4501885E-002, 5.1408289E-002, 3.3686305E-001, 3.0384164E-001, 3.0017830E-001, 2.9984843E-001, 6.9303842E-004, 5.9635631E-004, 5.6392540E-004, 5.4222043E-004, 1.4405420E-009, 1.4398251E-009, 1.2767326E-009, 1.1331147E-009,-1.1435488E-009
 2.0000224E+001, 1.4500264E+001, 6.8079386E-002, 5.8628344E-002, 5.4599005E-002, 5.1447743E-002, 3.4944417E-001, 3.0542870E-001, 3.0035247E-001, 2.9985817E-001, 7.3188739E-004, 6.2910102E-004, 5.9447706E-004, 5.7089306E-004, 1.4405420E-009, 1.4278633E-009, 1.2689628E-009, 1.1282771E-009,-1.1334000E-009
 2.1000029E+001, 1.4500264E+001, 6.8605399E-002, 5.8643944E-002, 5.4646332E-002, 5.1493162E-002, 3.5303589E-001, 3.0602577E-001, 3.0055308E-001, 2.9987904E-001, 7.7145528E-004, 6.6171794E-004, 6.2496166E-004, 5.9962094E-004, 1.4405420E-009, 1.4264681E-009, 1.2615998E-009, 1.1275034E-009,-1.1294984E-009
 2.2000129E+001, 1.4500264E+001, 6.8962676E-002, 5.8619790E-002, 5.4638273E-002, 5.1516244E-002, 3.4855400E-001, 3.0597612E-001, 3.0060165E-001, 2.9989720E-001, 8.1096267E-004, 6.9420725E-004, 6.5529244E-004, 6.2832089E-004, 1.4405420E-009, 1.4260723E-009, 1.2579460E-009, 1.1274401E-009,-1.1294151E-009
 2.3000230E+001, 1.4500264E+001, 6.9020544E-002, 5.8589426E-002, 5.4602619E-002, 5.1509546E-002, 3.3748539E-001, 3.0505790E-001, 3.0056846E-001, 2.9989996E-001, 8.4953632E-004, 7.2664212E-004, 6.8549162E-004, 6.5691414E-004, 1.4405420E-009, 1.4289506E-009, 1.2575757E-009, 1.1260833E-009,-1.1300668E-009
 2.4000034E+001, 1.4500264E+001, 6.8723182E-002, 5.8576272E-002, 5.4571446E-002, 5.1485677E-002, 3.2051220E-001, 3.0310967E-001, 3.0037232E-001, 2.9989519E-001, 8.8638673E-004, 7.5911966E-004, 7.1566460E-004, 6.8540560E-004, 1.4405420E-009, 1.4533087E-009, 1.2700503E-009, 1.1334545E-009,-1.1392546E-009
 2.5000134E+001, 1.4500264E+001, 6.8443627E-002, 5.8580453E-002, 5.4572861E-002, 5.1464721E-002, 3.2728065E-001, 3.0291793E-001, 3.0013675E-001, 2.9986503E-001, 9.2301700E-004, 7.9168853E-004, 7.4599298E-004, 7.1389521E-004, 1.4405420E-009, 1.4474604E-009, 1.2769909E-009, 1.1343481E-009,-1.1394915E-009
 2.6000235E+001, 1.4500264E+001, 6.8421011E-002, 5.8611615E-002, 5.4600977E-002, 5.1463509E-002, 3.4218081E-001, 3.0417642E-001, 3.0023859E-001, 2.9984627E-001, 9.6090684E-004, 8.2442694E-004, 7.7648611E-004, 7.4248219E-004, 1.4405420E-009, 1.4350658E-009, 1.2745704E-009, 1.1304067E-009,-1.1324046E-009
 2.7000039E+001, 1.4500264E+001, 6.8595231E-002, 5.8634853E-002, 5.4632372E-002, 5.1478717E-002, 3.5112875E-001, 3.0564669E-001, 3.0042930E-001, 2.9986454E-001, 1.0000726E-003, 8.5713749E-004, 8.0702335E-004, 7.7116881E-004, 1.4405420E-009, 1.4265470E-009, 1.2659385E-009, 1.1266684E-009,-1.1254221E-009
 2.8000139E+001, 1.4500264E+001, 6.8805308E-002, 5.8634683E-002, 5.4644609E-002, 5.1496414E-002, 3.5250117E-001, 3.0605251E-001, 3.0058264E-001, 2.9988873E-001, 1.0397021E-003, 8.8971446E-004, 8.3746610E-004, 7.9989879E-004, 1.4405420E-009, 1.4263249E-009, 1.2598073E-009, 1.1270093E-009,-1.1247797E-009
 2.9000240E+001, 1.4500264E+001, 6.8941557E-002, 5.8619655E-002, 5.4634111E-002, 5.1503054E-002, 3.4544706E-001, 3.0580603E-001, 3.0059941E-001, 2.9989899E-001, 1.0789908E-003, 9.2217567E-004, 8.6774561E-004, 8.2856243E-004, 1.4405420E-009, 1.4259677E-009, 1.2572758E-009, 1.1264828E-009,-1.1259365E-009
 3.0000000E+001, 1.4500264E+001, 6.8922622E-002, 5.8604698E-002, 5.4612694E-002, 5.1495741E-002, 3.3243436E-001, 3.0453211E-001, 3.0053069E-001, 2.9989999E-001, 1.1171247E-003, 9.5460969E-004, 8.9791213E-004, 8.5710743E-004, 1.4405420E-009, 1.4358188E-009, 1.2592255E-009, 1.1263345E-009,-1.1285944E-009
