s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1044053E-029, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000075E+000, 5.0016706E-001, 3.5580820E-002, 3.7112204E-002, 3.6962087E-002, 3.6962212E-002, 3.8650723E-001, 4.0441700E-001, 4.0270177E-001, 4.0270270E-001, 9.2060536E-006, 9.2487748E-006, 9.2447978E-006, 9.2457915E-006, 9.3050494E-010, 9.1773029E-010, 1.0441732E-009, 1.1864902E-009,-1.2196183E-009
 2.0000437E+000, 1.5000565E+000, 4.8317538E-002, 5.0144757E-002, 5.1658813E-002, 5.0604004E-002, 5.4323664E-001, 5.7034346E-001, 6.0246571E-001, 5.9672836E-001, 2.9487816E-005, 3.0348740E-005, 3.0389807E-005, 3.0389873E-005, 1.9110994E-009, 1.9104537E-009, 1.8788408E-009, 1.9262742E-009,-2.0513194E-009
 3.0000090E+000, 2.5000541E+000, 4.8784646E-002, 4.6710506E-002, 4.9842516E-002, 4.9545668E-002, 5.8496706E-001, 5.6295633E-001, 6.2334985E-001, 6.3560036E-001, 5.2402706E-005, 5.4756320E-005, 5.5121903E-005, 5.4830361E-005, 2.1107264E-009, 2.1066944E-009, 2.0009716E-009, 1.9170554E-009,-2.0183478E-009
 4.0000026E+000, 3.5000348E+000, 4.8780363E-002, 5.0848757E-002, 5.0743625E-002, 5.1471138E-002, 5.6707652E-001, 5.9876246E-001, 6.1278996E-001, 6.4187673E-001, 7.5736674E-005, 7.9580385E-005, 8.0248825E-005, 7.9689246E-005, 2.1397441E-009, 2.1362353E-009, 2.0231190E-009, 1.9084673E-009,-1.9399846E-009
 5.0000250E+000, 4.5000407E+000, 4.0594408E-002, 4.5188745E-002, 4.3531351E-002, 4.4056563E-002, 5.4859528E-001, 6.2214554E-001, 6.1287783E-001, 6.3891215E-001, 9.9274998E-005, 1.0428124E-004, 1.0541726E-004, 1.0459240E-004, 2.1437114E-009, 2.1406486E-009, 2.0266930E-009, 1.9069171E-009,-1.9187240E-009
 6.0000079E+000, 5.5000424E+000, 4.0971362E-002, 4.6952770E-002, 4.6994341E-002, 4.7093917E-002, 5.1823000E-001, 6.0328529E-001, 6.2083026E-001, 6.4377464E-001, 1.2232965E-004, 1.2948279E-004, 1.3074444E-004, 1.2953802E-004, 2.1442490E-009, 2.1415957E-009, 2.0246218E-009, 1.9086207E-009,-1.9133926E-009
 7.0000201E+000, 6.5000397E+000, 3.8217545E-002, 4.2234837E-002, 4.3265184E-002, 4.2792677E-002, 5.3295798E-001, 5.9785718E-001, 6.2827277E-001, 6.4345579E-001, 1.4543354E-004, 1.5436081E-004, 1.5598501E-004, 1.5448430E-004, 2.1443218E-009, 2.1411915E-009, 2.0269737E-009, 1.9059016E-009,-1.9067989E-009
 8.0000399E+000, 7.5000556E+000, 4.3294463E-002, 4.7775774E-002, 4.8366749E-002, 4.7628066E-002, 5.4307621E-001, 6.0930485E-001, 6.3611609E-001, 6.4163854E-001, 1.6861155E-004, 1.7943133E-004, 1.8129629E-004, 1.7940002E-004, 2.1443317E-009, 2.1410414E-009, 2.0269582E-009, 1.9080474E-009,-1.9085674E-009
 9.0000496E+000, 8.5000705E+000, 4.3482941E-002, 4.7523549E-002, 4.6610582E-002, 4.6471123E-002, 5.6196852E-001, 6.2266660E-001, 6.2619829E-001, 6.4630611E-001, 1.9187552E-004, 2.0431617E-004, 2.0648159E-004, 2.0435642E-004, 2.1443330E-009, 2.1410285E-009, 2.0263773E-009, 1.9078547E-009,-1.9081905E-009
 1.0000025E+001, 9.5000628E+000, 4.1007263E-002, 4.3094657E-002, 4.2831910E-002, 4.2460465E-002, 5.7612411E-001, 6.1710624E-001, 6.2460992E-001, 6.3806435E-001, 2.1561119E-004, 2.2936493E-004, 2.3170145E-004, 2.2924319E-004, 2.1443332E-009, 2.1415391E-009, 2.0285880E-009, 1.9073142E-009,-1.9084570E-009
 1.1000033E+001, 1.0500055E+001, 4.6120746E-002, 4.5706841E-002, 4.7109122E-002, 4.5620957E-002, 5.9947825E-001, 6.0088609E-001, 6.3693480E-001, 6.3511472E-001, 2.3930891E-004, 2.5429093E-004, 2.5695043E-004, 2.5417104E-004, 2.1443332E-009, 2.1412608E-009, 2.0253424E-009, 1.9078923E-009,-1.9083827E-009
 1.2000045E+001, 1.1500066E+001, 4.5155437E-002, 4.6034873E-002, 4.5944190E-002, 4.4574259E-002, 6.0163438E-001, 6.2674552E-001, 6.3705150E-001, 6.3724592E-001, 2.6328974E-004, 2.7963723E-004, 2.8222135E-004, 2.7907866E-004, 2.1443332E-009, 2.1410741E-009, 2.0249526E-009, 1.9073436E-009,-1.9068712E-009
 1.3000011E+001, 1.2500053E+001, 4.2415095E-002, 4.5707583E-002, 4.6066084E-002, 4.5873106E-002, 5.5224469E-001, 6.0419960E-001, 6.2710558E-001, 6.4529845E-001, 2.8744669E-004, 3.0479045E-004, 3.0747884E-004, 3.0399384E-004, 2.1443332E-009, 2.1414389E-009, 2.0247628E-009, 1.9074756E-009,-1.9072586E-009
 1.4000008E+001, 1.3500035E+001, 4.2403562E-002, 4.5322184E-002, 4.6221276E-002, 4.5065208E-002, 5.5914869E-001, 6.0877497E-001, 6.3702003E-001, 6.3918622E-001, 3.1104513E-004, 3.2989817E-004, 3.3276053E-004, 3.2892091E-004, 2.1443332E-009, 2.1409942E-009, 2.0266542E-009, 1.9053901E-009,-1.9068068E-009
