s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6786960E-027, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000780E+000, 5.0024377E-001, 1.1333934E-001, 1.0351930E-001, 1.0351695E-001, 1.0352518E-001, 4.3503623E-001, 3.9635065E-001, 3.9634208E-001, 3.9637603E-001, 2.5168435E-005, 2.4220633E-005, 2.4222163E-005, 2.4225578E-005, 1.2624543E-009, 1.2351890E-009, 1.6249167E-009, 2.0142736E-009,-2.0422022E-009
 2.0000114E+000, 1.5001046E+000, 1.4207236E-001, 1.3728515E-001, 1.3494716E-001, 1.3473137E-001, 5.9956577E-001, 6.0065913E-001, 5.9967948E-001, 5.9725532E-001, 8.3643399E-005, 8.1129258E-005, 8.0502481E-005, 8.0464392E-005, 2.5925581E-009, 2.5866891E-009, 2.6428260E-009, 2.8218740E-009,-3.0037114E-009
 3.0000752E+000, 2.5001025E+000, 1.6018118E-001, 1.4484786E-001, 1.3790819E-001, 1.3456616E-001, 6.8073780E-001, 6.5236714E-001, 6.4223561E-001, 6.4009496E-001, 1.5630190E-004, 1.4789951E-004, 1.4497746E-004, 1.4418292E-004, 2.8633298E-009, 2.8724553E-009, 2.6272765E-009, 2.6050026E-009,-2.8529535E-009
 4.0000205E+000, 3.5001071E+000, 1.4878527E-001, 1.4402808E-001, 1.3522230E-001, 1.3007370E-001, 6.2679090E-001, 6.4773216E-001, 6.4697615E-001, 6.4682096E-001, 2.2816153E-004, 2.1560672E-004, 2.0904894E-004, 2.0621718E-004, 2.9026920E-009, 2.9658102E-009, 2.6413511E-009, 2.4571425E-009,-2.6995735E-009
 5.0000843E+000, 4.5001116E+000, 1.6452202E-001, 1.4543213E-001, 1.3581150E-001, 1.2865449E-001, 6.9992447E-001, 6.5919594E-001, 6.4906494E-001, 6.4747845E-001, 3.0142104E-004, 2.8346709E-004, 2.7267667E-004, 2.6669637E-004, 2.9080730E-009, 2.9584145E-009, 2.6462369E-009, 2.3715371E-009,-2.5290754E-009
 6.0000297E+000, 5.5001162E+000, 1.6169292E-001, 1.4521446E-001, 1.3472707E-001, 1.2791396E-001, 6.8755494E-001, 6.6604205E-001, 6.5206978E-001, 6.4755620E-001, 3.7901832E-004, 3.5183473E-004, 3.3616623E-004, 3.2683165E-004, 2.9088023E-009, 2.9261301E-009, 2.6207009E-009, 2.3293216E-009,-2.4068775E-009
 7.0000935E+000, 6.5001208E+000, 1.6779841E-001, 1.4618611E-001, 1.3443935E-001, 1.2671344E-001, 7.1606194E-001, 6.6953934E-001, 6.5050840E-001, 6.4778953E-001, 4.5605250E-004, 4.1987632E-004, 3.9918783E-004, 3.8651669E-004, 2.9089010E-009, 2.9274571E-009, 2.6017480E-009, 2.3214141E-009,-2.3628805E-009
 8.0000388E+000, 7.5001254E+000, 1.6696967E-001, 1.4530978E-001, 1.3401208E-001, 1.2660120E-001, 7.1342492E-001, 6.6884840E-001, 6.5289370E-001, 6.4798809E-001, 5.3401648E-004, 4.8820078E-004, 4.6219617E-004, 4.4596283E-004, 2.9089143E-009, 2.9128476E-009, 2.5940368E-009, 2.3027223E-009,-2.3330552E-009
 9.0001026E+000, 8.5001299E+000, 1.6640981E-001, 1.4534496E-001, 1.3372570E-001, 1.2606051E-001, 7.1293371E-001, 6.7044326E-001, 6.5271129E-001, 6.4795390E-001, 6.1281550E-004, 5.5641048E-004, 5.2494882E-004, 5.0520405E-004, 2.9089161E-009, 2.9101770E-009, 2.5839036E-009, 2.2954582E-009,-2.3152247E-009
 1.0000048E+001, 9.5001345E+000, 1.6678821E-001, 1.4551909E-001, 1.3339700E-001, 1.2582024E-001, 7.1471743E-001, 6.7333608E-001, 6.5296725E-001, 6.4820578E-001, 6.9186599E-004, 6.2466920E-004, 5.8759810E-004, 5.6428156E-004, 2.9089164E-009, 2.9008429E-009, 2.5759627E-009, 2.2854845E-009,-2.2998012E-009
 1.1000112E+001, 1.0500139E+001, 1.6519787E-001, 1.4548798E-001, 1.3329194E-001, 1.2549952E-001, 7.0658340E-001, 6.7296988E-001, 6.5323905E-001, 6.4809627E-001, 7.7075868E-004, 6.9286407E-004, 6.5013584E-004, 6.2322887E-004, 2.9089164E-009, 2.9028484E-009, 2.5690490E-009, 2.2796961E-009,-2.2903147E-009
 1.2000057E+001, 1.1500144E+001, 1.6173600E-001, 1.4521915E-001, 1.3342306E-001, 1.2547885E-001, 6.9156506E-001, 6.6734603E-001, 6.5219062E-001, 6.4832270E-001, 8.4737638E-004, 7.6096555E-004, 7.1264398E-004, 6.8210225E-004, 2.9089164E-009, 2.9111499E-009, 2.5739321E-009, 2.2811955E-009,-2.2902049E-009
 1.3000002E+001, 1.2500089E+001, 1.6322943E-001, 1.4575914E-001, 1.3397999E-001, 1.2588693E-001, 6.9810265E-001, 6.6965757E-001, 6.5159898E-001, 6.4787202E-001, 9.2352309E-004, 8.2921823E-004, 7.7536012E-004, 7.4102910E-004, 2.9089164E-009, 2.9098694E-009, 2.5773493E-009, 2.2797374E-009,-2.2863415E-009
 1.4000066E+001, 1.3500094E+001, 1.6260716E-001, 1.4574989E-001, 1.3396161E-001, 1.2614648E-001, 6.9567016E-001, 6.6962475E-001, 6.5190791E-001, 6.4783495E-001, 9.9984797E-004, 8.9748625E-004, 8.3823758E-004, 8.0018104E-004, 2.9089164E-009, 2.9052172E-009, 2.5762362E-009, 2.2788855E-009,-2.2819153E-009
 1.5000012E+001, 1.4500098E+001, 1.6540829E-001, 1.4497336E-001, 1.3381943E-001, 1.2616543E-001, 7.0953319E-001, 6.6446857E-001, 6.5077720E-001, 6.4797417E-001, 1.0762910E-003, 9.6571519E-004, 9.0108489E-004, 8.5938578E-004, 2.9089164E-009, 2.9020501E-009, 2.5722741E-009, 2.2785570E-009,-2.2814400E-009
 1.6000075E+001, 1.4500098E+001, 1.3769865E-001, 1.2300164E-001, 1.1317756E-001, 1.0653980E-001, 6.8994020E-001, 6.7041678E-001, 6.5169142E-001, 6.4827726E-001, 1.1527936E-003, 1.0340526E-003, 9.6396417E-004, 9.1857724E-004, 2.9089164E-009, 2.8975543E-009, 2.5663574E-009, 2.2734107E-009,-2.2771609E-009
 1.7000021E+001, 1.4500098E+001, 1.3603668E-001, 1.2282005E-001, 1.1316876E-001, 1.0653653E-001, 6.6122592E-001, 6.5939244E-001, 6.5137345E-001, 6.4800061E-001, 1.2274419E-003, 1.1021813E-003, 1.0268274E-003, 9.7775915E-004, 2.9089164E-009, 2.8994216E-009, 2.5633575E-009, 2.2722682E-009,-2.2762107E-009
 1.8000085E+001, 1.4500098E+001, 1.3418458E-001, 1.2245991E-001, 1.1327969E-001, 1.0656447E-001, 6.6277916E-001, 6.4670701E-001, 6.4709162E-001, 6.4763685E-001, 1.2999357E-003, 1.1698188E-003, 1.0898878E-003, 1.0369965E-003, 2.9089164E-009, 2.9046831E-009, 2.5652317E-009, 2.2710322E-009,-2.2760336E-009
 1.9000030E+001, 1.4500098E+001, 1.3435972E-001, 1.2258585E-001, 1.1360994E-001, 1.0680500E-001, 6.9611462E-001, 6.5965574E-001, 6.4945748E-001, 6.4724744E-001, 1.3748678E-003, 1.2381282E-003, 1.1535515E-003, 1.0967302E-003, 2.9089164E-009, 2.9086156E-009, 2.5763695E-009, 2.2760612E-009,-2.2805581E-009
