s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 2.0000094E+001, 1.4500098E+001, 1.3506324E-001, 1.2278371E-001, 1.1375516E-001, 1.0704031E-001, 6.9783515E-001, 6.7114571E-001, 6.5136389E-001, 6.4777961E-001, 1.4514711E-003, 1.3067854E-003, 1.2170755E-003, 1.1567238E-003, 2.9089164E-009, 2.9006958E-009, 2.5760430E-009, 2.2749886E-009,-2.2791659E-009
 2.1000039E+001, 1.4500098E+001, 1.3551449E-001, 1.2281006E-001, 1.1371611E-001, 1.0708028E-001, 7.0493971E-001, 6.6962682E-001, 6.5100262E-001, 6.4792559E-001, 1.5280064E-003, 1.3750827E-003, 1.2801392E-003, 1.2163206E-003, 2.9089164E-009, 2.8980756E-009, 2.5679021E-009, 2.2759551E-009,-2.2769943E-009
 2.2000103E+001, 1.4500098E+001, 1.3571473E-001, 1.2283391E-001, 1.1365677E-001, 1.0703152E-001, 6.8153253E-001, 6.6715451E-001, 6.5214623E-001, 6.4802238E-001, 1.6040757E-003, 1.4434076E-003, 1.3430881E-003, 1.2756238E-003, 2.9089164E-009, 2.8966598E-009, 2.5636573E-009, 2.2717511E-009,-2.2716064E-009
 2.3000048E+001, 1.4500098E+001, 1.3528141E-001, 1.2278154E-001, 1.1361199E-001, 1.0697914E-001, 6.4434926E-001, 6.5220814E-001, 6.5052443E-001, 6.4785801E-001, 1.6775428E-003, 1.5114122E-003, 1.4060282E-003, 1.3348497E-003, 2.9089164E-009, 2.8981625E-009, 2.5623589E-009, 2.2697511E-009,-2.2701016E-009
 2.4000112E+001, 1.4500098E+001, 1.3489770E-001, 1.2267592E-001, 1.1364161E-001, 1.0696509E-001, 6.7667686E-001, 6.5366413E-001, 6.4728824E-001, 6.4720391E-001, 1.7507853E-003, 1.5791004E-003, 1.4692982E-003, 1.3942161E-003, 2.9089164E-009, 2.9099482E-009, 2.5688839E-009, 2.2728501E-009,-2.2748994E-009
 2.5000057E+001, 1.4500098E+001, 1.3504436E-001, 1.2275950E-001, 1.1374425E-001, 1.0705794E-001, 7.1481907E-001, 6.6867916E-001, 6.5034560E-001, 6.4742695E-001, 1.8265392E-003, 1.6477143E-003, 1.5329991E-003, 1.4541538E-003, 2.9089164E-009, 2.9035588E-009, 2.5770042E-009, 2.2749460E-009,-2.2767229E-009
 2.6000003E+001, 1.4500098E+001, 1.3530783E-001, 1.2280361E-001, 1.1376598E-001, 1.0711897E-001, 7.0636443E-001, 6.6752253E-001, 6.5203264E-001, 6.4774779E-001, 1.9031698E-003, 1.7161798E-003, 1.5963197E-003, 1.5140001E-003, 2.9089164E-009, 2.9005135E-009, 2.5733292E-009, 2.2755829E-009,-2.2775373E-009
 2.7000066E+001, 1.4500098E+001, 1.3551306E-001, 1.2281956E-001, 1.1372961E-001, 1.0710607E-001, 6.9576622E-001, 6.7060518E-001, 6.5250932E-001, 6.4784735E-001, 1.9797139E-003, 1.7845148E-003, 1.6592846E-003, 1.5734285E-003, 2.9089164E-009, 2.8973642E-009, 2.5662921E-009, 2.2746071E-009,-2.2735372E-009
 2.8000012E+001, 1.4500098E+001, 1.3556783E-001, 1.2282613E-001, 1.1369382E-001, 1.0707272E-001, 6.7004303E-001, 6.6427921E-001, 6.5172179E-001, 6.4797948E-001, 2.0553903E-003, 1.8527916E-003, 1.7222058E-003, 1.6326877E-003, 2.9089164E-009, 2.8971978E-009, 2.5631167E-009, 2.2707248E-009,-2.2697248E-009
 2.9000076E+001, 1.4500098E+001, 1.3524825E-001, 1.2277695E-001, 1.1367034E-001, 1.0704077E-001, 6.5801326E-001, 6.4688697E-001, 6.4981948E-001, 6.4784316E-001, 2.1282250E-003, 1.9206502E-003, 1.7851904E-003, 1.6919279E-003, 2.9089164E-009, 2.8991708E-009, 2.5624608E-009, 2.2694916E-009,-2.2697970E-009
 3.0000000E+001, 1.4500098E+001, 1.3508101E-001, 1.2273528E-001, 1.1370335E-001, 1.0704202E-001, 6.8574108E-001, 6.5657263E-001, 6.4829798E-001, 6.4710547E-001, 2.2019635E-003, 1.9885072E-003, 1.8486110E-003, 1.7514009E-003, 2.9089164E-009, 2.9112284E-009, 2.5716639E-009, 2.2741183E-009,-2.2762072E-009
