s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3958086E-028, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0001121E+000, 5.0034424E-001, 5.8548669E-002, 5.5473394E-002, 5.5471635E-002, 5.5477423E-002, 1.9837758E-001, 1.8783292E-001, 1.8782711E-001, 1.8784740E-001, 1.2770028E-005, 1.2556106E-005, 1.2557286E-005, 1.2558974E-005, 1.2143465E-009, 1.1894680E-009, 1.3869428E-009, 1.5865204E-009,-1.5909770E-009
 2.0000142E+000, 1.5001329E+000, 7.2786278E-002, 7.2661916E-002, 7.2132411E-002, 7.2044812E-002, 2.7164180E-001, 2.7513171E-001, 2.7401727E-001, 2.7360386E-001, 3.9613590E-005, 3.9160381E-005, 3.9022703E-005, 3.9020695E-005, 2.4932774E-009, 2.4897891E-009, 2.5476192E-009, 2.6592209E-009,-2.7454908E-009
 3.0001068E+000, 2.5001269E+000, 8.3115014E-002, 7.8052876E-002, 7.5935965E-002, 7.5333453E-002, 3.1105258E-001, 2.9934677E-001, 2.9508639E-001, 2.9504831E-001, 7.2618709E-005, 7.0910388E-005, 7.0276727E-005, 7.0171978E-005, 2.7536607E-009, 2.7600057E-009, 2.6589361E-009, 2.6684166E-009,-2.7863762E-009
 4.0000667E+000, 3.5001532E+000, 7.7801012E-002, 7.8275511E-002, 7.6015965E-002, 7.4545978E-002, 2.9060891E-001, 3.0145515E-001, 3.0035069E-001, 2.9853558E-001, 1.0658298E-004, 1.0379404E-004, 1.0208648E-004, 1.0155112E-004, 2.7915140E-009, 2.8200828E-009, 2.6706689E-009, 2.6027074E-009,-2.7269733E-009
 5.0000265E+000, 4.5001130E+000, 7.7760038E-002, 7.7223456E-002, 7.5773050E-002, 7.3819791E-002, 2.9029342E-001, 2.9604855E-001, 2.9989347E-001, 2.9925278E-001, 1.3881641E-004, 1.3639531E-004, 1.3376921E-004, 1.3256436E-004, 2.7966884E-009, 2.8186055E-009, 2.6696161E-009, 2.5498547E-009,-2.6476368E-009
 6.0001191E+000, 5.5001392E+000, 7.9064658E-002, 7.7849192E-002, 7.5892865E-002, 7.3706123E-002, 2.9563042E-001, 2.9757033E-001, 2.9821952E-001, 2.9889314E-001, 1.7116474E-004, 1.6865065E-004, 1.6541476E-004, 1.6340766E-004, 2.7973898E-009, 2.8159168E-009, 2.6634530E-009, 2.5222154E-009,-2.5823035E-009
 7.0000789E+000, 6.5001654E+000, 8.5583999E-002, 7.8655973E-002, 7.6031098E-002, 7.4054436E-002, 3.2085162E-001, 3.0250079E-001, 2.9935295E-001, 2.9905942E-001, 2.0544522E-004, 2.0152253E-004, 1.9717450E-004, 1.9432893E-004, 2.7974847E-009, 2.8010454E-009, 2.6556588E-009, 2.5092600E-009,-2.5414955E-009
 8.0000387E+000, 7.5001252E+000, 8.3063558E-002, 7.9086189E-002, 7.5883218E-002, 7.3810463E-002, 3.1152725E-001, 3.0571344E-001, 3.0080056E-001, 2.9928780E-001, 2.4110349E-004, 2.3469721E-004, 2.2895352E-004, 2.2526596E-004, 2.7974975E-009, 2.7989036E-009, 2.6476159E-009, 2.5031047E-009,-2.5242214E-009
