s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.1000017E+001, 1.0500079E+001, 1.6189092E-001, 1.3700693E-001, 1.2531051E-001, 1.1806600E-001, 7.3452457E-001, 6.7066044E-001, 6.4976744E-001, 6.4500059E-001, 7.6309972E-004, 6.7143816E-004, 6.2805882E-004, 6.0201846E-004, 2.8183825E-009, 2.8137355E-009, 2.4899772E-009, 2.2094666E-009,-2.2191988E-009
 1.2000009E+001, 1.1500071E+001, 1.6268300E-001, 1.3700238E-001, 1.2528217E-001, 1.1800053E-001, 7.3848448E-001, 6.7135397E-001, 6.4986148E-001, 6.4497687E-001, 8.4132792E-004, 7.3738320E-004, 6.8837086E-004, 6.5882660E-004, 2.8183825E-009, 2.8125578E-009, 2.4886170E-009, 2.2067054E-009,-2.2140723E-009
 1.3000001E+001, 1.2500063E+001, 1.6249319E-001, 1.3695171E-001, 1.2519763E-001, 1.1793127E-001, 7.3765258E-001, 6.7139574E-001, 6.4994304E-001, 6.4500908E-001, 9.1964730E-004, 8.0330869E-004, 7.4865200E-004, 7.1560990E-004, 2.8183825E-009, 2.8117585E-009, 2.4872943E-009, 2.2049441E-009,-2.2098512E-009
 1.4000109E+001, 1.3500113E+001, 1.6304455E-001, 1.3694259E-001, 1.2516583E-001, 1.1787300E-001, 7.4025982E-001, 6.7144214E-001, 6.4995053E-001, 6.4501098E-001, 9.9799749E-004, 8.6923163E-004, 8.0891185E-004, 7.7236457E-004, 2.8183825E-009, 2.8115095E-009, 2.4864343E-009, 2.2039724E-009,-2.2074525E-009
 1.5000101E+001, 1.4500163E+001, 1.6255003E-001, 1.3693447E-001, 1.2515146E-001, 1.1784946E-001, 7.3796748E-001, 6.7146314E-001, 6.4996448E-001, 6.4501325E-001, 1.0763636E-003, 9.3514432E-004, 8.6915490E-004, 8.2909444E-004, 2.8183825E-009, 2.8112728E-009, 2.4860479E-009, 2.2031720E-009,-2.2057034E-009
 1.6000093E+001, 1.4500163E+001, 1.4108247E-001, 1.1864185E-001, 1.0843027E-001, 1.0210077E-001, 7.4036590E-001, 6.7147701E-001, 6.4996676E-001, 6.4501447E-001, 1.1547410E-003, 1.0010549E-003, 9.2939253E-004, 8.8581576E-004, 2.8183825E-009, 2.8111567E-009, 2.4857716E-009, 2.2027107E-009,-2.2045419E-009
 1.7000085E+001, 1.4500163E+001, 1.4108755E-001, 1.1864065E-001, 1.0842747E-001, 1.0209619E-001, 7.3862180E-001, 6.7149466E-001, 6.4997142E-001, 6.4501477E-001, 1.2331252E-003, 1.0669652E-003, 9.8962798E-004, 9.4253287E-004, 2.8183825E-009, 2.8110852E-009, 2.4856628E-009, 2.2024654E-009,-2.2038534E-009
 1.8000077E+001, 1.4500163E+001, 1.4109442E-001, 1.1863993E-001, 1.0842561E-001, 1.0209339E-001, 7.3973565E-001, 6.7150379E-001, 6.4997435E-001, 6.4501564E-001, 1.3115180E-003, 1.1328749E-003, 1.0498619E-003, 9.9924786E-004, 2.8183825E-009, 2.8110189E-009, 2.4855569E-009, 2.2023014E-009,-2.2033675E-009
 1.9000069E+001, 1.4500163E+001, 1.4109733E-001, 1.1863941E-001, 1.0842418E-001, 1.0209131E-001, 7.3964603E-001, 6.7151029E-001, 6.4997591E-001, 6.4501574E-001, 1.3899096E-003, 1.1987843E-003, 1.1100947E-003, 1.0559613E-003, 2.8183825E-009, 2.8110099E-009, 2.4855173E-009, 2.2022297E-009,-2.2030977E-009
 2.0000061E+001, 1.4500163E+001, 1.4110161E-001, 1.1863903E-001, 1.0842306E-001, 1.0208971E-001, 7.3891498E-001, 6.7151560E-001, 6.4997785E-001, 6.4501616E-001, 1.4683083E-003, 1.2646935E-003, 1.1703267E-003, 1.1126738E-003, 2.8183825E-009, 2.8109710E-009, 2.4854812E-009, 2.2021701E-009,-2.2028992E-009
 2.1000053E+001, 1.4500163E+001, 1.4110360E-001, 1.1863869E-001, 1.0842215E-001, 1.0208845E-001, 7.4055483E-001, 6.7151702E-001, 6.4997888E-001, 6.4501606E-001, 1.5467041E-003, 1.3306025E-003, 1.2305583E-003, 1.1693857E-003, 2.8183825E-009, 2.8109742E-009, 2.4854565E-009, 2.2021357E-009,-2.2027766E-009
 2.2000045E+001, 1.4500163E+001, 1.4110589E-001, 1.1863843E-001, 1.0842141E-001, 1.0208742E-001, 7.3839191E-001, 6.7151894E-001, 6.4997962E-001, 6.4501625E-001, 1.6251032E-003, 1.3965113E-003, 1.2907894E-003, 1.2260971E-003, 2.8183825E-009, 2.8109584E-009, 2.4854543E-009, 2.2021256E-009,-2.2027106E-009
 2.3000037E+001, 1.4500163E+001, 1.4110750E-001, 1.1863822E-001, 1.0842082E-001, 1.0208659E-001, 7.4084006E-001, 6.7151956E-001, 6.4998042E-001, 6.4501617E-001, 1.7035019E-003, 1.4624201E-003, 1.3510205E-003, 1.2828082E-003, 2.8183825E-009, 2.8109578E-009, 2.4854313E-009, 2.2020958E-009,-2.2026388E-009
 2.4000029E+001, 1.4500163E+001, 1.4110862E-001, 1.1863804E-001, 1.0842033E-001, 1.0208591E-001, 7.3853660E-001, 6.7151871E-001, 6.4998102E-001, 6.4501609E-001, 1.7818999E-003, 1.5283288E-003, 1.4112513E-003, 1.3395191E-003, 2.8183825E-009, 2.8109611E-009, 2.4854466E-009, 2.2021088E-009,-2.2026325E-009
 2.5000022E+001, 1.4500163E+001, 1.4110996E-001, 1.1863790E-001, 1.0841993E-001, 1.0208535E-001, 7.4042172E-001, 6.7151961E-001, 6.4998171E-001, 6.4501610E-001, 1.8603004E-003, 1.5942375E-003, 1.4714821E-003, 1.3962299E-003, 2.8183825E-009, 2.8109491E-009, 2.4854225E-009, 2.2020826E-009,-2.2025840E-009
 2.6000014E+001, 1.4500163E+001, 1.4111050E-001, 1.1863779E-001, 1.0841960E-001, 1.0208489E-001, 7.3932792E-001, 6.7151873E-001, 6.4998227E-001, 6.4501587E-001, 1.9386976E-003, 1.6601463E-003, 1.5317129E-003, 1.4529407E-003, 2.8183825E-009, 2.8109649E-009, 2.4854408E-009, 2.2020984E-009,-2.2025960E-009
 2.7000006E+001, 1.4500163E+001, 1.4111158E-001, 1.1863770E-001, 1.0841932E-001, 1.0208449E-001, 7.3958704E-001, 6.7151902E-001, 6.4998313E-001, 6.4501607E-001, 2.0170989E-003, 1.7260550E-003, 1.5919437E-003, 1.5096514E-003, 2.8183825E-009, 2.8109452E-009, 2.4854252E-009, 2.2020836E-009,-2.2025682E-009
 2.8000113E+001, 1.4500163E+001, 1.4111194E-001, 1.1863762E-001, 1.0841908E-001, 1.0208416E-001, 7.4035159E-001, 6.7151925E-001, 6.4998382E-001, 6.4501581E-001, 2.0955052E-003, 1.7919714E-003, 1.6521814E-003, 1.5663687E-003, 2.8183825E-009, 2.8109631E-009, 2.4854318E-009, 2.2020884E-009,-2.2025727E-009
 2.9000105E+001, 1.4500163E+001, 1.4111271E-001, 1.1863755E-001, 1.0841887E-001, 1.0208387E-001, 7.3883091E-001, 6.7152020E-001, 6.4998458E-001, 6.4501605E-001, 2.1739061E-003, 1.8578801E-003, 1.7124121E-003, 1.6230794E-003, 2.8183825E-009, 2.8109463E-009, 2.4854338E-009, 2.2020905E-009,-2.2025704E-009
 3.0000000E+001, 1.4500163E+001, 1.4111307E-001, 1.1863749E-001, 1.0841869E-001, 1.0208361E-001, 7.4095151E-001, 6.7152170E-001, 6.4998515E-001, 6.4501586E-001, 2.2522968E-003, 1.9237824E-003, 1.7726370E-003, 1.6797846E-003, 2.8183825E-009, 2.8109552E-009, 2.4854219E-009, 2.2020795E-009,-2.2025565E-009
