s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0000633E+000, 8.5001116E+000, 9.0688502E-002, 8.4196177E-002, 8.0559981E-002, 7.8038370E-002, 3.2440650E-001, 3.0912538E-001, 3.0263090E-001, 3.0202942E-001, 2.9171966E-004, 2.8282054E-004, 2.7567806E-004, 2.7070920E-004, 2.9283812E-009, 2.9257444E-009, 2.7655834E-009, 2.6110170E-009,-2.6282074E-009
 1.0000100E+001, 9.5001482E+000, 8.7949089E-002, 8.3599095E-002, 8.0280639E-002, 7.8108679E-002, 3.1444191E-001, 3.0761599E-001, 3.0372459E-001, 3.0241906E-001, 3.2905175E-004, 3.1791681E-004, 3.0926348E-004, 3.0332727E-004, 2.9283814E-009, 2.9228832E-009, 2.7581268E-009, 2.6044487E-009,-2.6151089E-009
 1.1000004E+001, 1.0500118E+001, 8.6050998E-002, 8.2400841E-002, 8.0107571E-002, 7.7839747E-002, 3.0735028E-001, 3.0071967E-001, 3.0227590E-001, 3.0262097E-001, 3.6472430E-004, 3.5242803E-004, 3.4272959E-004, 3.3586265E-004, 2.9283815E-009, 2.9290644E-009, 2.7582252E-009, 2.6047976E-009,-2.6146109E-009
 1.2000040E+001, 1.1500088E+001, 8.8221733E-002, 8.3727251E-002, 8.0376336E-002, 7.8059212E-002, 3.1576734E-001, 3.0685747E-001, 3.0223503E-001, 3.0195772E-001, 4.0088017E-004, 3.8702185E-004, 3.7621904E-004, 3.6836459E-004, 2.9283815E-009, 2.9260024E-009, 2.7611551E-009, 2.6026761E-009,-2.6092417E-009
 1.3000077E+001, 1.2500125E+001, 8.6657971E-002, 8.3175867E-002, 8.0390613E-002, 7.8148416E-002, 3.0989955E-001, 3.0490128E-001, 3.0312255E-001, 3.0247769E-001, 4.3771443E-004, 4.2177707E-004, 4.0979084E-004, 4.0098689E-004, 2.9283815E-009, 2.9224762E-009, 2.7558527E-009, 2.6003798E-009,-2.6028842E-009
 1.4000114E+001, 1.3500162E+001, 8.5985145E-002, 8.2105587E-002, 8.0090810E-002, 7.8018048E-002, 3.0757911E-001, 3.0013289E-001, 3.0165903E-001, 3.0240855E-001, 4.7353366E-004, 4.5635647E-004, 4.4330756E-004, 4.3356633E-004, 2.9283815E-009, 2.9251421E-009, 2.7567629E-009, 2.5999594E-009,-2.6046344E-009
 1.5000017E+001, 1.4500132E+001, 8.9562330E-002, 8.3076572E-002, 8.0451729E-002, 7.8052530E-002, 3.2034427E-001, 3.0445941E-001, 3.0206506E-001, 3.0198172E-001, 5.1002907E-004, 4.9080869E-004, 4.7679716E-004, 4.6612388E-004, 2.9283815E-009, 2.9228853E-009, 2.7582241E-009, 2.5996790E-009,-2.6026720E-009
 1.6000054E+001, 1.4500132E+001, 6.6340157E-002, 6.2433795E-002, 6.0425405E-002, 5.8721088E-002, 3.0693287E-001, 3.0466724E-001, 3.0316944E-001, 3.0227530E-001, 5.4688477E-004, 5.2549426E-004, 5.1036695E-004, 4.9874683E-004, 2.9283815E-009, 2.9223108E-009, 2.7534725E-009, 2.5981273E-009,-2.5986224E-009
 1.7000091E+001, 1.4500132E+001, 6.5867567E-002, 6.2388928E-002, 6.0379668E-002, 5.8679312E-002, 3.1833439E-001, 3.0346158E-001, 3.0187682E-001, 3.0246414E-001, 5.8321662E-004, 5.6013112E-004, 5.4388703E-004, 5.3132443E-004, 2.9283815E-009, 2.9271513E-009, 2.7582308E-009, 2.6003693E-009,-2.6032167E-009
 1.8000127E+001, 1.4500132E+001, 6.6072529E-002, 6.2562148E-002, 6.0366061E-002, 5.8656144E-002, 3.1831931E-001, 3.0825898E-001, 3.0325849E-001, 3.0218339E-001, 6.2015268E-004, 5.9508162E-004, 5.7740984E-004, 5.6388663E-004, 2.9283815E-009, 2.9219891E-009, 2.7575923E-009, 2.5980008E-009,-2.5985842E-009
 1.9000031E+001, 1.4500132E+001, 6.6396886E-002, 6.2649658E-002, 6.0351646E-002, 5.8640380E-002, 3.1713948E-001, 3.0779762E-001, 3.0349876E-001, 3.0265391E-001, 6.5757692E-004, 6.3002949E-004, 6.1091127E-004, 5.9643520E-004, 2.9283815E-009, 2.9203929E-009, 2.7535626E-009, 2.5966737E-009,-2.5955949E-009
 2.0000067E+001, 1.4500132E+001, 6.6242763E-002, 6.2604430E-002, 6.0328017E-002, 5.8604938E-002, 3.1783077E-001, 3.0589476E-001, 3.0287266E-001, 3.0260125E-001, 6.9403730E-004, 6.6471050E-004, 6.4437555E-004, 6.2891593E-004, 2.9283815E-009, 2.9286074E-009, 2.7556246E-009, 2.6003395E-009,-2.5997551E-009
 2.1000104E+001, 1.4500132E+001, 6.6324119E-002, 6.2653733E-002, 6.0319960E-002, 5.8578013E-002, 3.1838306E-001, 3.0820719E-001, 3.0363894E-001, 3.0234463E-001, 7.3111138E-004, 6.9965636E-004, 6.7786549E-004, 6.6138567E-004, 2.9283815E-009, 2.9234719E-009, 2.7586185E-009, 2.5986444E-009,-2.5981717E-009
 2.2000008E+001, 1.4500132E+001, 6.6623593E-002, 6.2716089E-002, 6.0319153E-002, 5.8570888E-002, 3.3405362E-001, 3.1064182E-001, 3.0375347E-001, 3.0259685E-001, 7.6911919E-004, 7.3470313E-004, 7.1137021E-004, 6.9389817E-004, 2.9283815E-009, 2.9193422E-009, 2.7552436E-009, 2.5966854E-009,-2.5947489E-009
 2.3000044E+001, 1.4500132E+001, 6.6858221E-002, 6.2766855E-002, 6.0313555E-002, 5.8559653E-002, 3.1947890E-001, 3.1002184E-001, 3.0408323E-001, 3.0267068E-001, 8.0717647E-004, 7.6977231E-004, 7.4485719E-004, 7.2638881E-004, 2.9283815E-009, 2.9210694E-009, 2.7525015E-009, 2.5958450E-009,-2.5947028E-009
 2.4000081E+001, 1.4500132E+001, 6.7049594E-002, 6.2799237E-002, 6.0299149E-002, 5.8539376E-002, 3.2371958E-001, 3.0901861E-001, 3.0372533E-001, 3.0259516E-001, 8.4527817E-004, 8.0480598E-004, 7.7829392E-004, 7.5882175E-004, 2.9283815E-009, 2.9237883E-009, 2.7556868E-009, 2.5983399E-009,-2.5974644E-009
 2.5000118E+001, 1.4500132E+001, 6.7220274E-002, 6.2848068E-002, 6.0286003E-002, 5.8516951E-002, 3.2581529E-001, 3.1120994E-001, 3.0395011E-001, 3.0252143E-001, 8.8347755E-004, 8.3996701E-004, 8.1172164E-004, 7.9122024E-004, 2.9283815E-009, 2.9240218E-009, 2.7562410E-009, 2.5981186E-009,-2.5967840E-009
 2.6000021E+001, 1.4500132E+001, 6.7355806E-002, 6.2887219E-002, 6.0275066E-002, 5.8498289E-002, 3.4234487E-001, 3.0840624E-001, 3.0470913E-001, 3.0263552E-001, 9.2164680E-004, 8.7511849E-004, 8.4514380E-004, 8.2361247E-004, 2.9283815E-009, 2.9218956E-009, 2.7568168E-009, 2.5977344E-009,-2.5958058E-009
 2.7000058E+001, 1.4500132E+001, 6.7536551E-002, 6.2919627E-002, 6.0260417E-002, 5.8479068E-002, 3.2529883E-001, 3.1353025E-001, 3.0455339E-001, 3.0257695E-001, 9.6027305E-004, 9.1027318E-004, 8.7853352E-004, 8.5598457E-004, 2.9283815E-009, 2.9225367E-009, 2.7540331E-009, 2.5978600E-009,-2.5953973E-009
 2.8000095E+001, 1.4500132E+001, 6.7754683E-002, 6.2961183E-002, 6.0251900E-002, 5.8463070E-002, 3.2569392E-001, 3.1210418E-001, 3.0455126E-001, 3.0268475E-001, 9.9937015E-004, 9.4552994E-004, 9.1195124E-004, 8.8835859E-004, 2.9283815E-009, 2.9211639E-009, 2.7551129E-009, 2.5965633E-009,-2.5955102E-009
 2.9000131E+001, 1.4500132E+001, 6.7860346E-002, 6.2975478E-002, 6.0239026E-002, 5.8446882E-002, 3.3186861E-001, 3.1081592E-001, 3.0416675E-001, 3.0279169E-001, 1.0378349E-003, 9.8062084E-004, 9.4532561E-004, 9.2071336E-004, 2.9283815E-009, 2.9236326E-009, 2.7532185E-009, 2.5981783E-009,-2.5967388E-009
 3.0000000E+001, 1.4500132E+001, 6.7933297E-002, 6.2998560E-002, 6.0230682E-002, 5.8431238E-002, 3.3305752E-001, 3.1297975E-001, 3.0422818E-001, 3.0266727E-001, 1.0761380E-003, 1.0157950E-003, 9.7871781E-004, 9.5304922E-004, 2.9283815E-009, 2.9245230E-009, 2.7566935E-009, 2.5977471E-009,-2.5978783E-009
