s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.0000020E+001, 9.5000685E+000, 2.6126743E-002, 2.9545114E-002, 2.9035943E-002, 2.9382771E-002, 2.5696075E-001, 2.9177950E-001, 2.8998420E-001, 2.9796006E-001, 1.2830237E-004, 1.2849945E-004, 1.3131267E-004, 1.3155076E-004, 2.4162776E-009, 2.4138263E-009, 2.3482107E-009, 2.2780491E-009,-2.2802014E-009
 1.1000049E+001, 1.0500066E+001, 2.8530521E-002, 3.0044853E-002, 2.9901305E-002, 2.9402690E-002, 2.7893416E-001, 2.9588559E-001, 2.9685515E-001, 2.9566438E-001, 1.4212236E-004, 1.4234303E-004, 1.4545083E-004, 1.4579440E-004, 2.4162777E-009, 2.4139662E-009, 2.3473187E-009, 2.2803926E-009,-2.2794274E-009
 1.2000016E+001, 1.1500065E+001, 3.1757811E-002, 3.0903164E-002, 3.2533992E-002, 3.2436061E-002, 2.8231874E-001, 2.7489585E-001, 2.9391994E-001, 2.9677126E-001, 1.5586484E-004, 1.5638667E-004, 1.5977319E-004, 1.6007615E-004, 2.4162777E-009, 2.4139482E-009, 2.3462171E-009, 2.2785835E-009,-2.2790708E-009
 1.3000022E+001, 1.2500050E+001, 3.1003007E-002, 2.9209087E-002, 3.1047365E-002, 3.0994455E-002, 2.9080686E-001, 2.7345094E-001, 2.9517047E-001, 2.9906456E-001, 1.6926955E-004, 1.7016032E-004, 1.7402206E-004, 1.7435385E-004, 2.4162777E-009, 2.4138782E-009, 2.3478317E-009, 2.2805910E-009,-2.2795309E-009
 1.4000012E+001, 1.3500048E+001, 3.4414271E-002, 3.3532309E-002, 3.4224520E-002, 3.4278579E-002, 2.9354139E-001, 2.8655677E-001, 2.9632100E-001, 3.0141286E-001, 1.8315977E-004, 1.8410571E-004, 1.8830458E-004, 1.8864540E-004, 2.4162777E-009, 2.4138517E-009, 2.3464121E-009, 2.2799033E-009,-2.2793224E-009
 1.5000054E+001, 1.4500065E+001, 3.0132762E-002, 2.8968637E-002, 3.0541927E-002, 3.0946346E-002, 2.8432433E-001, 2.7360922E-001, 2.9265967E-001, 3.0063196E-001, 1.9705905E-004, 1.9800566E-004, 2.0253742E-004, 2.0291840E-004, 2.4162777E-009, 2.4139178E-009, 2.3483541E-009, 2.2784341E-009,-2.2795297E-009
 1.6000019E+001, 1.4500065E+001, 4.9149298E-002, 5.0502219E-002, 5.1363374E-002, 5.1416081E-002, 2.7276183E-001, 2.8879987E-001, 2.9524205E-001, 3.0185024E-001, 2.1071169E-004, 2.1203417E-004, 2.1680510E-004, 2.1720071E-004, 2.4162777E-009, 2.4138455E-009, 2.3479086E-009, 2.2812872E-009,-2.2799354E-009
 1.7000003E+001, 1.4500065E+001, 4.9319536E-002, 4.9814340E-002, 5.1196236E-002, 5.1419856E-002, 3.0235563E-001, 2.7850905E-001, 2.9086329E-001, 2.9771312E-001, 2.2445862E-004, 2.2568016E-004, 2.3097961E-004, 2.3148481E-004, 2.4162777E-009, 2.4139062E-009, 2.3471185E-009, 2.2781910E-009,-2.2791445E-009
 1.8000050E+001, 1.4500065E+001, 4.9664447E-002, 4.9911334E-002, 5.1295445E-002, 5.1436981E-002, 2.6461493E-001, 2.8573788E-001, 2.9176105E-001, 3.0309129E-001, 2.3844657E-004, 2.3959896E-004, 2.4528413E-004, 2.4578305E-004, 2.4162777E-009, 2.4138589E-009, 2.3464847E-009, 2.2800097E-009,-2.2788844E-009
 1.9000038E+001, 1.4500065E+001, 4.9426967E-002, 4.9802572E-002, 5.1263484E-002, 5.1416697E-002, 2.7249163E-001, 2.8334601E-001, 2.8901165E-001, 3.0054581E-001, 2.5197822E-004, 2.5334221E-004, 2.5949719E-004, 2.6004840E-004, 2.4162777E-009, 2.4138591E-009, 2.3476023E-009, 2.2793467E-009,-2.2790127E-009
 2.0000040E+001, 1.4500065E+001, 4.9482753E-002, 4.9767559E-002, 5.1226740E-002, 5.1398104E-002, 2.7882685E-001, 2.7693704E-001, 2.8404996E-001, 2.9964595E-001, 2.6578544E-004, 2.6712765E-004, 2.7368604E-004, 2.7430502E-004, 2.4162777E-009, 2.4139161E-009, 2.3475914E-009, 2.2798473E-009,-2.2795480E-009
 2.1000013E+001, 1.4500065E+001, 4.9444944E-002, 4.9811301E-002, 5.1183468E-002, 5.1379855E-002, 2.6507131E-001, 2.8117258E-001, 2.9359630E-001, 2.9950131E-001, 2.7946726E-004, 2.8102451E-004, 2.8784318E-004, 2.8855146E-004, 2.4162777E-009, 2.4139826E-009, 2.3483731E-009, 2.2813603E-009,-2.2814919E-009
 2.2000038E+001, 1.4500065E+001, 4.9401433E-002, 4.9798341E-002, 5.1206431E-002, 5.1376086E-002, 2.5976091E-001, 2.8192763E-001, 2.9530433E-001, 2.9618047E-001, 2.9311770E-004, 2.9483612E-004, 3.0210582E-004, 3.0281667E-004, 2.4162777E-009, 2.4138293E-009, 2.3453530E-009, 2.2774877E-009,-2.2790376E-009
 2.3000014E+001, 1.4500065E+001, 4.9282628E-002, 4.9717219E-002, 5.1180900E-002, 5.1379583E-002, 2.7440430E-001, 2.7725415E-001, 2.9420738E-001, 2.9685931E-001, 3.0657599E-004, 3.0848840E-004, 3.1627276E-004, 3.1709524E-004, 2.4162777E-009, 2.4139649E-009, 2.3497865E-009, 2.2798335E-009,-2.2789535E-009
 2.4000004E+001, 1.4500065E+001, 4.9225190E-002, 4.9725152E-002, 5.1189310E-002, 5.1381336E-002, 2.7331365E-001, 2.8496341E-001, 2.9419948E-001, 2.9939307E-001, 3.2012188E-004, 3.2231843E-004, 3.3051056E-004, 3.3137159E-004, 2.4162777E-009, 2.4138996E-009, 2.3463227E-009, 2.2806068E-009,-2.2796614E-009
 2.5000002E+001, 1.4500065E+001, 4.9154096E-002, 4.9738823E-002, 5.1194709E-002, 5.1379485E-002, 2.6528196E-001, 2.7618230E-001, 2.9077081E-001, 2.9840692E-001, 3.3359802E-004, 3.3616891E-004, 3.4474477E-004, 3.4563901E-004, 2.4162777E-009, 2.4140459E-009, 2.3483270E-009, 2.2793509E-009,-2.2794643E-009
 2.6000042E+001, 1.4500065E+001, 4.9166928E-002, 4.9717006E-002, 5.1183074E-002, 5.1379003E-002, 2.7382165E-001, 3.0085834E-001, 2.9256084E-001, 3.0037537E-001, 3.4729169E-004, 3.4991914E-004, 3.5893054E-004, 3.5991018E-004, 2.4162777E-009, 2.4138585E-009, 2.3480350E-009, 2.2805791E-009,-2.2799912E-009
 2.7000023E+001, 1.4500065E+001, 4.9330153E-002, 4.9746383E-002, 5.1209064E-002, 5.1386063E-002, 3.2461363E-001, 2.7313469E-001, 2.9737310E-001, 3.0023900E-001, 3.6149300E-004, 3.6382708E-004, 3.7323443E-004, 3.7420539E-004, 2.4162777E-009, 2.4140203E-009, 2.3453732E-009, 2.2796910E-009,-2.2804862E-009
 2.8000057E+001, 1.4500065E+001, 4.9381889E-002, 4.9787522E-002, 5.1231588E-002, 5.1394017E-002, 2.7165892E-001, 2.7656618E-001, 2.9647001E-001, 2.9986908E-001, 3.7538312E-004, 3.7779455E-004, 3.8754099E-004, 3.8850851E-004, 2.4162777E-009, 2.4137623E-009, 2.3463706E-009, 2.2776954E-009,-2.2772682E-009
 2.9000051E+001, 1.4500065E+001, 4.9369980E-002, 4.9775563E-002, 5.1223391E-002, 5.1397396E-002, 2.7564058E-001, 2.8136568E-001, 2.9257686E-001, 2.9908441E-001, 3.8905391E-004, 3.9157783E-004, 4.0174002E-004, 4.0279768E-004, 2.4162777E-009, 2.4138992E-009, 2.3477012E-009, 2.2792064E-009,-2.2784588E-009
 3.0000000E+001, 1.4500065E+001, 4.9350875E-002, 4.9748469E-002, 5.1216576E-002, 5.1395439E-002, 2.7631153E-001, 2.7647706E-001, 2.9229291E-001, 2.9706813E-001, 4.0268749E-004, 4.0529078E-004, 4.1593962E-004, 4.1706585E-004, 2.4162777E-009, 2.4138270E-009, 2.3480148E-009, 2.2788538E-009,-2.2787456E-009
