s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0255192E-028, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000528E+000, 5.0023316E-001, 2.7510315E-002, 2.7648827E-002, 2.7627842E-002, 2.7628974E-002, 1.9426020E-001, 1.9518758E-001, 1.9503816E-001, 1.9504640E-001, 5.8185869E-006, 5.8002327E-006, 5.8003662E-006, 5.8009573E-006, 1.0486460E-009, 1.0348385E-009, 1.1093053E-009, 1.1934436E-009,-1.2071169E-009
 2.0000031E+000, 1.5000613E+000, 2.8694682E-002, 2.9364994E-002, 2.8744930E-002, 2.9027141E-002, 2.6986716E-001, 2.7768668E-001, 2.7275919E-001, 2.7698625E-001, 1.7714025E-005, 1.7609745E-005, 1.7641081E-005, 1.7684731E-005, 2.1534734E-009, 2.1522088E-009, 2.1430540E-009, 2.1831068E-009,-2.2548573E-009
 3.0000097E+000, 2.5000374E+000, 2.7062468E-002, 2.6972155E-002, 2.8373434E-002, 2.8318346E-002, 2.7699457E-001, 2.7635266E-001, 2.9485480E-001, 2.9783884E-001, 3.1461068E-005, 3.1303085E-005, 3.1580398E-005, 3.1599789E-005, 2.3784071E-009, 2.3759688E-009, 2.3156426E-009, 2.2823839E-009,-2.3477848E-009
 4.0000339E+000, 3.5000524E+000, 2.9628408E-002, 3.0846696E-002, 3.1555281E-002, 3.1315301E-002, 2.7380897E-001, 2.8647776E-001, 2.9660213E-001, 2.9808330E-001, 4.5085626E-005, 4.5061022E-005, 4.5765876E-005, 4.5849933E-005, 2.4111067E-009, 2.4085736E-009, 2.3429803E-009, 2.2772282E-009,-2.3086868E-009
 5.0000416E+000, 4.5000686E+000, 3.2516186E-002, 2.9988586E-002, 2.9964065E-002, 3.0189693E-002, 3.1178520E-001, 2.8864885E-001, 2.9100179E-001, 2.9724017E-001, 5.9146717E-005, 5.9180508E-005, 6.0055358E-005, 6.0123464E-005, 2.4155770E-009, 2.4131205E-009, 2.3477351E-009, 2.2805762E-009,-2.2903212E-009
 6.0000452E+000, 5.5000745E+000, 3.4858635E-002, 3.6304263E-002, 3.5882209E-002, 3.6054628E-002, 2.8077020E-001, 2.9393130E-001, 2.9350610E-001, 2.9869536E-001, 7.3401877E-005, 7.3046850E-005, 7.4314939E-005, 7.4418710E-005, 2.4161828E-009, 2.4137958E-009, 2.3466654E-009, 2.2778083E-009,-2.2829868E-009
 7.0000112E+000, 6.5000598E+000, 3.3790811E-002, 3.3506701E-002, 3.4647601E-002, 3.4527615E-002, 2.8083376E-001, 2.7808919E-001, 2.9281420E-001, 2.9516128E-001, 8.7240086E-005, 8.7010211E-005, 8.8635628E-005, 8.8699153E-005, 2.4162648E-009, 2.4139704E-009, 2.3471181E-009, 2.2813325E-009,-2.2820337E-009
 8.0000225E+000, 7.5000486E+000, 2.6579229E-002, 2.8054493E-002, 2.8519035E-002, 2.8602040E-002, 2.6832066E-001, 2.8479623E-001, 2.9308062E-001, 2.9815565E-001, 1.0095118E-004, 1.0092970E-004, 1.0286608E-004, 1.0299476E-004, 2.4162759E-009, 2.4138929E-009, 2.3458791E-009, 2.2769546E-009,-2.2782797E-009
 9.0000527E+000, 8.5000680E+000, 2.9926466E-002, 2.8535070E-002, 2.9806929E-002, 3.0073829E-002, 2.8955864E-001, 2.7652954E-001, 2.9239187E-001, 2.9959051E-001, 1.1468686E-004, 1.1476890E-004, 1.1712129E-004, 1.1727531E-004, 2.4162774E-009, 2.4138523E-009, 2.3470716E-009, 2.2814046E-009,-2.2803437E-009
