s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.4663309E-028, 1.4893694E-027, 0.0000000E+000, 0.0000000E+000
 1.0000340E+000, 5.0028808E-001, 2.5029142E-001, 2.2053507E-001, 2.2052205E-001, 2.2054561E-001, 4.8815224E-001, 4.2544757E-001, 4.2542071E-001, 4.2547088E-001, 2.8373608E-005, 2.7483011E-005, 2.7484772E-005, 2.7487999E-005, 6.4093712E-010, 6.1951359E-010, 9.9044594E-010, 1.3400330E-009,-1.3333868E-009
 2.0001391E+000, 1.5002143E+000, 3.7674502E-001, 3.0942141E-001, 3.0561482E-001, 3.0557757E-001, 7.3890504E-001, 6.2870508E-001, 6.1266257E-001, 6.1243311E-001, 1.0140384E-004, 8.7732652E-005, 8.7403826E-005, 8.7407693E-005, 1.3161209E-009, 1.3269568E-009, 1.4554110E-009, 1.5976304E-009,-1.6360878E-009
 3.0002442E+000, 2.5003263E+000, 4.3611237E-001, 3.4443064E-001, 3.2888508E-001, 3.2971463E-001, 7.8623977E-001, 6.7006984E-001, 6.5328921E-001, 6.5106861E-001, 1.8625136E-004, 1.5590540E-004, 1.5376383E-004, 1.5391830E-004, 1.4535602E-009, 1.4623814E-009, 1.3335439E-009, 1.3602802E-009,-1.4753296E-009
 4.0000171E+000, 3.5002712E+000, 4.2802121E-001, 3.3644129E-001, 3.1152815E-001, 3.0596373E-001, 7.8833810E-001, 6.7665156E-001, 6.5933537E-001, 6.5676190E-001, 2.7266905E-004, 2.2318511E-004, 2.1700936E-004, 2.1670522E-004, 1.4735334E-009, 1.4831178E-009, 1.2357523E-009, 1.2203838E-009,-1.3876911E-009
 5.0000711E+000, 4.5001846E+000, 4.1104444E-001, 3.3267602E-001, 2.9913203E-001, 2.8661041E-001, 7.2778510E-001, 6.6903385E-001, 6.5977366E-001, 6.5788209E-001, 3.5430836E-004, 2.8900510E-004, 2.7727299E-004, 2.7517395E-004, 1.4762639E-009, 1.5329333E-009, 1.2111817E-009, 1.1454173E-009,-1.3510697E-009
 6.0001251E+000, 5.5002386E+000, 4.2496623E-001, 3.3984187E-001, 2.9683450E-001, 2.7395489E-001, 7.6556416E-001, 6.7113964E-001, 6.5888147E-001, 6.5781655E-001, 4.3640516E-004, 3.5554803E-004, 3.3603962E-004, 3.3043268E-004, 1.4766341E-009, 1.5103668E-009, 1.1961434E-009, 1.0633388E-009,-1.2735013E-009
 7.0001791E+000, 6.5002926E+000, 4.4120088E-001, 3.3567964E-001, 2.9637126E-001, 2.6917586E-001, 8.0698215E-001, 6.7681257E-001, 6.5973607E-001, 6.5782261E-001, 5.2172567E-004, 4.2232611E-004, 3.9486302E-004, 3.8400376E-004, 1.4766842E-009, 1.4722862E-009, 1.1696237E-009, 9.9344414E-010,-1.1803994E-009
 8.0002331E+000, 7.5003466E+000, 4.3854954E-001, 3.2928491E-001, 2.9043709E-001, 2.6476346E-001, 7.9923517E-001, 6.7865881E-001, 6.6053581E-001, 6.5792360E-001, 6.0874848E-004, 4.8790384E-004, 4.5294690E-004, 4.3678240E-004, 1.4766909E-009, 1.4572246E-009, 1.1341394E-009, 9.5235634E-010,-1.1058144E-009
 9.0000060E+000, 8.5002601E+000, 4.2789498E-001, 3.2947277E-001, 2.8587243E-001, 2.5899973E-001, 7.7348217E-001, 6.7697435E-001, 6.6048084E-001, 6.5796444E-001, 6.9446899E-004, 5.5289547E-004, 5.0981400E-004, 4.8852439E-004, 1.4766919E-009, 1.4635240E-009, 1.1210751E-009, 9.2993885E-010,-1.0608561E-009
 1.0000060E+001, 9.5001736E+000, 4.2557966E-001, 3.3351221E-001, 2.8634532E-001, 2.5538051E-001, 7.6437188E-001, 6.7433249E-001, 6.6005980E-001, 6.5794874E-001, 7.7834502E-004, 6.1841312E-004, 5.6628470E-004, 5.3930888E-004, 1.4766920E-009, 1.4864192E-009, 1.1298736E-009, 9.1858726E-010,-1.0345417E-009
 1.1000114E+001, 1.0500228E+001, 4.3920323E-001, 3.3297817E-001, 2.8846687E-001, 2.5500204E-001, 7.9684276E-001, 6.7666336E-001, 6.6000369E-001, 6.5789284E-001, 8.6384117E-004, 6.8440476E-004, 6.2314473E-004, 5.8970799E-004, 1.4766920E-009, 1.4724304E-009, 1.1323432E-009, 9.0419081E-010,-9.9951047E-010
 1.2000168E+001, 1.1500282E+001, 4.4746254E-001, 3.2805824E-001, 2.8626019E-001, 2.5486415E-001, 8.2329978E-001, 6.7913115E-001, 6.6045319E-001, 6.5792432E-001, 9.5158920E-004, 7.4976211E-004, 6.8000877E-004, 6.4013205E-004, 1.4766920E-009, 1.4518241E-009, 1.1164472E-009, 8.8945540E-010,-9.6078741E-010
 1.3000222E+001, 1.2500336E+001, 4.4369596E-001, 3.2296207E-001, 2.8206673E-001, 2.5270224E-001, 8.2219747E-001, 6.8032222E-001, 6.6071927E-001, 6.5795795E-001, 1.0400104E-003, 8.1408321E-004, 7.3618723E-004, 6.9032248E-004, 1.4766920E-009, 1.4413768E-009, 1.1015320E-009, 8.7934719E-010,-9.3389409E-010
 1.4000276E+001, 1.3500390E+001, 4.0878456E-001, 3.2467889E-001, 2.7893297E-001, 2.4990087E-001, 7.3693893E-001, 6.7412010E-001, 6.6077406E-001, 6.5800002E-001, 1.1242380E-003, 8.7784166E-004, 7.9157490E-004, 7.3998867E-004, 1.4766920E-009, 1.4951736E-009, 1.1098848E-009, 8.8543143E-010,-9.3307741E-010
 1.5000049E+001, 1.4500303E+001, 4.4575949E-001, 3.3405692E-001, 2.8426861E-001, 2.4875742E-001, 8.0885864E-001, 6.7205593E-001, 6.5927234E-001, 6.5792296E-001, 1.2072946E-003, 9.4305636E-004, 8.4705939E-004, 7.8919367E-004, 1.4766920E-009, 1.5051063E-009, 1.1418671E-009, 8.9580758E-010,-9.3822782E-010
 1.6000103E+001, 1.4500303E+001, 1.6014281E-001, 1.1759339E-001, 1.0193728E-001, 8.9054786E-002, 8.3093900E-001, 6.7988806E-001, 6.6029191E-001, 6.5785705E-001, 1.2962518E-003, 1.0083775E-003, 9.0368414E-004, 8.3866235E-004, 1.4766920E-009, 1.4716941E-009, 1.1290053E-009, 8.7618670E-010,-9.0466622E-010
 1.7000157E+001, 1.4500303E+001, 1.5634624E-001, 1.1539012E-001, 1.0128894E-001, 8.9421164E-002, 8.4781478E-001, 6.7417477E-001, 6.6029609E-001, 6.5798578E-001, 1.3810060E-003, 1.0712624E-003, 9.5959857E-004, 8.8854703E-004, 1.4766920E-009, 1.4748264E-009, 1.1242254E-009, 8.8597502E-010,-9.0108856E-010
