s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.8000211E+001, 1.4500303E+001, 1.5517023E-001, 1.1426159E-001, 1.0042909E-001, 8.9229227E-002, 8.7000890E-001, 6.7709825E-001, 6.6015868E-001, 6.5788575E-001, 1.4659095E-003, 1.1334904E-003, 1.0144400E-003, 9.3790821E-004, 1.4766920E-009, 1.4465262E-009, 1.1118747E-009, 8.7165885E-010,-8.8247751E-010
 1.9000265E+001, 1.4500303E+001, 1.5401987E-001, 1.1305349E-001, 9.9738529E-002, 8.8900992E-002, 8.2661102E-001, 6.8156438E-001, 6.6018117E-001, 6.5789497E-001, 1.5495633E-003, 1.1942876E-003, 1.0687023E-003, 9.8675321E-004, 1.4766920E-009, 1.4269954E-009, 1.1011144E-009, 8.6263675E-010,-8.7384186E-010
 2.0000038E+001, 1.4500303E+001, 1.5423123E-001, 1.1227901E-001, 9.8963510E-002, 8.8531746E-002, 8.1965508E-001, 6.7672507E-001, 6.6062937E-001, 6.5800739E-001, 1.6356976E-003, 1.2549295E-003, 1.1219471E-003, 1.0351057E-003, 1.4766920E-009, 1.4739062E-009, 1.1026111E-009, 8.7754849E-010,-8.8706532E-010
 2.1000092E+001, 1.4500303E+001, 1.5484390E-001, 1.1235617E-001, 9.8509837E-002, 8.8102701E-002, 8.1097573E-001, 6.7908726E-001, 6.6047133E-001, 6.5794441E-001, 1.7234285E-003, 1.3175673E-003, 1.1754175E-003, 1.0828625E-003, 1.4766920E-009, 1.4842657E-009, 1.1079259E-009, 8.7491042E-010,-8.8370065E-010
 2.2000146E+001, 1.4500303E+001, 1.5437762E-001, 1.1231625E-001, 9.8351950E-002, 8.7840378E-002, 8.3160455E-001, 6.7298532E-001, 6.6007437E-001, 6.5797416E-001, 1.8076441E-003, 1.3798355E-003, 1.2295342E-003, 1.1307909E-003, 1.4766920E-009, 1.4757202E-009, 1.1210802E-009, 8.7602188E-010,-8.8501115E-010
 2.3000200E+001, 1.4500303E+001, 1.5425811E-001, 1.1236366E-001, 9.8277804E-002, 8.7692860E-002, 8.4687672E-001, 6.7543764E-001, 6.6024644E-001, 6.5787446E-001, 1.8928830E-003, 1.4424475E-003, 1.2838475E-003, 1.1789381E-003, 1.4766920E-009, 1.4639153E-009, 1.1159083E-009, 8.6718602E-010,-8.7058052E-010
 2.4000254E+001, 1.4500303E+001, 1.5413433E-001, 1.1223080E-001, 9.8234308E-002, 8.7619848E-002, 8.3166208E-001, 6.7707361E-001, 6.6012747E-001, 6.5789485E-001, 1.9779676E-003, 1.5042108E-003, 1.3382318E-003, 1.2272939E-003, 1.4766920E-009, 1.4207040E-009, 1.1006999E-009, 8.5799677E-010,-8.5759137E-010
 2.5000027E+001, 1.4500303E+001, 1.5413339E-001, 1.1194054E-001, 9.8095100E-002, 8.7553172E-002, 8.1917100E-001, 6.7914289E-001, 6.6122342E-001, 6.5792493E-001, 2.0635731E-003, 1.5649345E-003, 1.3920206E-003, 1.2755901E-003, 1.4766920E-009, 1.4703922E-009, 1.0983590E-009, 8.6827032E-010,-8.6774384E-010
 2.6000081E+001, 1.4500303E+001, 1.5433235E-001, 1.1189792E-001, 9.7899012E-002, 8.7438690E-002, 8.2096355E-001, 6.7656752E-001, 6.6021156E-001, 6.5797974E-001, 2.1504233E-003, 1.6268666E-003, 1.4453225E-003, 1.3235338E-003, 1.4766920E-009, 1.5011555E-009, 1.1154513E-009, 8.8301050E-010,-8.8613934E-010
 2.7000135E+001, 1.4500303E+001, 1.5393729E-001, 1.1191659E-001, 9.7834590E-002, 8.7328043E-002, 8.2319321E-001, 6.7170561E-001, 6.5998291E-001, 6.5792806E-001, 2.2335344E-003, 1.6891599E-003, 1.4992843E-003, 1.3713758E-003, 1.4766920E-009, 1.4939283E-009, 1.1376754E-009, 8.8375621E-010,-8.9056159E-010
 2.8000189E+001, 1.4500303E+001, 1.5390500E-001, 1.1199571E-001, 9.7836697E-002, 8.7275662E-002, 8.1648735E-001, 6.7345612E-001, 6.6009204E-001, 6.5784758E-001, 2.3188264E-003, 1.7519106E-003, 1.5536550E-003, 1.4195157E-003, 1.4766920E-009, 1.4723621E-009, 1.1219269E-009, 8.6800123E-010,-8.6841488E-010
 2.9000243E+001, 1.4500303E+001, 1.5386805E-001, 1.1196363E-001, 9.7865414E-002, 8.7269637E-002, 8.4005515E-001, 6.7982730E-001, 6.5980715E-001, 6.5785864E-001, 2.4040465E-003, 1.8138843E-003, 1.6082350E-003, 1.4679579E-003, 1.4766920E-009, 1.4152806E-009, 1.1037824E-009, 8.6065238E-010,-8.5563251E-010
 3.0000000E+001, 1.4500303E+001, 1.5387178E-001, 1.1181711E-001, 9.7820485E-002, 8.7264422E-002, 8.0065353E-001, 6.8062467E-001, 6.6098829E-001, 6.5794925E-001, 2.4895390E-003, 1.8748502E-003, 1.6622171E-003, 1.5163858E-003, 1.4766920E-009, 1.4529003E-009, 1.0950074E-009, 8.6637397E-010,-8.6187451E-010
