s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.5000030E+001, 1.4500052E+001, 4.6049084E-002, 5.1701628E-002, 5.0145369E-002, 4.9058994E-002, 5.6196016E-001, 6.4628019E-001, 6.4182864E-001, 6.4474317E-001, 3.5689439E-004, 3.8173818E-004, 3.8603130E-004, 3.8181904E-004, 2.3158908E-009, 2.3126390E-009, 2.1895970E-009, 2.0617405E-009,-2.0606862E-009
 1.6000028E+001, 1.4500052E+001, 9.0731586E-002, 9.7004716E-002, 9.7998410E-002, 9.6749473E-002, 5.2634104E-001, 5.8058384E-001, 6.2793027E-001, 6.4381146E-001, 3.8209879E-004, 4.0868513E-004, 4.1325435E-004, 4.0869515E-004, 2.3158908E-009, 2.3123686E-009, 2.1913606E-009, 2.0625602E-009,-2.0614069E-009
 1.7000037E+001, 1.4500052E+001, 9.1244709E-002, 9.6837267E-002, 9.8038177E-002, 9.6833310E-002, 5.1520455E-001, 5.8550733E-001, 6.2058239E-001, 6.4889587E-001, 4.0758732E-004, 4.3553810E-004, 4.4049846E-004, 4.3561682E-004, 2.3158908E-009, 2.3126401E-009, 2.1886858E-009, 2.0597946E-009,-2.0619559E-009
 1.8000048E+001, 1.4500052E+001, 9.0940565E-002, 9.7208118E-002, 9.8103266E-002, 9.6821754E-002, 5.8118831E-001, 6.0349600E-001, 6.3436536E-001, 6.3862542E-001, 4.3267988E-004, 4.6274668E-004, 4.6778583E-004, 4.6250563E-004, 2.3158908E-009, 2.3128629E-009, 2.1888685E-009, 2.0604227E-009,-2.0599773E-009
 1.9000017E+001, 1.4500052E+001, 9.0320521E-002, 9.6903973E-002, 9.8044742E-002, 9.6826620E-002, 5.3313293E-001, 6.3610077E-001, 6.2735366E-001, 6.3562361E-001, 4.5725143E-004, 4.8941016E-004, 4.9497087E-004, 4.8940514E-004, 2.3158908E-009, 2.3124186E-009, 2.1893904E-009, 2.0613133E-009,-2.0611384E-009
 2.0000020E+001, 1.4500052E+001, 9.0467622E-002, 9.6865706E-002, 9.8033115E-002, 9.6820644E-002, 5.3690581E-001, 6.0361222E-001, 6.3449376E-001, 6.4394174E-001, 4.8254485E-004, 5.1627487E-004, 5.2218946E-004, 5.1629321E-004, 2.3158908E-009, 2.3124626E-009, 2.1884619E-009, 2.0612075E-009,-2.0619411E-009
 2.1000025E+001, 1.4500052E+001, 9.0247193E-002, 9.6786991E-002, 9.7980888E-002, 9.6821749E-002, 5.0868852E-001, 6.2245444E-001, 6.2556676E-001, 6.4373451E-001, 5.0730747E-004, 5.4305094E-004, 5.4933396E-004, 5.4318980E-004, 2.3158908E-009, 2.3124721E-009, 2.1902876E-009, 2.0598625E-009,-2.0597046E-009
 2.2000014E+001, 1.4500052E+001, 9.0190057E-002, 9.6704777E-002, 9.7979304E-002, 9.6821586E-002, 6.0175243E-001, 5.9982738E-001, 6.3035946E-001, 6.3616101E-001, 5.3226477E-004, 5.6977607E-004, 5.7654750E-004, 5.7008412E-004, 2.3158908E-009, 2.3128101E-009, 2.1888041E-009, 2.0611280E-009,-2.0617455E-009
 2.3000001E+001, 1.4500052E+001, 9.0386385E-002, 9.6756267E-002, 9.8007267E-002, 9.6816746E-002, 6.1339041E-001, 5.7936395E-001, 6.2600231E-001, 6.4541155E-001, 5.5775351E-004, 5.9675256E-004, 6.0382574E-004, 5.9696789E-004, 2.3158908E-009, 2.3124968E-009, 2.1876065E-009, 2.0601593E-009,-2.0599977E-009
 2.4000029E+001, 1.4500052E+001, 9.0488583E-002, 9.6827786E-002, 9.8006467E-002, 9.6836613E-002, 6.3295469E-001, 5.8774642E-001, 6.3527538E-001, 6.2843117E-001, 5.8311706E-004, 6.2380888E-004, 6.3104877E-004, 6.2391187E-004, 2.3158908E-009, 2.3126408E-009, 2.1910522E-009, 2.0619385E-009,-2.0606414E-009
 2.5000040E+001, 1.4500052E+001, 9.0479896E-002, 9.6873974E-002, 9.8033909E-002, 9.6840324E-002, 5.4688193E-001, 6.1488971E-001, 6.4085006E-001, 6.4240148E-001, 6.0822891E-004, 6.5083406E-004, 6.5834930E-004, 6.5082152E-004, 2.3158908E-009, 2.3125671E-009, 2.1884244E-009, 2.0611557E-009,-2.0620236E-009
 2.6000030E+001, 1.4500052E+001, 9.0528192E-002, 9.6881811E-002, 9.8047767E-002, 9.6846514E-002, 5.3623833E-001, 6.0612864E-001, 6.2615927E-001, 6.3826597E-001, 6.3350953E-004, 6.7776717E-004, 6.8562301E-004, 6.7774025E-004, 2.3158908E-009, 2.3124935E-009, 2.1901696E-009, 2.0593650E-009,-2.0594380E-009
 2.7000034E+001, 1.4500052E+001, 9.0384586E-002, 9.6901180E-002, 9.8052929E-002, 9.6840989E-002, 5.6990586E-001, 6.2620148E-001, 6.2297974E-001, 6.4733405E-001, 6.5817767E-004, 7.0474347E-004, 7.1287582E-004, 7.0462375E-004, 2.3158908E-009, 2.3127060E-009, 2.1909960E-009, 2.0642853E-009,-2.0625288E-009
 2.8000034E+001, 1.4500052E+001, 9.0446754E-002, 9.6909989E-002, 9.8054026E-002, 9.6842535E-002, 5.5386229E-001, 6.2175951E-001, 6.2346007E-001, 6.4296629E-001, 6.8350901E-004, 7.3169229E-004, 7.4011673E-004, 7.3152963E-004, 2.3158908E-009, 2.3125822E-009, 2.1880859E-009, 2.0587865E-009,-2.0609298E-009
 2.9000042E+001, 1.4500052E+001, 9.0509019E-002, 9.6938787E-002, 9.8077537E-002, 9.6845056E-002, 5.6395517E-001, 6.2712807E-001, 6.3129552E-001, 6.4168444E-001, 7.0887545E-004, 7.5872393E-004, 7.6744560E-004, 7.5844035E-004, 2.3158908E-009, 2.3128337E-009, 2.1905564E-009, 2.0615212E-009,-2.0617430E-009
 3.0000000E+001, 1.4500052E+001, 9.0451689E-002, 9.6976666E-002, 9.8092538E-002, 9.6851278E-002, 5.8806539E-001, 6.3776162E-001, 6.2474683E-001, 6.3983812E-001, 7.3377690E-004, 7.8580806E-004, 7.9475071E-004, 7.8536654E-004, 2.3158908E-009, 2.3123498E-009, 2.1863550E-009, 2.0592702E-009,-2.0600426E-009
