s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.1823409E-028,-9.4978853E-028, 0.0000000E+000, 0.0000000E+000
 1.0000780E+000, 5.0030484E-001, 2.3501004E-001, 2.0676639E-001, 2.0675652E-001, 2.0677695E-001, 4.8069489E-001, 4.1836927E-001, 4.1834783E-001, 4.1839364E-001, 2.8930116E-005, 2.8011558E-005, 2.8013475E-005, 2.8016896E-005, 6.7256531E-010, 6.5044166E-010, 1.0482152E-009, 1.4236930E-009,-1.4183724E-009
 2.0002292E+000, 1.5002712E+000, 3.8923405E-001, 3.2236702E-001, 3.1826689E-001, 3.1821814E-001, 7.2775134E-001, 6.2475424E-001, 6.0865714E-001, 6.0840337E-001, 1.0401301E-004, 9.0214680E-005, 8.9869807E-005, 8.9873813E-005, 1.3810481E-009, 1.3932963E-009, 1.5319315E-009, 1.6857745E-009,-1.7306636E-009
 3.0000065E+000, 2.5002464E+000, 4.0989769E-001, 3.2664353E-001, 3.1219977E-001, 3.1286805E-001, 7.7478928E-001, 6.6604659E-001, 6.5040899E-001, 6.4823060E-001, 1.9121107E-004, 1.6086958E-004, 1.5865833E-004, 1.5881054E-004, 1.5252490E-009, 1.5345801E-009, 1.4019579E-009, 1.4307149E-009,-1.5545373E-009
 4.0000409E+000, 3.5001522E+000, 3.9916487E-001, 3.1944999E-001, 2.9618079E-001, 2.9054684E-001, 7.6924276E-001, 6.7277452E-001, 6.5641348E-001, 6.5395144E-001, 2.7997018E-004, 2.3072847E-004, 2.2436367E-004, 2.2400787E-004, 1.5462076E-009, 1.5610519E-009, 1.3011639E-009, 1.2843194E-009,-1.4620710E-009
 5.0000753E+000, 4.5001866E+000, 3.8374364E-001, 3.1693539E-001, 2.8487888E-001, 2.7235073E-001, 7.1100165E-001, 6.6466018E-001, 6.5661132E-001, 6.5495845E-001, 3.6345218E-004, 2.9917512E-004, 2.8704574E-004, 2.8474618E-004, 1.5490738E-009, 1.6094058E-009, 1.2772057E-009, 1.2060847E-009,-1.4224495E-009
 6.0001096E+000, 5.5002209E+000, 3.9772805E-001, 3.2229780E-001, 2.8338452E-001, 2.6094550E-001, 7.4999247E-001, 6.6688445E-001, 6.5569656E-001, 6.5486061E-001, 4.4774161E-004, 3.6843361E-004, 3.4836167E-004, 3.4223132E-004, 1.5494622E-009, 1.5848977E-009, 1.2627022E-009, 1.1203047E-009,-1.3392288E-009
 7.0001440E+000, 6.5002553E+000, 4.1032460E-001, 3.1817758E-001, 2.8260970E-001, 2.5659544E-001, 7.8303693E-001, 6.7222814E-001, 6.5677334E-001, 6.5493552E-001, 5.3532399E-004, 4.3778394E-004, 4.0970777E-004, 3.9808253E-004, 1.5495148E-009, 1.5469295E-009, 1.2320537E-009, 1.0475947E-009,-1.2402200E-009
 8.0001783E+000, 7.5002897E+000, 4.1099715E-001, 3.1476938E-001, 2.7718550E-001, 2.5244452E-001, 7.8170362E-001, 6.7362477E-001, 6.5748047E-001, 6.5500067E-001, 6.2400419E-004, 5.0610745E-004, 4.7025093E-004, 4.5311560E-004, 1.5495219E-009, 1.5396303E-009, 1.2007331E-009, 1.0096424E-009,-1.1679068E-009
 9.0002384E+000, 8.5003426E+000, 4.5358502E-001, 3.4479580E-001, 3.0115669E-001, 2.7225569E-001, 7.8634979E-001, 6.7409636E-001, 6.5751406E-001, 6.5502041E-001, 7.1304060E-004, 5.7400773E-004, 5.2976269E-004, 5.0712819E-004, 1.5495229E-009, 1.5335515E-009, 1.1866337E-009, 9.8329811E-010,-1.1177869E-009
 1.0000196E+001, 9.5003584E+000, 4.4991635E-001, 3.4383041E-001, 2.9885970E-001, 2.6849393E-001, 7.8065248E-001, 6.7411421E-001, 6.5756641E-001, 6.5502542E-001, 8.0194584E-004, 6.4164367E-004, 5.8869921E-004, 5.6023313E-004, 1.5495230E-009, 1.5280353E-009, 1.1771756E-009, 9.6069126E-010,-1.0764627E-009
 1.1000153E+001, 1.0500316E+001, 4.3727953E-001, 3.4561478E-001, 2.9808224E-001, 2.6599911E-001, 7.5202297E-001, 6.7202488E-001, 6.5745553E-001, 6.5503064E-001, 8.8919625E-004, 7.0931122E-004, 6.4730906E-004, 6.1272491E-004, 1.5495230E-009, 1.5417650E-009, 1.1762166E-009, 9.4899657E-010,-1.0453373E-009
 1.2000110E+001, 1.1500273E+001, 4.4353583E-001, 3.4921084E-001, 3.0078726E-001, 2.6529607E-001, 7.6179941E-001, 6.7054666E-001, 6.5695875E-001, 6.5499830E-001, 9.7525866E-004, 7.7763573E-004, 7.0609172E-004, 6.6488667E-004, 1.5495230E-009, 1.5597004E-009, 1.1910426E-009, 9.4882471E-010,-1.0276065E-009
 1.3000067E+001, 1.2500230E+001, 4.5707427E-001, 3.4662060E-001, 3.0195728E-001, 2.6655998E-001, 7.9337039E-001, 6.7361390E-001, 6.5725883E-001, 6.5495615E-001, 1.0638544E-003, 8.4609164E-004, 7.6540737E-004, 7.1713201E-004, 1.5495230E-009, 1.5384518E-009, 1.1876202E-009, 9.3879400E-010,-9.9836363E-010
 1.4000025E+001, 1.3500187E+001, 4.6390700E-001, 3.4158383E-001, 2.9866412E-001, 2.6620319E-001, 8.1487143E-001, 6.7575566E-001, 6.5764657E-001, 6.5501071E-001, 1.1544717E-003, 9.1371618E-004, 8.2445599E-004, 7.6952343E-004, 1.5495230E-009, 1.5207315E-009, 1.1707419E-009, 9.2973666E-010,-9.7189797E-010
 1.5000265E+001, 1.4500286E+001, 4.5478576E-001, 3.3729453E-001, 2.9443578E-001, 2.6379133E-001, 8.0093711E-001, 6.7648965E-001, 6.5783311E-001, 6.5504433E-001, 1.2452502E-003, 9.8039618E-004, 8.8274115E-004, 8.2162954E-004, 1.5495230E-009, 1.5137114E-009, 1.1581505E-009, 9.2234066E-010,-9.5577901E-010
 1.6000222E+001, 1.4500286E+001, 1.5346075E-001, 1.1967503E-001, 1.0366157E-001, 9.2847749E-002, 7.2044138E-001, 6.6766848E-001, 6.5765304E-001, 6.5509161E-001, 1.3304858E-003, 1.0468674E-003, 9.4031785E-004, 8.7319992E-004, 1.5495230E-009, 1.5817992E-009, 1.1760615E-009, 9.3551514E-010,-9.6748168E-010
 1.7000179E+001, 1.4500286E+001, 1.5498937E-001, 1.2115631E-001, 1.0416500E-001, 9.2556328E-002, 8.1994808E-001, 6.7000672E-001, 6.5627758E-001, 6.5491543E-001, 1.4174366E-003, 1.1149965E-003, 9.9846453E-004, 9.2445600E-004, 1.5495230E-009, 1.5610847E-009, 1.2039159E-009, 9.3923305E-010,-9.6712241E-010
 1.8000136E+001, 1.4500286E+001, 1.5819234E-001, 1.2121638E-001, 1.0488878E-001, 9.2742564E-002, 8.1213703E-001, 6.7596941E-001, 6.5776854E-001, 6.5494232E-001, 1.5088763E-003, 1.1824028E-003, 1.0575378E-003, 9.7618437E-004, 1.5495230E-009, 1.5474457E-009, 1.1838640E-009, 9.2400627E-010,-9.3927980E-010
 1.9000094E+001, 1.4500286E+001, 1.5801685E-001, 1.2015640E-001, 1.0473078E-001, 9.2946825E-002, 8.4176315E-001, 6.6920671E-001, 6.5733780E-001, 6.5505759E-001, 1.5963672E-003, 1.2473869E-003, 1.1154557E-003, 1.0281597E-003, 1.5495230E-009, 1.5408099E-009, 1.1813506E-009, 9.3420429E-010,-9.4002910E-010
 2.0000051E+001, 1.4500286E+001, 1.5802288E-001, 1.1931415E-001, 1.0428877E-001, 9.2823527E-002, 8.7166411E-001, 6.7164897E-001, 6.5733895E-001, 6.5493403E-001, 1.6841674E-003, 1.3117981E-003, 1.1724092E-003, 1.0794522E-003, 1.5495230E-009, 1.5115372E-009, 1.1693291E-009, 9.1720542E-010,-9.2340512E-010
 2.1000008E+001, 1.4500286E+001, 1.5793647E-001, 1.1830651E-001, 1.0379983E-001, 9.2590858E-002, 8.2139370E-001, 6.7523336E-001, 6.5792621E-001, 6.5496207E-001, 1.7716661E-003, 1.3747222E-003, 1.2287152E-003, 1.1302430E-003, 1.5495230E-009, 1.5127279E-009, 1.1594105E-009, 9.1387487E-010,-9.2132072E-010
 2.2000248E+001, 1.4500286E+001, 1.5868468E-001, 1.1784213E-001, 1.0322355E-001, 9.2281206E-002, 8.5273595E-001, 6.7490738E-001, 6.5785460E-001, 6.5504260E-001, 1.8623394E-003, 1.4386579E-003, 1.2841545E-003, 1.1804905E-003, 1.5495230E-009, 1.5323368E-009, 1.1570318E-009, 9.2307186E-010,-9.2865653E-010
 2.3000206E+001, 1.4500286E+001, 1.5854387E-001, 1.1758074E-001, 1.0288568E-001, 9.1955105E-002, 7.7323724E-001, 6.7141550E-001, 6.5763944E-001, 6.5505743E-001, 1.9498679E-003, 1.5029612E-003, 1.3399968E-003, 1.2303063E-003, 1.5495230E-009, 1.6058273E-009, 1.1865604E-009, 9.3581595E-010,-9.4424863E-010
 2.4000163E+001, 1.4500286E+001, 1.5838168E-001, 1.1735376E-001, 1.0267017E-001, 9.1737728E-002, 8.8520577E-001, 6.6884754E-001, 6.5641597E-001, 6.5495450E-001, 2.0371331E-003, 1.5671461E-003, 1.3960755E-003, 1.2803034E-003, 1.5495230E-009, 1.5070169E-009, 1.1844746E-009, 9.1837510E-010,-9.2339458E-010
 2.5000120E+001, 1.4500286E+001, 1.5837965E-001, 1.1715589E-001, 1.0257089E-001, 9.1583526E-002, 8.2153475E-001, 6.7603932E-001, 6.5804726E-001, 6.5491315E-001, 2.1251079E-003, 1.6312406E-003, 1.4525605E-003, 1.3304100E-003, 1.5495230E-009, 1.5118651E-009, 1.1629861E-009, 9.0604624E-010,-9.0436597E-010
 2.6000077E+001, 1.4500286E+001, 1.5870001E-001, 1.1697731E-001, 1.0238950E-001, 9.1489142E-002, 8.4085445E-001, 6.7343821E-001, 6.5797880E-001, 6.5509230E-001, 2.2150506E-003, 1.6952331E-003, 1.5084334E-003, 1.3807108E-003, 1.5495230E-009, 1.5484018E-009, 1.1669267E-009, 9.2852618E-010,-9.2498591E-010
 2.7000035E+001, 1.4500286E+001, 1.5870018E-001, 1.1696044E-001, 1.0227805E-001, 9.1365284E-002, 7.7364698E-001, 6.7173326E-001, 6.5760202E-001, 6.5502277E-001, 2.3032146E-003, 1.7601052E-003, 1.5645711E-003, 1.4307102E-003, 1.5495230E-009, 1.5945350E-009, 1.1873877E-009, 9.3618924E-010,-9.3698185E-010
 2.8000275E+001, 1.4500286E+001, 1.5855229E-001, 1.1691467E-001, 1.0222195E-001, 9.1290837E-002, 8.6814213E-001, 6.7260111E-001, 6.5672864E-001, 6.5497541E-001, 2.3903344E-003, 1.8247683E-003, 1.6210007E-003, 1.4809432E-003, 1.5495230E-009, 1.5266845E-009, 1.1841511E-009, 9.2188641E-010,-9.2424270E-010
 2.9000232E+001, 1.4500286E+001, 1.5855578E-001, 1.1686826E-001, 1.0221445E-001, 9.1243658E-002, 8.6151428E-001, 6.7026119E-001, 6.5715337E-001, 6.5496400E-001, 2.4784425E-003, 1.8893572E-003, 1.6777299E-003, 1.5312912E-003, 1.5495230E-009, 1.5058605E-009, 1.1719861E-009, 9.1376828E-010,-9.1224300E-010
 3.0000000E+001, 1.4500286E+001, 1.5854819E-001, 1.1668376E-001, 1.0216729E-001, 9.1219440E-002, 7.8478707E-001, 6.7538809E-001, 6.5816483E-001, 6.5495188E-001, 2.5664453E-003, 1.9527314E-003, 1.7341096E-003, 1.5817685E-003, 1.5495230E-009, 1.5246034E-009, 1.1570468E-009, 9.1259765E-010,-9.0871841E-010
