s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 2.0000106E+001, 1.4500226E+001, 1.4821833E-001, 1.0677641E-001, 9.3182515E-002, 8.3441512E-002, 8.6206118E-001, 6.6535656E-001, 6.4830053E-001, 6.4522031E-001, 1.5739891E-003, 1.1941943E-003, 1.0683220E-003, 9.8705560E-004, 1.4411807E-009, 1.4076291E-009, 1.0888762E-009, 8.5235514E-010,-8.5648078E-010
 2.1000059E+001, 1.4500226E+001, 1.4765323E-001, 1.0656198E-001, 9.3281556E-002, 8.3496462E-002, 8.2682886E-001, 6.6460954E-001, 6.4830969E-001, 6.4532722E-001, 1.6544451E-003, 1.2527970E-003, 1.1204178E-003, 1.0335930E-003, 1.4411807E-009, 1.4056326E-009, 1.0820844E-009, 8.5428491E-010,-8.5530328E-010
 2.2000012E+001, 1.4500226E+001, 1.4756138E-001, 1.0611204E-001, 9.3136997E-002, 8.3488545E-002, 7.9881596E-001, 6.6737065E-001, 6.4884744E-001, 6.4529675E-001, 1.7361136E-003, 1.3102455E-003, 1.1716763E-003, 1.0799469E-003, 1.4411807E-009, 1.4278307E-009, 1.0792309E-009, 8.5740701E-010,-8.5937789E-010
 2.3000243E+001, 1.4500226E+001, 1.4801900E-001, 1.0617117E-001, 9.2919234E-002, 8.3373770E-002, 8.3320822E-001, 6.6532536E-001, 6.4827581E-001, 6.4539081E-001, 1.8201450E-003, 1.3694730E-003, 1.2224631E-003, 1.1258300E-003, 1.4411807E-009, 1.4485929E-009, 1.0867532E-009, 8.6701886E-010,-8.7257828E-010
 2.4000196E+001, 1.4500226E+001, 1.4764992E-001, 1.0628670E-001, 9.2919861E-002, 8.3262464E-002, 7.9928808E-001, 6.6047900E-001, 6.4822333E-001, 6.4534689E-001, 1.9005285E-003, 1.4290319E-003, 1.2740856E-003, 1.1715901E-003, 1.4411807E-009, 1.4655562E-009, 1.1105728E-009, 8.7172019E-010,-8.8008279E-010
 2.5000149E+001, 1.4500226E+001, 1.4765388E-001, 1.0642291E-001, 9.2975735E-002, 8.3236661E-002, 8.1500678E-001, 6.6283926E-001, 6.4778367E-001, 6.4524105E-001, 1.9825743E-003, 1.4888341E-003, 1.3260157E-003, 1.2177015E-003, 1.4411807E-009, 1.4292200E-009, 1.0979519E-009, 8.5585371E-010,-8.5804983E-010
 2.6000102E+001, 1.4500226E+001, 1.4742352E-001, 1.0640300E-001, 9.3054719E-002, 8.3256860E-002, 8.2860766E-001, 6.6532045E-001, 6.4785636E-001, 6.4530457E-001, 2.0631927E-003, 1.5478334E-003, 1.3781492E-003, 1.2640653E-003, 1.4411807E-009, 1.3891048E-009, 1.0858116E-009, 8.5094678E-010,-8.4847802E-010
 2.7000055E+001, 1.4500226E+001, 1.4745197E-001, 1.0623199E-001, 9.3036542E-002, 8.3276651E-002, 7.9413080E-001, 6.6747869E-001, 6.4882173E-001, 6.4533457E-001, 2.1452804E-003, 1.6058034E-003, 1.4297226E-003, 1.3104489E-003, 1.4411807E-009, 1.4254547E-009, 1.0800463E-009, 8.5706514E-010,-8.5417433E-010
 2.8000008E+001, 1.4500226E+001, 1.4777912E-001, 1.0626958E-001, 9.2943034E-002, 8.3247051E-002, 8.3832710E-001, 6.6659305E-001, 6.4830888E-001, 6.4538016E-001, 2.2295571E-003, 1.6650899E-003, 1.4807318E-003, 1.3564978E-003, 1.4411807E-009, 1.4338346E-009, 1.0824726E-009, 8.6378764E-010,-8.6433184E-010
 2.9000238E+001, 1.4500226E+001, 1.4763584E-001, 1.0633379E-001, 9.2946054E-002, 8.3199718E-002, 7.9711103E-001, 6.6151540E-001, 6.4838083E-001, 6.4537516E-001, 2.3105611E-003, 1.7246416E-003, 1.5324023E-003, 1.4023886E-003, 1.4411807E-009, 1.4665311E-009, 1.1041197E-009, 8.7050517E-010,-8.7636122E-010
 3.0000000E+001, 1.4500226E+001, 1.4770696E-001, 1.0640965E-001, 9.2971665E-002, 8.3188259E-002, 8.4779615E-001, 6.6596031E-001, 6.4775130E-001, 6.4526498E-001, 2.3931541E-003, 1.7843340E-003, 1.5842401E-003, 1.4485042E-003, 1.4411807E-009, 1.4169633E-009, 1.0942514E-009, 8.5454890E-010,-8.5712967E-010
