s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0318301E-027,-1.3031982E-027, 0.0000000E+000, 0.0000000E+000
 1.0000398E+000, 5.0029964E-001, 2.3901648E-001, 2.1079769E-001, 2.1078542E-001, 2.1080685E-001, 4.8926611E-001, 4.2703918E-001, 4.2701268E-001, 4.2706054E-001, 2.7900341E-005, 2.7052321E-005, 2.7053895E-005, 2.7056785E-005, 6.2553794E-010, 6.0524436E-010, 9.3433211E-010, 1.2437813E-009,-1.2349841E-009
 2.0001947E+000, 1.5002434E+000, 3.5934086E-001, 2.9114552E-001, 2.8725141E-001, 2.8720796E-001, 7.3946246E-001, 6.1912231E-001, 6.0283482E-001, 6.0261619E-001, 9.8247677E-005, 8.4728363E-005, 8.4411667E-005, 8.4415224E-005, 1.2844774E-009, 1.2906605E-009, 1.4040047E-009, 1.5295181E-009,-1.5582628E-009
 3.0000720E+000, 2.5002668E+000, 4.1450609E-001, 3.2341710E-001, 3.0915997E-001, 3.0985551E-001, 7.8243577E-001, 6.5855984E-001, 6.4169431E-001, 6.3910459E-001, 1.7999570E-004, 1.4960467E-004, 1.4752916E-004, 1.4766188E-004, 1.4186040E-009, 1.4246941E-009, 1.2980342E-009, 1.3221585E-009,-1.4257651E-009
 4.0000250E+000, 3.5001873E+000, 4.0822576E-001, 3.1717508E-001, 2.9300193E-001, 2.8770550E-001, 7.7929564E-001, 6.6459344E-001, 6.4736068E-001, 6.4426376E-001, 2.6278796E-004, 2.1366760E-004, 2.0772312E-004, 2.0743780E-004, 1.4380973E-009, 1.4363954E-009, 1.2053699E-009, 1.1913187E-009,-1.3460737E-009
 5.0002557E+000, 4.5002792E+000, 3.8953881E-001, 3.1522411E-001, 2.8255714E-001, 2.6989593E-001, 7.2641042E-001, 6.5806609E-001, 6.4791842E-001, 6.4526686E-001, 3.4134574E-004, 2.7679698E-004, 2.6521521E-004, 2.6314726E-004, 1.4407629E-009, 1.4893219E-009, 1.1784195E-009, 1.1157098E-009,-1.3073493E-009
 6.0002087E+000, 5.5003710E+000, 4.0324643E-001, 3.2004045E-001, 2.8079137E-001, 2.5882854E-001, 7.5630210E-001, 6.5701626E-001, 6.4718272E-001, 6.4520202E-001, 4.1996141E-004, 3.4034670E-004, 3.2148030E-004, 3.1591027E-004, 1.4411241E-009, 1.4790829E-009, 1.1691928E-009, 1.0440084E-009,-1.2430169E-009
 7.0001617E+000, 6.5003240E+000, 4.1238261E-001, 3.1768103E-001, 2.8010891E-001, 2.5402557E-001, 7.8161722E-001, 6.6389902E-001, 6.4760914E-001, 6.4514769E-001, 5.0126254E-004, 4.0422169E-004, 3.7766900E-004, 3.6715421E-004, 1.4411730E-009, 1.4456614E-009, 1.1486082E-009, 9.7941565E-010,-1.1573696E-009
 8.0001147E+000, 7.5002770E+000, 4.1717944E-001, 3.1317112E-001, 2.7580475E-001, 2.5050709E-001, 7.9153443E-001, 6.6595402E-001, 6.4831284E-001, 6.4529931E-001, 5.8415708E-004, 4.6727712E-004, 4.3333927E-004, 4.1765718E-004, 1.4411796E-009, 1.4327725E-009, 1.1207156E-009, 9.4176027E-010,-1.0892741E-009
 9.0000677E+000, 8.5002300E+000, 4.2182421E-001, 3.0975979E-001, 2.7153640E-001, 2.4603778E-001, 8.0842953E-001, 6.6714001E-001, 6.4845450E-001, 6.4534981E-001, 6.6819856E-004, 5.2961397E-004, 4.8808392E-004, 4.6734027E-004, 1.4411805E-009, 1.4197669E-009, 1.1021802E-009, 9.1568986E-010,-1.0390150E-009
 1.0000021E+001, 9.5001830E+000, 4.1451651E-001, 3.0662553E-001, 2.6781116E-001, 2.4206327E-001, 7.9841993E-001, 6.6760805E-001, 6.4859519E-001, 6.4536731E-001, 7.5222155E-004, 5.9124997E-004, 5.4204382E-004, 5.1616671E-004, 1.4411806E-009, 1.4113206E-009, 1.0880350E-009, 8.9307242E-010,-9.9856179E-010
 1.1000251E+001, 1.0500275E+001, 3.9019830E-001, 3.0979761E-001, 2.6614584E-001, 2.3891397E-001, 7.3511589E-001, 6.6160531E-001, 6.4843715E-001, 6.4540694E-001, 8.3213454E-004, 6.5279041E-004, 5.9540484E-004, 5.6428217E-004, 1.4411807E-009, 1.4630737E-009, 1.0981943E-009, 8.9285147E-010,-9.8395098E-010
 1.2000204E+001, 1.1500367E+001, 4.2201897E-001, 3.1545613E-001, 2.7075734E-001, 2.3824071E-001, 8.0203548E-001, 6.6178541E-001, 6.4734136E-001, 6.4527945E-001, 9.1261590E-004, 7.1545720E-004, 6.4907500E-004, 6.1195197E-004, 1.4411807E-009, 1.4574005E-009, 1.1201245E-009, 8.9174435E-010,-9.6761530E-010
 1.3000157E+001, 1.2500320E+001, 4.2193887E-001, 3.0631249E-001, 2.7081387E-001, 2.4016970E-001, 8.4137223E-001, 6.6827467E-001, 6.4843225E-001, 6.4525816E-001, 9.9815453E-004, 7.7785142E-004, 7.0345662E-004, 6.5982371E-004, 1.4411807E-009, 1.4221068E-009, 1.1005585E-009, 8.6919273E-010,-9.2305368E-010
 1.4000110E+001, 1.3500273E+001, 4.1179591E-001, 2.9770739E-001, 2.6415279E-001, 2.3898295E-001, 8.2645966E-001, 6.6290868E-001, 6.4852200E-001, 6.4541276E-001, 1.0800415E-003, 8.3804318E-004, 7.5700632E-004, 7.0784620E-004, 1.4411807E-009, 1.4531045E-009, 1.1008278E-009, 8.8130196E-010,-9.1909800E-010
 1.5000063E+001, 1.4500226E+001, 4.0639345E-001, 2.9580640E-001, 2.6160522E-001, 2.3523572E-001, 8.6313525E-001, 6.6525142E-001, 6.4779664E-001, 6.4528533E-001, 1.1622824E-003, 8.9760114E-004, 8.0948883E-004, 7.5528007E-004, 1.4411807E-009, 1.4084280E-009, 1.0909674E-009, 8.6462535E-010,-8.9494976E-010
 1.6000016E+001, 1.4500226E+001, 1.4628397E-001, 1.0494288E-001, 9.3703986E-002, 8.4399460E-002, 8.2362022E-001, 6.6825572E-001, 6.4823344E-001, 6.4532165E-001, 1.2435330E-003, 9.5588940E-004, 8.6153483E-004, 8.0215808E-004, 1.4411807E-009, 1.3987684E-009, 1.0790845E-009, 8.5288020E-010,-8.7907330E-010
 1.7000247E+001, 1.4500226E+001, 1.4806115E-001, 1.0517558E-001, 9.2861254E-002, 8.4002146E-002, 8.0376668E-001, 6.6536323E-001, 6.4865969E-001, 6.4544773E-001, 1.3267955E-003, 1.0144630E-003, 9.1266810E-004, 8.4861596E-004, 1.4411807E-009, 1.4481836E-009, 1.0850839E-009, 8.6971730E-010,-8.9055643E-010
 1.8000200E+001, 1.4500226E+001, 1.4900333E-001, 1.0610671E-001, 9.2769644E-002, 8.3562275E-002, 7.9980904E-001, 6.6590437E-001, 6.4825782E-001, 6.4533570E-001, 1.4106183E-003, 1.0744432E-003, 9.6410257E-004, 8.9454845E-004, 1.4411807E-009, 1.4589992E-009, 1.0977029E-009, 8.6759675E-010,-8.8493150E-010
 1.9000153E+001, 1.4500226E+001, 1.4797269E-001, 1.0644215E-001, 9.2985290E-002, 8.3437667E-002, 8.2330973E-001, 6.6050308E-001, 6.4792917E-001, 6.4534363E-001, 1.4911036E-003, 1.1341340E-003, 1.0161181E-003, 9.4069283E-004, 1.4411807E-009, 1.4363802E-009, 1.1073801E-009, 8.6706223E-010,-8.8028951E-010
