s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
 1.8000023E+001, 1.4500066E+001, 4.7403948E-002, 4.7441654E-002, 4.8530199E-002, 4.8598227E-002, 2.6583504E-001, 2.7965454E-001, 2.9114988E-001, 2.9677200E-001, 2.2685593E-004, 2.2657356E-004, 2.3175648E-004, 2.3221443E-004, 2.2887741E-009, 2.2865863E-009, 2.2244610E-009, 2.1592791E-009,-2.1579903E-009
 1.9000044E+001, 1.4500066E+001, 4.7097288E-002, 4.7376770E-002, 4.8542427E-002, 4.8581370E-002, 2.6459548E-001, 2.7408406E-001, 2.8986215E-001, 2.9833752E-001, 2.3968322E-004, 2.3967998E-004, 2.4525096E-004, 2.4569549E-004, 2.2887741E-009, 2.2864017E-009, 2.2208916E-009, 2.1583738E-009,-2.1583389E-009
 2.0000012E+001, 1.4500066E+001, 4.6964712E-002, 4.7209409E-002, 4.8462598E-002, 4.8557150E-002, 2.9099580E-001, 2.7117185E-001, 2.8979624E-001, 2.9877120E-001, 2.5258124E-004, 2.5260732E-004, 2.5862366E-004, 2.5915624E-004, 2.2887741E-009, 2.2864922E-009, 2.2241466E-009, 2.1605573E-009,-2.1594882E-009
 2.1000062E+001, 1.4500066E+001, 4.7032928E-002, 4.7125763E-002, 4.8414985E-002, 4.8539920E-002, 2.9081677E-001, 2.7108890E-001, 2.9181354E-001, 2.9800843E-001, 2.6574135E-004, 2.6558229E-004, 2.7200681E-004, 2.7261630E-004, 2.2887741E-009, 2.2865613E-009, 2.2238954E-009, 2.1582444E-009,-2.1590633E-009
 2.2000016E+001, 1.4500066E+001, 4.7132136E-002, 4.7170481E-002, 4.8403416E-002, 4.8528957E-002, 2.8870116E-001, 2.9027069E-001, 2.9369419E-001, 2.9910327E-001, 2.7899835E-004, 2.7875912E-004, 2.8543230E-004, 2.8607767E-004, 2.2887741E-009, 2.2865028E-009, 2.2239313E-009, 2.1615747E-009,-2.1601615E-009
 2.3000048E+001, 1.4500066E+001, 4.7072073E-002, 4.7164289E-002, 4.8442937E-002, 4.8537433E-002, 2.7114597E-001, 2.7418558E-001, 2.9227904E-001, 2.9842305E-001, 2.9195756E-004, 2.9184870E-004, 2.9896595E-004, 2.9957720E-004, 2.2887741E-009, 2.2864807E-009, 2.2218403E-009, 2.1578871E-009,-2.1592841E-009
 2.4000025E+001, 1.4500066E+001, 4.7072272E-002, 4.7201682E-002, 4.8416481E-002, 4.8537344E-002, 2.6736656E-001, 2.7334508E-001, 2.9792403E-001, 2.9578206E-001, 3.0503333E-004, 3.0504307E-004, 3.1235588E-004, 3.1305930E-004, 2.2887741E-009, 2.2865255E-009, 2.2238560E-009, 2.1589161E-009,-2.1580162E-009
 2.5000059E+001, 1.4500066E+001, 4.6977171E-002, 4.7210246E-002, 4.8433981E-002, 4.8543144E-002, 2.5196364E-001, 2.7622431E-001, 2.9320751E-001, 2.9711483E-001, 3.1784524E-004, 3.1817889E-004, 3.2585397E-004, 3.2655846E-004, 2.2887741E-009, 2.2864536E-009, 2.2235613E-009, 2.1597372E-009,-2.1595795E-009
 2.6000023E+001, 1.4500066E+001, 4.6920459E-002, 4.7172752E-002, 4.8444741E-002, 4.8545866E-002, 2.5862409E-001, 2.8799866E-001, 2.9253163E-001, 2.9859111E-001, 3.3072069E-004, 3.3117780E-004, 3.3934024E-004, 3.4005049E-004, 2.2887741E-009, 2.2865453E-009, 2.2236728E-009, 2.1590654E-009,-2.1590245E-009
 2.7000007E+001, 1.4500066E+001, 4.6996326E-002, 4.7149016E-002, 4.8431381E-002, 4.8545210E-002, 3.0613432E-001, 3.0874828E-001, 2.9268747E-001, 2.9876576E-001, 3.4400684E-004, 3.4420202E-004, 3.5275237E-004, 3.5353307E-004, 2.2887741E-009, 2.2864676E-009, 2.2233396E-009, 2.1597550E-009,-2.1592214E-009
 2.8000010E+001, 1.4500066E+001, 4.6941237E-002, 4.7172818E-002, 4.8442110E-002, 4.8550575E-002, 2.8968412E-001, 2.7947849E-001, 2.9285607E-001, 2.9674312E-001, 3.5686247E-004, 3.5738496E-004, 3.6624431E-004, 3.6703726E-004, 2.2887741E-009, 2.2866658E-009, 2.2229419E-009, 2.1589670E-009,-2.1596107E-009
 2.9000051E+001, 1.4500066E+001, 4.6978213E-002, 4.7179642E-002, 4.8442132E-002, 4.8555094E-002, 2.9467288E-001, 2.7442658E-001, 2.8761564E-001, 3.0080362E-001, 3.7004604E-004, 3.7051559E-004, 3.7970109E-004, 3.8054165E-004, 2.2887741E-009, 2.2863575E-009, 2.2227148E-009, 2.1587373E-009,-2.1579542E-009
 3.0000000E+001, 1.4500066E+001, 4.7056653E-002, 4.7200874E-002, 4.8447925E-002, 4.8546244E-002, 2.8728253E-001, 2.7862870E-001, 2.9130701E-001, 2.9807901E-001, 3.8342171E-004, 3.8370885E-004, 3.9318069E-004, 3.9399162E-004, 2.2887741E-009, 2.2865354E-009, 2.2236261E-009, 2.1603078E-009,-2.1596374E-009
