s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6264316E-028, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000416E+000, 5.0022767E-001, 2.3830852E-002, 2.3807282E-002, 2.3788266E-002, 2.3789231E-002, 1.9614132E-001, 1.9589218E-001, 1.9573434E-001, 1.9574252E-001, 5.5600875E-006, 5.5327857E-006, 5.5328946E-006, 5.5334414E-006, 9.9330224E-010, 9.8032312E-010, 1.0492515E-009, 1.1272374E-009,-1.1398488E-009
 2.0000287E+000, 1.5000691E+000, 2.7932654E-002, 2.6474992E-002, 2.7247827E-002, 2.7222460E-002, 2.7944845E-001, 2.6591941E-001, 2.7559768E-001, 2.7648871E-001, 1.6926067E-005, 1.6738151E-005, 1.6768598E-005, 1.6785671E-005, 2.0398388E-009, 2.0383666E-009, 2.0298719E-009, 2.0676818E-009,-2.1347523E-009
 3.0000326E+000, 2.5000619E+000, 2.9824788E-002, 2.9723193E-002, 2.9968440E-002, 3.0017457E-002, 2.8603101E-001, 2.8616146E-001, 2.9134689E-001, 2.9629267E-001, 2.9704957E-005, 2.9654689E-005, 2.9950980E-005, 2.9974519E-005, 2.2529036E-009, 2.2505824E-009, 2.1921606E-009, 2.1582681E-009,-2.2204855E-009
 4.0000290E+000, 3.5000613E+000, 2.6021994E-002, 2.8624255E-002, 2.9512854E-002, 2.9553297E-002, 2.5496935E-001, 2.8191470E-001, 2.9468474E-001, 2.9899790E-001, 4.2939820E-005, 4.2896897E-005, 4.3449606E-005, 4.3420347E-005, 2.2838760E-009, 2.2815587E-009, 2.2190156E-009, 2.1588972E-009,-2.1867810E-009
 5.0000500E+000, 4.5000702E+000, 2.7754917E-002, 2.8968214E-002, 2.7580311E-002, 2.8014201E-002, 2.8670278E-001, 3.0005488E-001, 2.8898228E-001, 2.9720028E-001, 5.6518144E-005, 5.6047701E-005, 5.6939499E-005, 5.6911926E-005, 2.2881104E-009, 2.2858262E-009, 2.2228086E-009, 2.1583608E-009,-2.1686248E-009
 6.0000426E+000, 5.5000779E+000, 3.2155217E-002, 3.0989637E-002, 3.2505201E-002, 3.2543992E-002, 2.8429083E-001, 2.7402610E-001, 2.9127817E-001, 2.9615557E-001, 6.9677932E-005, 6.9518260E-005, 7.0424468E-005, 7.0410264E-005, 2.2886842E-009, 2.2864088E-009, 2.2235112E-009, 2.1597065E-009,-2.1629002E-009
 7.0000186E+000, 6.5000624E+000, 3.0850418E-002, 2.9194839E-002, 3.2065648E-002, 3.1497099E-002, 2.8212304E-001, 2.6716340E-001, 2.9754764E-001, 2.9627025E-001, 8.2929300E-005, 8.2601752E-005, 8.3850742E-005, 8.3887703E-005, 2.2887619E-009, 2.2864820E-009, 2.2219971E-009, 2.1588550E-009,-2.1610634E-009
 8.0000492E+000, 7.5000642E+000, 2.8986048E-002, 2.9666562E-002, 3.0579285E-002, 3.1063653E-002, 2.6917838E-001, 2.7619906E-001, 2.8818401E-001, 2.9681612E-001, 9.6078260E-005, 9.5471263E-005, 9.7257398E-005, 9.7347863E-005, 2.2887724E-009, 2.2864444E-009, 2.2233584E-009, 2.1599000E-009,-2.1609751E-009
 9.0000344E+000, 8.5000731E+000, 2.4585820E-002, 2.5887799E-002, 2.7540599E-002, 2.7403894E-002, 2.5843701E-001, 2.7273473E-001, 2.9457844E-001, 2.9722337E-001, 1.0880200E-004, 1.0848331E-004, 1.1070233E-004, 1.1083660E-004, 2.2887738E-009, 2.2866525E-009, 2.2238277E-009, 2.1577427E-009,-2.1593078E-009
 1.0000009E+001, 9.5000529E+000, 3.0180541E-002, 2.7393547E-002, 2.8955215E-002, 2.8711072E-002, 3.0428165E-001, 2.7587971E-001, 2.9621768E-001, 2.9688297E-001, 1.2206438E-004, 1.2183818E-004, 1.2417890E-004, 1.2431540E-004, 2.2887740E-009, 2.2864509E-009, 2.2226123E-009, 2.1607487E-009,-2.1591027E-009
 1.1000056E+001, 1.0500063E+001, 2.9109568E-002, 3.1724501E-002, 3.1049192E-002, 3.1619775E-002, 2.6581729E-001, 2.9100109E-001, 2.8716401E-001, 2.9721641E-001, 1.3531596E-004, 1.3475199E-004, 1.3759048E-004, 1.3781267E-004, 2.2887740E-009, 2.2865004E-009, 2.2245512E-009, 2.1581378E-009,-2.1591661E-009
 1.2000000E+001, 1.1500059E+001, 3.0288749E-002, 3.2947496E-002, 3.2491731E-002, 3.2532857E-002, 2.6845061E-001, 2.9341306E-001, 2.9281961E-001, 2.9692409E-001, 1.4809278E-004, 1.4776879E-004, 1.5100502E-004, 1.5127179E-004, 2.2887740E-009, 2.2865152E-009, 2.2228350E-009, 2.1596452E-009,-2.1587691E-009
 1.3000011E+001, 1.2500036E+001, 2.8444372E-002, 2.9285261E-002, 2.9885656E-002, 2.9690933E-002, 2.7591532E-001, 2.8505860E-001, 2.9562567E-001, 2.9622643E-001, 1.6136431E-004, 1.6104044E-004, 1.6450873E-004, 1.6474708E-004, 2.2887741E-009, 2.2865128E-009, 2.2236362E-009, 2.1601414E-009,-2.1598979E-009
 1.4000041E+001, 1.3500057E+001, 3.0316763E-002, 2.9200767E-002, 3.0091457E-002, 3.0021905E-002, 2.9153909E-001, 2.8074472E-001, 2.9342855E-001, 2.9626137E-001, 1.7430421E-004, 1.7399525E-004, 1.7791137E-004, 1.7822712E-004, 2.2887741E-009, 2.2865024E-009, 2.2223077E-009, 2.1590762E-009,-2.1591689E-009
 1.5000028E+001, 1.4500066E+001, 2.6510031E-002, 2.8991380E-002, 2.9530069E-002, 2.9593221E-002, 2.5888305E-001, 2.8493030E-001, 2.9319137E-001, 2.9788860E-001, 1.8735212E-004, 1.8703840E-004, 1.9131418E-004, 1.9171545E-004, 2.2887741E-009, 2.2865443E-009, 2.2257490E-009, 2.1603826E-009,-2.1604729E-009
 1.6000059E+001, 1.4500066E+001, 4.6497138E-002, 4.7193396E-002, 4.8522059E-002, 4.8511285E-002, 2.6964723E-001, 2.8258719E-001, 2.9576958E-001, 2.9867675E-001, 2.0026895E-004, 2.0014860E-004, 2.0479349E-004, 2.0519176E-004, 2.2887741E-009, 2.2864678E-009, 2.2210493E-009, 2.1587563E-009,-2.1595105E-009
 1.7000049E+001, 1.4500066E+001, 4.7132182E-002, 4.7427985E-002, 4.8521661E-002, 4.8583535E-002, 3.0600246E-001, 2.8680611E-001, 2.9811902E-001, 2.9998350E-001, 2.1353752E-004, 2.1338807E-004, 2.1827148E-004, 2.1870712E-004, 2.2887741E-009, 2.2864381E-009, 2.2227350E-009, 2.1570537E-009,-2.1568002E-009
