s,s,mg,mg,mg,mg,mm/s,mm/s,mm/s,mm/s,mg,mg,mg,mg,kg/s,kg/s,kg/s,kg/s,kg/s
Time,Time2,Sensor 1 Total,Sensor 2 Total,Sensor 3 Total,Sensor 4 Total,V Sensor 1,V Sensor 2,V Sensor 3,V Sensor 4,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Inlet MF,Test Inlet MF,Test Mid MF,Test Outlet MF,Outlet MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5730647E-029, 9.2770042E-028, 0.0000000E+000, 0.0000000E+000
 1.0001898E+000, 5.0049692E-001, 1.4467529E-001, 1.3697751E-001, 1.3697543E-001, 1.3698648E-001, 2.0996497E-001, 1.9842899E-001, 1.9842614E-001, 1.9844289E-001, 1.4139055E-005, 1.4003918E-005, 1.4005452E-005, 1.4007023E-005, 6.2787541E-010, 6.0888844E-010, 7.9841820E-010, 9.8255585E-010,-9.7462162E-010
 2.0000444E+000, 1.5002680E+000, 2.0422468E-001, 1.7218151E-001, 1.7088827E-001, 1.7088887E-001, 3.3017122E-001, 2.8005428E-001, 2.7719202E-001, 2.7719321E-001, 4.6711405E-005, 4.2067547E-005, 4.2027017E-005, 4.2029917E-005, 1.2888299E-009, 1.2854604E-009, 1.3818794E-009, 1.4764895E-009,-1.4864111E-009
 3.0000332E+000, 2.5001897E+000, 2.1468011E-001, 1.8096093E-001, 1.7718608E-001, 1.7725194E-001, 3.4786252E-001, 3.0278882E-001, 2.9717685E-001, 2.9656300E-001, 8.5633899E-005, 7.4899732E-005, 7.4388181E-005, 7.4390215E-005, 1.4233853E-009, 1.4239368E-009, 1.3846737E-009, 1.4036512E-009,-1.4509702E-009
 4.0000219E+000, 3.5001785E+000, 2.1355645E-001, 1.8013154E-001, 1.7368533E-001, 1.7299406E-001, 3.4554278E-001, 3.0578444E-001, 3.0068480E-001, 2.9997148E-001, 1.2515524E-004, 1.0816081E-004, 1.0670343E-004, 1.0668111E-004, 1.4429484E-009, 1.4490199E-009, 1.3447196E-009, 1.3468736E-009,-1.4224814E-009
 5.0000107E+000, 4.5001672E+000, 2.0657058E-001, 1.7929364E-001, 1.7035981E-001, 1.6772193E-001, 3.3258292E-001, 3.0562066E-001, 3.0111132E-001, 3.0046523E-001, 1.6376602E-004, 1.4122054E-004, 1.3834692E-004, 1.3802402E-004, 1.4456230E-009, 1.4547638E-009, 1.3178065E-009, 1.2988038E-009,-1.3932666E-009
 6.0003013E+000, 5.5003069E+000, 2.0783023E-001, 1.7936118E-001, 1.6862347E-001, 1.6366108E-001, 3.3495231E-001, 3.0495794E-001, 3.0107093E-001, 3.0053431E-001, 2.0182325E-004, 1.7422837E-004, 1.6952595E-004, 1.6850686E-004, 1.4459854E-009, 1.4543758E-009, 1.3052348E-009, 1.2576801E-009,-1.3629425E-009
 7.0002900E+000, 6.5004466E+000, 2.1285473E-001, 1.7947203E-001, 1.6803631E-001, 1.6113389E-001, 3.4473275E-001, 3.0558490E-001, 3.0105088E-001, 3.0052395E-001, 2.4049766E-004, 2.0725629E-004, 2.0050148E-004, 1.9837413E-004, 1.4460345E-009, 1.4444396E-009, 1.2940843E-009, 1.2187930E-009,-1.3232394E-009
 8.0002788E+000, 7.5004353E+000, 2.1714535E-001, 1.7894930E-001, 1.6746956E-001, 1.5970142E-001, 3.5358918E-001, 3.0649639E-001, 3.0114938E-001, 3.0052929E-001, 2.8012063E-004, 2.4025013E-004, 2.3138227E-004, 2.2788934E-004, 1.4460411E-009, 1.4376181E-009, 1.2830065E-009, 1.1896666E-009,-1.2848113E-009
