s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kW,kg,kg
 7.3601276E+000,-8.0220635E-001, 7.3981839E+000, 7.1178914E+000, 7.0226996E+000, 7.1599486E+000, 7.0236483E+000, 6.1662568E+000, 6.3444891E+000, 6.4067303E+000, 5.6254262E+000, 5.8904036E+000, 5.9653697E+000, 6.6303394E+000, 6.8639652E+000, 5.5431577E+000, 5.4583771E+000, 4.7202013E+000, 5.1570130E+000, 5.1168832E+000, 5.5362180E+000, 5.0001041E+000, 5.0475501E+000, 2.3415173E-001, 2.2762409E-001, 2.2972030E-001, 2.3989068E-001, 2.4097875E-001, 2.1266294E-001, 2.1861930E-001, 2.1998471E-001, 2.0107005E-001, 2.1758860E-001, 2.1511799E-001, 2.3782695E-001, 2.4906950E-001, 2.1295225E-001, 2.1304092E-001, 1.8195715E-001, 2.0240241E-001, 2.0503833E-001, 2.2594632E-001, 1.9719576E-001, 1.9669791E-001, 1.5743046E-001, 1.5470660E-001, 1.5037647E-001, 1.4733686E-001, 1.4351934E-001, 1.3910275E-001, 1.4009313E-001, 1.4082504E-001, 1.3196891E-001, 1.2961138E-001, 1.3254434E-001, 1.3591000E-001, 1.3558211E-001, 1.2325290E-001, 1.2145575E-001, 1.1861685E-001, 1.1945288E-001, 1.1675842E-001, 1.1702235E-001, 1.1780543E-001, 1.1929888E-001, 1.3038350E-224, 1.1795188E-213, 4.8825000E-192, 1.0367651E-169, 3.3565012E-160, 1.4257087E-149, 9.7743461E-139, 9.3382965E-129, 2.9808949E-100, 3.6508073E-081, 4.0319348E-064, 5.2537157E-056, 9.3465432E-034, 1.2383067E-021, 3.4226591E-016, 4.7712509E-014, 1.7206277E-011, 7.0565169E-011, 1.8386390E-006, 3.4024178E-012, 1.0376596E-011, 1.7269909E-002, 1.6971621E-002, 1.6534362E-002, 1.6142220E-002, 1.5926702E-002, 1.5714450E-002, 1.5524567E-002, 1.5347700E-002, 1.4882618E-002, 1.4549213E-002, 1.4305306E-002, 1.4199952E-002, 1.3870722E-002, 1.3627598E-002, 1.3391073E-002, 1.3318345E-002, 1.3115080E-002, 1.2850440E-002, 1.2758411E-002, 1.2489149E-002, 1.2433443E-002, 9.9029212E+000, 2.4746276E-002, 3.8351439E-003
 7.4008512E+000,-8.0215281E-001, 6.8947303E+000, 7.2591727E+000, 6.6370245E+000, 6.4241640E+000, 6.6148291E+000, 7.1947914E+000, 6.4207192E+000, 6.0614842E+000, 6.1857224E+000, 5.4092101E+000, 5.5689771E+000, 5.6205728E+000, 6.1366169E+000, 5.3519610E+000, 5.1114873E+000, 5.3507184E+000, 5.0631254E+000, 6.3885651E+000, 5.3414620E+000, 5.2526924E+000, 4.8986773E+000, 2.1480974E-001, 2.3338299E-001, 2.1499510E-001, 2.1364282E-001, 2.2147606E-001, 2.4632221E-001, 2.2366983E-001, 2.1264713E-001, 2.1680356E-001, 1.9807323E-001, 2.0722012E-001, 2.0372272E-001, 2.2550091E-001, 2.0798370E-001, 2.0389839E-001, 2.1449185E-001, 1.9371132E-001, 2.4397888E-001, 2.1382067E-001, 2.1525286E-001, 1.9835985E-001, 1.5725225E-001, 1.5463560E-001, 1.4982351E-001, 1.4496565E-001, 1.4494093E-001, 1.4470917E-001, 1.3883654E-001, 1.3645570E-001, 1.3666494E-001, 1.2804570E-001, 1.2720835E-001, 1.3006427E-001, 1.3051021E-001, 1.2071483E-001, 1.1764595E-001, 1.1800684E-001, 1.2153571E-001, 1.2739840E-001, 1.1781878E-001, 1.1530203E-001, 1.1487995E-001, 2.4205027E-223, 3.7006772E-212, 3.9416743E-190, 3.6064121E-169, 2.7588534E-159, 1.9317670E-149, 2.3440732E-139, 2.3198408E-129, 4.5276788E-101, 6.8430558E-083, 4.3512096E-066, 2.4007500E-058, 1.1574413E-036, 1.5424654E-023, 9.9310312E-018, 2.6443378E-016, 1.1907369E-013, 3.1179905E-011, 1.0368938E-010, 2.9045436E-011, 2.6646024E-012, 1.7380296E-002, 1.7082562E-002, 1.6637406E-002, 1.6242632E-002, 1.6034792E-002, 1.5817944E-002, 1.5619411E-002, 1.5443135E-002, 1.4970153E-002, 1.4634483E-002, 1.4390993E-002, 1.4292500E-002, 1.3966511E-002, 1.3706581E-002, 1.3472365E-002, 1.3397369E-002, 1.3195889E-002, 1.2939218E-002, 1.2838388E-002, 1.2568166E-002, 1.2508756E-002, 9.8933371E+000, 2.4897903E-002, 3.8342992E-003
 7.4415749E+000,-8.0222068E-001, 7.2003572E+000, 6.5761504E+000, 7.1775541E+000, 6.5314105E+000, 6.4405063E+000, 6.1295852E+000, 6.8427948E+000, 6.8115002E+000, 6.2421338E+000, 5.4838020E+000, 5.2575265E+000, 5.6581953E+000, 6.3976142E+000, 6.5524989E+000, 5.5004556E+000, 5.2246070E+000, 4.8813666E+000, 4.9794103E+000, 6.2159697E+000, 5.3080642E+000, 5.4599262E+000, 2.2689738E-001, 2.0758037E-001, 2.3518931E-001, 2.1789045E-001, 2.1819185E-001, 2.0713836E-001, 2.3386506E-001, 2.3785696E-001, 2.1727355E-001, 1.9731101E-001, 1.9805131E-001, 2.1573023E-001, 2.3098687E-001, 2.4073307E-001, 2.1602434E-001, 2.0599378E-001, 1.9489914E-001, 1.9811029E-001, 2.3947591E-001, 2.1670752E-001, 2.2392420E-001, 1.5736917E-001, 1.5390538E-001, 1.5085187E-001, 1.4510279E-001, 1.4270797E-001, 1.4149125E-001, 1.4334422E-001, 1.4028005E-001, 1.3794496E-001, 1.3044625E-001, 1.2429130E-001, 1.2476523E-001, 1.3411115E-001, 1.3272570E-001, 1.2087774E-001, 1.1910853E-001, 1.1635368E-001, 1.1687924E-001, 1.2581139E-001, 1.1568464E-001, 1.1624313E-001, 4.3371440E-221, 2.1383748E-211, 1.8377716E-189, 2.0068864E-169, 3.0253780E-159, 4.8248047E-150, 6.1221107E-140, 1.2761715E-130, 4.0527016E-102, 1.1403882E-084, 2.5018454E-068, 1.0865116E-060, 1.4541867E-039, 4.7577333E-026, 2.5879553E-019, 1.2800018E-011, 4.3602929E-009, 1.0155594E-008, 4.8194103E-011, 8.8647576E-011, 5.6580176E-011, 1.7486450E-002, 1.7191990E-002, 1.6747969E-002, 1.6346969E-002, 1.6134316E-002, 1.5923420E-002, 1.5728560E-002, 1.5541046E-002, 1.5069479E-002, 1.4721419E-002, 1.4479489E-002, 1.4379777E-002, 1.4070558E-002, 1.3805461E-002, 1.3557609E-002, 1.3479138E-002, 1.3272439E-002, 1.3029760E-002, 1.2934620E-002, 1.2654670E-002, 1.2589878E-002, 9.8909858E+000, 2.5054063E-002, 3.8334181E-003
 7.4822986E+000,-8.0219097E-001, 7.3633915E+000, 7.4248473E+000, 6.7517727E+000, 7.1084962E+000, 6.6649724E+000, 6.2980588E+000, 5.8822379E+000, 6.2673566E+000, 5.6360080E+000, 6.2429604E+000, 5.6587822E+000, 5.1286082E+000, 5.4714587E+000, 5.9616361E+000, 4.9355940E+000, 5.1992488E+000, 4.8854164E+000, 5.5043920E+000, 4.7460995E+000, 4.9877773E+000, 4.9211127E+000, 2.3273406E-001, 2.3949674E-001, 2.2181290E-001, 2.3660495E-001, 2.2332320E-001, 2.1678145E-001, 2.0170767E-001, 2.1497232E-001, 2.0179917E-001, 2.1899788E-001, 2.0475096E-001, 1.9141858E-001, 2.0283530E-001, 2.2112147E-001, 1.9839706E-001, 2.0733441E-001, 1.9970565E-001, 2.1431221E-001, 1.9253952E-001, 2.1249361E-001, 2.0514526E-001, 1.5743457E-001, 1.5498368E-001, 1.4856480E-001, 1.4799867E-001, 1.4509782E-001, 1.4001947E-001, 1.3841375E-001, 1.4028009E-001, 1.3164635E-001, 1.3710210E-001, 1.3054392E-001, 1.2431089E-001, 1.2691353E-001, 1.2870468E-001, 1.1551425E-001, 1.1772733E-001, 1.1388804E-001, 1.2159479E-001, 1.1369086E-001, 1.1025113E-001, 1.1194351E-001, 6.3358563E-220, 1.0689621E-209, 2.2600543E-190, 3.9215909E-169, 1.3966771E-159, 1.8795832E-150, 3.4649808E-141, 1.5127717E-131, 9.4956230E-104, 1.0839880E-086, 1.5634863E-070, 6.8359501E-063, 1.9377147E-042, 1.2484535E-028, 9.7543877E-010, 9.0594356E-012, 4.9674417E-006, 7.1003357E-010, 8.9514985E-007, 2.5999462E-006, 1.2513664E-008, 1.7605803E-002, 1.7300503E-002, 1.6858386E-002, 1.6453701E-002, 1.6237156E-002, 1.6020490E-002, 1.5826777E-002, 1.5646894E-002, 1.5164660E-002, 1.4815468E-002, 1.4564383E-002, 1.4465356E-002, 1.4162315E-002, 1.3899563E-002, 1.3637476E-002, 1.3564608E-002, 1.3351112E-002, 1.3111191E-002, 1.3018299E-002, 1.2734508E-002, 1.2675547E-002, 9.8811909E+000, 2.5210145E-002, 3.8283481E-003
 7.5206267E+000,-8.0223116E-001, 7.0802817E+000, 7.1201311E+000, 6.7927243E+000, 6.8027741E+000, 7.0509859E+000, 6.9526769E+000, 6.2116240E+000, 5.7810196E+000, 6.1699543E+000, 5.9848971E+000, 5.6870997E+000, 5.7004678E+000, 5.5619922E+000, 6.0445107E+000, 6.2624772E+000, 5.5548826E+000, 5.4999739E+000, 4.6278306E+000, 5.6965951E+000, 5.5898562E+000, 4.8331220E+000, 2.2183993E-001, 2.2779232E-001, 2.2158932E-001, 2.2871106E-001, 2.3814394E-001, 2.3518365E-001, 2.1542166E-001, 2.0215963E-001, 2.2001714E-001, 2.1196744E-001, 2.0501827E-001, 2.0527198E-001, 2.1276282E-001, 2.1912529E-001, 2.3370937E-001, 2.1668866E-001, 2.2094537E-001, 1.8735606E-001, 2.2316952E-001, 2.2271203E-001, 2.0692281E-001, 1.5734954E-001, 1.5469207E-001, 1.4959452E-001, 1.4528714E-001, 1.4582994E-001, 1.4517864E-001, 1.3860900E-001, 1.3557822E-001, 1.3461089E-001, 1.3459582E-001, 1.3101439E-001, 1.3110756E-001, 1.2370680E-001, 1.3201461E-001, 1.2965137E-001, 1.2107421E-001, 1.1872309E-001, 1.1311246E-001, 1.2198434E-001, 1.1916197E-001, 1.0935997E-001, 1.6592474E-219, 2.0384470E-209, 8.5179361E-191, 2.9741929E-170, 2.8314781E-160, 5.1629214E-151, 3.2135288E-142, 4.7734585E-133, 6.5078726E-106, 1.1713438E-088, 1.0436426E-072, 2.5053855E-065, 7.1433573E-045, 2.6974353E-031, 1.6137483E-012, 8.3059921E-009, 1.7185117E-008, 5.2861239E-009, 5.0422549E-011, 1.2492538E-006, 3.2584156E-006, 1.7715611E-002, 1.7413063E-002, 1.6958041E-002, 1.6560802E-002, 1.6343712E-002, 1.6120173E-002, 1.5919756E-002, 1.5737565E-002, 1.5252450E-002, 1.4909352E-002, 1.4649334E-002, 1.4550274E-002, 1.4244740E-002, 1.3996454E-002, 1.3726718E-002, 1.3642738E-002, 1.3431207E-002, 1.3192458E-002, 1.3098672E-002, 1.2812202E-002, 1.2749506E-002, 9.8780643E+000, 2.5361503E-002, 3.8299319E-003
 7.5613504E+000,-8.0220113E-001, 6.7505222E+000, 6.9072520E+000, 7.1181032E+000, 6.2421787E+000, 6.5125588E+000, 6.7916639E+000, 7.0215804E+000, 6.4877369E+000, 5.6328183E+000, 5.4781536E+000, 5.9877230E+000, 5.7952502E+000, 5.6174878E+000, 5.0910279E+000, 5.5096073E+000, 5.8130153E+000, 4.9810171E+000, 4.9215669E+000, 4.3110945E+000, 5.7246194E+000, 5.7602132E+000, 2.0907425E-001, 2.1974769E-001, 2.3225169E-001, 2.0896717E-001, 2.2253263E-001, 2.3210497E-001, 2.4066790E-001, 2.2472085E-001, 1.9811251E-001, 1.9885523E-001, 2.1094353E-001, 2.0908695E-001, 2.0652267E-001, 1.9841559E-001, 2.1065299E-001, 2.2163514E-001, 1.9961483E-001, 1.9655202E-001, 1.7843509E-001, 2.2940041E-001, 2.3064185E-001, 1.5733414E-001, 1.5444143E-001, 1.5110536E-001, 1.4329334E-001, 1.4188531E-001, 1.4318889E-001, 1.4369386E-001, 1.3994594E-001, 1.3375990E-001, 1.2936647E-001, 1.3537845E-001, 1.3136462E-001, 1.2845153E-001, 1.1966770E-001, 1.2364928E-001, 1.2517822E-001, 1.1628721E-001, 1.1624531E-001, 1.0970672E-001, 1.1955859E-001, 1.1989371E-001, 2.9580200E-219, 1.8712756E-209, 1.5092335E-190, 6.3294450E-172, 1.1752950E-161, 2.2376543E-152, 3.3833080E-143, 1.3242282E-134, 8.5518260E-108, 1.2842202E-090, 5.1285446E-075, 1.4136045E-067, 2.0037895E-047, 8.4060846E-025, 7.1630014E-017, 1.1664329E-012, 7.1165914E-010, 2.5725537E-008, 9.6258636E-005, 1.1391855E-008, 1.0433251E-006, 1.7820652E-002, 1.7520113E-002, 1.7066548E-002, 1.6660015E-002, 1.6447152E-002, 1.6226590E-002, 1.6021824E-002, 1.5830923E-002, 1.5344511E-002, 1.4994769E-002, 1.4740790E-002, 1.4635160E-002, 1.4332840E-002, 1.4080592E-002, 1.3813816E-002, 1.3734823E-002, 1.3509661E-002, 1.3263435E-002, 1.3176240E-002, 1.2903641E-002, 1.2830376E-002, 9.8846323E+000, 2.5512911E-002, 3.8316355E-003
 7.6020741E+000,-8.0219883E-001, 6.7991158E+000, 6.8040752E+000, 6.9382043E+000, 6.8062153E+000, 6.2210933E+000, 6.3015887E+000, 6.4764740E+000, 6.7620122E+000, 5.6616173E+000, 5.5743436E+000, 5.4576478E+000, 5.7519388E+000, 5.8008595E+000, 5.2878529E+000, 5.8607913E+000, 5.8421664E+000, 6.2834353E+000, 5.3122770E+000, 5.0647966E+000, 4.9767322E+000, 5.5607383E+000, 2.1098453E-001, 2.1532789E-001, 2.2575889E-001, 2.2585670E-001, 2.0918438E-001, 2.1651299E-001, 2.2499715E-001, 2.3490353E-001, 2.0382263E-001, 1.9940292E-001, 1.9845205E-001, 2.0485058E-001, 2.1271726E-001, 2.0345793E-001, 2.1594373E-001, 2.1866449E-001, 2.3249682E-001, 2.1562544E-001, 2.0372249E-001, 2.0061761E-001, 2.2363584E-001, 1.5731805E-001, 1.5465204E-001, 1.5067206E-001, 1.4698921E-001, 1.4256661E-001, 1.4022125E-001, 1.3959022E-001, 1.4087127E-001, 1.3129523E-001, 1.3153594E-001, 1.2908023E-001, 1.3284189E-001, 1.2965378E-001, 1.2159710E-001, 1.2931203E-001, 1.2725604E-001, 1.3078653E-001, 1.1643519E-001, 1.1631619E-001, 1.1535207E-001, 1.1856728E-001, 1.3108143E-219, 5.4014683E-210, 5.0791141E-191, 8.3902167E-173, 5.1505728E-163, 5.0081944E-154, 3.6796812E-145, 6.0606319E-136, 5.1318896E-110, 3.5830541E-093, 1.1958698E-077, 3.5789820E-070, 6.4506820E-050, 6.8025201E-025, 4.6474668E-012, 1.2007090E-012, 2.1429735E-010, 1.8603565E-007, 4.6335675E-008, 1.3670400E-007, 5.7210857E-010, 1.7926167E-002, 1.7627351E-002, 1.7176004E-002, 1.6762993E-002, 1.6546046E-002, 1.6329072E-002, 1.6127940E-002, 1.5938099E-002, 1.5434465E-002, 1.5084111E-002, 1.4831259E-002, 1.4727976E-002, 1.4422244E-002, 1.4158454E-002, 1.3907479E-002, 1.3822628E-002, 1.3602631E-002, 1.3344064E-002, 1.3249455E-002, 1.2987892E-002, 1.2921428E-002, 9.8846390E+000, 2.5668954E-002, 3.8321617E-003
 7.6404022E+000,-8.0217073E-001, 6.8397228E+000, 6.8791291E+000, 6.9034446E+000, 6.7562071E+000, 6.6313774E+000, 6.2606444E+000, 6.1970941E+000, 6.1472844E+000, 6.0875092E+000, 5.4248076E+000, 5.3563264E+000, 5.4693133E+000, 5.4279531E+000, 6.3485200E+000, 5.0538027E+000, 5.3032092E+000, 5.4070005E+000, 5.6026581E+000, 5.4029440E+000, 5.3385183E+000, 5.0856966E+000, 2.1257940E-001, 2.1824184E-001, 2.2401726E-001, 2.2344490E-001, 2.2239861E-001, 2.1240137E-001, 2.1206066E-001, 2.1703063E-001, 2.1757191E-001, 1.9602527E-001, 1.9403118E-001, 1.9999512E-001, 1.9919987E-001, 2.2926915E-001, 2.0392321E-001, 2.0144284E-001, 2.1159724E-001, 2.2005704E-001, 2.1840604E-001, 2.1486555E-001, 2.0387335E-001, 1.5729229E-001, 1.5467273E-001, 1.5086698E-001, 1.4719997E-001, 1.4481344E-001, 1.4163699E-001, 1.4016640E-001, 1.3607314E-001, 1.3397511E-001, 1.2981335E-001, 1.2892898E-001, 1.2838149E-001, 1.2763352E-001, 1.3393524E-001, 1.1611556E-001, 1.2333046E-001, 1.2090865E-001, 1.2101728E-001, 1.1743349E-001, 1.1730119E-001, 1.1664566E-001, 1.8311538E-220, 1.0162828E-210, 1.7702599E-191, 8.3324601E-174, 9.3042843E-165, 5.1759842E-155, 1.1155562E-146, 5.0917845E-138, 3.1125271E-112, 1.6270834E-095, 3.6939980E-080, 8.2999011E-073, 4.1448489E-052, 9.1245576E-027, 2.2545137E-012, 1.3891592E-011, 1.6841204E-013, 9.4170007E-010, 2.6735185E-007, 7.1993849E-011, 9.6277366E-011, 1.8031187E-002, 1.7731725E-002, 1.7281432E-002, 1.6866886E-002, 1.6645502E-002, 1.6423896E-002, 1.6223988E-002, 1.6036193E-002, 1.5521787E-002, 1.5164931E-002, 1.4914663E-002, 1.4813373E-002, 1.4507284E-002, 1.4251873E-002, 1.3988356E-002, 1.3912042E-002, 1.3690108E-002, 1.3427492E-002, 1.3330918E-002, 1.3065781E-002, 1.3003212E-002, 9.8915793E+000, 2.5820445E-002, 3.8358756E-003
 7.6811259E+000,-8.0221454E-001, 6.9578939E+000, 6.6830088E+000, 7.1000347E+000, 7.0246461E+000, 6.7112843E+000, 6.5532877E+000, 6.2122269E+000, 6.0676815E+000, 6.3413200E+000, 5.4144606E+000, 5.3023867E+000, 5.2724288E+000, 5.7317790E+000, 5.6628506E+000, 4.7568878E+000, 4.9704877E+000, 5.8119736E+000, 6.3643901E+000, 6.2056195E+000, 4.4327466E+000, 5.1013798E+000, 2.1708019E-001, 2.1143278E-001, 2.3184648E-001, 2.3133428E-001, 2.2351012E-001, 2.2157211E-001, 2.1348809E-001, 2.0828436E-001, 2.2157612E-001, 2.0002052E-001, 1.9170063E-001, 1.9022391E-001, 2.0662577E-001, 2.1086475E-001, 1.8521798E-001, 2.0067966E-001, 2.1959965E-001, 2.3322578E-001, 2.3603824E-001, 1.8449209E-001, 2.0830136E-001, 1.5734552E-001, 1.5410927E-001, 1.5093108E-001, 1.4901326E-001, 1.4603592E-001, 1.4335579E-001, 1.3969355E-001, 1.3908263E-001, 1.3779823E-001, 1.2722901E-001, 1.2895411E-001, 1.2877234E-001, 1.3133698E-001, 1.2730167E-001, 1.1784936E-001, 1.1555781E-001, 1.2649466E-001, 1.3196508E-001, 1.2705079E-001, 1.0978550E-001, 1.1492642E-001, 1.9304729E-221, 6.9851691E-212, 8.0039230E-193, 1.0209700E-174, 1.0659923E-165, 7.2258254E-157, 7.2842740E-148, 1.1838248E-139, 1.9308679E-114, 5.3741767E-098, 1.2869839E-082, 2.4771771E-075, 1.0178301E-039, 9.5693348E-023, 8.1139267E-015, 6.0269223E-011, 1.8170286E-011, 1.0121953E-009, 5.5817801E-010, 8.6538971E-011, 7.8841156E-011, 1.8136088E-002, 1.7834331E-002, 1.7389794E-002, 1.6971340E-002, 1.6747407E-002, 1.6521960E-002, 1.6317981E-002, 1.6129780E-002, 1.5621007E-002, 1.5249688E-002, 1.4995992E-002, 1.4896657E-002, 1.4596743E-002, 1.4343111E-002, 1.4062497E-002, 1.3989356E-002, 1.3778350E-002, 1.3523641E-002, 1.3417758E-002, 1.3140159E-002, 1.3081755E-002, 9.8989211E+000, 2.5972059E-002, 3.8390517E-003
 7.7218495E+000,-8.0216756E-001, 6.4892895E+000, 6.8694752E+000, 6.3832362E+000, 7.2007758E+000, 7.2105270E+000, 6.6661338E+000, 6.4286797E+000, 6.0478813E+000, 5.7877476E+000, 6.2950456E+000, 5.5299236E+000, 5.5107633E+000, 5.7093036E+000, 5.9587216E+000, 6.5224875E+000, 5.5884219E+000, 4.8309011E+000, 5.4233110E+000, 5.9461477E+000, 4.9401727E+000, 4.5082700E+000, 1.9923893E-001, 2.1776852E-001, 2.0639191E-001, 2.4076792E-001, 2.3987944E-001, 2.2268836E-001, 2.1845216E-001, 2.1025582E-001, 2.0944656E-001, 2.2091903E-001, 2.0510623E-001, 2.0268076E-001, 2.1076889E-001, 2.1827850E-001, 2.3619995E-001, 2.1110847E-001, 1.9768073E-001, 2.1257454E-001, 2.2197890E-001, 2.1034476E-001, 1.8788719E-001, 1.5724054E-001, 1.5473450E-001, 1.4882195E-001, 1.4774812E-001, 1.4853408E-001, 1.4536750E-001, 1.4203818E-001, 1.3745506E-001, 1.3112645E-001, 1.3732498E-001, 1.2733396E-001, 1.2801776E-001, 1.2846733E-001, 1.3059040E-001, 1.3427373E-001, 1.2450526E-001, 1.1376692E-001, 1.2057245E-001, 1.2811457E-001, 1.1023141E-001, 1.1021780E-001, 1.0827073E-221, 8.4499956E-213, 5.8396696E-194, 8.6668247E-176, 8.3619049E-167, 4.7136058E-158, 1.1865588E-149, 2.0090921E-141, 7.1229059E-117, 1.3820254E-100, 9.5155825E-082, 3.4265056E-069, 9.9327844E-037, 1.7745503E-016, 2.5571299E-017, 5.0596699E-015, 1.5648609E-010, 4.3074524E-012, 8.9722094E-010, 7.9361445E-011, 8.8417226E-011, 1.8243606E-002, 1.7941275E-002, 1.7495720E-002, 1.7083446E-002, 1.6855922E-002, 1.6625641E-002, 1.6417450E-002, 1.6224548E-002, 1.5715750E-002, 1.5343332E-002, 1.5081502E-002, 1.4981620E-002, 1.4683675E-002, 1.4433937E-002, 1.4155245E-002, 1.4068925E-002, 1.3859729E-002, 1.3614782E-002, 1.3518098E-002, 1.3214252E-002, 1.3155268E-002, 9.9042487E+000, 2.6128376E-002, 3.8390905E-003
 7.7601777E+000,-8.0216849E-001, 6.3846359E+000, 6.0997412E+000, 6.6945123E+000, 6.3205322E+000, 6.7592851E+000, 7.0598004E+000, 6.7068607E+000, 6.2845514E+000, 5.9670860E+000, 5.5844244E+000, 5.5972043E+000, 5.4377765E+000, 5.7053352E+000, 5.8944035E+000, 5.7041675E+000, 6.1644548E+000, 5.1172943E+000, 5.8654866E+000, 5.3101564E+000, 5.2716886E+000, 4.9916728E+000, 1.9527744E-001, 1.8898347E-001, 2.1798582E-001, 2.0871476E-001, 2.2692374E-001, 2.3619424E-001, 2.2501979E-001, 2.1539671E-001, 2.0983058E-001, 2.0661895E-001, 2.0149709E-001, 2.0473646E-001, 2.1030675E-001, 2.1844318E-001, 2.1233371E-001, 2.2424016E-001, 2.0238269E-001, 2.2839226E-001, 2.0915192E-001, 2.1884688E-001, 2.1654450E-001, 1.5722461E-001, 1.5388580E-001, 1.4943728E-001, 1.4521407E-001, 1.4528668E-001, 1.4714397E-001, 1.4486343E-001, 1.4033539E-001, 1.3538792E-001, 1.2780620E-001, 1.3053239E-001, 1.2499618E-001, 1.2849136E-001, 1.2889197E-001, 1.2755173E-001, 1.3213474E-001, 1.1838644E-001, 1.2329945E-001, 1.1963423E-001, 1.1394869E-001, 1.0883023E-001, 7.3677616E-223, 1.4974722E-213, 4.5789569E-195, 7.6781242E-177, 3.2670399E-168, 1.0892414E-159, 3.1461827E-151, 3.0179751E-143, 5.1898272E-119, 1.7378185E-101, 4.9800893E-077, 1.6525554E-066, 1.5245787E-036, 1.5237691E-017, 5.0802348E-016, 2.0484118E-017, 1.4881940E-011, 4.8332311E-011, 1.6142726E-011, 2.9129246E-010, 1.1546709E-010, 1.8338479E-002, 1.8041056E-002, 1.7595792E-002, 1.7187431E-002, 1.6963060E-002, 1.6732084E-002, 1.6517154E-002, 1.6319762E-002, 1.5804668E-002, 1.5433569E-002, 1.5164173E-002, 1.5066396E-002, 1.4773705E-002, 1.4526823E-002, 1.4248340E-002, 1.4163834E-002, 1.3936493E-002, 1.3700914E-002, 1.3602177E-002, 1.3293381E-002, 1.3228714E-002, 9.9100999E+000, 2.6280144E-002, 3.8444766E-003
 7.8009014E+000,-8.0221075E-001, 6.9501993E+000, 6.4797528E+000, 6.3491788E+000, 6.4136014E+000, 5.8260275E+000, 6.2200233E+000, 6.7272478E+000, 6.9798209E+000, 5.5971017E+000, 5.4662721E+000, 5.4929932E+000, 5.6644849E+000, 5.6945387E+000, 5.4528283E+000, 6.2212849E+000, 5.6507893E+000, 6.3008093E+000, 4.6125653E+000, 5.5835557E+000, 6.0704694E+000, 5.4140517E+000, 2.1685100E-001, 2.0349741E-001, 2.0441294E-001, 2.1359153E-001, 1.9380388E-001, 2.0932544E-001, 2.2735615E-001, 2.3650321E-001, 1.9852569E-001, 1.9903203E-001, 1.9895687E-001, 2.0270655E-001, 2.1263023E-001, 2.0298668E-001, 2.3280421E-001, 2.1316150E-001, 2.2885860E-001, 1.9086658E-001, 2.2165096E-001, 2.3054789E-001, 2.2052321E-001, 1.5731310E-001, 1.5417053E-001, 1.4912838E-001, 1.4478496E-001, 1.4173218E-001, 1.4243888E-001, 1.4405502E-001, 1.4494039E-001, 1.3252920E-001, 1.2891991E-001, 1.2961525E-001, 1.3158801E-001, 1.2729198E-001, 1.2637171E-001, 1.2924488E-001, 1.2572917E-001, 1.3304697E-001, 1.1126219E-001, 1.1997920E-001, 1.2661730E-001, 1.1638767E-001, 1.4878167E-224, 9.8277733E-215, 3.0093978E-196, 1.3900850E-178, 1.0405423E-169, 1.8329582E-161, 3.3339229E-153, 4.7490727E-145, 7.4558940E-121, 1.6689659E-098, 1.2025139E-075, 4.0262963E-065, 3.5394337E-037, 1.4631059E-019, 5.0436414E-014, 2.4186227E-014, 4.7157893E-012, 5.3418419E-007, 3.8324292E-009, 8.6558796E-011, 5.6627712E-010, 1.8443464E-002, 1.8133746E-002, 1.7696811E-002, 1.7281416E-002, 1.7059249E-002, 1.6833461E-002, 1.6624225E-002, 1.6420187E-002, 1.5892611E-002, 1.5517595E-002, 1.5253291E-002, 1.5148895E-002, 1.4857968E-002, 1.4610933E-002, 1.4336902E-002, 1.4253241E-002, 1.4026958E-002, 1.3781111E-002, 1.3688393E-002, 1.3382189E-002, 1.3307855E-002, 9.9241214E+000, 2.6432097E-002, 3.8483578E-003
