s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kW,kg,kg
 2.4018247E+000,-9.7707119E-001, 7.5853948E+000, 7.4249547E+000, 8.1667056E+000, 6.9472329E+000, 6.6439661E+000, 7.1201740E+000, 7.8095834E+000, 8.1554433E+000, 6.8605863E+000, 6.9121747E+000, 6.1616792E+000, 6.5057057E+000, 7.0848120E+000, 6.7037715E+000, 5.5299401E+000, 6.4130891E+000, 6.1322944E+000, 6.2427772E+000, 5.5163772E+000, 4.2114125E+000, 4.7851041E+000, 2.2728686E-001, 2.2634618E-001, 2.6125875E-001, 2.2191196E-001, 2.1630862E-001, 2.3333396E-001, 2.6017410E-001, 2.7290536E-001, 2.3923000E-001, 2.3546329E-001, 2.2193224E-001, 2.3290957E-001, 2.6246050E-001, 2.3858024E-001, 2.0847513E-001, 2.4242265E-001, 2.3920331E-001, 2.4567329E-001, 2.2562656E-001, 1.7274488E-001, 1.9279284E-001, 1.6724719E-001, 1.6402013E-001, 1.5914438E-001, 1.5332777E-001, 1.4947724E-001, 1.5084498E-001, 1.5142191E-001, 1.5219149E-001, 1.4099273E-001, 1.4451806E-001, 1.3403871E-001, 1.3618102E-001, 1.3425071E-001, 1.3760559E-001, 1.2614326E-001, 1.2936651E-001, 1.2514149E-001, 1.2445027E-001, 1.1805244E-001, 1.1219217E-001, 1.1598108E-001, 1.8949575E-152, 7.7624029E-143, 6.8838948E-124, 1.6695296E-102, 2.6021577E-091, 6.4424875E-079, 8.4961840E-068, 8.2572816E-057, 1.0562058E-026, 3.5848625E-012, 5.9597866E-006, 7.6632656E-009, 6.3837753E-007, 3.4038417E-010, 1.4327082E-004, 1.1270865E-006, 1.8701069E-004, 1.3178388E-004, 5.3431740E-004, 9.8108435E-004, 2.3832808E-004, 5.1828834E-003, 5.0908977E-003, 4.9436781E-003, 4.7819583E-003, 4.7070357E-003, 4.6312024E-003, 4.5595554E-003, 4.4850391E-003, 4.3152126E-003, 4.2035405E-003, 4.1283417E-003, 4.0967439E-003, 3.9861114E-003, 3.9091442E-003, 3.7907237E-003, 3.7580645E-003, 3.6899147E-003, 3.6001006E-003, 3.5771600E-003, 3.5211146E-003, 3.5096627E-003, 1.2209223E+001, 7.3731434E-003, 4.7644773E-003
 2.4402169E+000,-9.7830517E-001, 8.0986130E+000, 7.8120635E+000, 7.7630546E+000, 8.0199306E+000, 7.2998997E+000, 6.3727421E+000, 6.7758523E+000, 7.1622211E+000, 7.9626922E+000, 7.0406457E+000, 6.6170302E+000, 6.1051016E+000, 6.3165573E+000, 6.2408421E+000, 6.3952149E+000, 5.7669151E+000, 6.3458556E+000, 6.7215989E+000, 6.1988275E+000, 5.3555598E+000, 4.0236848E+000, 2.4625729E-001, 2.4057651E-001, 2.4387067E-001, 2.5996912E-001, 2.3539789E-001, 2.0928251E-001, 2.2506226E-001, 2.3988314E-001, 2.7259614E-001, 2.5034305E-001, 2.2978237E-001, 2.2121458E-001, 2.3148723E-001, 2.3165647E-001, 2.4227710E-001, 2.2268870E-001, 2.4488299E-001, 2.6069649E-001, 2.4103313E-001, 2.1423941E-001, 1.6817858E-001, 1.6730101E-001, 1.6419771E-001, 1.5998068E-001, 1.5598532E-001, 1.5348217E-001, 1.4697435E-001, 1.4734890E-001, 1.4799567E-001, 1.4755588E-001, 1.3964601E-001, 1.4058582E-001, 1.3293598E-001, 1.3256712E-001, 1.3071026E-001, 1.2926927E-001, 1.2461238E-001, 1.2694477E-001, 1.2782059E-001, 1.2555876E-001, 1.1869058E-001, 1.1006365E-001, 3.6291442E-153, 3.4734479E-144, 2.5551804E-123, 4.3062225E-100, 2.3803655E-088, 6.5364239E-078, 3.7095672E-067, 5.3505807E-057, 6.8855452E-029, 4.4640240E-017, 6.2071837E-009, 2.6085554E-007, 6.3295673E-012, 2.1466367E-007, 1.3700721E-004, 1.3101175E-004, 6.0229350E-005, 9.3952096E-008, 1.4605566E-004, 4.7429791E-004, 1.4023031E-003, 5.3020062E-003, 5.2059722E-003, 5.0644293E-003, 4.8997440E-003, 4.8096405E-003, 4.7339709E-003, 4.6693987E-003, 4.6030712E-003, 4.4246630E-003, 4.3082131E-003, 4.2263243E-003, 4.1925796E-003, 4.0903114E-003, 4.0064146E-003, 3.8811620E-003, 3.8489014E-003, 3.7821904E-003, 3.6984816E-003, 3.6678117E-003, 3.5897089E-003, 3.5759812E-003, 1.2266063E+001, 7.5604255E-003, 4.7829178E-003
 2.4804372E+000,-9.7947985E-001, 8.4941014E+000, 8.5194480E+000, 7.7715380E+000, 7.7169685E+000, 7.4828175E+000, 7.3751134E+000, 6.3307470E+000, 6.5517176E+000, 7.5319394E+000, 7.3465273E+000, 6.8813399E+000, 6.3133505E+000, 6.5785102E+000, 6.9454485E+000, 6.3742419E+000, 6.3349942E+000, 6.0962971E+000, 6.0129925E+000, 6.4307765E+000, 6.8517911E+000, 6.7613120E+000, 2.6092634E-001, 2.6686805E-001, 2.4521322E-001, 2.4929901E-001, 2.4668968E-001, 2.4153532E-001, 2.0841526E-001, 2.2098610E-001, 2.5971074E-001, 2.5434460E-001, 2.4617879E-001, 2.2061948E-001, 2.4348042E-001, 2.6260353E-001, 2.3189477E-001, 2.3727696E-001, 2.3353396E-001, 2.4088244E-001, 2.5496694E-001, 2.6859950E-001, 2.6406444E-001, 1.6737063E-001, 1.6457035E-001, 1.5927530E-001, 1.5516970E-001, 1.5145568E-001, 1.5179514E-001, 1.4627519E-001, 1.4427523E-001, 1.4515438E-001, 1.4366626E-001, 1.3801760E-001, 1.3818686E-001, 1.3243636E-001, 1.3130614E-001, 1.3359643E-001, 1.3001830E-001, 1.2672629E-001, 1.2174779E-001, 1.2422387E-001, 1.2652142E-001, 1.2626386E-001, 6.2985077E-153, 1.4553032E-141, 8.3148646E-121, 4.1990778E-099, 2.9514484E-088, 8.5187733E-078, 1.0369297E-067, 4.8367761E-058, 5.2497493E-032, 1.1505714E-017, 4.9307300E-014, 3.5616230E-012, 6.0718941E-011, 1.4856082E-004, 7.2076594E-011, 2.4170951E-005, 3.7408312E-006, 2.3497268E-004, 2.3497891E-005, 8.2500944E-007, 3.1891011E-004, 5.4318951E-003, 5.3310515E-003, 5.1810623E-003, 5.0176933E-003, 4.9261636E-003, 4.8379378E-003, 4.7684345E-003, 4.7070312E-003, 4.5453133E-003, 4.4151518E-003, 4.3261252E-003, 4.2895234E-003, 4.1895332E-003, 4.1106163E-003, 3.9810551E-003, 3.9431832E-003, 3.8782859E-003, 3.7970940E-003, 3.7669110E-003, 3.6920966E-003, 3.6552688E-003, 1.2301278E+001, 7.7484128E-003, 4.7916639E-003
 2.5219373E+000,-9.8058085E-001, 8.5369386E+000, 8.3228292E+000, 8.4269575E+000, 7.5407703E+000, 7.5190071E+000, 7.5571565E+000, 7.4292384E+000, 6.5340724E+000, 7.3362976E+000, 7.2771449E+000, 7.6070183E+000, 7.4388075E+000, 6.1468560E+000, 5.9094055E+000, 6.7655210E+000, 6.2037652E+000, 6.1317829E+000, 6.0101139E+000, 5.8215677E+000, 6.1088083E+000, 6.2767433E+000, 2.6236025E-001, 2.5900059E-001, 2.6943495E-001, 2.4282840E-001, 2.4372997E-001, 2.4976542E-001, 2.4806030E-001, 2.1679018E-001, 2.5026894E-001, 2.5532889E-001, 2.6797755E-001, 2.6574588E-001, 2.2546024E-001, 2.1771735E-001, 2.5848674E-001, 2.3120688E-001, 2.3439767E-001, 2.3793809E-001, 2.3014315E-001, 2.4212364E-001, 2.5160378E-001, 1.6738199E-001, 1.6468581E-001, 1.6000163E-001, 1.5473709E-001, 1.5374103E-001, 1.5132191E-001, 1.4936015E-001, 1.4620887E-001, 1.4553581E-001, 1.4202377E-001, 1.4265573E-001, 1.4006158E-001, 1.3166806E-001, 1.2995320E-001, 1.2931974E-001, 1.3003815E-001, 1.2710829E-001, 1.2303985E-001, 1.2221110E-001, 1.2301256E-001, 1.2248938E-001, 5.9215453E-151, 6.9098233E-140, 4.7475309E-119, 6.1252389E-099, 2.1725154E-088, 7.2139328E-079, 3.7192392E-069, 1.3544179E-059, 5.2280209E-035, 1.2978445E-017, 3.5425970E-009, 1.0726494E-011, 4.7214432E-011, 3.6359781E-006, 5.3223638E-006, 6.1865354E-005, 9.2908535E-005, 2.8213175E-004, 1.6346351E-004, 3.0152865E-004, 4.8499467E-005, 5.5662304E-003, 5.4649512E-003, 5.3115941E-003, 5.1380376E-003, 5.0466820E-003, 4.9566921E-003, 4.8790215E-003, 4.8085504E-003, 4.6632322E-003, 4.5356011E-003, 4.4424261E-003, 4.3970550E-003, 4.2886635E-003, 4.2101736E-003, 4.0823138E-003, 4.0436397E-003, 3.9765591E-003, 3.8911908E-003, 3.8636911E-003, 3.7918743E-003, 3.7636938E-003, 1.2303772E+001, 7.9444786E-003, 4.7858839E-003
 2.5601466E+000,-9.8160093E-001, 8.5323630E+000, 8.3205885E+000, 7.9703077E+000, 8.4338524E+000, 7.9574386E+000, 7.2117612E+000, 7.5675773E+000, 7.5880295E+000, 6.6275984E+000, 7.4761102E+000, 6.8633916E+000, 7.6512592E+000, 6.4325941E+000, 6.0761429E+000, 6.2367152E+000, 7.0720346E+000, 6.0124330E+000, 6.5876574E+000, 6.3105092E+000, 6.5208554E+000, 6.4517001E+000, 2.6220740E-001, 2.5976161E-001, 2.5251592E-001, 2.7575315E-001, 2.6273786E-001, 2.3719095E-001, 2.5000734E-001, 2.5684809E-001, 2.2655507E-001, 2.5665263E-001, 2.4449966E-001, 2.7246310E-001, 2.2923829E-001, 2.2938090E-001, 2.3245885E-001, 2.6980673E-001, 2.2722654E-001, 2.5003923E-001, 2.5043493E-001, 2.5713177E-001, 2.5096929E-001, 1.6730629E-001, 1.6415911E-001, 1.5943627E-001, 1.5618937E-001, 1.5293815E-001, 1.5030416E-001, 1.5129778E-001, 1.4815981E-001, 1.4225880E-001, 1.4521835E-001, 1.3817519E-001, 1.4101206E-001, 1.3618655E-001, 1.2809155E-001, 1.3003728E-001, 1.3057826E-001, 1.2775493E-001, 1.2939084E-001, 1.2380925E-001, 1.2488897E-001, 1.2626059E-001, 6.8165899E-150, 1.1812802E-139, 6.1798894E-119, 1.7125074E-099, 1.9110050E-089, 7.2228247E-080, 4.1508036E-071, 3.4455022E-062, 6.8198834E-037, 2.9880531E-020, 1.3062960E-010, 4.6998622E-008, 1.0132549E-006, 4.2848645E-006, 1.1956439E-004, 4.3716988E-005, 7.6143182E-005, 1.0971091E-005, 2.6035135E-004, 8.2823000E-006, 2.2911582E-004, 5.6988884E-003, 5.5925595E-003, 5.4398632E-003, 5.2633483E-003, 5.1630271E-003, 5.0725453E-003, 4.9950311E-003, 4.9205519E-003, 4.7719141E-003, 4.6475147E-003, 4.5578042E-003, 4.5180517E-003, 4.3867950E-003, 4.3027386E-003, 4.1884064E-003, 4.1468126E-003, 4.0703141E-003, 3.9913021E-003, 3.9569380E-003, 3.8918923E-003, 3.8604520E-003, 1.2300137E+001, 8.1353354E-003, 4.7873854E-003
 2.6003670E+000,-9.8254113E-001, 7.8341388E+000, 8.0028399E+000, 8.0992523E+000, 7.8336572E+000, 8.1130034E+000, 8.1931008E+000, 7.4110080E+000, 7.3348538E+000, 6.6842387E+000, 6.6762861E+000, 6.9539002E+000, 6.6901661E+000, 8.6947951E+000, 6.5330413E+000, 5.8993943E+000, 6.1218063E+000, 6.8698901E+000, 5.9500386E+000, 6.4840272E+000, 5.7502793E+000, 5.7959562E+000, 2.3584361E-001, 2.4734383E-001, 2.5825073E-001, 2.5542837E-001, 2.6682546E-001, 2.7357871E-001, 2.4958212E-001, 2.4515494E-001, 2.2756075E-001, 2.3061424E-001, 2.4380827E-001, 2.4012660E-001, 3.0517866E-001, 2.3770370E-001, 2.1920161E-001, 2.2650613E-001, 2.6480986E-001, 2.2920225E-001, 2.5135947E-001, 2.3179137E-001, 2.3759469E-001, 1.6730545E-001, 1.6427259E-001, 1.5895336E-001, 1.5419626E-001, 1.5407491E-001, 1.5234228E-001, 1.4784552E-001, 1.4863390E-001, 1.4298483E-001, 1.4117024E-001, 1.4043546E-001, 1.3631842E-001, 1.4651012E-001, 1.3413681E-001, 1.2890503E-001, 1.3024102E-001, 1.2881944E-001, 1.2517190E-001, 1.2654132E-001, 1.1983446E-001, 1.1844552E-001, 1.7665960E-149, 8.3077805E-140, 6.0498835E-120, 1.9255178E-100, 4.3129993E-091, 4.7787512E-082, 5.4378088E-073, 1.4270666E-064, 7.1428521E-038, 9.1189193E-023, 7.3941327E-016, 3.3529332E-012, 4.2002131E-008, 5.8124237E-008, 4.2156225E-008, 5.2867530E-005, 2.5677724E-005, 5.0782370E-006, 1.6158446E-005, 5.1777408E-004, 2.9699843E-004, 5.8213209E-003, 5.7204912E-003, 5.5608743E-003, 5.3880121E-003, 5.2884809E-003, 5.1897472E-003, 5.1067773E-003, 5.0346558E-003, 4.8735083E-003, 4.7575752E-003, 4.6620109E-003, 4.6235418E-003, 4.5024898E-003, 4.3995532E-003, 4.2806131E-003, 4.2464993E-003, 4.1681030E-003, 4.0875453E-003, 4.0566890E-003, 3.9816353E-003, 3.9584086E-003, 1.2297032E+001, 8.3230229E-003, 4.7868098E-003
 2.6405873E+000,-9.8346055E-001, 8.4414395E+000, 8.1684621E+000, 8.0029340E+000, 7.7625548E+000, 7.4381842E+000, 7.5292885E+000, 7.9716993E+000, 7.8248515E+000, 7.5057784E+000, 7.0279284E+000, 6.8459186E+000, 6.9955059E+000, 6.3981190E+000, 7.4150315E+000, 6.0039631E+000, 5.7458061E+000, 6.3361655E+000, 6.0280294E+000, 6.0020571E+000, 6.5185114E+000, 6.0160589E+000, 2.5853685E-001, 2.5356648E-001, 2.5447561E-001, 2.5240088E-001, 2.4531604E-001, 2.5059886E-001, 2.6614018E-001, 2.6644803E-001, 2.5533441E-001, 2.4370504E-001, 2.3518009E-001, 2.4395054E-001, 2.3162504E-001, 2.6951428E-001, 2.2871892E-001, 2.1788306E-001, 2.3665771E-001, 2.3679199E-001, 2.3079337E-001, 2.5443335E-001, 2.4004719E-001, 1.6731798E-001, 1.6422225E-001, 1.5898415E-001, 1.5419212E-001, 1.5095397E-001, 1.4999615E-001, 1.5138653E-001, 1.4812752E-001, 1.4653244E-001, 1.4238106E-001, 1.4232137E-001, 1.4104080E-001, 1.3382285E-001, 1.3714031E-001, 1.2671725E-001, 1.2599938E-001, 1.3022663E-001, 1.2342379E-001, 1.2548999E-001, 1.2568159E-001, 1.2195170E-001, 6.0484672E-150, 3.6092698E-140, 2.9192341E-121, 1.4380072E-102, 3.0136415E-093, 3.5851317E-084, 9.1982717E-076, 5.7999253E-067, 2.4263508E-040, 4.3320494E-025, 1.9803999E-018, 1.2842124E-016, 2.4271725E-009, 6.7561736E-008, 1.5412045E-004, 7.7560811E-006, 2.4244662E-005, 1.3766837E-004, 7.7149329E-006, 7.0284647E-005, 3.8047077E-004, 5.9501773E-003, 5.8434485E-003, 5.6893092E-003, 5.5080878E-003, 5.4090269E-003, 5.3141685E-003, 5.2306217E-003, 5.1508543E-003, 4.9865466E-003, 4.8653587E-003, 4.7728474E-003, 4.7299625E-003, 4.6213434E-003, 4.5035809E-003, 4.3710453E-003, 4.3401823E-003, 4.2727905E-003, 4.1806171E-003, 4.1528898E-003, 4.0785114E-003, 4.0480637E-003, 1.2317124E+001, 8.5156071E-003, 4.7960560E-003
 2.6803280E+000,-9.8423825E-001, 9.3895853E+000, 8.4705538E+000, 7.8060667E+000, 7.9257153E+000, 8.2954671E+000, 7.4861341E+000, 7.0079678E+000, 7.3189830E+000, 7.1639397E+000, 7.2280635E+000, 7.2664979E+000, 6.9096692E+000, 6.7067008E+000, 8.0117049E+000, 6.5696363E+000, 6.7447534E+000, 6.0636034E+000, 6.6817173E+000, 6.3614817E+000, 6.6256049E+000, 6.7327929E+000, 2.9420277E-001, 2.6489434E-001, 2.4696378E-001, 2.5840441E-001, 2.7609524E-001, 2.5066103E-001, 2.3630543E-001, 2.4296937E-001, 2.4764908E-001, 2.4919804E-001, 2.5202177E-001, 2.3565992E-001, 2.4359296E-001, 2.8087359E-001, 2.4096812E-001, 2.4814308E-001, 2.3084828E-001, 2.6076746E-001, 2.5294045E-001, 2.5871584E-001, 2.6332157E-001, 1.6747811E-001, 1.6437763E-001, 1.5877622E-001, 1.5448843E-001, 1.5301575E-001, 1.4899471E-001, 1.4601749E-001, 1.4925657E-001, 1.4291690E-001, 1.4379580E-001, 1.4312300E-001, 1.4342063E-001, 1.3484994E-001, 1.4419445E-001, 1.3299060E-001, 1.3329302E-001, 1.2711050E-001, 1.2649409E-001, 1.2340484E-001, 1.2602663E-001, 1.2631155E-001, 1.3800623E-150, 5.6053456E-141, 2.4668206E-122, 4.0461645E-104, 9.3917218E-096, 1.6492480E-086, 9.2189115E-078, 4.9782601E-069, 7.6141200E-043, 2.4758129E-028, 1.5944214E-020, 1.6897757E-018, 4.2483040E-010, 3.4706315E-010, 2.0849663E-009, 1.0651362E-004, 4.0655795E-007, 3.1154745E-005, 1.5941122E-004, 5.3058959E-005, 5.7553605E-005, 6.0864092E-003, 5.9715751E-003, 5.8080176E-003, 5.6334188E-003, 5.5294423E-003, 5.4278843E-003, 5.3448554E-003, 5.2717785E-003, 5.0988269E-003, 4.9766181E-003, 4.8798731E-003, 4.8378831E-003, 4.7221781E-003, 4.6310182E-003, 4.4733560E-003, 4.4347983E-003, 4.3694025E-003, 4.2808722E-003, 4.2479902E-003, 4.1823851E-003, 4.1487341E-003, 1.2336590E+001, 8.7068866E-003, 4.8012357E-003
 2.7200687E+000,-9.8500261E-001, 8.7829847E+000, 9.0697197E+000, 8.2607088E+000, 7.4482244E+000, 7.2027368E+000, 7.9158433E+000, 7.8561900E+000, 6.9472476E+000, 7.9381447E+000, 6.6918090E+000, 7.3303611E+000, 7.3675949E+000, 6.5191470E+000, 6.1109527E+000, 7.7828355E+000, 6.6876753E+000, 6.5918919E+000, 6.2286334E+000, 6.0879323E+000, 6.1335098E+000, 6.3908432E+000, 2.7125734E-001, 2.8717755E-001, 2.6330938E-001, 2.3979491E-001, 2.3224909E-001, 2.6315881E-001, 2.6623635E-001, 2.3757851E-001, 2.6930011E-001, 2.3499312E-001, 2.6106811E-001, 2.6293844E-001, 2.3368449E-001, 2.2435116E-001, 2.7882972E-001, 2.4967586E-001, 2.4752643E-001, 2.3541745E-001, 2.3774968E-001, 2.4105947E-001, 2.5262184E-001, 1.6734250E-001, 1.6472277E-001, 1.5956988E-001, 1.5416052E-001, 1.5282122E-001, 1.5173155E-001, 1.4862631E-001, 1.4391997E-001, 1.4848976E-001, 1.3922056E-001, 1.3993172E-001, 1.3972045E-001, 1.3543017E-001, 1.3095876E-001, 1.4044909E-001, 1.3113746E-001, 1.3042284E-001, 1.2820875E-001, 1.2433011E-001, 1.2356365E-001, 1.2404946E-001, 3.8953592E-152, 1.9348250E-142, 6.8997204E-124, 5.2047514E-106, 2.4275149E-097, 3.5136665E-089, 5.8092827E-080, 1.2492067E-070, 7.6735990E-046, 1.9920078E-031, 2.2551659E-023, 1.5781320E-020, 1.2157297E-009, 3.1766465E-007, 3.6182811E-009, 7.5759369E-009, 9.6115781E-005, 9.4946298E-005, 2.5322473E-004, 1.3609695E-004, 1.7627764E-004, 6.2288829E-003, 6.1102030E-003, 5.9325024E-003, 5.7485905E-003, 5.6493584E-003, 5.5508478E-003, 5.4579912E-003, 5.3789465E-003, 5.2146298E-003, 5.0825700E-003, 4.9927180E-003, 4.9496157E-003, 4.8248111E-003, 4.7375013E-003, 4.5813582E-003, 4.5381830E-003, 4.4648238E-003, 4.3780984E-003, 4.3481756E-003, 4.2807888E-003, 4.2517975E-003, 1.2335715E+001, 8.8976726E-003, 4.7936468E-003
 2.7617965E+000,-9.8568688E-001, 7.6269811E+000, 8.0144806E+000, 8.8650843E+000, 7.9183383E+000, 7.4037895E+000, 7.2694347E+000, 7.3598138E+000, 8.0540003E+000, 6.9866617E+000, 7.6322144E+000, 6.4056656E+000, 6.8818176E+000, 7.5094440E+000, 6.9924555E+000, 7.1293942E+000, 7.5107072E+000, 6.7655710E+000, 6.3443743E+000, 6.1068316E+000, 6.0706626E+000, 6.0887059E+000, 2.2792510E-001, 2.4732377E-001, 2.8540927E-001, 2.5727217E-001, 2.4251684E-001, 2.3803465E-001, 2.4248153E-001, 2.7289709E-001, 2.3602940E-001, 2.6264173E-001, 2.2589128E-001, 2.4189720E-001, 2.5809402E-001, 2.5539542E-001, 2.5953807E-001, 2.6847225E-001, 2.4881778E-001, 2.4608327E-001, 2.3401455E-001, 2.4068046E-001, 2.3887416E-001, 1.6723366E-001, 1.6431596E-001, 1.6037655E-001, 1.5476549E-001, 1.5151794E-001, 1.5107711E-001, 1.5049558E-001, 1.4948314E-001, 1.4507447E-001, 1.4528963E-001, 1.3734793E-001, 1.3949925E-001, 1.4481992E-001, 1.3528303E-001, 1.3623478E-001, 1.3983547E-001, 1.3346293E-001, 1.2587322E-001, 1.2615414E-001, 1.2230254E-001, 1.2357790E-001, 5.0679712E-154, 2.4109185E-144, 6.5357368E-126, 1.6418733E-108, 1.2055285E-099, 1.2976509E-090, 7.2890111E-082, 3.6097591E-073, 6.4355944E-049, 1.2210667E-034, 4.2197736E-026, 5.1689181E-021, 9.8005430E-013, 1.6056220E-007, 1.3318722E-007, 2.9810458E-008, 8.1894121E-008, 5.0698040E-006, 1.3108580E-005, 2.4009380E-005, 3.7487556E-005, 6.3568872E-003, 6.2463270E-003, 6.0709582E-003, 5.8695662E-003, 5.7649747E-003, 5.6672178E-003, 5.5827650E-003, 5.4995512E-003, 5.3332198E-003, 5.1949510E-003, 5.1010267E-003, 5.0636615E-003, 4.9354662E-003, 4.8434141E-003, 4.7013159E-003, 4.6566746E-003, 4.5737323E-003, 4.4779991E-003, 4.4440813E-003, 4.3782255E-003, 4.3506201E-003, 1.2315277E+001, 9.0929853E-003, 4.7902255E-003
 2.8015372E+000,-9.8630199E-001, 8.3271160E+000, 7.7137726E+000, 7.9679549E+000, 8.7541837E+000, 8.6902701E+000, 7.5945718E+000, 7.2616135E+000, 7.3520052E+000, 7.1588338E+000, 7.0330310E+000, 7.1934622E+000, 6.2326335E+000, 7.3216351E+000, 7.4167656E+000, 6.2515844E+000, 6.5857162E+000, 7.1746015E+000, 6.6785857E+000, 6.5351752E+000, 6.2067385E+000, 6.2362982E+000, 2.5391605E-001, 2.3610806E-001, 2.5148165E-001, 2.8558499E-001, 2.8519463E-001, 2.5118542E-001, 2.4183136E-001, 2.4591503E-001, 2.4737527E-001, 2.4243149E-001, 2.5116404E-001, 2.2587960E-001, 2.6743940E-001, 2.5970668E-001, 2.3681706E-001, 2.4533704E-001, 2.6215600E-001, 2.4948287E-001, 2.5483025E-001, 2.4523847E-001, 2.5129043E-001, 1.6732217E-001, 1.6412653E-001, 1.5961929E-001, 1.5735204E-001, 1.5618863E-001, 1.5090083E-001, 1.4865279E-001, 1.4850209E-001, 1.4285797E-001, 1.4280757E-001, 1.4115718E-001, 1.3299447E-001, 1.3641358E-001, 1.4175400E-001, 1.2802444E-001, 1.3123598E-001, 1.3594075E-001, 1.3134038E-001, 1.2599364E-001, 1.2318329E-001, 1.2139159E-001, 9.0154588E-156, 1.3035718E-146, 1.4627520E-128, 7.1823336E-111, 6.3729228E-102, 6.7875350E-093, 9.6430054E-084, 1.8837251E-075, 5.8205504E-052, 2.0778026E-038, 4.5660097E-020, 6.9009132E-009, 6.4310875E-007, 1.6143924E-008, 6.9633770E-005, 2.2700636E-006, 4.3433680E-007, 3.2417795E-005, 2.4609387E-005, 1.7742423E-005, 2.3065567E-005, 6.4824275E-003, 6.3671760E-003, 6.2039760E-003, 6.0057428E-003, 5.8907247E-003, 5.7839291E-003, 5.6983406E-003, 5.6194792E-003, 5.4433211E-003, 5.3144938E-003, 5.2057676E-003, 5.1665074E-003, 5.0548860E-003, 4.9537646E-003, 4.8056770E-003, 4.7669303E-003, 4.6873259E-003, 4.5816623E-003, 4.5452495E-003, 4.4783003E-003, 4.4474427E-003, 1.2310775E+001, 9.2885038E-003, 4.7883566E-003
 2.8412779E+000,-9.8697439E-001, 8.2931841E+000, 8.2944956E+000, 7.5579956E+000, 7.9201316E+000, 7.6733123E+000, 8.2938240E+000, 8.4026194E+000, 7.3437144E+000, 7.7168165E+000, 7.0038108E+000, 6.9418864E+000, 7.3035258E+000, 6.2876459E+000, 7.6139129E+000, 6.4965913E+000, 6.3518865E+000, 6.3117738E+000, 6.9748441E+000, 6.7543143E+000, 5.8673010E+000, 5.8706917E+000, 2.5252209E-001, 2.5813948E-001, 2.3672115E-001, 2.5611708E-001, 2.5184828E-001, 2.7208599E-001, 2.7912122E-001, 2.4707498E-001, 2.6416972E-001, 2.4676846E-001, 2.4217279E-001, 2.5454478E-001, 2.2716297E-001, 2.7111684E-001, 2.4150801E-001, 2.4086640E-001, 2.3901735E-001, 2.6121089E-001, 2.5088338E-001, 2.2845642E-001, 2.2799335E-001, 1.6731081E-001, 1.6413736E-001, 1.5896086E-001, 1.5536603E-001, 1.5229891E-001, 1.5461050E-001, 1.5330031E-001, 1.4760367E-001, 1.4615513E-001, 1.4001507E-001, 1.4081571E-001, 1.4194273E-001, 1.3345930E-001, 1.4071864E-001, 1.3113716E-001, 1.2818409E-001, 1.2845082E-001, 1.3189733E-001, 1.3221812E-001, 1.2327154E-001, 1.2376155E-001, 9.6419300E-158, 1.3691335E-148, 1.1678172E-130, 1.8714598E-113, 6.5787023E-104, 4.0732208E-095, 7.1220264E-081, 1.1363853E-067, 5.2861574E-032, 4.0582661E-017, 5.8111750E-020, 3.6496282E-012, 3.4396059E-008, 1.7908334E-008, 5.6700250E-005, 9.9060431E-005, 2.3931824E-007, 1.4078449E-007, 2.4248598E-008, 2.1961563E-005, 1.6983809E-006, 6.6105805E-003, 6.4931099E-003, 6.3198274E-003, 6.1309183E-003, 6.0192993E-003, 5.9118218E-003, 5.8158302E-003, 5.7325285E-003, 5.5619826E-003, 5.4215628E-003, 5.3196384E-003, 5.2720010E-003, 5.1593750E-003, 5.0739213E-003, 4.9071693E-003, 4.8642716E-003, 4.7894688E-003, 4.6868340E-003, 4.6481919E-003, 4.5697783E-003, 4.5427354E-003, 1.2305352E+001, 9.4787795E-003, 4.7834151E-003
