s,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,kg/kg,kg/kg,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,O2Rear,CO2Rear,CORear,UHRear,TRSampPtRh,O2Front,CO2Front,COFront,UHFront,TFSampPtRh,TRSampA,TFSampA,YsootR,YsootF,HFRFL,HFFFL,HFOFL,HFRCE,HFCCE,HFFCE,TSHFRFL,TSHFFFL,TSHFOFL,TSHFRCE,TSHFCCE,TSHFFCE,TSXHFRFL,TSXHFFFL,TSXHFRCE,TSXHFCCE,TSXHFFCE,TR3,TR30,TR60,TR90,TR105,TR120,TR135,TR150,TR180,TR210,TR237,TF3,TF30,TF60,TF90,TF105,TF120,TF135,TF150,TF180,TF210,TF237
 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00,-2.869E-06,-4.882E-06,-3.096E-05,-1.733E-06,-2.216E-06,-3.326E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01
 2.001E+01, 2.091E-01, 7.151E-04, 1.262E-05, 5.826E-12, 2.224E+01, 2.085E-01, 1.154E-03, 2.968E-05, 1.262E-11, 2.738E+01, 2.567E+01, 3.346E+01, 3.336E-05, 7.843E-05, 4.995E-02, 5.197E-02, 6.671E-03, 1.816E-01, 5.227E-01, 2.091E-01, 2.160E+01, 2.165E+01, 2.021E+01, 2.509E+01, 3.503E+01, 2.593E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.018E+01, 2.024E+01, 2.023E+01, 2.020E+01, 2.023E+01, 2.036E+01, 2.041E+01, 2.057E+01, 2.085E+01, 2.234E+01, 3.428E+01, 2.019E+01, 2.025E+01, 2.023E+01, 2.021E+01, 2.027E+01, 2.075E+01, 2.096E+01, 2.100E+01, 2.110E+01, 2.290E+01, 3.668E+01
 4.002E+01, 2.074E-01, 2.028E-03, 6.360E-05, 2.302E-11, 4.269E+01, 2.069E-01, 2.365E-03, 7.670E-05, 2.553E-11, 4.948E+01, 4.855E+01, 5.384E+01, 1.680E-04, 2.026E-04, 1.000E-01, 9.877E-02, 1.572E-02, 3.593E-01, 6.173E-01, 3.752E-01, 2.405E+01, 2.404E+01, 2.066E+01, 3.374E+01, 4.646E+01, 3.459E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.059E+01, 2.064E+01, 2.118E+01, 2.333E+01, 2.542E+01, 3.028E+01, 3.194E+01, 3.859E+01, 4.071E+01, 4.222E+01, 5.773E+01, 2.060E+01, 2.063E+01, 2.178E+01, 2.424E+01, 2.573E+01, 2.976E+01, 3.264E+01, 3.674E+01, 4.029E+01, 4.202E+01, 5.972E+01
 6.001E+01, 2.053E-01, 3.558E-03, 1.230E-04, 2.628E-11, 6.543E+01, 2.046E-01, 4.081E-03, 1.433E-04, 2.664E-11, 7.302E+01, 7.266E+01, 8.149E+01, 3.249E-04, 3.785E-04, 2.612E-01, 2.488E-01, 3.793E-02, 7.045E-01, 9.948E-01, 6.921E-01, 3.022E+01, 2.988E+01, 2.162E+01, 4.725E+01, 6.170E+01, 4.710E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.164E+01, 2.182E+01, 2.766E+01, 3.677E+01, 4.096E+01, 4.880E+01, 5.177E+01, 5.782E+01, 6.062E+01, 6.305E+01, 8.446E+01, 2.120E+01, 2.250E+01, 2.848E+01, 4.007E+01, 4.250E+01, 4.702E+01, 4.999E+01, 5.608E+01, 6.211E+01, 6.376E+01, 8.471E+01
 8.001E+01, 2.033E-01, 5.085E-03, 1.823E-04, 2.776E-11, 8.746E+01, 2.023E-01, 5.836E-03, 2.115E-04, 2.676E-11, 9.917E+01, 9.492E+01, 1.074E+02, 4.814E-04, 5.583E-04, 5.430E-01, 4.798E-01, 7.356E-02, 1.095E+00, 1.508E+00, 1.119E+00, 4.150E+01, 3.946E+01, 2.330E+01, 6.441E+01, 8.133E+01, 6.491E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.423E+01, 2.737E+01, 4.391E+01, 6.422E+01, 6.968E+01, 7.798E+01, 8.022E+01, 8.190E+01, 8.270E+01, 8.863E+01, 1.128E+02, 2.227E+01, 2.968E+01, 4.306E+01, 6.307E+01, 6.554E+01, 7.427E+01, 7.811E+01, 8.118E+01, 8.472E+01, 8.608E+01, 1.153E+02
 1.000E+02, 2.006E-01, 7.085E-03, 2.600E-04, 2.679E-11, 1.127E+02, 1.991E-01, 8.283E-03, 3.065E-04, 2.679E-11, 1.295E+02, 1.213E+02, 1.391E+02, 6.861E-04, 8.087E-04, 1.000E+00, 8.524E-01, 1.295E-01, 1.800E+00, 2.187E+00, 1.606E+00, 5.889E+01, 5.389E+01, 2.586E+01, 8.973E+01, 1.076E+02, 8.525E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.961E+01, 3.910E+01, 6.856E+01, 8.939E+01, 9.695E+01, 1.082E+02, 1.100E+02, 1.110E+02, 1.107E+02, 1.202E+02, 1.521E+02, 2.505E+01, 4.335E+01, 7.129E+01, 8.742E+01, 9.187E+01, 1.013E+02, 1.044E+02, 1.089E+02, 1.115E+02, 1.166E+02, 1.440E+02
 1.200E+02, 1.970E-01, 9.848E-03, 3.673E-04, 2.904E-11, 1.457E+02, 1.958E-01, 1.073E-02, 4.016E-04, 2.615E-11, 1.559E+02, 1.554E+02, 1.655E+02, 9.687E-04, 1.059E-03, 1.926E+00, 1.557E+00, 2.184E-01, 2.696E+00, 3.375E+00, 2.369E+00, 8.940E+01, 7.828E+01, 2.988E+01, 1.213E+02, 1.438E+02, 1.124E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 4.053E+01, 6.035E+01, 1.010E+02, 1.234E+02, 1.286E+02, 1.360E+02, 1.373E+02, 1.394E+02, 1.397E+02, 1.466E+02, 1.929E+02, 3.176E+01, 6.668E+01, 1.030E+02, 1.208E+02, 1.260E+02, 1.343E+02, 1.353E+02, 1.376E+02, 1.413E+02, 1.449E+02, 1.759E+02
 1.400E+02, 1.921E-01, 1.354E-02, 5.107E-04, 1.867E-11, 1.823E+02, 1.898E-01, 1.524E-02, 5.765E-04, 1.387E-11, 1.963E+02, 1.926E+02, 2.087E+02, 1.346E-03, 1.519E-03, 2.948E+00, 2.354E+00, 3.366E-01, 3.773E+00, 4.775E+00, 3.386E+00, 1.264E+02, 1.082E+02, 3.540E+01, 1.582E+02, 1.894E+02, 1.480E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 5.920E+01, 8.625E+01, 1.348E+02, 1.528E+02, 1.604E+02, 1.709E+02, 1.724E+02, 1.743E+02, 1.765E+02, 1.862E+02, 2.321E+02, 4.294E+01, 1.025E+02, 1.381E+02, 1.530E+02, 1.577E+02, 1.680E+02, 1.724E+02, 1.758E+02, 1.805E+02, 1.809E+02, 2.164E+02
 1.600E+02, 1.881E-01, 1.649E-02, 6.254E-04, 1.442E-11, 2.092E+02, 1.858E-01, 1.823E-02, 6.930E-04, 1.143E-11, 2.277E+02, 2.168E+02, 2.380E+02, 1.647E-03, 1.824E-03, 3.694E+00, 3.184E+00, 4.564E-01, 4.686E+00, 6.340E+00, 4.567E+00, 1.566E+02, 1.363E+02, 4.133E+01, 1.914E+02, 2.321E+02, 1.858E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.001E+01, 2.000E+01, 8.363E+01, 1.030E+02, 1.689E+02, 1.928E+02, 1.984E+02, 2.065E+02, 2.074E+02, 2.078E+02, 2.068E+02, 2.211E+02, 2.614E+02, 4.663E+01, 1.353E+02, 1.692E+02, 1.895E+02, 1.940E+02, 2.001E+02, 2.022E+02, 2.029E+02, 2.071E+02, 2.172E+02, 2.607E+02
