s,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,kg/kg,kg/kg,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,O2Rear,CO2Rear,CORear,UHRear,TRSampPtRh,O2Front,CO2Front,COFront,UHFront,TFSampPtRh,TRSampA,TFSampA,YsootR,YsootF,HFRFL,HFFFL,HFOFL,HFRCE,HFCCE,HFFCE,TSHFRFL,TSHFFFL,TSHFOFL,TSHFRCE,TSHFCCE,TSHFFCE,TSXHFRFL,TSXHFFFL,TSXHFRCE,TSXHFCCE,TSXHFFCE,TR3,TR30,TR60,TR90,TR105,TR120,TR135,TR150,TR180,TR210,TR237,TF3,TF30,TF60,TF90,TF105,TF120,TF135,TF150,TF180,TF210,TF237
 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00,-3.087E-06,-5.088E-06,-3.180E-05,-2.052E-06,-3.251E-06,-4.029E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01
 2.000E+01, 2.040E-01, 4.146E-03, 1.569E-05, 3.707E-11, 5.407E+01, 2.003E-01, 6.660E-03, 2.621E-05, 1.139E-09, 8.579E+01, 8.198E+01, 1.233E+02, 2.829E-05, 4.720E-05, 2.342E+00, 2.975E+00, 3.604E-01, 2.743E+00, 7.296E+00, 3.405E+00, 7.692E+01, 8.749E+01, 2.842E+01, 8.362E+01, 1.751E+02, 9.531E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.699E+01, 2.775E+01, 2.893E+01, 3.496E+01, 3.898E+01, 4.816E+01, 5.077E+01, 5.101E+01, 5.104E+01, 5.732E+01, 1.188E+02, 2.874E+01, 2.829E+01, 3.113E+01, 3.806E+01, 4.032E+01, 4.743E+01, 5.108E+01, 5.609E+01, 5.607E+01, 6.569E+01, 1.394E+02
 4.000E+01, 1.756E-01, 2.350E-02, 9.658E-05, 7.810E-10, 2.887E+02, 1.702E-01, 2.718E-02, 1.122E-04, 1.506E-08, 3.341E+02, 3.341E+02, 3.852E+02, 1.731E-04, 2.005E-04, 7.111E+00, 9.472E+00, 1.500E+00, 1.059E+01, 2.319E+01, 1.478E+01, 1.949E+02, 2.398E+02, 6.649E+01, 2.645E+02, 4.197E+02, 3.169E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 5.823E+01, 8.207E+01, 1.509E+02, 2.089E+02, 2.289E+02, 2.619E+02, 2.699E+02, 2.766E+02, 2.778E+02, 2.927E+02, 3.780E+02, 7.152E+01, 8.196E+01, 1.616E+02, 2.267E+02, 2.391E+02, 2.636E+02, 2.678E+02, 2.763E+02, 2.754E+02, 3.097E+02, 4.415E+02
 6.002E+01, 1.461E-01, 4.358E-02, 1.807E-04, 1.042E-08, 4.770E+02, 1.391E-01, 4.839E-02, 2.009E-04, 1.910E-08, 5.114E+02, 5.009E+02, 5.433E+02, 3.216E-04, 3.568E-04, 1.753E+01, 1.624E+01, 2.715E+00, 2.470E+01, 4.742E+01, 2.670E+01, 3.701E+02, 3.587E+02, 1.092E+02, 4.572E+02, 6.190E+02, 4.802E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 1.715E+02, 2.253E+02, 3.566E+02, 4.218E+02, 4.337E+02, 4.471E+02, 4.511E+02, 4.536E+02, 4.598E+02, 4.860E+02, 5.572E+02, 1.111E+02, 2.339E+02, 3.468E+02, 3.994E+02, 4.144E+02, 4.285E+02, 4.321E+02, 4.400E+02, 4.491E+02, 4.927E+02, 5.964E+02
 8.000E+01, 1.294E-01, 5.497E-02, 2.283E-04, 1.077E-08, 5.469E+02, 1.268E-01, 5.674E-02, 2.367E-04, 3.435E-08, 5.730E+02, 5.563E+02, 5.926E+02, 4.048E-04, 4.178E-04, 2.476E+01, 2.137E+01, 3.752E+00, 3.236E+01, 5.736E+01, 3.556E+01, 4.691E+02, 4.267E+02, 1.437E+02, 5.380E+02, 6.891E+02, 5.609E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 3.144E+02, 3.316E+02, 4.723E+02, 5.171E+02, 5.220E+02, 5.274E+02, 5.294E+02, 5.322E+02, 5.328E+02, 5.480E+02, 6.162E+02, 1.459E+02, 3.666E+02, 4.474E+02, 4.862E+02, 4.966E+02, 5.074E+02, 5.109E+02, 5.181E+02, 5.301E+02, 5.811E+02, 6.683E+02
 1.000E+02, 1.143E-01, 6.530E-02, 2.719E-04, 2.641E-08, 6.150E+02, 1.130E-01, 6.619E-02, 2.764E-04, 6.866E-08, 6.178E+02, 6.267E+02, 6.388E+02, 4.798E-04, 4.864E-04, 3.363E+01, 2.655E+01, 4.853E+00, 4.425E+01, 5.538E+01, 4.128E+01, 5.478E+02, 4.812E+02, 1.751E+02, 6.155E+02, 6.867E+02, 6.040E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 4.384E+02, 4.553E+02, 5.299E+02, 5.770E+02, 5.825E+02, 5.899E+02, 5.916E+02, 5.946E+02, 5.984E+02, 6.305E+02, 6.811E+02, 1.845E+02, 4.933E+02, 5.360E+02, 5.489E+02, 5.526E+02, 5.602E+02, 5.648E+02, 5.729E+02, 5.874E+02, 6.267E+02, 6.789E+02
 1.200E+02, 1.034E-01, 7.272E-02, 3.034E-04, 3.301E-08, 6.728E+02, 9.992E-02, 7.508E-02, 3.156E-04, 4.890E-08, 6.522E+02, 6.773E+02, 6.720E+02, 5.335E-04, 5.507E-04, 4.257E+01, 3.164E+01, 5.786E+00, 5.079E+01, 5.579E+01, 4.612E+01, 6.184E+02, 5.264E+02, 2.007E+02, 6.620E+02, 6.916E+02, 6.359E+02, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 5.662E+02, 5.616E+02, 5.850E+02, 6.201E+02, 6.283E+02, 6.378E+02, 6.417E+02, 6.478E+02, 6.568E+02, 6.812E+02, 7.060E+02, 2.154E+02, 5.715E+02, 5.896E+02, 6.016E+02, 6.057E+02, 6.128E+02, 6.164E+02, 6.227E+02, 6.405E+02, 6.685E+02, 6.850E+02
 1.400E+02, 8.459E-02, 8.536E-02, 5.207E-04, 6.282E-06, 6.934E+02, 9.754E-02, 7.670E-02, 3.192E-04, 1.636E-08, 6.772E+02, 7.038E+02, 6.887E+02, 6.569E-04, 5.617E-04, 5.539E+01, 3.611E+01, 6.802E+00, 6.113E+01, 6.602E+01, 5.503E+01, 6.813E+02, 5.583E+02, 2.253E+02, 7.075E+02, 7.364E+02, 6.836E+02, 2.001E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.002E+01, 6.434E+02, 6.367E+02, 6.521E+02, 6.630E+02, 6.684E+02, 6.787E+02, 6.836E+02, 6.891E+02, 6.975E+02, 7.141E+02, 7.377E+02, 2.042E+02, 6.067E+02, 6.252E+02, 6.385E+02, 6.432E+02, 6.529E+02, 6.577E+02, 6.668E+02, 6.879E+02, 7.121E+02, 7.326E+02
 1.600E+02, 6.963E-02, 9.565E-02, 4.672E-04, 3.729E-06, 8.001E+02, 4.424E-02, 1.088E-01, 4.821E-03, 3.194E-04, 7.665E+02, 8.089E+02, 7.987E+02, 7.107E-04, 1.667E-03, 8.435E+01, 5.151E+01, 9.756E+00, 8.662E+01, 9.530E+01, 8.107E+01, 7.947E+02, 6.377E+02, 2.675E+02, 8.028E+02, 8.277E+02, 7.733E+02, 2.003E+01, 2.004E+01, 2.004E+01, 2.007E+01, 2.005E+01, 7.547E+02, 7.650E+02, 7.581E+02, 7.569E+02, 7.586E+02, 7.643E+02, 7.670E+02, 7.727E+02, 7.815E+02, 8.025E+02, 8.314E+02, 2.953E+02, 6.636E+02, 6.856E+02, 7.021E+02, 7.077E+02, 7.200E+02, 7.269E+02, 7.405E+02, 7.632E+02, 7.873E+02, 8.035E+02
