s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.439E-05,-5.505E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.444E-05, 0.000E+00, 0.000E+00
 1.003E+01, 1.687E+01,-5.700E-02, 3.141E-01,-8.149E-02,-2.208E-02, 0.000E+00, 0.000E+00, 1.667E+01, 1.702E+01, 4.125E-04, 4.125E-04
 2.000E+01, 4.921E+01,-9.561E-01, 8.540E-01,-3.445E+00,-6.641E-02, 0.000E+00, 0.000E+00, 4.549E+01, 4.559E+01, 1.224E-03, 1.224E-03
 3.001E+01, 8.257E+01,-2.923E+00,-1.447E-01,-6.482E+00,-1.099E-01, 0.000E+00, 0.000E+00, 7.281E+01, 7.291E+01, 2.037E-03, 2.037E-03
 4.002E+01, 1.158E+02,-7.325E+00,-8.069E+00,-1.045E+01,-1.526E-01, 0.000E+00, 0.000E+00, 8.968E+01, 8.977E+01, 2.852E-03, 2.852E-03
 5.001E+01, 1.492E+02,-1.448E+01,-2.324E+01,-1.466E+01,-1.952E-01, 0.000E+00, 0.000E+00, 9.654E+01, 9.660E+01, 3.666E-03, 3.666E-03
 6.001E+01, 1.824E+02,-2.486E+01,-3.948E+01,-1.810E+01,-2.367E-01, 0.000E+00, 0.000E+00, 9.964E+01, 9.967E+01, 4.480E-03, 4.480E-03
 7.001E+01, 2.142E+02,-4.015E+01,-5.882E+01,-2.172E+01,-2.772E-01, 0.000E+00, 0.000E+00, 9.317E+01, 9.325E+01, 5.294E-03, 5.294E-03
 8.003E+01, 2.486E+02,-5.942E+01,-7.675E+01,-2.422E+01,-3.175E-01, 0.000E+00, 0.000E+00, 8.792E+01, 8.787E+01, 6.109E-03, 6.109E-03
 9.000E+01, 2.793E+02,-8.417E+01,-9.462E+01,-2.598E+01,-3.552E-01, 0.000E+00, 0.000E+00, 7.401E+01, 7.419E+01, 6.923E-03, 6.923E-03
 1.000E+02, 3.135E+02,-1.074E+02,-1.117E+02,-2.545E+01,-3.920E-01, 0.000E+00, 0.000E+00, 6.866E+01, 6.849E+01, 7.736E-03, 7.736E-03
 1.100E+02, 3.425E+02,-1.323E+02,-1.306E+02,-2.352E+01,-4.228E-01, 0.000E+00, 0.000E+00, 5.658E+01, 5.563E+01, 8.452E-03, 8.452E-03
 1.200E+02, 3.532E+02,-1.484E+02,-1.358E+02,-2.137E+01,-4.303E-01, 0.000E+00, 0.000E+00, 4.750E+01, 4.724E+01, 8.581E-03, 8.581E-03
 1.300E+02, 3.517E+02,-1.585E+02,-1.427E+02,-1.870E+01,-4.339E-01, 0.000E+00, 0.000E+00, 3.201E+01, 3.137E+01, 8.613E-03, 8.613E-03
 1.400E+02, 3.544E+02,-1.602E+02,-1.490E+02,-1.753E+01,-4.315E-01, 0.000E+00, 0.000E+00, 2.745E+01, 2.718E+01, 8.645E-03, 8.645E-03
 1.500E+02, 3.553E+02,-1.672E+02,-1.505E+02,-1.510E+01,-4.385E-01, 0.000E+00, 0.000E+00, 2.219E+01, 2.206E+01, 8.677E-03, 8.677E-03
 1.600E+02, 3.599E+02,-1.691E+02,-1.598E+02,-1.356E+01,-4.413E-01, 0.000E+00, 0.000E+00, 1.725E+01, 1.702E+01, 8.709E-03, 8.709E-03
 1.700E+02, 3.565E+02,-1.716E+02,-1.604E+02,-1.135E+01,-4.442E-01, 0.000E+00, 0.000E+00, 1.284E+01, 1.262E+01, 8.741E-03, 8.741E-03
 1.800E+02, 3.570E+02,-1.713E+02,-1.625E+02,-1.133E+01,-4.462E-01, 0.000E+00, 0.000E+00, 1.186E+01, 1.139E+01, 8.773E-03, 8.773E-03
 1.900E+02, 3.623E+02,-1.756E+02,-1.647E+02,-8.956E+00,-4.480E-01, 0.000E+00, 0.000E+00, 1.312E+01, 1.264E+01, 8.805E-03, 8.805E-03
