s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-9.044E-05,-2.680E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.047E-05, 0.000E+00, 0.000E+00
 1.001E+01, 6.646E+02,-1.206E+02,-8.890E+00,-1.361E+01, 9.745E-01, 0.000E+00, 0.000E+00, 5.158E+02, 5.225E+02, 1.412E-02, 1.412E-02
 2.001E+01, 7.328E+02,-1.711E+02,-3.059E+02,-2.652E+01, 1.104E+00, 0.000E+00, 0.000E+00, 2.304E+02, 2.304E+02, 1.480E-02, 1.480E-02
 3.001E+01, 7.458E+02,-2.039E+02,-4.211E+02,-1.579E+01, 1.047E+00, 0.000E+00, 0.000E+00, 1.062E+02, 1.061E+02, 1.480E-02, 1.480E-02
 4.001E+01, 7.424E+02,-2.124E+02,-4.707E+02,-1.021E+01, 1.032E+00, 0.000E+00, 0.000E+00, 5.028E+01, 5.011E+01, 1.480E-02, 1.480E-02
 5.001E+01, 7.306E+02,-2.071E+02,-4.989E+02,-3.820E+00, 1.006E+00, 0.000E+00, 0.000E+00, 2.168E+01, 2.180E+01, 1.480E-02, 1.480E-02
 6.000E+01, 7.467E+02,-2.157E+02,-5.194E+02, 1.138E+00, 9.975E-01, 0.000E+00, 0.000E+00, 1.414E+01, 1.374E+01, 1.480E-02, 1.480E-02
 7.001E+01, 7.392E+02,-2.088E+02,-5.105E+02, 6.100E+00, 9.960E-01, 0.000E+00, 0.000E+00, 2.708E+01, 2.703E+01, 1.480E-02, 1.480E-02
 8.001E+01, 7.429E+02,-2.079E+02,-5.455E+02, 8.996E+00, 1.008E+00, 0.000E+00, 0.000E+00,-3.364E-01,-4.793E-01, 1.480E-02, 1.480E-02
 9.001E+01, 7.400E+02,-1.991E+02,-5.446E+02, 9.865E+00, 9.981E-01, 0.000E+00, 0.000E+00, 7.382E+00, 7.162E+00, 1.480E-02, 1.480E-02
 1.000E+02, 7.338E+02,-1.974E+02,-5.457E+02, 1.274E+01, 9.877E-01, 0.000E+00, 0.000E+00, 4.136E+00, 4.439E+00, 1.480E-02, 1.480E-02
 1.100E+02, 7.413E+02,-1.986E+02,-5.500E+02, 1.220E+01, 9.998E-01, 0.000E+00, 0.000E+00, 5.954E+00, 5.773E+00, 1.480E-02, 1.480E-02
 1.200E+02, 7.408E+02,-1.975E+02,-5.626E+02, 1.622E+01, 1.000E+00, 0.000E+00, 0.000E+00,-1.858E+00,-2.108E+00, 1.480E-02, 1.480E-02
 1.300E+02, 7.458E+02,-1.933E+02,-5.617E+02, 1.590E+01, 1.000E+00, 0.000E+00, 0.000E+00, 8.128E+00, 7.692E+00, 1.480E-02, 1.480E-02
