s,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,kg/kg,kg/kg,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,O2Rear,CO2Rear,CORear,UHRear,TRSampPtRh,O2Front,CO2Front,COFront,UHFront,TFSampPtRh,TRSampA,TFSampA,YsootR,YsootF,HFRFL,HFFFL,HFOFL,HFRCE,HFCCE,HFFCE,TSHFRFL,TSHFFFL,TSHFOFL,TSHFRCE,TSHFCCE,TSHFFCE,TSXHFRFL,TSXHFFFL,TSXHFRCE,TSXHFCCE,TSXHFFCE,TR3,TR30,TR60,TR90,TR105,TR120,TR135,TR150,TR180,TR210,TR237,TF3,TF30,TF60,TF90,TF105,TF120,TF135,TF150,TF180,TF210,TF237
 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00,-3.094E-06,-4.806E-06,-3.097E-05,-1.847E-06,-2.292E-06,-3.346E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01
 1.000E+01, 2.085E-01, 1.078E-03, 2.875E-06, 9.127E-11, 2.310E+01, 2.095E-01, 4.249E-04, 1.454E-07, 6.926E-13, 2.015E+01, 3.362E+01, 2.072E+01, 5.193E-06, 2.629E-07, 5.652E-01, 1.483E-01, 2.064E-02, 6.513E-01, 6.147E-01, 1.814E-01, 3.034E+01, 2.259E+01, 2.034E+01, 3.179E+01, 3.035E+01, 2.321E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.113E+01, 2.198E+01, 2.166E+01, 2.282E+01, 2.382E+01, 2.546E+01, 2.623E+01, 2.551E+01, 2.495E+01, 3.519E+01, 4.896E+01, 2.021E+01, 2.025E+01, 2.028E+01, 2.025E+01, 2.023E+01, 2.019E+01, 2.018E+01, 2.017E+01, 2.015E+01, 2.042E+01, 2.344E+01
 2.001E+01, 2.003E-01, 6.702E-03, 2.638E-05, 3.262E-09, 1.014E+02, 2.038E-01, 4.272E-03, 1.622E-05, 1.528E-11, 5.904E+01, 1.363E+02, 9.127E+01, 4.758E-05, 2.928E-05, 2.694E+00, 9.014E-01, 1.561E-01, 2.646E+00, 2.203E+00, 1.367E+00, 8.584E+01, 4.293E+01, 2.375E+01, 8.610E+01, 7.778E+01, 5.346E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 3.098E+01, 3.526E+01, 3.355E+01, 3.751E+01, 4.118E+01, 5.097E+01, 5.786E+01, 6.877E+01, 9.697E+01, 1.349E+02, 1.739E+02, 2.318E+01, 2.608E+01, 3.725E+01, 4.323E+01, 4.446E+01, 4.546E+01, 4.578E+01, 4.669E+01, 4.893E+01, 5.709E+01, 8.851E+01
 3.000E+01, 1.908E-01, 1.320E-02, 5.352E-05, 2.462E-09, 1.900E+02, 1.957E-01, 9.790E-03, 3.928E-05, 4.706E-12, 1.422E+02, 2.373E+02, 1.797E+02, 9.631E-05, 7.078E-05, 5.163E+00, 2.480E+00, 4.637E-01, 5.377E+00, 4.636E+00, 3.250E+00, 1.491E+02, 8.520E+01, 3.267E+01, 1.570E+02, 1.410E+02, 1.061E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 4.994E+01, 7.001E+01, 9.755E+01, 1.158E+02, 1.220E+02, 1.360E+02, 1.435E+02, 1.615E+02, 1.800E+02, 2.158E+02, 2.849E+02, 3.192E+01, 4.981E+01, 1.096E+02, 1.217E+02, 1.237E+02, 1.250E+02, 1.240E+02, 1.238E+02, 1.260E+02, 1.406E+02, 1.868E+02
 4.001E+01, 1.726E-01, 2.556E-02, 1.053E-04, 1.305E-08, 3.377E+02, 1.814E-01, 1.958E-02, 8.018E-05, 1.247E-10, 2.548E+02, 3.954E+02, 3.037E+02, 1.885E-04, 1.440E-04, 1.094E+01, 5.375E+00, 1.025E+00, 1.310E+01, 1.204E+01, 7.860E+00, 2.545E+02, 1.547E+02, 5.186E+01, 2.939E+02, 2.757E+02, 2.059E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 9.143E+01, 1.621E+02, 2.010E+02, 2.279E+02, 2.377E+02, 2.542E+02, 2.621E+02, 2.763E+02, 3.136E+02, 3.566E+02, 4.352E+02, 5.641E+01, 1.258E+02, 1.876E+02, 2.106E+02, 2.144E+02, 2.229E+02, 2.254E+02, 2.304E+02, 2.362E+02, 2.651E+02, 3.165E+02
 5.001E+01, 1.429E-01, 4.576E-02, 2.058E-04, 1.241E-06, 5.287E+02, 1.581E-01, 3.543E-02, 1.464E-04, 7.839E-10, 3.860E+02, 5.898E+02, 4.500E+02, 3.408E-04, 2.615E-04, 2.586E+01, 1.201E+01, 2.218E+00, 3.564E+01, 2.691E+01, 1.791E+01, 4.285E+02, 2.741E+02, 8.166E+01, 5.037E+02, 4.469E+02, 3.586E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.045E+02, 2.804E+02, 3.517E+02, 3.878E+02, 3.986E+02, 4.218E+02, 4.293E+02, 4.511E+02, 5.220E+02, 5.656E+02, 6.277E+02, 1.201E+02, 2.562E+02, 3.201E+02, 3.438E+02, 3.473E+02, 3.517E+02, 3.549E+02, 3.624E+02, 3.696E+02, 4.166E+02, 4.683E+02
 6.001E+01, 1.107E-01, 6.447E-02, 3.705E-03, 2.548E-04, 7.760E+02, 1.213E-01, 6.052E-02, 2.515E-04, 9.260E-09, 5.585E+02, 8.271E+02, 6.123E+02, 1.172E-03, 4.450E-04, 6.782E+01, 2.703E+01, 5.152E+00, 9.821E+01, 6.151E+01, 4.396E+01, 6.777E+02, 4.523E+02, 1.499E+02, 7.977E+02, 6.657E+02, 5.724E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 4.276E+02, 5.083E+02, 5.868E+02, 6.579E+02, 6.875E+02, 7.412E+02, 7.642E+02, 8.024E+02, 8.253E+02, 8.577E+02, 9.200E+02, 2.992E+02, 4.467E+02, 4.970E+02, 5.178E+02, 5.219E+02, 5.274E+02, 5.322E+02, 5.428E+02, 5.737E+02, 6.284E+02, 6.483E+02
 7.002E+01, 5.665E-02, 9.679E-02, 8.481E-03, 9.382E-04, 1.001E+03, 3.896E-02, 1.159E-01, 1.213E-03, 1.091E-05, 7.722E+02, 1.037E+03, 8.334E+02, 2.331E-03, 9.850E-04, 1.007E+02, 5.275E+01, 9.811E+00, 1.437E+02, 1.132E+02, 9.388E+01, 8.367E+02, 6.249E+02, 2.373E+02, 9.452E+02, 8.577E+02, 7.930E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 8.100E+02, 9.051E+02, 9.715E+02, 9.570E+02, 9.579E+02, 9.699E+02, 9.778E+02, 9.935E+02, 1.005E+03, 1.011E+03, 1.001E+03, 3.820E+02, 6.526E+02, 6.833E+02, 7.044E+02, 7.121E+02, 7.256E+02, 7.334E+02, 7.506E+02, 7.870E+02, 8.291E+02, 8.464E+02
 8.001E+01, 4.317E-03, 1.170E-01, 2.381E-02, 8.375E-03, 9.912E+02, 7.246E-03, 1.284E-01, 1.074E-02, 1.416E-03, 8.634E+02, 1.001E+03, 8.841E+02, 5.450E-03, 2.967E-03, 8.489E+01, 7.231E+01, 1.409E+01, 1.332E+02, 1.248E+02, 1.160E+02, 7.937E+02, 7.210E+02, 3.119E+02, 9.323E+02, 9.058E+02, 8.795E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 7.057E+02, 8.692E+02, 9.194E+02, 9.455E+02, 9.531E+02, 9.652E+02, 9.697E+02, 9.756E+02, 9.711E+02, 9.632E+02, 9.558E+02, 3.842E+02, 7.691E+02, 7.965E+02, 8.223E+02, 8.301E+02, 8.444E+02, 8.550E+02, 8.769E+02, 9.014E+02, 9.212E+02, 9.086E+02
