s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-3.522E-05,-5.502E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.528E-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.002E+01, 3.726E+01, 0.000E+00,-1.217E+00, 6.653E-01,-9.295E-01, 6.729E-02, 0.000E+00, 0.000E+00, 3.533E+01, 3.585E+01, 0.000E+00, 7.616E-04, 0.000E+00, 0.000E+00
 2.002E+01, 1.117E+02, 0.000E+00,-1.017E+01, 1.845E+00,-5.195E+00, 1.915E-01, 0.000E+00, 0.000E+00, 9.824E+01, 9.837E+01, 0.000E+00, 2.266E-03, 0.000E+00, 0.000E+00
 3.000E+01, 1.862E+02, 0.000E+00,-2.602E+01,-1.126E+01,-8.308E+00, 3.015E-01, 0.000E+00, 0.000E+00, 1.408E+02, 1.409E+02, 0.000E+00, 3.772E-03, 0.000E+00, 0.000E+00
 4.002E+01, 2.604E+02, 0.000E+00,-4.847E+01,-4.113E+01,-1.170E+01, 4.016E-01, 0.000E+00, 0.000E+00, 1.593E+02, 1.595E+02, 0.000E+00, 5.280E-03, 0.000E+00, 0.000E+00
 5.001E+01, 3.359E+02, 0.000E+00,-8.404E+01,-8.905E+01,-1.470E+01, 4.765E-01, 0.000E+00, 0.000E+00, 1.485E+02, 1.486E+02, 0.000E+00, 6.788E-03, 0.000E+00, 0.000E+00
 6.000E+01, 4.088E+02, 0.000E+00,-1.311E+02,-1.315E+02,-1.360E+01, 5.449E-01, 0.000E+00, 0.000E+00, 1.334E+02, 1.331E+02, 0.000E+00, 8.295E-03, 0.000E+00, 0.000E+00
 7.001E+01, 4.763E+02, 0.000E+00,-1.876E+02,-1.723E+02,-8.414E+00, 5.756E-01, 0.000E+00, 0.000E+00, 1.087E+02, 1.085E+02, 0.000E+00, 9.613E-03, 0.000E+00, 0.000E+00
 8.001E+01, 4.887E+02, 0.000E+00,-2.223E+02,-1.927E+02,-1.656E+00, 5.487E-01, 0.000E+00, 0.000E+00, 7.280E+01, 7.256E+01, 0.000E+00, 9.800E-03, 0.000E+00, 0.000E+00
 9.000E+01, 4.843E+02, 0.000E+00,-2.363E+02,-2.026E+02, 3.535E+00, 5.328E-01, 0.000E+00, 0.000E+00, 4.974E+01, 4.951E+01, 0.000E+00, 9.800E-03, 0.000E+00, 0.000E+00
 1.000E+02, 4.899E+02, 0.000E+00,-2.474E+02,-2.061E+02, 6.480E+00, 5.183E-01, 0.000E+00, 0.000E+00, 4.330E+01, 4.336E+01, 0.000E+00, 9.800E-03, 0.000E+00, 0.000E+00
