s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.652E-05,-5.502E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.658E-05, 0.000E+00, 0.000E+00
 1.001E+01, 1.036E+02,-1.233E+01, 1.716E+00,-3.807E+00, 4.300E-02, 0.000E+00, 0.000E+00, 8.806E+01, 8.924E+01, 2.730E-03, 2.730E-03
 2.002E+01, 3.171E+02,-5.521E+01,-6.254E+00,-1.157E+01, 1.127E-01, 0.000E+00, 0.000E+00, 2.439E+02, 2.442E+02, 8.150E-03, 8.150E-03
 3.001E+01, 5.204E+02,-1.219E+02,-8.963E+01,-2.003E+01, 1.603E-01, 0.000E+00, 0.000E+00, 2.887E+02, 2.889E+02, 1.357E-02, 1.357E-02
 4.001E+01, 7.270E+02,-2.518E+02,-2.021E+02,-2.100E+01, 1.911E-01, 0.000E+00, 0.000E+00, 2.522E+02, 2.522E+02, 1.900E-02, 1.900E-02
 5.001E+01, 8.670E+02,-4.052E+02,-2.805E+02,-1.168E+01, 1.825E-01, 0.000E+00, 0.000E+00, 1.710E+02, 1.698E+02, 2.442E-02, 2.442E-02
 6.001E+01, 1.098E+03,-5.776E+02,-3.404E+02,-4.366E+00, 1.339E-01, 0.000E+00, 0.000E+00, 1.771E+02, 1.757E+02, 2.985E-02, 2.985E-02
 7.001E+01, 1.235E+03,-7.198E+02,-3.980E+02,-6.837E-01, 1.152E-01, 0.000E+00, 0.000E+00, 1.169E+02, 1.164E+02, 3.263E-02, 3.263E-02
 8.001E+01, 1.255E+03,-7.773E+02,-4.196E+02, 6.352E+00, 1.484E-01, 0.000E+00, 0.000E+00, 6.533E+01, 6.428E+01, 3.281E-02, 3.281E-02
 9.002E+01, 1.106E+03,-6.896E+02,-4.119E+02, 1.399E+01, 1.530E-01, 0.000E+00, 0.000E+00, 1.964E+01, 1.833E+01, 3.298E-02, 3.298E-02
 1.000E+02, 9.949E+02,-5.890E+02,-4.016E+02, 1.486E+01, 1.805E-01, 0.000E+00, 0.000E+00, 2.011E+01, 1.933E+01, 3.315E-02, 3.315E-02
 1.100E+02, 1.135E+03,-5.494E+02,-5.781E+02, 9.966E+00, 2.655E-01, 0.000E+00, 0.000E+00, 2.052E+01, 1.782E+01, 3.332E-02, 3.332E-02
 1.200E+02, 1.118E+03,-5.279E+02,-5.880E+02, 1.051E+01, 2.632E-01, 0.000E+00, 0.000E+00, 1.388E+01, 1.243E+01, 3.349E-02, 3.349E-02
 1.300E+02, 1.350E+03,-6.260E+02,-6.995E+02, 1.089E+01, 2.545E-01, 0.000E+00, 0.000E+00, 3.748E+01, 3.525E+01, 3.366E-02, 3.366E-02
 1.400E+02, 1.318E+03,-5.905E+02,-7.314E+02, 8.957E+00, 2.598E-01, 0.000E+00, 0.000E+00, 9.099E+00, 5.499E+00, 3.383E-02, 3.383E-02
 1.500E+02, 1.145E+03,-5.150E+02,-6.368E+02, 1.040E+01, 2.558E-01, 0.000E+00, 0.000E+00, 5.934E+00, 4.066E+00, 3.400E-02, 3.400E-02
 1.600E+02, 1.174E+03,-5.304E+02,-6.470E+02, 1.163E+01, 1.859E-01, 0.000E+00, 0.000E+00, 9.991E+00, 8.562E+00, 3.417E-02, 3.417E-02
 1.700E+02, 1.275E+03,-5.476E+02,-7.390E+02, 1.198E+01, 1.956E-01, 0.000E+00, 0.000E+00, 6.304E+00, 9.126E-01, 3.434E-02, 3.434E-02
 1.800E+02, 1.209E+03,-5.024E+02,-7.081E+02, 1.370E+01, 1.888E-01, 0.000E+00, 0.000E+00, 1.538E+01, 1.260E+01, 3.451E-02, 3.451E-02
 1.900E+02, 1.323E+03,-5.410E+02,-7.899E+02, 1.296E+01, 1.710E-01, 0.000E+00, 0.000E+00, 7.884E+00, 4.819E+00, 3.468E-02, 3.468E-02
 2.000E+02, 1.282E+03,-5.149E+02,-7.809E+02, 1.412E+01, 1.644E-01, 0.000E+00, 0.000E+00, 2.977E+00, 8.361E-02, 3.485E-02, 3.485E-02
 2.100E+02, 1.369E+03,-5.476E+02,-8.303E+02, 1.536E+01, 1.917E-01, 0.000E+00, 0.000E+00, 9.625E+00, 6.679E+00, 3.502E-02, 3.502E-02
 2.200E+02, 1.435E+03,-5.683E+02,-8.738E+02, 1.300E+01, 2.098E-01, 0.000E+00, 0.000E+00, 9.725E+00, 6.005E+00, 3.519E-02, 3.519E-02
 2.300E+02, 1.354E+03,-5.389E+02,-8.204E+02, 1.441E+01, 2.341E-01, 0.000E+00, 0.000E+00, 1.386E+01, 9.540E+00, 3.536E-02, 3.536E-02
 2.400E+02, 1.390E+03,-5.549E+02,-8.535E+02, 1.245E+01, 2.431E-01, 0.000E+00, 0.000E+00,-2.474E+00,-5.861E+00, 3.553E-02, 3.553E-02
 2.500E+02, 1.439E+03,-5.601E+02,-8.712E+02, 1.291E+01, 2.471E-01, 0.000E+00, 0.000E+00, 2.256E+01, 2.036E+01, 3.570E-02, 3.570E-02
 2.600E+02, 1.503E+03,-5.748E+02,-9.546E+02, 1.268E+01, 2.399E-01, 0.000E+00, 0.000E+00,-1.091E+01,-1.317E+01, 3.587E-02, 3.587E-02
 2.700E+02, 1.271E+03,-4.955E+02,-7.938E+02, 1.486E+01, 2.262E-01, 0.000E+00, 0.000E+00, 6.604E-01,-2.767E+00, 3.604E-02, 3.604E-02
 2.800E+02, 1.355E+03,-5.233E+02,-8.346E+02, 1.600E+01, 1.668E-01, 0.000E+00, 0.000E+00, 1.543E+01, 1.352E+01, 3.621E-02, 3.621E-02
 2.900E+02, 1.398E+03,-5.323E+02,-9.055E+02, 1.805E+01, 1.509E-01, 0.000E+00, 0.000E+00,-1.996E+01,-2.134E+01, 3.638E-02, 3.638E-02
 3.000E+02, 1.416E+03,-5.372E+02,-8.854E+02, 1.965E+01, 1.563E-01, 0.000E+00, 0.000E+00, 1.736E+01, 1.361E+01, 3.666E-02, 3.666E-02
 3.100E+02, 1.475E+03,-5.473E+02,-9.548E+02, 2.032E+01, 1.685E-01, 0.000E+00, 0.000E+00,-2.154E+00,-6.461E+00, 3.757E-02, 3.757E-02
 3.200E+02, 1.487E+03,-5.428E+02,-9.703E+02, 1.959E+01, 1.489E-01, 0.000E+00, 0.000E+00,-2.303E+00,-6.835E+00, 3.859E-02, 3.859E-02
 3.300E+02, 1.474E+03,-5.368E+02,-9.362E+02, 2.234E+01, 1.628E-01, 0.000E+00, 0.000E+00, 2.783E+01, 2.318E+01, 3.960E-02, 3.960E-02
 3.400E+02, 1.600E+03,-5.791E+02,-1.024E+03, 1.986E+01, 1.450E-01, 0.000E+00, 0.000E+00, 1.981E+01, 1.739E+01, 4.062E-02, 4.062E-02
 3.500E+02, 1.468E+03,-5.374E+02,-9.542E+02, 1.863E+01, 1.521E-01, 0.000E+00, 0.000E+00,-1.445E+00,-4.494E+00, 4.164E-02, 4.164E-02
 3.600E+02, 1.338E+03,-4.860E+02,-8.767E+02, 2.192E+01, 1.347E-01, 0.000E+00, 0.000E+00, 1.783E+00,-2.798E+00, 4.266E-02, 4.266E-02
 3.700E+02, 1.610E+03,-5.654E+02,-1.034E+03, 2.135E+01, 1.510E-01, 0.000E+00, 0.000E+00, 3.337E+01, 3.181E+01, 4.368E-02, 4.368E-02
 3.800E+02, 1.575E+03,-5.531E+02,-1.047E+03, 2.125E+01, 1.413E-01, 0.000E+00, 0.000E+00,-1.795E+00,-4.292E+00, 4.469E-02, 4.469E-02
 3.900E+02, 1.580E+03,-5.419E+02,-1.061E+03, 2.244E+01, 1.343E-01, 0.000E+00, 0.000E+00, 2.016E+00,-2.224E-01, 4.571E-02, 4.571E-02
 4.000E+02, 1.666E+03,-5.584E+02,-1.107E+03, 2.249E+01, 1.278E-01, 0.000E+00, 0.000E+00, 2.625E+01, 2.343E+01, 4.673E-02, 4.673E-02
 4.100E+02, 1.760E+03,-5.811E+02,-1.188E+03, 2.262E+01, 1.349E-01, 0.000E+00, 0.000E+00, 1.793E+01, 1.381E+01, 4.775E-02, 4.775E-02
