m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
U1-z,U1,U1_rms-z,U1_rms,U2-z,U2,U2_rms-z,U2_rms,U3-z,U3,U3_rms-z,U3_rms,U4-z,U4,U4_rms-z,U4_rms,U5-z,U5,U5_rms-z,U5_rms
 2.5000000E-003, 9.0076264E-001, 2.5000000E-003, 4.5410220E-008, 2.5000000E-003, 8.0401370E-001, 2.5000000E-003, 2.6877672E-007, 2.5000000E-003, 6.9946588E-001, 2.5000000E-003, 1.0116849E-006, 2.5000000E-003, 4.9102855E-001, 2.5000000E-003, 1.8843027E-004, 2.5000000E-003, 3.6567163E-001, 2.5000000E-003, 2.2577712E-004
 7.5000000E-003, 9.3180214E-001, 7.5000000E-003, 5.4310863E-008, 7.5000000E-003, 8.9829131E-001, 7.5000000E-003, 2.5661233E-007, 7.5000000E-003, 7.6950333E-001, 7.5000000E-003, 1.0082648E-006, 7.5000000E-003, 5.2231669E-001, 7.5000000E-003, 1.9022733E-004, 7.5000000E-003, 3.9293186E-001, 7.5000000E-003, 2.2628918E-004
 1.2500000E-002, 9.3665683E-001, 1.2500000E-002, 2.0423022E-007, 1.2500000E-002, 9.0928040E-001, 1.2500000E-002, 3.1994984E-007, 1.2500000E-002, 7.8002464E-001, 1.2500000E-002, 9.7944553E-007, 1.2500000E-002, 5.2436767E-001, 1.2500000E-002, 1.9031146E-004, 1.2500000E-002, 3.9457476E-001, 1.2500000E-002, 2.2647392E-004
 1.7500000E-002, 9.4651758E-001, 1.7500000E-002, 6.1699293E-007, 1.7500000E-002, 9.2022945E-001, 1.7500000E-002, 6.2564830E-007, 1.7500000E-002, 7.8577710E-001, 1.7500000E-002, 9.8425343E-007, 1.7500000E-002, 5.2376874E-001, 1.7500000E-002, 1.9039376E-004, 1.7500000E-002, 3.9437988E-001, 1.7500000E-002, 2.2738715E-004
 2.2500000E-002, 9.5814648E-001, 2.2500000E-002, 1.5319310E-006, 2.2500000E-002, 9.3382266E-001, 2.2500000E-002, 1.5582459E-006, 2.2500000E-002, 7.9171412E-001, 2.2500000E-002, 1.3967174E-006, 2.2500000E-002, 5.2277369E-001, 2.2500000E-002, 1.9050819E-004, 2.2500000E-002, 3.9395762E-001, 2.2500000E-002, 2.2902048E-004
 2.7500000E-002, 9.7010944E-001, 2.7500000E-002, 3.4305204E-006, 2.7500000E-002, 9.4905962E-001, 2.7500000E-002, 3.9638073E-006, 2.7500000E-002, 7.9814318E-001, 2.7500000E-002, 2.5779657E-006, 2.7500000E-002, 5.1984881E-001, 2.7500000E-002, 1.9070685E-004, 2.7500000E-002, 3.9307780E-001, 2.7500000E-002, 2.3185077E-004
 3.2500000E-002, 9.8058813E-001, 3.2500000E-002, 7.6271487E-006, 3.2500000E-002, 9.6427175E-001, 3.2500000E-002, 9.8147668E-006, 3.2500000E-002, 8.0454760E-001, 3.2500000E-002, 6.0408855E-006, 3.2500000E-002, 5.2337749E-001, 3.2500000E-002, 1.9141535E-004, 3.2500000E-002, 3.9323674E-001, 3.2500000E-002, 2.3660383E-004
 3.7500000E-002, 9.8925653E-001, 3.7500000E-002, 1.6600309E-005, 3.7500000E-002, 9.7880213E-001, 3.7500000E-002, 2.2058523E-005, 3.7500000E-002, 8.0865689E-001, 3.7500000E-002, 1.1873206E-005, 3.7500000E-002, 5.0454745E-001, 3.7500000E-002, 1.8962757E-004, 3.7500000E-002, 3.8913463E-001, 3.7500000E-002, 2.4382818E-004
 4.2500000E-002, 9.9887781E-001, 4.2500000E-002, 3.3168875E-005, 4.2500000E-002, 9.9515809E-001, 4.2500000E-002, 4.2955461E-005, 4.2500000E-002, 8.2519702E-001, 4.2500000E-002, 2.1429957E-005, 4.2500000E-002, 5.4322710E-001, 4.2500000E-002, 1.9695234E-004, 4.2500000E-002, 4.0097523E-001, 4.2500000E-002, 2.7142934E-004
 4.7500000E-002, 1.0053660E+000, 4.7500000E-002, 5.2450220E-005, 4.7500000E-002, 1.0087183E+000, 4.7500000E-002, 6.6829362E-005, 4.7500000E-002, 7.2642072E-001, 4.7500000E-002, 4.2746516E-005, 4.7500000E-002, 4.3951472E-001, 4.7500000E-002, 1.9440812E-004, 4.7500000E-002, 3.3441895E-001, 4.7500000E-002, 3.1544432E-004
 5.2500000E-002, 1.0123815E+000, 5.2500000E-002, 5.4779848E-005, 5.2500000E-002, 1.0233554E+000, 5.2500000E-002, 7.2729465E-005, 5.2500000E-002, 1.1083137E+000, 5.2500000E-002, 1.0537142E-004, 5.2500000E-002, 7.2188316E-001, 5.2500000E-002, 2.2422719E-004, 5.2500000E-002, 6.7414718E-001, 5.2500000E-002, 9.4488728E-004
 5.7500000E-002, 1.0257485E+000, 5.7500000E-002, 7.1929078E-005, 5.7500000E-002, 1.0446112E+000, 5.7500000E-002, 9.4587557E-005, 5.7500000E-002, 1.2188027E+000, 5.7500000E-002, 1.3680253E-004, 5.7500000E-002, 1.1583540E+000, 5.7500000E-002, 3.6012408E-004, 5.7500000E-002, 1.0655816E+000, 5.7500000E-002, 1.6801198E-003
 6.2500000E-002, 1.0382227E+000, 6.2500000E-002, 1.1255064E-004, 6.2500000E-002, 1.0644748E+000, 6.2500000E-002, 1.5065525E-004, 6.2500000E-002, 1.2464582E+000, 6.2500000E-002, 1.8498824E-004, 6.2500000E-002, 1.4899678E+000, 6.2500000E-002, 8.7503866E-004, 6.2500000E-002, 1.4918010E+000, 6.2500000E-002, 3.7731633E-003
 6.7500000E-002, 1.0489535E+000, 6.7500000E-002, 1.3793338E-004, 6.7500000E-002, 1.0822877E+000, 6.7500000E-002, 1.7701521E-004, 6.7500000E-002, 1.2614785E+000, 6.7500000E-002, 2.5673908E-004, 6.7500000E-002, 1.6478509E+000, 6.7500000E-002, 1.8700598E-003, 6.7500000E-002, 1.7756066E+000, 6.7500000E-002, 1.7708003E-002
 7.2500000E-002, 1.0564333E+000, 7.2500000E-002, 1.9081211E-004, 7.2500000E-002, 1.0962974E+000, 7.2500000E-002, 2.2449249E-004, 7.2500000E-002, 1.2736184E+000, 7.2500000E-002, 2.9637398E-004, 7.2500000E-002, 1.7034329E+000, 7.2500000E-002, 2.8767646E-003, 7.2500000E-002, 1.9098637E+000, 7.2500000E-002, 3.4939363E-002
 7.7500000E-002, 1.0607946E+000, 7.7500000E-002, 1.9332101E-004, 7.7500000E-002, 1.1060077E+000, 7.7500000E-002, 2.3058244E-004, 7.7500000E-002, 1.2817820E+000, 7.7500000E-002, 3.2233808E-004, 7.7500000E-002, 1.7200319E+000, 7.7500000E-002, 4.1019696E-003, 7.7500000E-002, 1.9581032E+000, 7.7500000E-002, 4.9767790E-002
 8.2500000E-002, 1.0641923E+000, 8.2500000E-002, 1.7524018E-004, 8.2500000E-002, 1.1135774E+000, 8.2500000E-002, 2.1339256E-004, 8.2500000E-002, 1.2873054E+000, 8.2500000E-002, 3.2735897E-004, 8.2500000E-002, 1.7246842E+000, 8.2500000E-002, 4.4766500E-003, 8.2500000E-002, 1.9779106E+000, 8.2500000E-002, 4.9549638E-002
 8.7500000E-002, 1.0674659E+000, 8.7500000E-002, 1.5699087E-004, 8.7500000E-002, 1.1201403E+000, 8.7500000E-002, 1.9057243E-004, 8.7500000E-002, 1.2920542E+000, 8.7500000E-002, 2.7815860E-004, 8.7500000E-002, 1.7258156E+000, 8.7500000E-002, 4.5121628E-003, 8.7500000E-002, 1.9846615E+000, 8.7500000E-002, 5.3264440E-002
 9.2500000E-002, 1.0705955E+000, 9.2500000E-002, 1.5209937E-004, 9.2500000E-002, 1.1231337E+000, 9.2500000E-002, 2.0287535E-004, 9.2500000E-002, 1.2963974E+000, 9.2500000E-002, 3.3033236E-004, 9.2500000E-002, 1.7346297E+000, 9.2500000E-002, 4.5938109E-003, 9.2500000E-002, 1.9800781E+000, 9.2500000E-002, 5.9255686E-002
 9.7500000E-002, 1.0389037E+000, 9.7500000E-002, 1.7472942E-004, 9.7500000E-002, 1.0264610E+000, 9.7500000E-002, 2.3167638E-004, 9.7500000E-002, 1.1516362E+000, 9.7500000E-002, 3.4916925E-004, 9.7500000E-002, 1.4991691E+000, 9.7500000E-002, 4.2341085E-003, 9.7500000E-002, 1.6332879E+000, 9.7500000E-002, 3.4517619E-002
