s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.4100000E+001, 8.5000000E+002, 8.5000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.4451322E+001, 8.4922122E+002, 8.4922122E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.5019038E+001, 8.4769966E+002, 8.4769966E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.5457240E+001, 8.4612697E+002, 8.4612697E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.5796306E+001, 8.4451543E+002, 8.4451543E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.6059448E+001, 8.4287476E+002, 8.4287476E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.6263040E+001, 8.4121072E+002, 8.4121072E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.6418985E+001, 8.3952658E+002, 8.3952658E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.6535990E+001, 8.3782450E+002, 8.3782450E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.6619344E+001, 8.3610511E+002, 8.3610511E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.6682638E+001, 8.3437591E+002, 8.3437591E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.6732055E+001, 8.3259546E+002, 8.3259546E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.6769633E+001, 8.3080827E+002, 8.3080827E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.6797463E+001, 8.2905903E+002, 8.2905903E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.6818667E+001, 8.2730497E+002, 8.2730497E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.6834803E+001, 8.2554662E+002, 8.2554662E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.6847069E+001, 8.2378439E+002, 8.2378439E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.6856383E+001, 8.2201858E+002, 8.2201858E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.6863449E+001, 8.2024945E+002, 8.2024945E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.6868803E+001, 8.1847715E+002, 8.1847715E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.6872857E+001, 8.1670182E+002, 8.1670182E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.6875923E+001, 8.1492355E+002, 8.1492355E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.6878240E+001, 8.1314242E+002, 8.1314242E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.6879990E+001, 8.1135847E+002, 8.1135847E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.6881310E+001, 8.0957173E+002, 8.0957173E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 2.6882305E+001, 8.0778224E+002, 8.0778224E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 2.6883055E+001, 8.0599000E+002, 8.0778224E+002, 4.9150000E+000, 1.4456518E-008
 5.4100000E+000, 2.6883620E+001, 8.0419501E+002, 8.0778224E+002, 4.9150000E+000, 1.4451477E-008
 5.6100000E+000, 2.6884046E+001, 8.0239729E+002, 8.0778224E+002, 4.9150000E+000, 1.4446365E-008
 5.8100000E+000, 2.6884366E+001, 8.0059682E+002, 8.0778224E+002, 4.9150000E+000, 1.4441207E-008
 6.0100000E+000, 2.6884608E+001, 7.9879361E+002, 8.0778224E+002, 4.9150000E+000, 1.4436012E-008
 6.2100000E+000, 2.6884790E+001, 7.9698764E+002, 8.0778224E+002, 4.9150000E+000, 1.4430786E-008
 6.4100000E+000, 2.6884928E+001, 7.9517889E+002, 8.0778224E+002, 4.9150000E+000, 1.4425534E-008
 6.6100000E+000, 2.6885032E+001, 7.9336738E+002, 8.0778224E+002, 4.9150000E+000, 1.4420258E-008
 6.8100000E+000, 2.6885111E+001, 7.9155306E+002, 8.0778224E+002, 4.9150000E+000, 1.4414960E-008
 7.0100000E+000, 2.6885172E+001, 7.8973595E+002, 8.0778224E+002, 4.9150000E+000, 1.4409643E-008
 7.2100000E+000, 2.6885219E+001, 7.8791601E+002, 8.0778224E+002, 4.9150000E+000, 1.4404308E-008
 7.4100000E+000, 2.6885255E+001, 7.8609325E+002, 8.0778224E+002, 4.9150000E+000, 1.4398957E-008
 7.6100000E+000, 2.6885284E+001, 7.8426763E+002, 8.0778224E+002, 4.9150000E+000, 1.4393591E-008
 7.8100000E+000, 2.6885307E+001, 7.8243915E+002, 8.0778224E+002, 4.9150000E+000, 1.4388210E-008
 8.0100000E+000, 2.6885325E+001, 7.8060779E+002, 8.0778224E+002, 4.9150000E+000, 1.4382815E-008
 8.2100000E+000, 2.6885341E+001, 7.7877354E+002, 8.0778224E+002, 4.9150000E+000, 1.4377406E-008
 8.4100000E+000, 2.6885354E+001, 7.7693637E+002, 8.0778224E+002, 4.9150000E+000, 1.4371985E-008
 8.6100000E+000, 2.6885365E+001, 7.7509627E+002, 8.0778224E+002, 4.9150000E+000, 1.4366552E-008
 8.8100000E+000, 2.6885375E+001, 7.7325323E+002, 8.0778224E+002, 4.9150000E+000, 1.4361106E-008
