s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 4.9000000E+001, 6.0000000E+002, 6.0000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 4.6939513E+001, 5.9655299E+002, 5.9655299E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 4.4923369E+001, 5.9055724E+002, 5.9055724E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 4.4196167E+001, 5.8492193E+002, 5.8492193E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 4.3920349E+001, 5.7938464E+002, 5.7938464E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 4.3814692E+001, 5.7385832E+002, 5.7385832E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 4.3774545E+001, 5.6831186E+002, 5.6831186E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 4.3759410E+001, 5.6273279E+002, 5.6273279E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 4.3753695E+001, 5.5711569E+002, 5.5711569E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 4.3751470E+001, 5.5145786E+002, 5.5145786E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 4.3750515E+001, 5.4575760E+002, 5.4575760E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 4.3750002E+001, 5.3986916E+002, 5.3986916E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 4.3749649E+001, 5.3393370E+002, 5.3393370E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 4.3749353E+001, 5.2809580E+002, 5.2809580E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 4.3749069E+001, 5.2221012E+002, 5.2221012E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 4.3748786E+001, 5.1627527E+002, 5.1627527E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 4.3748498E+001, 5.1028979E+002, 5.1627527E+002, 2.9150000E+000, 3.0677003E-008
 3.4100000E+000, 4.3748206E+001, 5.0425215E+002, 5.1627527E+002, 2.9150000E+000, 3.0629140E-008
 3.6100000E+000, 4.3747907E+001, 4.9816073E+002, 5.1627527E+002, 2.9150000E+000, 3.0580748E-008
 3.8100000E+000, 4.3747602E+001, 4.9201384E+002, 5.1627527E+002, 2.9150000E+000, 3.0531853E-008
 4.0100000E+000, 4.3747290E+001, 4.8580966E+002, 5.1627527E+002, 2.9150000E+000, 3.0482448E-008
 4.2100000E+000, 4.3746971E+001, 4.7954633E+002, 5.1627527E+002, 2.9150000E+000, 3.0432522E-008
 4.4100000E+000, 4.3746644E+001, 4.7322182E+002, 5.1627527E+002, 2.9150000E+000, 3.0382059E-008
 4.6100000E+000, 4.3746310E+001, 4.6683401E+002, 5.1627527E+002, 2.9150000E+000, 3.0331044E-008
 4.8100000E+000, 4.3745967E+001, 4.6038066E+002, 5.1627527E+002, 2.9150000E+000, 3.0279460E-008
 5.0100000E+000, 4.3745616E+001, 4.5385938E+002, 5.1627527E+002, 2.9150000E+000, 3.0227290E-008
 5.2100000E+000, 4.3745256E+001, 4.4726763E+002, 5.1627527E+002, 2.9150000E+000, 3.0174514E-008
 5.4100000E+000, 4.3744886E+001, 4.4060269E+002, 5.1627527E+002, 2.9150000E+000, 3.0121112E-008
 5.6100000E+000, 4.3744507E+001, 4.3386169E+002, 5.1627527E+002, 2.9150000E+000, 3.0067064E-008
 5.8100000E+000, 4.3744116E+001, 4.2704154E+002, 5.1627527E+002, 2.9150000E+000, 3.0012346E-008
 6.0100000E+000, 4.3743715E+001, 4.2013892E+002, 5.1627527E+002, 2.9150000E+000, 2.9956936E-008
 6.2100000E+000, 4.3743302E+001, 4.1315031E+002, 5.1627527E+002, 2.9150000E+000, 2.9900806E-008
 6.4100000E+000, 4.3742876E+001, 4.0607188E+002, 5.1627527E+002, 2.9150000E+000, 2.9843931E-008
 6.6100000E+000, 4.3742437E+001, 3.9889952E+002, 5.1627527E+002, 2.9150000E+000, 2.9786282E-008
 6.8100000E+000, 4.3741984E+001, 3.9162881E+002, 5.1627527E+002, 2.9150000E+000, 2.9727827E-008
 7.0100000E+000, 4.3741515E+001, 3.8425493E+002, 5.1627527E+002, 2.9150000E+000, 2.9668533E-008
 7.2100000E+000, 4.3741031E+001, 3.7677267E+002, 5.1627527E+002, 2.9150000E+000, 2.9608366E-008
 7.4100000E+000, 4.3740530E+001, 3.6917635E+002, 5.1627527E+002, 2.9150000E+000, 2.9547286E-008
 7.6100000E+000, 4.3740009E+001, 3.6145976E+002, 5.1627527E+002, 2.9150000E+000, 2.9485253E-008
 7.8100000E+000, 4.3739470E+001, 3.5361612E+002, 5.1627527E+002, 2.9150000E+000, 2.9422222E-008
