s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 5.2000000E+001, 5.8000000E+002, 5.8000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 4.9151773E+001, 5.7475912E+002, 5.7475912E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 4.7111150E+001, 5.6574053E+002, 5.6574053E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 4.6687311E+001, 5.5711510E+002, 5.5711510E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 4.6594034E+001, 5.4849253E+002, 5.4849253E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 4.6573804E+001, 5.3979697E+002, 5.3979697E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 4.6569284E+001, 5.3100894E+002, 5.3979697E+002, 9.0500000E-001, 4.6930811E-008
 1.4000000E+000, 4.6568005E+001, 5.2212107E+002, 5.3979697E+002, 9.0500000E-001, 4.6805642E-008
 1.6000000E+000, 4.6567355E+001, 5.1312840E+002, 5.3979697E+002, 9.0500000E-001, 4.6679228E-008
 1.8000000E+000, 4.6566812E+001, 5.0402622E+002, 5.3979697E+002, 9.0500000E-001, 4.6551242E-008
 2.0000000E+000, 4.6566273E+001, 4.9480955E+002, 5.3979697E+002, 9.0500000E-001, 4.6421512E-008
 2.2100000E+000, 4.6565705E+001, 4.8523753E+002, 5.3979697E+002, 9.0500000E-001, 4.6283293E-008
 2.4100000E+000, 4.6565118E+001, 4.7553448E+002, 5.3979697E+002, 9.0500000E-001, 4.6149645E-008
 2.6100000E+000, 4.6564523E+001, 4.6593380E+002, 5.3979697E+002, 9.0500000E-001, 4.6013936E-008
 2.8100000E+000, 4.6563906E+001, 4.5619410E+002, 5.3979697E+002, 9.0500000E-001, 4.5876069E-008
 3.0100000E+000, 4.6563264E+001, 4.4630794E+002, 5.3979697E+002, 9.0500000E-001, 4.5735939E-008
 3.2100000E+000, 4.6562595E+001, 4.3626713E+002, 5.3979697E+002, 9.0500000E-001, 4.5593434E-008
 3.4100000E+000, 4.6561899E+001, 4.2606268E+002, 5.3979697E+002, 9.0500000E-001, 4.5448434E-008
 3.6100000E+000, 4.6561171E+001, 4.1568467E+002, 5.3979697E+002, 9.0500000E-001, 4.5300807E-008
 3.8100000E+000, 4.6560409E+001, 4.0512214E+002, 5.3979697E+002, 9.0500000E-001, 4.5150413E-008
 4.0100000E+000, 4.6559610E+001, 3.9436284E+002, 5.3979697E+002, 9.0500000E-001, 4.4997093E-008
 4.2100000E+000, 4.6558771E+001, 3.8339311E+002, 5.3979697E+002, 9.0500000E-001, 4.4840678E-008
 4.4100000E+000, 4.6557886E+001, 3.7219757E+002, 5.3979697E+002, 9.0500000E-001, 4.4680976E-008
 4.6100000E+000, 4.6556953E+001, 3.6075882E+002, 5.3979697E+002, 9.0500000E-001, 4.4517776E-008
