s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000,-1.1000000E+000, 1.1000000E+003, 1.1000000E+003, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4900000E+000, 1.0979548E+003, 1.0979548E+003, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4900000E+000, 1.0939269E+003, 1.0939269E+003, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4900000E+000, 1.0898901E+003, 1.0898901E+003, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4900000E+000, 1.0858442E+003, 1.0858442E+003, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4900000E+000, 1.0817890E+003, 1.0817890E+003, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.4900000E+000, 1.0777247E+003, 1.0777247E+003, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.4900000E+000, 1.0736510E+003, 1.0736510E+003, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.4900000E+000, 1.0695679E+003, 1.0695679E+003, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.4900000E+000, 1.0654753E+003, 1.0654753E+003, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.4900000E+000, 1.0613731E+003, 1.0613731E+003, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.4900000E+000, 1.0571583E+003, 1.0571583E+003, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.4900000E+000, 1.0529333E+003, 1.0529333E+003, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.4900000E+000, 1.0488013E+003, 1.0488013E+003, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.4900000E+000, 1.0446595E+003, 1.0446595E+003, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.4900000E+000, 1.0405076E+003, 1.0405076E+003, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.4900000E+000, 1.0363456E+003, 1.0363456E+003, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.4900000E+000, 1.0321734E+003, 1.0321734E+003, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.4900000E+000, 1.0279909E+003, 1.0279909E+003, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 5.4900000E+000, 1.0237981E+003, 1.0237981E+003, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 5.4900000E+000, 1.0195947E+003, 1.0195947E+003, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 5.4900000E+000, 1.0153808E+003, 1.0153808E+003, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 5.4900000E+000, 1.0111561E+003, 1.0111561E+003, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 5.4900000E+000, 1.0069207E+003, 1.0069207E+003, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 5.4900000E+000, 1.0026744E+003, 1.0026744E+003, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 5.4900000E+000, 9.9841706E+002, 9.9841706E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 5.4900000E+000, 9.9414864E+002, 9.9841706E+002, 4.9150000E+000, 4.2491520E-008
 5.4100000E+000, 5.4900000E+000, 9.8986901E+002, 9.9841706E+002, 4.9150000E+000, 4.2455944E-008
 5.6100000E+000, 5.4900000E+000, 9.8557805E+002, 9.9841706E+002, 4.9150000E+000, 4.2420180E-008
 5.8100000E+000, 5.4900000E+000, 9.8127566E+002, 9.9841706E+002, 4.9150000E+000, 4.2384280E-008
 6.0100000E+000, 5.4900000E+000, 9.7696172E+002, 9.9841706E+002, 4.9150000E+000, 4.2348254E-008
 6.2100000E+000, 5.4900000E+000, 9.7263611E+002, 9.9841706E+002, 4.9150000E+000, 4.2312103E-008
 6.4100000E+000, 5.4900000E+000, 9.6829871E+002, 9.9841706E+002, 4.9150000E+000, 4.2275829E-008
 6.6100000E+000, 5.4900000E+000, 9.6394941E+002, 9.9841706E+002, 4.9150000E+000, 4.2239431E-008
 6.8100000E+000, 5.4900000E+000, 9.5958808E+002, 9.9841706E+002, 4.9150000E+000, 4.2202909E-008
 7.0100000E+000, 5.4900000E+000, 9.5521459E+002, 9.9841706E+002, 4.9150000E+000, 4.2166260E-008
 7.2100000E+000, 5.4900000E+000, 9.5082883E+002, 9.9841706E+002, 4.9150000E+000, 4.2129485E-008
 7.4100000E+000, 5.4900000E+000, 9.4643065E+002, 9.9841706E+002, 4.9150000E+000, 4.2092582E-008
 7.6100000E+000, 5.4900000E+000, 9.4201994E+002, 9.9841706E+002, 4.9150000E+000, 4.2055549E-008
 7.8100000E+000, 5.4900000E+000, 9.3759655E+002, 9.9841706E+002, 4.9150000E+000, 4.2018387E-008
 8.0100000E+000, 5.4900000E+000, 9.3316034E+002, 9.9841706E+002, 4.9150000E+000, 4.1981093E-008
 8.2100000E+000, 5.4900000E+000, 9.2871119E+002, 9.9841706E+002, 4.9150000E+000, 4.1943666E-008
 8.4100000E+000, 5.4900000E+000, 9.2424894E+002, 9.9841706E+002, 4.9150000E+000, 4.1906105E-008
 8.6100000E+000, 5.4900000E+000, 9.1977345E+002, 9.9841706E+002, 4.9150000E+000, 4.1868409E-008
 8.8100000E+000, 5.4900000E+000, 9.1528458E+002, 9.9841706E+002, 4.9150000E+000, 4.1830576E-008
 9.0100000E+000, 5.4900000E+000, 9.1078217E+002, 9.9841706E+002, 4.9150000E+000, 4.1792604E-008
 9.2100000E+000, 5.4900000E+000, 9.0626607E+002, 9.9841706E+002, 4.9150000E+000, 4.1754493E-008
 9.4100000E+000, 5.4900000E+000, 9.0173613E+002, 9.9841706E+002, 4.9150000E+000, 4.1716241E-008
 9.6100000E+000, 5.4900000E+000, 8.9719219E+002, 9.9841706E+002, 4.9150000E+000, 4.1677846E-008
 9.8100000E+000, 5.4900000E+000, 8.9263408E+002, 9.9841706E+002, 4.9150000E+000, 4.1639307E-008
 1.0000000E+001, 5.4900000E+000, 8.8817618E+002, 9.9841706E+002, 4.9150000E+000, 4.1602560E-008
