s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 9.1000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E+000, 8.9483345E+000, 9.5324088E+002, 9.5324088E+002, 1.0050000E+000, 0.0000000E+000
 4.0100000E+000, 8.7059965E+000, 9.5174276E+002, 9.5174276E+002, 3.0100000E+000, 0.0000000E+000
 6.0100000E+000, 8.5320073E+000, 9.5026141E+002, 9.5026141E+002, 5.0150000E+000, 0.0000000E+000
 8.0100000E+000, 8.4073039E+000, 9.4879497E+002, 9.4879497E+002, 7.0150000E+000, 0.0000000E+000
 1.0010000E+001, 8.3189411E+000, 9.4733716E+002, 9.4733716E+002, 9.0150000E+000, 0.0000000E+000
 1.2010000E+001, 8.2570421E+000, 9.4588558E+002, 9.4588558E+002, 1.1015000E+001, 0.0000000E+000
 1.4010000E+001, 8.2125597E+000, 9.4443641E+002, 9.4443641E+002, 1.3015000E+001, 0.0000000E+000
 1.6010000E+001, 8.1806049E+000, 9.4298830E+002, 9.4298830E+002, 1.5015000E+001, 0.0000000E+000
 1.8000000E+001, 8.1577113E+000, 9.4154388E+002, 9.4154388E+002, 1.7010000E+001, 0.0000000E+000
 2.0000000E+001, 8.1412802E+000, 9.4009883E+002, 9.4009883E+002, 1.9005000E+001, 0.0000000E+000
 2.2000000E+001, 8.1294670E+000, 9.3864903E+002, 9.3864903E+002, 2.1005000E+001, 0.0000000E+000
 2.4000000E+001, 8.1210072E+000, 9.3719772E+002, 9.3719772E+002, 2.3005000E+001, 0.0000000E+000
 2.6000000E+001, 8.1149540E+000, 9.3574464E+002, 9.3574464E+002, 2.5005000E+001, 0.0000000E+000
 2.8000000E+001, 8.1106262E+000, 9.3428958E+002, 9.3428958E+002, 2.7005000E+001, 0.0000000E+000
 3.0000000E+001, 8.1075343E+000, 9.3283242E+002, 9.3283242E+002, 2.9005000E+001, 0.0000000E+000
 3.2000000E+001, 8.1053267E+000, 9.3137303E+002, 9.3283242E+002, 2.9005000E+001, 1.3602954E-009
 3.4000000E+001, 8.1037514E+000, 9.2991134E+002, 9.3283242E+002, 2.9005000E+001, 1.3603129E-009
 3.6000000E+001, 8.1026274E+000, 9.2844729E+002, 9.3283242E+002, 2.9005000E+001, 1.3603429E-009
 3.8000000E+001, 8.1018253E+000, 9.2698083E+002, 9.3283242E+002, 2.9005000E+001, 1.3603829E-009
 4.0000000E+001, 8.1012527E+000, 9.2551193E+002, 9.3283242E+002, 2.9005000E+001, 1.3604308E-009
