s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.9400000E+001, 5.6000000E+002, 5.6000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.9045885E+001, 5.5912292E+002, 5.5912292E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.8518630E+001, 5.5748689E+002, 5.5748689E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.8162905E+001, 5.5589321E+002, 5.5589321E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.7916132E+001, 5.5432364E+002, 5.5432364E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.7742882E+001, 5.5276830E+002, 5.5276830E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.7621183E+001, 5.5122188E+002, 5.5122188E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.7535707E+001, 5.4968065E+002, 5.4968065E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.7475711E+001, 5.4814203E+002, 5.4814203E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.7433641E+001, 5.4660421E+002, 5.4660421E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.7404177E+001, 5.4506589E+002, 5.4506589E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.7383172E+001, 5.4348763E+002, 5.4348763E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.7368593E+001, 5.4190723E+002, 5.4190723E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.7358744E+001, 5.4036281E+002, 5.4036281E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.7351918E+001, 5.3881554E+002, 5.3881554E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.7349096E+001, 5.3726667E+002, 5.3726667E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.7348203E+001, 5.3571529E+002, 5.3571529E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.7347587E+001, 5.3416035E+002, 5.3416035E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.7347163E+001, 5.3260179E+002, 5.3260179E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.7346873E+001, 5.3103959E+002, 5.3103959E+002, 3.7150000E+000, 0.0000000E+000
