s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.8000000E+001, 8.5000000E+002, 8.5000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.7725675E+001, 8.4905250E+002, 8.4905250E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.7289036E+001, 8.4727806E+002, 8.4727806E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.6961661E+001, 8.4554501E+002, 8.4554501E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.6712665E+001, 8.4383950E+002, 8.4383950E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.6520506E+001, 8.4215222E+002, 8.4215222E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.6372198E+001, 8.4047855E+002, 8.4047855E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.6259221E+001, 8.3881663E+002, 8.3881663E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.6172355E+001, 8.3716224E+002, 8.3716224E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.6105201E+001, 8.3551266E+002, 8.3551266E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.6053296E+001, 8.3386629E+002, 8.3386629E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.6012355E+001, 8.3218083E+002, 8.3218083E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.5980874E+001, 8.3049643E+002, 8.3049643E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.5957277E+001, 8.2885340E+002, 8.2885340E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.5939078E+001, 8.2721007E+002, 8.2721007E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.5925050E+001, 8.2556602E+002, 8.2556602E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.5914246E+001, 8.2392088E+002, 8.2392088E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.5905932E+001, 8.2227441E+002, 8.2227441E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.5899540E+001, 8.2062639E+002, 8.2062639E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.5894629E+001, 8.1897666E+002, 8.1897666E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.5890860E+001, 8.1732510E+002, 8.1732510E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.5887970E+001, 8.1567159E+002, 8.1567159E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.5885756E+001, 8.1401606E+002, 8.1401606E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.5884063E+001, 8.1235845E+002, 8.1235845E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.5882769E+001, 8.1069870E+002, 8.1069870E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 2.5881781E+001, 8.0903676E+002, 8.0903676E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 2.5881028E+001, 8.0737261E+002, 8.0903676E+002, 4.9150000E+000, 1.3445093E-008
 5.4100000E+000, 2.5880456E+001, 8.0570622E+002, 8.0903676E+002, 4.9150000E+000, 1.3440359E-008
 5.6100000E+000, 2.5880021E+001, 8.0403755E+002, 8.0903676E+002, 4.9150000E+000, 1.3435629E-008
 5.8100000E+000, 2.5879691E+001, 8.0236658E+002, 8.0903676E+002, 4.9150000E+000, 1.3430914E-008
 6.0100000E+000, 2.5879442E+001, 8.0069330E+002, 8.0903676E+002, 4.9150000E+000, 1.3426214E-008
 6.2100000E+000, 2.5879254E+001, 7.9901768E+002, 8.0903676E+002, 4.9150000E+000, 1.3421524E-008
 6.4100000E+000, 2.5879114E+001, 7.9733971E+002, 8.0903676E+002, 4.9150000E+000, 1.3416843E-008
 6.6100000E+000, 2.5879009E+001, 7.9565938E+002, 8.0903676E+002, 4.9150000E+000, 1.3412166E-008
 6.8100000E+000, 2.5878931E+001, 7.9397666E+002, 8.0903676E+002, 4.9150000E+000, 1.3407494E-008
 7.0100000E+000, 2.5878873E+001, 7.9229155E+002, 8.0903676E+002, 4.9150000E+000, 1.3402823E-008
 7.2100000E+000, 2.5878832E+001, 7.9060402E+002, 8.0903676E+002, 4.9150000E+000, 1.3398152E-008
 7.4100000E+000, 2.5878802E+001, 7.8891407E+002, 8.0903676E+002, 4.9150000E+000, 1.3393480E-008
